,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t61,12756.086888354144,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1478.2084389726328,-14.526241246838481,-0.0,-11263.352208134673,3250.8023553403013,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3217.182626591065,71.60398665057919,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1478.2084389726328,-14.526241246838481,-0.0,-1535.2861843763735
t62,12791.805285356873,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1490.684829630734,-14.648845783391755,-0.0,-11286.47160994275,3257.108495738716,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3223.4887669894797,62.402738895306896,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1490.684829630734,-14.648845783391755,-0.0,-1538.4387227426494
t63,12695.005768201074,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1479.1203892753626,-14.535202912699209,-0.0,-11201.350176013013,3199.3152287955577,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-3199.3152287955577,62.29422903697419,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1479.1203892753626,-14.535202912699209,-0.0,-1526.8794153996375
t64,12602.737439278657,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1472.043042824834,-14.465654370546865,-0.0,-11116.228742083276,3208.7614193508725,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3175.141690601636,57.742719602338695,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1472.043042824834,-14.465654370546865,-0.0,-1515.320108056626
t65,12634.811196994646,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1481.9509167143528,-14.563018289306815,-0.0,-11138.297261990987,3215.067559749287,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3181.4478310000504,51.08474799785588,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1481.9509167143528,-14.563018289306815,-0.0,-1518.4726464229018
t66,12609.291893358108,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1465.0051926151273,-14.39649395493162,-0.0,-11129.89020678805,3212.965512949815,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3179.3457842005787,66.81310164061424,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1465.0051926151273,-14.39649395493162,-0.0,-1517.4218003008098
t67,12409.037672207047,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1434.24523319129,-14.094218186810467,-0.0,-10960.698220828945,3164.618436561972,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3130.9987078127356,74.15217061030678,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1434.24523319129,-14.094218186810467,-0.0,-1494.3031856147863
t68,12245.659224304472,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1434.027155655695,-14.092075155551106,-4.982876723018201,-10792.557116770207,3126.0734278955547,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-43.42179647066273,-3082.651631424892,56.0036570952857,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1434.027155655695,-14.092075155551106,-4.754166666666649,-1471.184570928763
t69,12281.925235001725,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1441.2247976681697,-14.162805832988083,-12.962876723018198,-10813.57475477755,3179.339568293969,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-90.38179647066275,-3088.9577718233063,62.84986745985722,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1441.2247976681697,-14.162805832988083,-15.574749999999987,-1474.337109295039
t70,11921.028927433834,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1407.5580115479765,-13.831964901294082,-18.1428767230182,-10481.496074261544,3115.187462317753,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-120.82179647066275,-2994.3656658470904,69.3388460650683,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1407.5580115479765,-13.831964901294082,-33.91416666666665,-1429.1507260450842
t71,10774.345943748782,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1265.7030923213772,-12.43796746195561,-18.301024554495374,-9477.903859410955,2865.9580741898994,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-158.52179647066274,-2707.436277719237,87.38977198037261,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1265.7030923213772,-12.43796746195561,-48.11416666666666,-1292.5407301731275
t72,9637.050951304947,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1139.545348626556,-11.198224965733996,-18.301024554495374,-8468.006353158164,2599.546639262574,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2418.4048427919115,83.62693118492365,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1139.545348626556,-11.198224965733996,-57.09416666666665,-1154.879888179079
t73,8842.686806110582,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1045.9879306658406,-10.27884337657652,-18.301024554495374,-7768.119007513668,2399.8521933127854,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2218.710396842123,84.09797044611213,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1045.9879306658406,-10.27884337657652,-60.55416666666665,-1059.2528910687095
t74,8369.965526343854,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-981.6411590437543,-9.646512574374306,-18.301024554495374,-7360.37683017123,2278.9181014976753,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-176.87130202621827,-2102.0467994714572,86.70730400636262,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,981.6411590437543,-9.646512574374306,-56.19474999999999,-1002.5072004757427
t75,8069.830374798039,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-943.2909325635109,-9.26964783254528,-11.206384119595256,-7106.06341028239,2210.667981360354,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2029.5261848896916,95.41300650450076,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,943.2909325635109,-9.26964783254528,-60.55416666666665,-968.8801245687996
t76,7969.014495969036,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-914.4796817844841,-8.986521875200468,-18.301024554495374,-7027.247267754857,2162.267601077015,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-154.81290758177386,-2007.4546934952418,102.95267010526301,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,914.4796817844841,-8.986521875200468,-50.074166666666656,-958.3716633478799
t77,8103.414768800281,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-918.0014925357489,-9.021130440034625,-15.682876723018198,-7160.70926910148,2142.7644434675017,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-97.47290758177388,-2045.291535885728,95.72985199439574,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,918.0014925357489,-9.021130440034625,-28.474166666666655,-976.2360474234434
t78,8634.47796015726,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-959.4931036963147,-9.428865328801251,-3.5760555555555236,-7661.979935576591,2220.7919111914757,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.56119294168884,-2188.230718249787,98.49097365857496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,959.4931036963147,-9.428865328801251,-4.014166666666654,-1044.5410453594218
t79,9968.334005631887,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1146.4738422118799,-11.266310742167214,-0.0,-8810.593852677841,2549.7697477165707,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2516.1500189673343,65.9095860814135,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1146.4738422118799,-11.266310742167214,-0.0,-1201.1171175511258
t80,11200.532919602618,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1315.619851914153,-12.92849563984171,-0.0,-9871.984572048621,2853.5155102401955,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2819.8957814909595,43.4425261255069,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1315.619851914153,-12.92849563984171,-0.0,-1346.1338823998183
t81,11810.497257207999,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1374.3449863238018,-13.505583043212544,-0.0,-10422.646687840985,2977.549291451319,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-2977.549291451319,60.95539990985096,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1374.3449863238018,-13.505583043212544,-0.0,-1421.7948031904402
t82,12139.10857940876,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1383.399235399939,-13.594558456233692,-0.0,-10742.114785552587,3102.6080559775637,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3068.9883272283273,94.02397113041415,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1383.399235399939,-13.594558456233692,-0.0,-1463.8286480741192
t83,12443.838583771783,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1429.1625793921376,-14.044271336749212,-0.0,-11000.631733042896,3176.179693959065,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3142.5599652098285,84.43910816985796,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1429.1625793921376,-14.044271336749212,-0.0,-1499.5574162252462
t84,12588.328258563875,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1461.936703930696,-14.366340151369098,-0.0,-11112.02521448181,3207.7103959511364,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3174.0906672019,67.74974427729899,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1461.936703930696,-14.366340151369098,-0.0,-1515.320108056626
t85,12630.879953422707,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1464.5294082683959,-14.391818458553793,-0.0,-11151.958726695759,3218.2206299484938,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3184.6009011992574,70.43674885724373,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1464.5294082683959,-14.391818458553793,-0.0,-1520.5743386670858
t86,12736.845646075948,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1484.1301699063736,-14.584433643711934,-0.0,-11238.131042525862,3244.4962149418866,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3210.8764861926506,62.587909747435695,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1484.1301699063736,-14.584433643711934,-0.0,-1532.1336460100974
t87,12756.460826318795,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1475.4567716603588,-14.499200822663314,-0.0,-11266.504853835773,3251.8533787400374,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3218.233649990801,75.3794596607699,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1475.4567716603588,-14.499200822663314,-0.0,-1536.3370304984653
t88,12761.968602357681,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1469.4637398602392,-14.440307757630471,-0.0,-11278.064554739813,3255.0064489392444,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3221.386720190008,82.36444451794861,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1469.4637398602392,-14.440307757630471,-0.0,-1537.3878766205573
t89,12795.494333925993,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1487.0533907691713,-14.613159911504251,-0.0,-11293.827783245319,3260.261565937923,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3226.6418371886866,67.04933800707451,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1487.0533907691713,-14.613159911504251,-0.0,-1539.4895688647414
t90,12701.723740413854,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1477.447743249743,-14.518765948162866,-0.0,-11209.75723121595,3235.037004344265,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3201.417275595029,65.0012842201496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1477.447743249743,-14.518765948162866,-0.0,-1527.9302615217296
t91,12419.930921995558,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1458.560998518856,-14.33316735252841,-0.0,-10947.036756124173,3128.2467810901367,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-1.452166876344103,-3126.7946142137926,47.97366220427509,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1458.560998518856,-14.33316735252841,-0.0,-1492.2014933706025
t92,12158.97264235006,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1443.1106816195652,-14.18133827030832,-3.7028767230182,-10697.977745737167,3091.2468195024253,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-35.92179647066272,-3055.325023031763,31.579240781069057,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1443.1106816195652,-14.18133827030832,-1.9341666666666555,-1458.5744174636593
t93,12176.430232693689,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1425.0825040752206,-14.004176748735631,-12.0428767230182,-10725.300675146713,3148.6950067003113,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-84.96179647066273,-3063.7332102296486,71.06279517011679,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1425.0825040752206,-14.004176748735631,-20.414166666666652,-1461.7269558299352
t94,11920.853762875036,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1390.3865968614502,-13.66322272278281,-17.4428767230182,-10499.361066567784,3117.050579316433,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-117.42979647066402,-2999.620782845769,87.95405693935923,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1390.3865968614502,-13.66322272278281,-32.37416666666665,-1432.30326441136
t95,10738.32449779482,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1238.2731870226003,-12.168415880972285,-11.029917380658315,-9476.852977510587,2870.4870507901633,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-164.10179647066272,-2706.385254319501,113.63012569816615,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1238.2731870226003,-12.168415880972285,-47.19416666666665,-1292.5407301731275
t96,9558.828400214405,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1100.5882562164895,-10.81539659883784,-18.301024554495374,-8429.12372284458,2588.8764052652164,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-180.98179647066274,-2407.894608794554,116.4269646176339,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1100.5882562164895,-10.81539659883784,-56.574166666666656,-1149.625657568619
t97,8726.998840110986,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1007.3936068606117,-9.899579909008306,-18.301024554495374,-7691.40462878687,2377.780701918335,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2196.6389054476726,111.804569562853,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1007.3936068606117,-9.899579909008306,-60.55416666666665,-1048.7444298477897
t98,8198.715469943694,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-942.1395197766846,-9.258332987172215,-18.301024554495374,-7229.016592625341,2246.402776951369,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2065.2609804807066,113.3666423994256,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,942.1395197766846,-9.258332987172215,-60.55416666666665,-985.6936625222712
t99,7928.160582796692,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-915.6495484367273,-8.998018065297263,-18.301024554495374,-6985.211991740172,2175.9842091690757,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-1994.8424126984128,105.6892229105647,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,915.6495484367273,-8.998018065297263,-60.274166666666666,-952.0665866153281
t100,7824.599219278828,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-900.5110296160539,-8.849252998943197,-18.301024554495374,-6896.937912109335,2138.5196475754183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-168.90179647066276,-1969.6178511047553,96.80882319978045,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,900.5110296160539,-8.849252998943197,-49.014166666666654,-939.4564331502244
t101,7942.303692080178,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-907.241384427012,-8.915391680798338,-14.6628767230182,-7011.48403924935,2093.814618589183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-90.56401869288497,-2003.2505998962984,83.08729890205703,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,907.241384427012,-8.915391680798338,-26.194166666666653,-955.219124981604
t102,8381.371704418927,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-958.7927407580008,-9.421982915784206,-0.23605555555549174,-7412.920925189585,2147.6355228894463,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-30.87439582168884,-2116.761127067757,61.91737827692851,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,958.7927407580008,-9.421982915784206,-0.37416666666665327,-1010.9139694524785
t103,9684.636575498394,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1144.4328183620055,-11.246253756932822,-0.0,-8528.957503379455,2469.891969336655,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2436.2722405874188,29.049246428650346,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1144.4328183620055,-11.246253756932822,-0.0,-1162.2358110337227
t104,10933.718685213695,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1312.6065856543967,-12.898884502821954,-0.0,-9608.213215056476,2777.841825459224,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-2744.2220967099875,10.697413097116181,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1312.6065856543967,-12.898884502821954,-0.0,-1310.405114248691
t105,11683.964150340096,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1406.1821846984487,-13.818444756094527,-0.0,-10263.963520885552,2962.0347571580396,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-29.67947189535701,-2932.3552852626826,7.363294684154672,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1406.1821846984487,-13.818444756094527,-0.0,-1399.7270346265088
t106,12170.936087312693,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1462.7871715454369,-14.374697631558382,-0.0,-10693.774218135699,3087.8937283812634,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3054.273999632027,10.16194354978076,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1462.7871715454369,-14.374697631558382,-0.0,-1458.5744174636593
t107,12525.496099521948,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1493.3749744425186,-14.675281630661084,-0.0,-11017.44584344877,3180.3837875580075,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3146.764058808771,22.959415657572904,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1493.3749744425186,-14.675281630661084,-0.0,-1501.6591084694303
t108,12693.431094761576,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1506.6993922932813,-14.806219665562566,-0.0,-11171.925482802733,3224.5267703469085,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3190.907041597672,30.78285828355067,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1506.6993922932813,-14.806219665562566,-0.0,-1522.6760309112697
t109,12752.525419981128,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1519.4298130260147,-14.931320536225948,-0.0,-11218.164286418887,3238.1900745434727,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3204.5703457942363,24.482615154032917,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1519.4298130260147,-14.931320536225948,-0.0,-1528.9811076438216
t110,12842.854529920116,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1518.342878852043,-14.920639317248792,-0.0,-11309.591011750825,3230.8459307876296,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-3230.8459307876296,38.1690215741311,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1518.342878852043,-14.920639317248792,-0.0,-1541.5912611089252
t111,12840.395778750688,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1515.9080545151082,-14.896712484753797,-0.0,-11309.591011750825,3230.8459307876296,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-3230.8459307876296,40.57991907857096,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1515.9080545151082,-14.896712484753797,-0.0,-1541.5912611089252
t112,12804.318141064276,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1507.2385408854625,-14.811517837533062,-0.0,-11282.268082341281,3256.05747233898,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3222.4377435897436,46.01169969471997,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1507.2385408854625,-14.811517837533062,-0.0,-1538.4387227426494
t113,12786.362317820554,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1515.473837520884,-14.892445467569155,-0.0,-11255.996034832102,3248.70030854083,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3215.0805797915937,33.65394620096667,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1515.473837520884,-14.892445467569155,-0.0,-1534.2353382542815
t114,12607.872744450906,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1501.0634503805384,-14.750835695535596,-0.0,-11092.058458374833,3202.4552789524582,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3168.835550203222,25.854955005347236,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1501.0634503805384,-14.750835695535596,-0.0,-1512.16756969035
t115,12220.048229082304,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1457.307304727961,-14.32084739955286,-0.0,-10748.42007695479,3103.6590793772993,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-33.61972874923656,-3070.039350628063,21.893036867803108,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1457.307304727961,-14.32084739955286,-0.0,-1464.8794941962112
t116,11851.31771441815,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1413.8254769501712,-13.893554804340345,-2.0028767230182005,-10421.595805940618,3003.51102847123,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-25.96173701991106,-2977.549291451319,20.812034922517377,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1413.8254769501712,-13.893554804340345,-0.0,-1420.7439570683482
t117,11794.54055202082,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1405.0620546531745,-13.807437323829562,-10.8228767230182,-10364.848183320795,3038.45471352621,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-77.72179647066274,-2960.732917055547,39.80758355102617,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1405.0620546531745,-13.807437323829562,-17.674166666666657,-1413.3880342137045
t118,11583.778700253017,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1381.1466059375539,-13.572422038832986,-16.5228767230182,-10172.536795553613,3017.361496739952,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-111.28179647066274,-2906.0797002692893,49.856863929351135,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1381.1466059375539,-13.572422038832986,-30.314166666666658,-1387.1168811614052
t119,10604.455614633265,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1268.13351132445,-12.461851003571754,-18.301024554495374,-9305.55922775075,2810.9199744023203,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-152.88179647066275,-2658.0381779316576,58.693775710800296,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1268.13351132445,-12.461851003571754,-45.99416666666666,-1268.371269365012
t120,9532.599230298496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1155.7854558708002,-11.35781525725498,-18.301024554495374,-8347.154934615945,2565.9138904710308,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2384.7720940003683,49.51287627872894,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1155.7854558708002,-11.35781525725498,-55.87416666666665,-1138.0663502256075
t121,8674.948981345358,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1047.4279409884423,-10.292994247855937,-18.301024554495374,-7598.927021554564,2350.1051169249417,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-179.7417964706627,-2170.3633204542793,54.042650186674315,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,1047.4279409884423,-10.292994247855937,-56.09416666666665,-1035.083430260594
t122,8156.828257717216,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-981.8310501463019,-9.648378619712373,-18.301024554495374,-7147.047804396707,2223.280262157183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-2042.1384656865205,61.78585031933662,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,981.8310501463019,-9.648378619712373,-59.834166666666654,-974.1343551792595
t123,7868.318344609787,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-945.8860221671354,-9.295149579555742,-18.301024554495374,-6894.836148308601,2149.7086241756824,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-1968.5668277050195,62.979727229311585,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,945.8860221671354,-9.295149579555742,-60.114166666666655,-939.4564331502244
t124,7704.566151821506,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-923.1751817197425,-9.071971887858506,-18.301024554495374,-6754.017973659408,2109.769734985725,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14179647066274,-1928.627938515062,63.07215978735157,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,923.1751817197425,-9.071971887858506,-56.63416666666666,-920.5412029525688
