Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,899,35790,37634,38707,54707,83725,72046,127605,98098,36460
,,,,,,,,900,36717,36689,38216,53787,83016,70645,124008,96478,36424
,,,,,,,,901,37462,35519,37786,52405,82141,69095,121505,95183,36218
,,,,,,,,902,37917,34477,37189,50896,81386,67815,119567,94063,36064
,,,,,,,,903,37806,33445,36646,50086,80723,67177,118003,92814,35769
,,,,,,,,904,37589,32800,36325,49351,79916,66620,116947,92160,35882
,,,,,,,,905,37619,32298,36199,49155,80394,66734,117162,94904,36988
,,,,,,,,906,37480,32080,36432,49874,82350,68052,120441,98498,39835
,,,,,,,,907,37467,32369,37036,51375,86555,70904,130455,103665,40931
,,,,,,,,908,37727,33196,38510,54541,87264,74190,134089,103622,39956
,,,,,,,,909,39883,35142,40496,54940,85775,73876,132367,101968,38285
,,,,,,,,910,41004,35766,40463,54670,83272,72739,128128,98451,35994
,,,,,,,,911,40192,35154,39651,52736,79265,70217,120938,92827,32982
,,,,,,,,912,38685,33965,37993,49504,74611,66344,112749,87124,30202
,,,,,,,,913,36356,31953,35449,46291,71229,62620,106518,83321,28404
,,,,,,,,914,33079,29474,33058,44124,69298,60556,103706,81173,27467
,,,,,,,,915,30108,27555,31583,43358,68142,59721,102657,80443,27069
,,,,,,,,916,28034,26464,30796,43310,67959,59688,102760,80897,27080
,,,,,,,,917,26934,26001,30501,43753,68688,60085,105633,82950,27777
,,,,,,,,918,26356,25970,30593,45520,71605,61902,112994,88455,30157
,,,,,,,,919,26396,26310,31318,49914,78045,66469,126921,98374,34600
,,,,,,,,920,27310,27724,33347,56546,84341,73528,134484,103775,37077
,,,,,,,,921,29681,30720,36554,58548,85682,75427,132713,103483,37724
,,,,,,,,922,33526,34286,38005,57377,85539,74426,129866,102910,37910
,,,,,,,,923,35397,35749,37670,57307,85284,73570,128048,102512,37818
,,,,,,,,924,35896,35232,37195,56793,84543,72631,125867,101902,37573
,,,,,,,,925,36195,34712,36791,55651,83824,71241,124256,101253,37258
,,,,,,,,926,36486,34251,36457,54460,83195,70150,123063,101033,37191
,,,,,,,,927,36412,33841,36102,53550,82409,69346,122119,100621,37008
,,,,,,,,928,36308,33366,35876,52733,81638,68764,121421,100522,37323
,,,,,,,,929,36490,33113,35740,52472,81813,68793,122544,102021,38630
,,,,,,,,930,36555,33033,35866,52835,83526,69978,125391,105971,41268
,,,,,,,,931,36449,33319,36300,54508,87506,72632,134516,109700,41954
,,,,,,,,932,36378,33946,37618,58227,88621,76137,137756,109264,40802
,,,,,,,,933,37984,35244,39557,58945,87227,75922,135667,107183,39012
,,,,,,,,934,40211,35598,39763,58596,84845,75214,131517,103250,36675
,,,,,,,,935,39443,34779,38977,56777,80551,72625,124257,96989,33493
,,,,,,,,936,38189,33557,37433,53228,75724,68542,116013,90712,30554
,,,,,,,,937,35973,31581,34950,49871,72225,64506,109964,86632,28642
,,,,,,,,938,32820,29102,32651,47789,70266,62502,107250,84330,27592
,,,,,,,,939,29973,27068,31235,47192,69238,61694,106542,83664,27047
,,,,,,,,940,27897,25923,30419,47190,68817,61517,107291,83868,26962
,,,,,,,,941,26832,25391,30138,47865,69587,62195,110346,86054,27645
,,,,,,,,942,26239,25203,30221,49689,72605,64108,118188,91969,29923
,,,,,,,,943,26220,25492,31083,54040,79066,68414,133077,102000,34306
,,,,,,,,944,27099,26769,33109,60734,85013,75409,141940,107276,36624
,,,,,,,,945,29499,29674,36532,62556,86124,77554,140117,105968,37008
,,,,,,,,946,33404,33235,37991,60308,85499,75953,136566,104065,36992
,,,,,,,,947,35260,34615,37540,58612,84783,74805,133343,102438,36908
,,,,,,,,948,35683,34222,36934,56985,83826,72833,129343,100390,36608
,,,,,,,,949,36132,33829,36632,54976,82668,70956,125943,98405,36173
,,,,,,,,950,36638,33482,36325,53166,81720,69522,123153,96949,35906
,,,,,,,,951,36801,32995,35919,51832,80988,68605,121181,95257,35408
,,,,,,,,952,36928,32636,35679,50836,80318,67720,119303,94464,35347
,,,,,,,,953,37257,32358,35624,50625,80645,67741,120109,95652,36316
,,,,,,,,954,37312,32347,35651,51239,82658,68969,124218,100428,39108
,,,,,,,,955,37217,32542,36101,53194,86937,71681,134746,106804,40560
,,,,,,,,956,36956,33177,37305,56627,88317,75154,139836,107425,39835
,,,,,,,,957,38222,34579,39202,56788,86892,75023,139085,106193,38321
,,,,,,,,958,40219,34845,39376,56174,84430,74195,135557,102732,36076
,,,,,,,,959,39369,34073,38570,54005,80273,71655,128629,97041,33045
,,,,,,,,960,38101,32834,37142,50491,75540,67533,121072,90803,30300
,,,,,,,,961,35729,30916,34761,46797,71905,63751,115381,86569,28486
,,,,,,,,962,32531,28561,32464,44348,70017,61576,112648,84439,27492
,,,,,,,,963,29647,26650,31126,43248,68838,60836,111973,83745,27010
,,,,,,,,964,27774,25400,30393,42815,68411,60334,112441,83890,26938
,,,,,,,,965,26650,24818,30128,43002,69111,60820,114890,85975,27592
,,,,,,,,966,26017,24724,30217,44145,71903,62241,121739,91614,29757
,,,,,,,,967,25969,25031,31060,47797,78119,66650,134819,101322,33989
,,,,,,,,968,26751,26214,32936,53743,84394,72928,142583,106520,36388
,,,,,,,,969,29059,29106,36320,56148,86245,75262,140751,105564,36842
,,,,,,,,970,32791,32717,37649,55583,86245,74853,138405,103573,36854
,,,,,,,,971,34636,34294,37244,55501,86244,74669,136168,101971,36797
,,,,,,,,972,35279,33951,36679,54987,85868,74570,133629,100491,36513
,,,,,,,,973,35926,33573,36417,53754,85339,73775,131322,98969,36023
,,,,,,,,974,36530,33219,35960,52376,84855,72762,129494,98098,35728
,,,,,,,,975,36653,32615,35543,51412,84256,72102,127836,97454,35339
,,,,,,,,976,36610,32169,35438,50399,83541,71743,126933,97423,35330
,,,,,,,,977,36834,31886,35271,49742,83748,71729,127560,99204,36327
,,,,,,,,978,36751,31780,35387,50366,85161,72636,130181,102850,38792
,,,,,,,,979,36413,31902,35719,50688,87802,74809,136383,105596,39442
,,,,,,,,980,36283,32407,36711,53709,88136,77879,136154,104183,38208
,,,,,,,,981,37567,33536,38309,54543,86535,77701,132713,101900,36622
,,,,,,,,982,39164,33587,38333,54565,84442,77155,128264,98661,34767
,,,,,,,,983,38264,32838,37623,54220,81550,76333,122354,94075,32438
,,,,,,,,984,36985,31915,36483,52766,77918,73995,115267,88539,29923
,,,,,,,,985,35187,30445,34714,50984,74413,71673,109175,84250,28006
,,,,,,,,986,32653,28624,32870,49398,72459,69803,104929,81918,26846
,,,,,,,,987,30084,26993,31511,48990,71436,69237,103218,80840,26148
,,,,,,,,988,28090,25785,30728,49157,70804,69150,102945,80624,25845
,,,,,,,,989,26861,25157,30368,49821,71018,69721,104374,81392,26009
,,,,,,,,990,26114,24893,30299,51130,72392,70679,107609,83951,26806
,,,,,,,,991,25759,24978,30610,53681,74937,73354,113265,87689,28466
,,,,,,,,992,25977,25567,31388,57346,78096,76814,119863,91835,30271
,,,,,,,,993,27001,26914,32963,60556,80316,79821,127498,95725,32525
,,,,,,,,994,28375,28657,33959,62592,82277,81761,132932,98915,34271
,,,,,,,,995,29468,30432,34897,63031,83012,82162,134752,99899,35247
,,,,,,,,996,31251,31823,35380,61405,82783,80503,133554,99518,35426
,,,,,,,,997,32507,32461,35394,59315,81770,78610,131390,98667,35258
,,,,,,,,998,33163,32343,35012,56736,80565,75865,128653,97481,34942
,,,,,,,,999,33065,31818,34555,54291,79191,73399,126403,96486,34588
,,,,,,,,1000,32810,31122,34004,52428,78265,71385,125587,96689,34534
,,,,,,,,1001,32445,30474,33732,51626,78558,70707,127169,98659,35533
,,,,,,,,1002,32143,30144,33929,52258,80605,71683,132744,102948,37855
,,,,,,,,1003,32024,30356,34573,55156,84951,75378,144639,108500,38809
,,,,,,,,1004,32141,31065,35875,60075,86745,80553,150589,109013,37826
,,,,,,,,1005,34180,32392,37853,61849,85389,81348,151270,107766,36511
,,,,,,,,1006,36562,32702,37990,62281,83613,81299,150478,105589,35016
,,,,,,,,1007,36081,32124,37293,61660,81012,80251,147804,102192,33115
,,,,,,,,1008,35160,31321,36173,60005,77759,78137,143746,98349,31097
,,,,,,,,1009,33777,30041,34484,58101,75026,75819,140019,95397,29541
,,,,,,,,1010,31667,28486,32977,56581,72983,74029,138812,93594,28622
,,,,,,,,1011,29484,26914,31620,55694,71773,73517,139167,92656,28117
,,,,,,,,1012,27683,25973,30711,55412,71427,73427,140830,92516,27977
,,,,,,,,1013,26574,25379,30164,55742,71399,73820,143272,93068,28138
,,,,,,,,1014,25875,25185,29955,56459,72086,74694,147401,94505,28781
,,,,,,,,1015,25553,25305,30096,58067,73682,76677,153689,97070,29871
,,,,,,,,1016,25694,25816,30641,60404,75994,78989,160960,99591,31051
,,,,,,,,1017,26277,27012,31736,62220,77272,80967,167045,101388,33011
,,,,,,,,1018,27313,28615,32586,63762,78450,81811,166544,102582,34558
,,,,,,,,1019,28150,30369,33585,64122,78488,80759,159668,102164,35424
,,,,,,,,1020,29651,31709,34164,63052,77585,78209,150542,101186,35809
,,,,,,,,1021,30614,32155,34616,61124,76615,75130,142877,100034,35946
,,,,,,,,1022,31064,31886,34448,59617,75448,73053,136054,98184,35792
,,,,,,,,1023,30999,31221,34159,58671,73991,71103,130198,96453,35510
,,,,,,,,1024,30808,30714,33686,57840,72928,69071,126049,95726,35648
,,,,,,,,1025,30610,30280,33497,57563,73211,68284,125525,97008,36794
,,,,,,,,1026,30616,30080,33759,58416,75394,69995,130962,101667,39653
,,,,,,,,1027,31043,30263,34415,60531,80810,73757,145164,108174,41110
,,,,,,,,1028,32062,31458,36338,64016,84074,78807,154708,109710,40635
,,,,,,,,1029,34986,33388,38758,65005,83595,79888,157021,108505,39421
,,,,,,,,1030,37379,34050,39050,64298,81419,79204,155338,104967,37277
,,,,,,,,1031,36984,33590,38278,62388,78475,77114,150825,100329,34765
,,,,,,,,1032,35862,32513,36843,59053,74994,73746,145378,95849,32188
,,,,,,,,1033,34071,30675,34632,55311,72128,70135,141919,92341,30292
,,,,,,,,1034,31736,28547,32538,52792,70429,67964,141298,90512,29259
,,,,,,,,1035,29269,26758,31015,51584,69675,67191,142424,90190,28735
,,,,,,,,1036,27174,25701,30293,51177,69906,66827,145454,91679,28681
,,,,,,,,1037,26154,25307,29988,51362,70919,67040,150359,93617,29312
,,,,,,,,1038,25699,25243,29983,52969,74315,69063,160669,99726,31491
,,,,,,,,1039,25726,25708,31058,56772,80635,73632,177367,109644,35645
,,,,,,,,1040,26574,27121,32998,62861,86903,79773,185319,114412,37811
,,,,,,,,1041,28913,30303,36486,64472,88048,81716,178190,112447,38335
,,,,,,,,1042,32477,33929,37829,63308,87599,81577,166015,109345,38443
,,,,,,,,1043,34697,35431,37530,62989,87146,81779,154982,106884,38535
,,,,,,,,1044,36202,35036,37289,62392,86412,81279,145362,104257,38342
,,,,,,,,1045,37231,34425,36931,61261,85538,80466,137870,102118,37828
,,,,,,,,1046,37923,33958,36635,59701,84841,79323,132208,100186,37396
,,,,,,,,1047,37860,33334,36140,58071,84095,78218,127964,98348,36832
,,,,,,,,1048,37446,32927,35875,56237,83256,76990,125409,97274,36656
,,,,,,,,1049,37130,32582,35556,54966,83269,76516,125977,98364,37371
,,,,,,,,1050,36731,32318,35398,54387,84802,76950,130245,102664,39978
,,,,,,,,1051,36420,32362,35738,54989,88549,78683,141282,108292,41480
,,,,,,,,1052,36854,33291,37302,57660,89854,81164,146534,108718,40941
,,,,,,,,1053,39036,35181,39754,58458,88542,80424,145723,107175,39601
,,,,,,,,1054,41444,35819,39854,57826,85571,78504,141465,103387,37305
,,,,,,,,1055,41005,35292,39172,55971,81394,75250,134315,97211,34252
,,,,,,,,1056,39787,34113,37566,52364,76199,70735,125607,90975,31278
,,,,,,,,1057,37565,32049,34968,48533,72460,66641,118982,86128,29186
,,,,,,,,1058,34125,29470,32772,45970,69860,64197,115432,83496,27915
,,,,,,,,1059,31133,27467,31258,44866,68510,63333,114206,82182,27385
,,,,,,,,1060,28937,26388,30467,44561,67916,62815,114412,81902,27236
,,,,,,,,1061,27905,25860,30082,44770,68606,63118,116678,83772,27843
,,,,,,,,1062,27665,25828,30167,46064,71482,64512,123845,89317,30059
,,,,,,,,1063,27780,26278,30892,49981,77561,68556,137410,98718,34374
,,,,,,,,1064,28354,27805,32945,56412,83631,74521,144556,103811,36689
,,,,,,,,1065,30928,30888,36359,57856,84781,76185,140974,103647,37264
,,,,,,,,1066,34855,34670,37651,56037,84641,74911,137817,102943,37434
,,,,,,,,1067,36735,36097,37421,54804,84604,73896,135072,102265,37481
,,,,,,,,1068,37027,35502,37351,53827,83895,72777,132274,100190,37296
,,,,,,,,1069,37050,34979,37145,52621,83002,71070,129491,98349,36910
,,,,,,,,1070,37020,34490,36692,51165,82315,69328,127471,97108,36730
,,,,,,,,1071,36750,33876,36303,50234,81857,68282,125559,95923,36357
,,,,,,,,1072,36338,33509,35862,49611,81119,67225,124550,95734,36238
,,,,,,,,1073,36249,33297,35677,49413,81265,66598,124975,97146,37094
,,,,,,,,1074,36038,33172,35833,49405,82613,66905,127612,100685,39578
,,,,,,,,1075,35978,33432,36382,49941,85662,68892,134804,104417,40759
,,,,,,,,1076,35862,34185,37669,52488,86220,72488,136818,103510,39575
,,,,,,,,1077,37584,35716,39706,53148,84567,72880,133860,101418,37875
,,,,,,,,1078,40459,36454,40041,52462,82232,72222,128267,97510,35613
,,,,,,,,1079,39967,35840,39393,50582,78040,69998,120065,91409,32622
,,,,,,,,1080,38891,34811,37936,47249,73293,66231,111157,85308,29838
,,,,,,,,1081,36814,32941,35690,43778,69785,62623,104648,81176,27940
,,,,,,,,1082,33904,30541,33615,41308,67657,60222,101432,78920,26815
,,,,,,,,1083,31101,28564,32398,40084,66288,59348,100089,77874,26228
,,,,,,,,1084,29120,27483,31723,39364,65892,58916,100363,77877,26084
,,,,,,,,1085,27964,27049,31422,39325,66500,58870,103151,79511,26649
,,,,,,,,1086,27420,27043,31629,40227,69365,60221,110633,84983,28781
,,,,,,,,1087,27426,27512,32570,43439,75585,64125,124935,94602,32903
,,,,,,,,1088,28320,29036,34662,49603,81723,70414,132773,99923,35460
,,,,,,,,1089,30701,32245,37970,51580,83105,72184,130705,99628,36329
,,,,,,,,1090,34627,35944,39225,51020,82567,71071,127327,98562,36788
,,,,,,,,1091,36537,37424,38687,51210,82063,70525,124744,97346,37025
,,,,,,,,1092,37122,36757,37964,51885,81501,70182,122312,96185,36946
,,,,,,,,1093,37309,35890,37258,52059,80871,69291,120347,94801,36678
,,,,,,,,1094,37422,34932,36695,51862,80285,68212,119085,93379,36564
,,,,,,,,1095,37526,33959,36268,51816,79375,67312,118216,92063,36243
,,,,,,,,1096,37296,33205,35850,51539,78669,66567,117772,91110,36299
,,,,,,,,1097,37219,32723,35579,51442,79041,66338,118376,92419,37106
,,,,,,,,1098,37168,32321,35596,51477,80770,67394,120660,96203,39322
,,,,,,,,1099,37169,32426,36036,51451,84382,69249,128270,101627,40504
,,,,,,,,1100,37289,32948,37201,53450,85288,71742,131242,101643,39475
,,,,,,,,1101,38986,34916,39594,53872,83712,71468,128539,100132,37833
,,,,,,,,1102,41704,36324,40172,52820,81066,70160,123367,96647,35579
,,,,,,,,1103,41297,36127,39561,50673,77041,67850,115610,91082,32599
,,,,,,,,1104,40162,35238,38143,46938,72020,63750,106106,84941,29697
,,,,,,,,1105,37949,33364,35690,43211,68200,59973,99221,80543,27856
,,,,,,,,1106,34629,30944,33529,40797,66065,57484,95204,78072,26797
,,,,,,,,1107,31636,28960,32231,39650,64681,56406,93374,77018,26306
,,,,,,,,1108,29634,27880,31553,39257,64140,55924,92759,76836,26312
,,,,,,,,1109,28505,27424,31299,39600,64807,56274,94503,78412,26909
,,,,,,,,1110,27982,27363,31525,40739,67459,57378,100417,83712,29140
,,,,,,,,1111,28003,27797,32406,44339,73646,61433,113067,93018,33280
,,,,,,,,1112,28913,29140,34534,51141,79866,68067,121048,98640,35621
,,,,,,,,1113,31374,32181,37982,53394,81435,70164,121075,98839,36452
,,,,,,,,1114,35178,35640,39405,52883,81566,69265,121933,98849,36746
,,,,,,,,1115,36799,36927,38710,53036,81489,68747,123554,98899,36970
,,,,,,,,1116,37099,36373,37802,53154,81211,68118,123952,98448,36979
,,,,,,,,1117,36992,35739,37160,52662,80389,66905,123772,97794,36943
,,,,,,,,1118,36832,35150,36489,51800,79920,65594,123228,97233,37043
,,,,,,,,1119,36735,34673,36146,50966,79257,64630,122439,96414,36824
,,,,,,,,1120,36186,34193,35749,50271,78418,63580,121536,96115,37011
,,,,,,,,1121,36178,33870,35482,50003,78161,63081,121640,97076,38208
,,,,,,,,1122,36025,33674,35472,50291,79276,63632,123399,99838,40259
,,,,,,,,1123,35883,33835,35795,51335,82413,65593,129345,102786,40831
,,,,,,,,1124,35821,34412,36774,54448,84569,69800,132182,102389,39753
,,,,,,,,1125,37279,35736,39153,55157,83249,70458,129041,100230,38003
,,,,,,,,1126,40159,36161,39688,54351,80835,69753,123392,96013,35635
,,,,,,,,1127,39714,35474,39115,52463,77082,67751,115523,90368,32574
,,,,,,,,1128,38692,34214,37654,48712,72604,64325,106704,84300,29665
,,,,,,,,1129,36664,32224,35326,45021,69046,60528,99252,79716,27607
,,,,,,,,1130,33772,29832,33248,42645,67126,58331,95154,77244,26420
,,,,,,,,1131,30911,27809,31849,41558,65892,57824,93438,75830,25770
,,,,,,,,1132,29096,26573,31139,40931,65563,57378,93385,75754,25604
,,,,,,,,1133,28093,25936,30872,41113,66309,57751,95244,77522,26065
,,,,,,,,1134,27623,25723,31031,42075,69098,59019,101455,82833,28139
,,,,,,,,1135,27487,26060,31809,45410,74899,63025,114210,91823,32097
,,,,,,,,1136,28178,27288,33684,51296,80871,69082,122072,96955,34588
,,,,,,,,1137,30509,29980,37001,53481,82255,70950,123012,97124,35524
,,,,,,,,1138,33904,33305,38277,52933,81759,70063,122616,96075,35878
,,,,,,,,1139,35660,34781,37918,52728,80757,69066,122051,94710,36001
,,,,,,,,1140,36160,34554,37396,52782,79708,67947,120810,93190,35813
,,,,,,,,1141,36446,34162,36953,52139,78403,66353,119365,91463,35505
,,,,,,,,1142,36512,33619,36525,51247,77272,64808,117912,90352,35283
,,,,,,,,1143,36253,32920,35911,50658,76196,63959,116556,88649,34940
,,,,,,,,1144,35862,32332,35393,50069,74917,62942,114760,87406,34804
,,,,,,,,1145,35808,32130,35227,49751,74447,62625,114143,87725,35505
,,,,,,,,1146,35426,32191,35159,50157,75446,63136,115476,90374,37476
,,,,,,,,1147,35323,32607,35391,51028,78630,64684,121901,95779,38671
,,,,,,,,1148,35199,33039,36176,52624,80123,67184,123982,96359,37654
,,,,,,,,1149,36488,34237,38067,52360,78813,66949,121505,95045,36173
,,,,,,,,1150,38914,34468,38231,51341,76988,65976,117356,92842,34485
,,,,,,,,1151,38151,33741,37685,49806,73965,64245,112582,88881,32202
,,,,,,,,1152,37029,32683,36549,47170,70192,61716,106106,84027,29739
,,,,,,,,1153,35320,31199,34807,44386,66948,58933,100156,80221,27826
,,,,,,,,1154,32854,29322,33082,42225,64859,56890,96239,78019,26672
,,,,,,,,1155,30303,27639,31766,41000,63543,55635,94267,76948,26047
,,,,,,,,1156,28537,26547,31042,40248,63065,55056,93613,76763,25777
,,,,,,,,1157,27511,25996,30678,39991,63219,55130,94370,77658,25940
,,,,,,,,1158,26741,25841,30701,40187,64365,55372,97129,79681,26789
,,,,,,,,1159,26519,26081,31113,41329,66929,56819,102000,83551,28288
,,,,,,,,1160,26529,26651,32052,43716,69765,59561,107654,86887,29824
,,,,,,,,1161,27491,28061,33691,45764,71795,61770,113735,88935,31692
,,,,,,,,1162,28803,29922,34648,48244,73384,64238,116343,88927,32912
,,,,,,,,1163,29792,31609,35136,50431,73673,66171,118303,88041,33400
,,,,,,,,1164,31319,33091,35287,51493,73000,66704,116641,86229,33319
,,,,,,,,1165,32295,33731,35068,51487,71803,66259,115242,84155,32922
,,,,,,,,1166,32520,33726,34449,50851,70378,65096,113556,82026,32407
,,,,,,,,1167,32247,33258,33807,50324,69079,64308,112744,80527,32082
,,,,,,,,1168,31818,32766,33200,50114,68125,63659,112191,79781,32164
,,,,,,,,1169,31480,32360,32891,50375,68320,63811,113448,81177,33187
,,,,,,,,1170,31256,32125,32842,50821,69924,64348,115435,84526,35537
,,,,,,,,1171,31294,32249,33193,51742,73749,66172,121141,90011,36788
,,,,,,,,1172,31570,32604,34305,53606,76173,68777,122309,90693,35802
,,,,,,,,1173,33576,33698,36410,53832,75191,68325,118953,89395,34468
,,,,,,,,1174,36330,34226,36810,52978,73660,67232,115047,87287,32994
,,,,,,,,1175,36024,33600,36340,51649,71316,65791,109575,83982,31105
,,,,,,,,1176,35128,32675,35456,49201,68105,63056,103038,80040,29036
,,,,,,,,1177,33662,31313,33879,46790,65254,60508,97028,76435,27401
,,,,,,,,1178,31624,29615,32394,44983,63581,58496,93013,74550,26355
,,,,,,,,1179,29455,28017,31261,43834,62723,57376,90701,73651,25702
,,,,,,,,1180,27732,27066,30596,43534,62364,57432,89684,73481,25427
,,,,,,,,1181,26910,26508,30258,43416,62434,57480,89848,73945,25509
,,,,,,,,1182,26294,26318,30088,43821,63173,58060,91359,75675,26115
,,,,,,,,1183,26124,26558,30460,44978,65033,59709,94888,78468,27098
,,,,,,,,1184,26163,27039,31111,46923,67049,62157,100038,81050,28199
,,,,,,,,1185,26436,28251,32119,48409,68974,64199,108468,84366,29875
,,,,,,,,1186,27452,29884,32758,49863,70597,65781,116264,86525,31151
,,,,,,,,1187,28333,31604,33666,50391,70920,65464,120163,87049,31830
,,,,,,,,1188,29883,32635,33970,49647,70618,63697,122179,86825,32151
,,,,,,,,1189,30789,32974,34037,48388,70144,61815,124176,86413,32125
,,,,,,,,1190,30939,32555,33675,47192,69453,60502,125060,85595,31827
,,,,,,,,1191,30727,31891,33279,45740,68378,58800,124769,84885,31472
,,,,,,,,1192,30416,31256,32747,44523,67859,57417,124253,85241,31466
,,,,,,,,1193,30107,30756,32479,43892,68180,56875,124809,87071,32305
,,,,,,,,1194,29831,30327,32539,44006,70242,57731,126689,91293,34774
,,,,,,,,1195,29781,30310,32973,45097,74756,60031,132502,96460,36533
,,,,,,,,1196,30636,31318,34782,48897,78150,65166,135396,97330,36097
,,,,,,,,1197,33217,33401,37318,51052,77681,66799,133285,96078,35147
,,,,,,,,1198,36477,34273,37846,50894,75937,66635,129397,93447,33561
,,,,,,,,1199,36238,33806,37189,50145,73159,65338,123943,89552,31518
,,,,,,,,1200,35354,32797,36013,47970,70055,62885,117523,85748,29424
,,,,,,,,1201,33740,31237,34205,45177,67609,60201,112106,82534,27829
,,,,,,,,1202,31439,29288,32340,43451,66290,58628,109205,80920,26818
,,,,,,,,1203,29062,27784,31125,42710,65631,58034,108207,80287,26236
,,,,,,,,1204,27424,26922,30395,42510,65837,57933,108879,80969,26187
,,,,,,,,1205,26559,26446,30262,42963,66896,58751,111938,82861,26739
,,,,,,,,1206,26147,26403,30539,44333,69956,60649,118582,87424,28291
,,,,,,,,1207,26141,26777,31361,47673,75290,64703,129367,94167,30723
,,,,,,,,1208,26573,27905,33049,52424,80553,69786,137720,98787,32541
,,,,,,,,1209,27965,30139,35396,54053,82286,72008,140173,100632,34153
,,,,,,,,1210,30264,32660,36521,53841,82757,71843,138469,100549,35267
,,,,,,,,1211,31866,34285,37085,53649,82709,71176,135443,99837,35869
,,,,,,,,1212,33771,35115,37303,53554,81959,70177,131576,97945,35878
,,,,,,,,1213,34836,35554,37163,52999,80989,68906,127852,96116,35483
,,,,,,,,1214,35459,35410,36893,52169,79732,67480,124445,94227,35047
,,,,,,,,1215,35336,34915,36354,51276,78598,66354,121438,92228,34607
,,,,,,,,1216,34984,34459,35805,50343,77466,65128,119338,90812,34445
,,,,,,,,1217,34590,34011,35384,49813,77023,64666,118492,91254,35208
,,,,,,,,1218,34168,33817,35292,49731,78614,65331,120577,94915,37594
,,,,,,,,1219,33883,33902,35611,50107,82916,67199,129727,101998,39520
,,,,,,,,1220,34306,34763,37093,53019,85303,70875,136905,104068,38990
,,,,,,,,1221,36473,36312,39707,54090,84374,71311,136086,103375,37798
,,,,,,,,1222,39659,36406,40200,53038,81781,70011,131932,100143,35763
,,,,,,,,1223,39179,35469,39460,51204,77736,67625,125410,95113,33184
,,,,,,,,1224,37973,34092,37808,47838,72964,63790,117402,89632,30540
,,,,,,,,1225,35732,31833,35341,44318,69186,60014,111335,85708,28727
,,,,,,,,1226,32554,29290,33054,42149,67029,57885,108496,83849,27651
,,,,,,,,1227,29763,27315,31657,41358,65903,56989,107384,83385,27177
,,,,,,,,1228,27886,26067,30989,41086,65640,56721,107904,83889,27152
,,,,,,,,1229,27240,25475,30849,41604,66327,57157,110643,86178,27811
,,,,,,,,1230,26877,25337,30994,43168,69170,58629,117791,91994,29927
,,,,,,,,1231,26895,25604,31989,47303,75383,62917,131416,101541,33350
,,,,,,,,1232,27926,26886,34212,53810,81321,69216,138227,105737,35552
,,,,,,,,1233,30056,29730,37574,55416,82350,70709,135757,104289,36610
,,,,,,,,1234,33556,33081,38488,53398,82227,69174,132057,101958,36937
,,,,,,,,1235,35449,34373,37925,51933,82160,67834,128845,100527,37045
,,,,,,,,1236,36255,34140,37220,51267,82119,66415,126561,99081,36795
,,,,,,,,1237,36528,33841,36688,50659,81580,65094,123861,98098,36537
,,,,,,,,1238,36607,33567,36246,50272,80953,64150,121317,97151,36481
,,,,,,,,1239,36389,33152,35812,50210,80083,63444,119199,95481,36251
,,,,,,,,1240,36238,32813,35622,50144,79302,62673,117686,94754,36280
,,,,,,,,1241,36367,32637,35413,50315,79278,62464,117891,95640,37360
,,,,,,,,1242,36308,32583,35536,50584,80523,62843,119184,98399,39670
,,,,,,,,1243,36194,32776,35863,50202,83216,63864,126261,102952,40655
,,,,,,,,1244,36060,33309,36711,52380,84801,67884,131766,102864,39469
,,,,,,,,1245,37430,34436,38768,53451,83243,68797,129333,100570,37645
,,,,,,,,1246,40081,34793,39312,52610,80644,67922,124093,96426,35355
,,,,,,,,1247,39538,33967,38589,50290,76416,65532,116210,90279,32452
,,,,,,,,1248,38181,32726,36969,46692,71708,61811,107541,83645,29610
,,,,,,,,1249,35906,30609,34598,42955,68047,58278,100993,79225,27638
,,,,,,,,1250,32745,28210,32387,40515,65989,56398,97744,76820,26471
,,,,,,,,1251,29926,26321,30852,39302,64724,55574,96683,75573,25851
,,,,,,,,1252,28085,25065,30008,38738,64353,55232,96567,75681,25641
,,,,,,,,1253,27036,24533,29756,38678,65158,55396,98821,77557,26144
,,,,,,,,1254,26439,24304,29839,39587,68256,57006,105521,83215,28066
,,,,,,,,1255,26408,24486,30719,42960,74533,60817,118695,92523,31470
,,,,,,,,1256,27170,25796,32668,48374,80330,66714,125262,97240,33730
,,,,,,,,1257,29685,28671,36176,49993,81205,68234,123271,96356,34836
,,,,,,,,1258,33142,32158,37143,49526,80471,67278,121293,94665,35273
,,,,,,,,1259,34882,33559,36581,49708,79621,66236,120832,93029,35491
,,,,,,,,1260,35657,33227,36015,50417,78850,65479,119823,91550,35379
,,,,,,,,1261,36216,32862,35659,50881,78075,64671,118535,90199,35051
,,,,,,,,1262,36736,32385,35365,51298,77475,63573,118812,89361,34860
,,,,,,,,1263,36877,31859,35052,52432,76716,63301,117709,88270,34567
,,,,,,,,1264,36979,31538,34918,53163,75916,62853,117130,87692,34447
