Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9
,,,,,,,,370,32684,36971,35915,47502,83452,65042,143858,109994,40472
,,,,,,,,371,34798,38798,36686,49137,83760,65609,139768,108612,41031
,,,,,,,,372,36625,39601,37316,50840,83395,65770,135146,106765,40866
,,,,,,,,373,37788,40046,37724,51294,82591,65429,130986,104453,40389
,,,,,,,,374,38382,40171,37663,51242,81822,64480,127147,102904,39988
,,,,,,,,375,38160,39707,37277,51112,81104,63772,124431,101902,39512
,,,,,,,,376,37711,39204,36884,50766,80642,63060,122509,101717,39520
,,,,,,,,377,37330,38767,36650,50423,81007,62738,122658,103696,41070
,,,,,,,,378,36920,38520,36630,50683,83721,63243,127840,109251,43821
,,,,,,,,379,36791,38668,37317,51781,86660,66236,136060,110264,43543
,,,,,,,,380,37911,40316,39770,54393,86284,69140,136102,108777,42555
,,,,,,,,381,41835,41994,41706,54093,84198,68458,132893,105872,40825
,,,,,,,,382,43087,41482,41283,52773,81223,66836,126539,100967,38220
,,,,,,,,383,42535,40440,40451,50749,76909,64369,118709,94617,35140
,,,,,,,,384,41285,38950,39004,46800,71877,60056,110130,88000,32107
,,,,,,,,385,38908,36459,36389,42978,68073,56494,103238,82820,29954
,,,,,,,,386,35586,33671,34211,40061,65689,53537,99754,79889,28636
,,,,,,,,387,32621,31644,32769,38567,64260,52500,98238,78394,27953
,,,,,,,,388,30597,30473,32122,37770,63691,52110,98555,78067,27763
,,,,,,,,389,29489,29991,31988,37703,64403,52703,101035,79565,28309
,,,,,,,,390,28954,30024,32248,38445,67339,54303,108019,84678,30309
,,,,,,,,391,29096,30522,33221,41557,73530,58682,121855,93714,34358
,,,,,,,,392,30180,32073,35569,47271,80396,66340,130268,99616,37130
,,,,,,,,393,32783,35119,39037,50054,83275,70198,128083,100194,37791
,,,,,,,,394,36992,38654,40739,50043,83280,69822,125016,99985,38097
,,,,,,,,395,39229,40270,40152,50771,83717,70246,123478,99931,38336
,,,,,,,,396,39433,40130,39307,51839,84058,70545,122061,99596,38385
,,,,,,,,397,39182,39931,38624,52180,83943,70190,120663,98681,38392
,,,,,,,,398,38804,39404,37936,52079,83861,69462,119599,97840,38398
,,,,,,,,399,38210,38869,37340,52337,83583,68979,118078,96541,38292
,,,,,,,,400,37550,38476,36821,51984,83177,68209,117062,95327,38516
,,,,,,,,401,37278,38237,36596,51905,83858,67812,118158,97002,40090
,,,,,,,,402,37006,38080,36612,52324,87044,69180,122631,102659,42249
,,,,,,,,403,37018,38445,37397,53811,90704,73152,130377,104765,41875
,,,,,,,,404,37749,39491,39622,57292,90659,76734,130792,103304,40542
,,,,,,,,405,41500,40894,41438,57219,88966,76566,127278,100948,38547
,,,,,,,,406,42786,40548,41313,56464,86590,75802,121689,96856,36095
,,,,,,,,407,42253,39362,40720,54667,82440,73577,113743,90902,32975
,,,,,,,,408,41126,37955,39177,51149,77492,69842,105351,84709,30034
,,,,,,,,409,38720,35826,36734,48114,74072,66584,99073,80143,28032
,,,,,,,,410,35388,33276,34551,46478,72136,64898,96326,78016,26908
,,,,,,,,411,32493,31242,33167,46057,71218,64724,95298,77306,26286
,,,,,,,,412,30480,30090,32496,46191,71021,64930,96074,77834,26141
,,,,,,,,413,29340,29659,32314,47001,71865,65655,98953,79965,26846
,,,,,,,,414,28921,29681,32523,48964,74869,67799,106750,85867,29189
,,,,,,,,415,29046,30301,33548,53690,81311,72616,121483,96004,33625
,,,,,,,,416,30107,31842,35894,61062,88065,80190,131679,102579,36386
,,,,,,,,417,32773,34583,39193,63528,90042,82677,131589,102860,37042
,,,,,,,,418,36982,37752,40853,61292,89295,80421,131136,102626,37495
,,,,,,,,419,39164,39239,40020,58898,88630,78190,130575,102492,37834
,,,,,,,,420,39174,39502,39039,57249,87687,76070,128967,101871,37904
,,,,,,,,421,38860,39661,38243,55148,86722,73803,126699,101145,37766
,,,,,,,,422,38555,39644,37526,53152,85537,71787,124729,100394,37774
,,,,,,,,423,38106,39264,36932,51727,84641,70222,123194,99562,37621
,,,,,,,,424,37511,39006,36499,50545,84236,69070,122178,99661,37946
,,,,,,,,425,37374,38694,36303,49965,85015,68744,123966,102528,39811
,,,,,,,,426,37206,38617,36281,51008,88308,70246,130291,109509,43275
,,,,,,,,427,37334,39040,36989,52447,92936,74371,141680,113652,43727
,,,,,,,,428,37716,39924,38942,56524,92839,77866,143657,113300,42729
,,,,,,,,429,40905,40886,40682,56622,91407,77744,141878,111412,41042
,,,,,,,,430,42237,40087,40408,56306,88928,77257,137851,107883,38786
,,,,,,,,431,41579,38979,39748,54786,84952,75313,131367,102452,35802
,,,,,,,,432,40461,37529,38373,51284,80336,71777,123639,96629,32960
,,,,,,,,433,38307,35294,35966,48005,76673,67693,118201,92625,31075
,,,,,,,,434,35042,32819,33851,46281,74727,65847,116097,90917,30091
,,,,,,,,435,32173,30777,32607,45390,73653,64925,116047,90190,29624
,,,,,,,,436,30223,29721,31941,44994,73357,64714,117479,90774,29571
,,,,,,,,437,29170,29351,31625,45136,74156,65033,121209,93279,30286
,,,,,,,,438,28646,29261,31797,46426,76918,66827,130366,99312,32604
,,,,,,,,439,28782,29734,32665,49994,82877,70963,146194,109416,37117
,,,,,,,,440,29780,31096,34945,55729,89243,77908,156033,115279,39744
,,,,,,,,441,32255,33733,38213,57374,90930,79755,153418,114195,40153
,,,,,,,,442,36414,36468,39756,55146,90124,77780,147173,111413,40190
,,,,,,,,443,38688,37894,39057,53245,89748,75160,141025,109527,40191
,,,,,,,,444,38806,37799,38129,52032,89297,72535,135247,107333,39876
,,,,,,,,445,39014,37970,37480,50981,88398,70698,130022,105497,39475
,,,,,,,,446,39079,38037,36881,50018,87601,68362,126262,104242,39224
,,,,,,,,447,38898,37662,36296,49767,86847,67346,123420,103239,38961
,,,,,,,,448,38603,37287,35921,49598,86318,66377,121690,103364,39322
,,,,,,,,449,38540,36942,35676,49709,86972,66310,122562,105953,41120
,,,,,,,,450,38383,36865,35751,50503,89978,67507,127447,111624,43814
,,,,,,,,451,38489,37044,36320,50885,94202,71211,137888,114747,43773
,,,,,,,,452,38902,37706,38053,53757,94135,74863,139934,113754,42687
,,,,,,,,453,41692,38513,39714,53475,92781,74876,137935,111668,40787
,,,,,,,,454,42362,37847,39428,52422,90689,74071,133499,107743,38358
,,,,,,,,455,41579,36729,38699,50315,86898,71960,126165,101203,35257
,,,,,,,,456,40261,35315,37311,46964,82442,68099,117921,95047,32256
,,,,,,,,457,37976,33344,35008,43422,79095,64374,111594,90761,30258
,,,,,,,,458,34719,31092,32951,41278,76982,62316,108729,88479,29068
,,,,,,,,459,31691,29426,31610,40257,75980,61680,107563,87615,28476
,,,,,,,,460,29595,28253,31016,39765,75472,61352,107892,87839,28340
,,,,,,,,461,28519,27704,30818,39998,76338,61686,110337,90062,29007
,,,,,,,,462,27876,27539,31007,41106,78978,63023,117297,95627,31128
,,,,,,,,463,27831,27849,31895,44426,84702,66900,130722,104978,35422
,,,,,,,,464,28635,28940,34144,49977,90877,72859,138853,111132,38075
,,,,,,,,465,31006,31272,37446,52338,92752,75214,136419,111225,38683
,,,,,,,,466,34785,34038,39067,51445,92527,74061,132264,110429,39050
,,,,,,,,467,37086,35585,38661,51263,92582,73756,129182,109600,39223
,,,,,,,,468,37733,35769,37885,51742,91864,73267,126360,108067,39152
,,,,,,,,469,38095,35878,37283,51278,90913,72346,123916,106582,38827
,,,,,,,,470,38277,35868,36617,51233,90186,70957,122757,105497,38606
,,,,,,,,471,38135,35621,36024,51268,89190,69875,121336,104492,38215
,,,,,,,,472,37893,35459,35694,51253,88233,68914,120602,104394,38279
,,,,,,,,473,37833,35603,35313,51226,88341,68400,121086,106159,39790
,,,,,,,,474,37535,35666,35325,51227,90666,69040,124126,111422,42723
,,,,,,,,475,37511,36011,35796,51474,93430,71607,129432,113110,42758
,,,,,,,,476,37935,36675,37341,53247,92448,73557,128017,111139,41502
,,,,,,,,477,40370,37364,38745,52228,90217,72688,124075,108638,39937
,,,,,,,,478,40715,36617,38236,50977,87708,71830,119269,105164,38104
,,,,,,,,479,39743,35503,37539,49309,84131,69958,113086,100184,35681
,,,,,,,,480,38446,34309,36598,46887,79779,67283,105857,94593,33057
,,,,,,,,481,36604,32589,34800,44221,76204,64331,99207,90259,31099
,,,,,,,,482,34124,30579,33106,41903,73916,62161,94982,87597,29838
,,,,,,,,483,31339,28784,31853,40775,72612,61133,92579,86126,29124
,,,,,,,,484,29426,27578,30943,40111,71913,60937,91407,85489,28830
,,,,,,,,485,28135,26795,30568,40203,72064,60931,91881,85917,29001
,,,,,,,,486,27271,26390,30411,40791,73156,61648,94256,87634,29777
,,,,,,,,487,26864,26410,30592,42304,75369,63549,98534,90615,31374
,,,,,,,,488,27028,27034,31497,45089,78680,66280,103923,94617,33292
,,,,,,,,489,27906,28278,32873,47936,81050,68720,109461,97898,35420
,,,,,,,,490,29294,29853,33988,50393,83164,70932,114455,101426,37317
,,,,,,,,491,30545,31517,35055,52003,84469,72452,118011,103568,38515
,,,,,,,,492,32360,32894,35845,52576,84456,72650,118975,103985,38969
,,,,,,,,493,33789,33803,36186,51976,83522,71893,118980,103212,38892
,,,,,,,,494,34417,34116,35829,50928,82222,70279,117796,101773,38552
,,,,,,,,495,34386,33787,35398,49479,80869,68476,116411,100268,38159
,,,,,,,,496,33813,33349,34807,48556,80040,67136,115550,99627,38068
,,,,,,,,497,33202,33008,34209,48017,80599,66672,116072,100956,39355
,,,,,,,,498,32853,32878,34137,47965,83338,67357,118851,105611,41901
,,,,,,,,499,32938,33150,34702,49464,87379,70434,124990,108240,41952
,,,,,,,,500,33601,34060,36487,52655,86723,73448,123937,106494,40579
,,,,,,,,501,36639,35586,38124,52487,84889,72355,120511,104199,39015
,,,,,,,,502,37895,35440,37564,51904,82809,71297,116563,101363,37343
,,,,,,,,503,37440,34701,36788,50687,79796,69460,111271,97490,35221
,,,,,,,,504,36573,33774,35639,48621,76069,66767,105338,92938,33051
,,,,,,,,505,35184,32295,33954,46183,72761,63629,99548,88966,31257
,,,,,,,,506,33209,30627,32387,44156,70764,61483,95859,86844,30200
,,,,,,,,507,30889,28857,31103,42766,69221,59925,93863,85633,29601
,,,,,,,,508,29052,27863,30378,42050,68390,59055,93381,85235,29300
,,,,,,,,509,27786,27230,29982,41696,68093,58667,94014,85567,29368
,,,,,,,,510,27113,26940,29909,41700,68519,58415,96292,86948,29998
,,,,,,,,511,26799,27002,30191,42334,69847,59476,100173,89393,31192
,,,,,,,,512,26923,27514,30982,43638,72164,61311,105644,92598,32361
,,,,,,,,513,27520,28575,32248,44902,74259,62846,112396,95563,34197
,,,,,,,,514,28711,30213,33502,46481,76118,65106,117429,98049,35638
,,,,,,,,515,29750,31987,34572,47964,77400,65839,118801,98812,36357
,,,,,,,,516,31478,33321,35189,48257,77896,65179,118477,98695,36553
,,,,,,,,517,32841,34155,35330,48193,78003,64556,119006,98305,36501
,,,,,,,,518,33752,34670,35141,48263,77910,64543,118931,97543,36316
,,,,,,,,519,33877,34728,34870,48166,77299,63655,118375,96764,36152
,,,,,,,,520,33822,34574,34465,48113,76981,62877,118058,96726,36290
,,,,,,,,521,33614,34260,34291,48120,77650,62396,118549,98321,37738
,,,,,,,,522,33387,34074,34335,48567,80379,63135,122147,103232,40311
,,,,,,,,523,33446,34293,34943,49230,83747,66260,129154,105816,40569
,,,,,,,,524,34483,35431,37687,52486,83289,69164,129551,104892,39846
,,,,,,,,525,37866,37051,39843,52516,81335,68537,126514,102900,38607
,,,,,,,,526,38788,36638,39381,51213,78405,67080,120804,99158,36547
,,,,,,,,527,38238,35850,38736,49423,74747,65032,114138,94058,34095
,,,,,,,,528,37618,34894,37750,46578,70692,61601,106616,88811,31450
,,,,,,,,529,35666,32849,35393,43010,67116,58064,99492,84236,29394
,,,,,,,,530,32665,30465,33301,40617,65005,56120,95723,81761,28216
,,,,,,,,531,29945,28606,32018,39433,63910,55288,93985,80603,27535
,,,,,,,,532,28128,27521,31453,39073,63607,55186,93816,80517,27488
,,,,,,,,533,27009,27054,31379,39417,64555,55914,95908,82239,28045
,,,,,,,,534,26451,27054,31510,40818,67650,57693,102264,87314,30165
,,,,,,,,535,26465,27601,32508,44515,73943,61620,114893,96222,34344
,,,,,,,,536,27383,29191,34767,50928,80620,68281,123559,102556,36981
,,,,,,,,537,29822,32336,38176,53149,83036,70838,124140,103247,37729
,,,,,,,,538,33927,36123,39862,52097,83355,70247,125194,103250,38273
,,,,,,,,539,36709,37940,39394,51936,84286,69907,126480,103469,38750
,,,,,,,,540,37725,37502,38703,51835,84677,69304,126553,102921,38869
,,,,,,,,541,38690,36838,38212,51297,84467,68578,126157,102265,38673
,,,,,,,,542,39382,36219,37675,50590,84296,67712,125256,101576,38512
,,,,,,,,543,39315,35310,37182,50053,83930,66801,124111,100692,38207
,,,,,,,,544,38982,34624,36739,49456,83666,65853,123412,100243,38271
,,,,,,,,545,38561,33970,36403,49134,83963,65488,123285,101875,39699
,,,,,,,,546,38215,33655,36382,49370,86300,65954,126115,106133,41939
,,,,,,,,547,38057,34000,37167,50168,89418,68733,133739,107609,41628
,,,,,,,,548,38646,35819,39776,53996,89437,72783,134503,106105,40551
,,,,,,,,549,41586,38217,41660,54497,87676,72977,130851,103525,38829
,,,,,,,,550,42647,38384,41354,53819,84736,71967,124488,98947,36277
,,,,,,,,551,41850,37873,40490,52139,80199,69816,115906,92141,33070
,,,,,,,,552,40368,36630,38814,48826,75211,65974,106732,85933,29944
,,,,,,,,553,37911,34456,36099,45522,71288,62289,99378,80591,27772
,,,,,,,,554,34434,31705,33603,43275,69111,60245,95433,77983,26388
,,,,,,,,555,31367,29691,32178,42434,67858,59728,94083,76657,25733
,,,,,,,,556,29303,28490,31320,42123,67405,59420,93951,76564,25531
,,,,,,,,557,28236,28023,31141,42415,68346,59957,95822,78401,26092
,,,,,,,,558,27637,27951,31214,43712,71326,61909,102755,83806,28164
,,,,,,,,559,27628,28439,32036,47265,77771,66235,116446,93519,32388
,,,,,,,,560,28537,29952,34309,53193,84398,72996,125386,99794,35171
,,,,,,,,561,31082,33100,37765,55011,86429,75011,125046,99657,35843
,,,,,,,,562,35102,36762,39445,53560,85619,73309,123961,98324,36011
,,,,,,,,563,37217,38295,38906,52842,84879,71446,122977,97295,36222
,,,,,,,,564,37741,37836,38364,52457,84204,69722,121663,96460,36150
,,,,,,,,565,37895,37393,37888,51999,83288,67846,120349,95519,35794
,,,,,,,,566,37958,37040,37474,51631,82553,66686,119545,94801,35754
,,,,,,,,567,37701,36553,37021,51145,81597,65545,118509,93758,35237
,,,,,,,,568,37287,36178,36720,50839,80745,64645,117731,93466,35766
,,,,,,,,569,37131,36119,36626,51215,80982,64748,117914,94998,37248
,,,,,,,,570,36823,36228,36727,52453,83520,66061,120228,100243,40216
,,,,,,,,571,36864,36556,37289,54226,87885,69683,130052,104381,40524
,,,,,,,,572,37271,37389,38974,55968,87890,72090,131894,103834,39407
,,,,,,,,573,40318,38411,40909,55438,86388,71644,129546,102074,37663
,,,,,,,,574,41422,37801,40602,54137,83968,70373,124518,98414,35316
,,,,,,,,575,40687,36760,39973,51869,80113,67855,117187,92760,32412
,,,,,,,,576,39574,35333,38425,48328,75364,64047,109092,86990,29539
,,,,,,,,577,37204,32964,35846,44647,71577,60236,102845,82708,27556
,,,,,,,,578,33891,30247,33681,42171,69439,57718,99641,80702,26492
,,,,,,,,579,30938,28149,32410,41082,68302,56866,98526,79774,25969
,,,,,,,,580,29214,26945,31708,40529,68060,56603,98719,80140,25871
,,,,,,,,581,28216,26284,31446,40676,68860,56925,101142,82253,26476
,,,,,,,,582,27639,26069,31595,41699,71923,58185,108588,88136,28677
,,,,,,,,583,27557,26334,32438,45084,78160,62099,122797,97912,33019
,,,,,,,,584,28483,27622,34634,50651,84586,68152,130998,103976,35884
,,,,,,,,585,30982,30558,38067,53243,86462,70620,129861,103530,36524
,,,,,,,,586,35011,34120,39629,52915,85707,69714,126829,101642,36889
,,,,,,,,587,37010,35656,38781,53377,85270,69762,125097,100161,37132
,,,,,,,,588,37189,35164,37816,54172,85035,70106,123485,98412,37107
,,,,,,,,589,37205,34657,37035,54294,84072,69923,122325,96865,36888
,,,,,,,,590,37496,34073,36489,54041,83728,69539,121545,95620,36794
,,,,,,,,591,37519,33515,35978,53635,83211,69206,120652,94629,36478
,,,,,,,,592,37412,33109,35688,53360,82676,68566,120069,94407,36530
,,,,,,,,593,37597,32803,35406,53648,83274,68523,120503,96588,37991
,,,,,,,,594,37629,32629,35398,54500,86109,69776,123062,102599,41113
,,,,,,,,595,37574,33120,35962,56025,89454,72506,131704,105937,41487
,,,,,,,,596,37539,34271,37643,58065,89053,74491,132640,104878,40354
,,,,,,,,597,39859,35918,39616,57372,87198,73573,129240,103011,38652
,,,,,,,,598,41268,35824,39555,56148,84340,72179,123548,99137,36244
,,,,,,,,599,40340,35055,38812,53820,79992,69750,115211,93121,33124
,,,,,,,,600,39043,33958,37470,50063,74796,65182,106174,86556,30273
,,,,,,,,601,36832,32051,35108,46257,70926,61288,99024,81952,28299
,,,,,,,,602,33645,29658,33014,43929,68742,58995,94843,79511,27159
,,,,,,,,603,30786,27755,31722,42835,67305,58219,92632,78327,26594
,,,,,,,,604,29002,26592,31035,42455,66972,57528,91844,78154,26474
,,,,,,,,605,27836,26040,30774,42767,67347,57764,93287,79869,27103
,,,,,,,,606,27324,25754,30831,44023,70134,58774,99035,85140,29201
,,,,,,,,607,27353,26041,31818,47727,76071,62653,111580,94433,33522
,,,,,,,,608,28199,27381,34155,54112,82485,69021,119189,100486,36266
,,,,,,,,609,30670,30460,37675,56274,84612,71249,118863,100651,36839
,,,,,,,,610,34520,34107,39196,54931,84097,70268,119864,100230,37077
,,,,,,,,611,36575,35801,38432,54015,83880,69639,121316,100041,37258
,,,,,,,,612,37094,35352,37504,53219,83560,69277,121982,99289,37276
,,,,,,,,613,37328,34710,36886,52274,82784,68710,121981,98428,37200
,,,,,,,,614,37844,34208,36334,51048,82281,67162,121658,97777,37341
,,,,,,,,615,37917,33254,35725,50440,81877,66454,121282,96898,37285
,,,,,,,,616,37361,32782,35496,49679,81160,65673,120670,96727,37653
,,,,,,,,617,37734,32621,35347,49409,81561,65183,121459,98361,39271
,,,,,,,,618,37755,32530,35500,50241,83947,66152,124018,102693,41705
,,,,,,,,619,37634,32917,35958,50586,86918,68908,130594,104187,41651
,,,,,,,,620,37405,33998,37615,53847,86700,72394,130711,102656,40340
,,,,,,,,621,39486,36151,39418,54359,84834,71969,126865,99915,38603
,,,,,,,,622,40590,36640,39309,54046,82286,71264,120913,95561,36149
,,,,,,,,623,39632,36241,38567,52581,78114,68990,112238,89388,33124
,,,,,,,,624,38510,35398,37124,49555,73170,65241,102992,82659,30238
,,,,,,,,625,36434,33600,34829,46418,69539,61568,95682,77842,28203
,,,,,,,,626,33668,31234,32762,44564,67117,59662,91595,75103,26980
,,,,,,,,627,30900,29568,31551,44073,65775,58777,89491,73504,26322
,,,,,,,,628,28956,28517,30855,44334,65161,58838,88693,73034,26048
,,,,,,,,629,27835,28165,30644,45178,65672,59456,90289,74232,26532
,,,,,,,,630,27247,28358,30809,46875,68418,61319,96001,78855,28463
,,,,,,,,631,27244,28934,31648,51289,74680,66030,108550,87848,32342
,,,,,,,,632,28130,30644,33876,58079,81254,73350,117670,94218,35328
,,,,,,,,633,29924,33947,37243,60047,83395,75275,118912,95189,36439
,,,,,,,,634,33231,37710,38808,57626,83203,73650,120520,95661,37123
,,,,,,,,635,35046,39435,38409,55211,82986,71760,121540,96123,37625
,,,,,,,,636,35717,39094,37997,53554,82706,70280,121571,95936,37820
,,,,,,,,637,36238,38110,37636,52344,81857,68705,120495,95106,37691
,,,,,,,,638,36550,37075,37168,50694,80915,66716,119489,94281,37521
,,,,,,,,639,36372,35816,36811,49951,79807,65546,117710,92845,37107
,,,,,,,,640,36220,34812,36323,48944,78658,64391,116136,91883,37043
,,,,,,,,641,36416,33942,35942,48685,78360,64190,115493,92742,38112
,,,,,,,,642,36347,33621,35824,48589,80319,64687,117443,96776,39791
,,,,,,,,643,36276,33769,36328,49073,84074,67295,124787,100025,39582
,,,,,,,,644,36199,34832,37836,51559,83464,69399,125459,98516,38183
,,,,,,,,645,38173,36946,39341,51429,81522,69049,123110,96374,36568
,,,,,,,,646,39315,37241,38957,50717,79270,68193,119998,93660,34757
,,,,,,,,647,38326,36742,38365,49534,76252,66662,115276,89272,32379
,,,,,,,,648,37123,35932,37290,47424,72350,64109,109571,84149,29860
,,,,,,,,649,35451,34520,35584,45125,68739,61520,104398,80183,27860
,,,,,,,,650,33225,32545,33795,43013,66410,59867,101582,77720,26623
,,,,,,,,651,31057,30749,32624,42253,65019,59304,100544,76543,25886
,,,,,,,,652,29309,29639,31810,42050,64509,59177,100989,76352,25609
,,,,,,,,653,28180,29063,31424,42229,64796,59558,102771,77299,25739
,,,,,,,,654,27505,28860,31423,42948,66018,60457,106216,79539,26572
,,,,,,,,655,27290,29011,31653,44713,68555,62449,112394,83446,28172
,,,,,,,,656,27607,29744,32712,47348,71962,65742,119222,87758,29914
,,,,,,,,657,28661,31113,34318,49784,74392,68352,124591,90729,31899
,,,,,,,,658,30017,32927,35424,51832,75970,69959,125193,91721,33309
,,,,,,,,659,30925,34754,36178,52826,76518,69668,122766,91285,33857
,,,,,,,,660,32352,35987,36504,52690,76165,68446,119647,90075,33705
,,,,,,,,661,33272,36528,36489,51570,75331,66609,116405,88695,33244
,,,,,,,,662,33764,36181,36004,49983,73828,64583,113325,86892,32714
,,,,,,,,663,33635,35251,35133,48471,72486,62710,110700,85022,32343
,,,,,,,,664,33261,34169,34339,47140,71622,61210,109195,84285,32426
,,,,,,,,665,33047,33363,33868,46605,72144,60624,109166,85562,33744
,,,,,,,,666,32910,32945,33926,46832,74752,61447,112291,90753,36744
,,,,,,,,667,32996,33099,34527,48418,79479,64694,121460,95732,37396
,,,,,,,,668,33134,33845,36156,52060,79920,68773,123254,95343,36317
