region,technology,cluster,index,Cap_Size,minimum_load_mw,Heat_Rate_MMBTU_per_MWh,Old_Fixed_OM_Cost_per_Mwyr,Fixed_OM_Cost_per_MWyr,Old_Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,fixed_o_m_mw_std,Min_Power,num_units,plant_id_eia,unit_id_pudl,capacity_factor,unmodified_cap_size,Existing_Cap_MW,unmodified_existing_cap_mw,profile,Start_Fuel_MMBTU_per_MW,Fuel,Start_Cost_per_MW,THERM,DISP,NDISP,STOR,DR,HYDRO,Commit,RPS,CES,New_Build,Hydro_level,CapRes,Resource,LDS,Hydro_Energy_to_Power_Ratio,FLEX,MUST_RUN,VRE,Num_VRE_Bins,Max_Cap_MW,Max_Cap_MWh,Existing_Cap_MWh,Max_Charge_Cap_MW,Existing_Charge_Cap_MW,Zone,Min_Cap_MW,Min_Cap_MWh,Min_Charge_Cap_MW,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWhyr,Fixed_OM_Cost_Charge_per_MWyr,Var_OM_Cost_per_MWh_In,Reg_Cost,Rsv_Cost,Eff_Down,Eff_Up,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,ESR_1,Self_Disch,Min_Duration,Max_Duration
FRCC,Natural Gas Fired Combustion Turbine,16,47,9.05,2.041,9.726,13794,14622,5.163,5.47,0,0.079,0,0.226,8,"[10020.0, 10188.0, 10188.0, 10275.0, 10275.0, 10431.0, 60025.0, 60025.0]","['10020.0_GEN3', '10188.0_GEN6', '10188.0_GEN7', '10275.0_CE50', '10275.0_TA70', '10431.0_GEN1', '60025.0_01', '60025_1']",0,9.05,72.4,72.4,0,3.5,NG,117.9410883,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_fired_combustion_turbine_15,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FRCC,Natural Gas Fired Combustion Turbine,17,48,185.489,98.333,10.92,9601,10177,5.163,5.47,0.06,0.066,0,0.53,18,"[612.0, 612.0, 612.0, 612.0, 55286.0, 55286.0, 55286.0, 55286.0, 55286.0, 55414.0, 55414.0, 55414.0, 55415.0, 55415.0, 55415.0, 55415.0, 56799.0, 56799.0]","['612_CT1', '612_CT2', '612_PFM3C', '612_PFM3D', '55286_OG1', '55286_OG2', '55286_OG3', '55286_OG4', '55286_OG5', '55414_G101', '55414_G201', '55414_G301', '55415_G101', '55415_G201', '55415_G301', '55415_G401', '56799_1', '56799_2']",0,185.489,3338.802,3338.802,0,3.5,NG,117.9410883,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_fired_combustion_turbine_16,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FRCC,Natural Gas Fired Combustion Turbine,18,49,46,42.5,8.588,13794,14622,5.163,5.47,0,0,0,0.3,1,[7345.0],['7345_P1'],0,46,46,46,0,3.5,NG,117.9410883,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_fired_combustion_turbine_17,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FRCC,Natural Gas Fired Combustion Turbine,19,50,61,14,11.3,11343,12024,5.163,5.47,0,0,0,0.23,4,"[7873.0, 7873.0, 7873.0, 7873.0]","['7873_3', '7873_4', '7873_5', '7873_6']",0,61,244,244,0,3.5,NG,117.9410883,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_fired_combustion_turbine_18,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FRCC,Natural Gas Fired Combustion Turbine,20,51,40.333,18.667,17.836,11343,12024,5.163,5.47,0,0,0,0.463,3,"[663.0, 663.0, 663.0]","['663_GT1', '663_GT2', '663_GT3']",0,40.333,120.999,120.999,0,3.5,NG,117.9410883,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_fired_combustion_turbine_19,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
FRCC,Natural Gas Steam Turbine,1,52,195,0,9.21,30820,32669,1.043,1.11,0,0,0,0,3,"[55318.0, 55318.0, 55318.0]","['55318.0_1', '55318.0_2', '55318.0_3']",0,195,585,585,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,2,53,75,21,14.662,50678,53719,1.043,1.11,0,0,0,0.28,1,[663.0],[1.0],0,75,75,75,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_1,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,3,54,26.5,8,33.914,50678,53719,1.043,1.11,0,0,0,0.302,1,[673.0],[1.0],0,26.5,26.5,26.5,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_2,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,4,55,18,0,9.21,50678,53719,1.043,1.11,0,0,0,0,1,[50803.0],['50803.0_GEN3'],0,18,1403.5,18,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_3,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,5,56,514,80,11.318,26418,28003,1.043,1.11,0,0,0,0.156,1,[8048.0],[2.0],0,514,514,514,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_4,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,7,57,524,50,10.744,30820,32669,1.043,1.11,0,0,0,0.095,1,[667.0],[3.0],0,524,524,524,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_6,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,8,58,521,80,11.169,26418,28003,1.043,1.11,0,0,0,0.154,1,[8048.0],[1.0],0,521,521,521,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_7,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,9,59,335,0,11.952,50678,53719,1.043,1.11,0,0,0,0,1,[645.0],['645_BBST1'],0,335,335,335,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_8,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Natural Gas Steam Turbine,10,60,106,30,11.955,50678,53719,1.043,1.11,0,0,0,0.283,1,[676.0],[3.0],0,106,106,106,0,13.7,NG,86.4128452,1,0,0,0,0,0,1,0,0,0,0,0.9,C_natural_gas_steam_turbine_9,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.57,0.57,24,24,0,0,0,0
FRCC,Nuclear,1,61,995,984,10.448,190920,202375,2.35,2.49,0,0,0,0.5,2,"[6045.0, 6045.0]","['6045_1', '6045_2']",0,995,1990,1990,0,0,uranium,244.8155578,0,0,0,0,0,0,1,0,1,0,0,0.9,C_nuclear,0,0,0,1,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0.25,24,24,0,0,0,0
FRCC,Nuclear,2,62,853.5,422,10.442,190920,202375,2.349,2.49,0,0,0,0.5,2,"[621.0, 621.0]","['621_3', '621_4']",0,853.5,1707,1707,0,0,uranium,244.8155578,0,0,0,0,0,0,1,0,1,0,0,0.9,C_nuclear_1,0,0,0,1,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.25,0.25,24,24,0,0,0,0
FRCC,Solar Photovoltaic,1,63,49.513,0,9.16,22887,21000,0,0,0.305,0.143,0,0,110,"[645.0, 56929.0, 56930.0, 57202.0, 57438.0, 57565.0, 57685.0, 58012.0, 58618.0, 59611.0, 59744.0, 59754.0, 59769.0, 59867.0, 59954.0, 59973.0, 59993.0, 60005.0, 60006.0, 60014.0, 60061.0, 60071.0, 60124.0, 60371.0, 60582.0, 60788.0, 61020.0, 61021.0, 61022.0, 61024.0, 61029.0, 61050.0, 61051.0, 61052.0, 61173.0, 61246.0, 61247.0, 61388.0, 61654.0, 61655.0, 61656.0, 61657.0, 61663.0, 61664.0, 61665.0, 61666.0, 61667.0, 61694.0, 61763.0, 61766.0, 61767.0, 61768.0, 61807.0, 61821.0, 61879.0, 61982.0, 61988.0, 62206.0, 62394.0, 62490.0, 62491.0, 62493.0, 62541.0, 62542.0, 62543.0, 62631.0, 62632.0, 62633.0, 62634.0, 62645.0, 62750.0, 62778.0, 62914.0, 62915.0, 62916.0, 62917.0, 62919.0, 62921.0, 62922.0, 62923.0, 62924.0, 62925.0, 62940.0, 63109.0, 63110.0, 63186.0, 63187.0, 63254.0, 63256.0, 63495.0, 63517.0, 63518.0, 63582.0, 63583.0, 63978.0, 63982.0, 64145.0, 64300.0, 64301.0, 64533.0, 64631.0, 64641.0, 64657.0, 64752.0, 65037.0, 65038.0, 65039.0, 65040.0, 65041.0, 65042.0]","['645_1', '56929_1', '56930_1', '57202_1', '57438_1', '57565_1', '57685_1', '58012_PV', '58618_1', '59611_LKLBB', '59744_1', '59754_1', '59769_1', '59867_LMSOL', '59954_XXXXX', '59973_WDS1', '59993_1', '60005_1', '60006_1', '60014_1', '60061_1', '60071_XXXXX', '60124_GFNCH', '60371_1', '60582.0_PV1', '60788_XXXXX', '61020_1', '61021_1', '61022_1', '61024_1', '61029_1', '61050_1', '61051.0_1', '61052_1', '61173_PV', '61246_ASLF1', '61247_ASA1', '61388.0_PV1', '61654.0_PV1', '61655.0_PV1', '61656.0_PV1', '61657.0_PV1', '61663.0_GEN1', '61664.0_GEN1', '61665.0_GEN1', '61666.0_GEN', '61667.0_1', '61694.0_SOLAR', '61763.0_1', '61766.0_1', '61767.0_1', '61768.0_1', '61807.0_PV1', '61821.0_PV1', '61879.0_PV', '61982.0_PV1', '61988.0_FL501', '62206.0_1', '62394.0_1', '62490.0_1', '62491.0_1', '62493.0_1', '62541.0_PV1', '62542.0_PV1', '62543.0_PV1', '62631.0_1', '62632.0_1', '62633.0_1', '62634.0_1', '62645.0_1', '62750.0_GEN1', '62778.0_HEJEA', '62914.0_1', '62915.0_1', '62916.0_1', '62917.0_1', '62919.0_1', '62921.0_1', '62922.0_1', '62923.0_1', '62924.0_1', '62925.0_1', '62940.0_PV', '63109.0_1', '63110.0_1', '63186.0_IMESO', '63187.0_FL4', '63254.0_ALT', '63256.0_PLM', '63495.0_1', '63517.0_PV1', '63518.0_PV1', '63582.0_HFS', '63583.0_TCS', '63978.0_PV1', '63982.0_PV1', '64145.0_PV1', '64300.0_FORTD', '64301.0_WILLO', '64533.0_PV1', '64631.0_1', '64641.0_2', '64657.0_1', '64752.0_PV1', '65037.0_1', '65038.0_1', '65039.0_1', '65040.0_1', '65041.0_1', '65042.0_1']",0,49.513,4831,5446.43,[0. 0. 0. ... 0. 0. 0.],0,None,0,0,0,0,0,0,0,0,1,1,1,0,0,C_solar_photovoltaic,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,47606,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
FRCC,Onshore Wind Turbine,1,65,177.571,5.642,9.144,43000,44100,0,0,0.106,0.049,0,0.032,202,0,177.571,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,1,1,1,0,0,onshore_wind_turbine,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,57807,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
FRCC,Solar Photovoltaic,2,64,49.513,0,9.16,22887,21000,0,0,0.305,0.143,0,0,110,-1,-1,0,49.513,0,5446.43,[0. 0. 0. ... 0. 0. 0.],0,None,0,0,0,0,0,0,0,0,1,1,1,0,0,C_solar_photovoltaic_1,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,47606,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
FRCC,Onshore Wind Turbine,1,65,177.571,5.642,9.144,43000,44100,0,0,0.106,0.049,0,0.032,202,0,177.571,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,1,1,1,0,0,onshore_wind_turbine_1,0,0,0,0,1,1,-1,-1,0,-1,0,1,0,0,0,57807,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
FRCC,Battery,1,66,0,0,0,27660,6379,0,1,0,0,0,0,1,-1,-1,0,0,449,0,0,0,None,0,0,0,0,1,0,0,0,1,0,0,0,0,Battery_existing,0,0,0,0,0,0,-1,-1,1796,-1,0,1,0,0,0,16064,18642,0,7403,0,1,0,0,0.92,0.92,1,1,1,0,0,0.00002,4,4
FRCC,Battery,1,66,0,0,0,27660,6379,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,1,0,1,0,0,Battery,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,16064,18642,0,7403,0,1,0,0,0.92,0.92,1,1,1,0,0,0.00002,0.15,12
FRCC,Battery,1,66,0,0,0,27660,6379,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,1,0,1,0,0,Battery_1,0,0,0,0,0,0,-1,-1,0,-1,0,1,0,0,0,16064,18642,0,7403,0,1,0,0,0.92,0.92,1,1,1,0,1,0.00002,0.15,12
