Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,388,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,389,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,390,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,391,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,392,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,393,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,394,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,395,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,396,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,397,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,398,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,399,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,400,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,401,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,402,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,403,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,404,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,405,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,406,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,407,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,408,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,409,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,410,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,411,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,412,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,413,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,414,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,415,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,416,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,417,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,418,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,419,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,420,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,421,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,422,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,423,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,424,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,425,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,426,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,427,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,428,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,429,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,430,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,431,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,432,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,433,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,434,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,435,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,436,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,437,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,438,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,439,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,440,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,441,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,442,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,443,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,444,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,445,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,446,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,447,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,448,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,449,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,450,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,451,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,452,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,453,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,454,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,455,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,456,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,457,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,458,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,459,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,460,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,461,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,462,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,463,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,464,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,465,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,466,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,467,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,468,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,469,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,470,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,471,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,472,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,473,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,474,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,475,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,476,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,477,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,478,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,479,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,480,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,481,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,482,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,483,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,484,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,485,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,486,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,487,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,488,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,489,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,490,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,491,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,492,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,493,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,494,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,495,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,496,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,497,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,498,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,499,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,500,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,501,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,502,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,503,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,504,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,505,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,506,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,507,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,508,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,509,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,510,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,511,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,512,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,513,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,514,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,515,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,516,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,517,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,518,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,519,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,520,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,521,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,522,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,523,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,524,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,525,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,526,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,527,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,528,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,529,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,530,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,531,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,532,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,533,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,534,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,535,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,536,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,537,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,538,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,539,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,540,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,541,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,542,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,543,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,544,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,545,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,546,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,547,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,548,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,549,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,550,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,551,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,552,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,553,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,554,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,555,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,556,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,557,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,558,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,559,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,560,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,561,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,562,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,563,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,564,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,565,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,566,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,567,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,568,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,569,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,570,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,571,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,572,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,573,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,574,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,575,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,576,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,577,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,578,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,579,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,580,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,581,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,582,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,583,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,584,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,585,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,586,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,587,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,588,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,589,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,590,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,591,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,592,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,593,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,594,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,595,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,596,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,597,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,598,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,599,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,600,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,601,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,602,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,603,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,604,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,605,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,606,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,607,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,608,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,609,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,610,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,611,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,612,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,613,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,614,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,615,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,616,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,617,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,618,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,619,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,620,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,621,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,622,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,623,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,624,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,625,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,626,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,627,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,628,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,629,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,630,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,631,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,632,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,633,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,634,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,635,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,636,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,637,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,638,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,639,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,640,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,641,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,642,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,643,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,644,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,645,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,646,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,647,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,648,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,649,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,650,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,651,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,652,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,653,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,654,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,655,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,656,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,657,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,658,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,659,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,660,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,661,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,662,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,663,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,664,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,665,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,666,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,667,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,668,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,669,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,670,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,671,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,672,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,673,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,674,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,675,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,676,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,677,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,678,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,679,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,680,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,681,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,682,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,683,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,684,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,685,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,686,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,687,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,688,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,689,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,690,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,691,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,692,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,693,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,694,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,695,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,696,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,697,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,698,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,699,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,700,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,701,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,702,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,703,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,704,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,705,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,706,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,707,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,708,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,709,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,710,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,711,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,712,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,713,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,714,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,715,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,716,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,717,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,718,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,719,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,720,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,721,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,722,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,723,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,724,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,725,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,726,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,727,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,728,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,729,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,730,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,731,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,732,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,733,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,734,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,735,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,736,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,737,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,738,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,739,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,740,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,741,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,742,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,743,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,744,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,745,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,746,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,747,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,748,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,749,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,750,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,751,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,752,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,753,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,754,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,755,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,756,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,757,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,758,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,759,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,760,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,761,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,762,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,763,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,764,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,765,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,766,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,767,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,768,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,769,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,770,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,771,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,772,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,773,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,774,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,775,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,776,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,777,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,778,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,779,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,780,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,781,4.836,28.458,10.716,22.076,7.536,16.042,0
