Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7
,,,,,,,1159,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,1160,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,1161,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1162,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,1163,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,1164,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,1165,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,1166,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,1167,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,1168,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,1169,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,1170,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,1171,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1172,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,1173,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,1174,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,1175,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,1176,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,1177,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,1178,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,1179,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,1180,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,1181,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,1182,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,1183,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,1184,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,1185,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,1186,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,1187,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,1188,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1189,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,1190,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,1191,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1192,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,1193,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,1194,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,1195,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,1196,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,1197,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,1198,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,1199,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,1200,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,1201,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,1202,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,1203,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,1204,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,1205,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,1206,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,1207,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,1208,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,1209,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,1210,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,1211,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,1212,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,1213,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,1214,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,1215,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,1216,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,1217,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,1218,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,1219,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,1220,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,1221,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,1222,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,1223,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,1224,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,1225,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,1226,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,1227,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,1228,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,1229,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,1230,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,1231,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,1232,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,1233,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,1234,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,1235,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,1236,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,1237,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,1238,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,1239,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,1240,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,1241,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,1242,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,1243,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,1244,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,1245,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,1246,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,1247,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,1248,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,1249,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,1250,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,1251,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,1252,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,1253,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,1254,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,1255,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,1256,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,1257,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,1258,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,1259,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,1260,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,1261,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,1262,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,1263,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,1264,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,1265,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,1266,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,1267,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,1268,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,1269,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,1270,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,1271,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,1272,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,1273,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,1274,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,1275,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,1276,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,1277,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,1278,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,1279,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,1280,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,1281,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,1282,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,1283,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,1284,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,1285,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,1286,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,1287,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,1288,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,1289,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,1290,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,1291,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,1292,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,1293,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,1294,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,1295,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,1296,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,1297,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,1298,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,1299,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,1300,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,1301,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,1302,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,1303,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,1304,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,1305,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,1306,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,1307,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,1308,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,1309,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,1310,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,1311,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,1312,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,1313,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,1314,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,1315,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,1316,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,1317,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,1318,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,1319,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,1320,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,1321,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,1322,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,1323,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,1324,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,1325,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,1326,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,1327,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,1328,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,1329,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1330,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,1331,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,1332,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,1333,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,1334,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,1335,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,1336,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,1337,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,1338,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,1339,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1340,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,1341,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,1342,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,1343,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,1344,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,1345,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,1346,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,1347,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,1348,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,1349,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,1350,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,1351,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,1352,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,1353,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,1354,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,1355,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,1356,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1357,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,1358,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,1359,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1360,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,1361,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,1362,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,1363,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,1364,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,1365,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,1366,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,1367,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,1368,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,1369,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,1370,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,1371,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,1372,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,1373,0.886,5.218,1.964,4.048,1.382,2.942,0
,,,,,,,1374,1.454,8.56,3.224,6.64,2.266,4.826,0
,,,,,,,1375,2.196,12.922,4.866,10.024,3.422,7.284,0
,,,,,,,1376,3,17.65,6.646,13.692,4.674,9.948,0
,,,,,,,1377,3.79,22.296,8.396,17.296,5.904,12.568,0
,,,,,,,1378,4.204,24.742,9.318,19.192,6.552,13.946,0
,,,,,,,1379,4.336,25.516,9.61,19.794,6.756,14.384,0
,,,,,,,1380,4.524,26.616,10.024,20.648,7.048,15.004,0
,,,,,,,1381,4.814,28.328,10.668,21.976,7.502,15.968,0
,,,,,,,1382,5.03,29.592,11.144,22.956,7.836,16.682,0
,,,,,,,1383,5.264,30.978,11.666,24.03,8.202,17.462,0
,,,,,,,1384,5.396,31.752,11.958,24.632,8.408,17.898,0
,,,,,,,1385,5.134,30.204,11.374,23.43,7.998,17.026,0
,,,,,,,1386,4.648,27.35,10.3,21.216,7.242,15.418,0
,,,,,,,1387,3.858,22.704,8.55,17.612,6.012,12.798,0
,,,,,,,1388,2.986,17.568,6.616,13.628,4.652,9.902,0
,,,,,,,1389,2.28,13.41,5.05,10.402,3.55,7.56,0
,,,,,,,1390,1.766,10.394,3.914,8.062,2.752,5.86,0
,,,,,,,1391,1.24,7.296,2.748,5.66,1.932,4.112,0
,,,,,,,1392,0.79,4.646,1.75,3.604,1.23,2.62,0
,,,,,,,1393,0.338,1.984,0.748,1.54,0.526,1.118,0
,,,,,,,1394,0.248,1.456,0.548,1.13,0.386,0.82,0
,,,,,,,1395,0.348,2.05,0.772,1.59,0.544,1.156,0
,,,,,,,1396,0.81,4.764,1.794,3.696,1.262,2.686,0
,,,,,,,1397,1.742,10.254,3.862,7.954,2.716,5.78,0
,,,,,,,1398,2.8,16.474,6.204,12.778,4.362,9.286,0
,,,,,,,1399,3.464,20.376,7.674,15.806,5.396,11.486,0
,,,,,,,1400,3.97,23.354,8.794,18.116,6.184,13.164,0
,,,,,,,1401,4.182,24.612,9.268,19.092,6.516,13.874,0
,,,,,,,1402,4.002,23.552,8.87,18.27,6.236,13.276,0
,,,,,,,1403,3.98,23.42,8.82,18.168,6.202,13.202,0
,,,,,,,1404,4.126,24.28,9.144,18.834,6.43,13.686,0
,,,,,,,1405,4.386,25.802,9.716,20.016,6.832,14.544,0
,,,,,,,1406,4.554,26.794,10.09,20.786,7.094,15.104,0
,,,,,,,1407,4.924,28.978,10.912,22.478,7.672,16.334,0
,,,,,,,1408,5.228,30.764,11.586,23.864,8.146,17.342,0
,,,,,,,1409,5.082,29.904,11.262,23.198,7.918,16.856,0
,,,,,,,1410,4.778,28.118,10.588,21.812,7.446,15.85,0
,,,,,,,1411,3.936,23.156,8.72,17.962,6.132,13.052,0
,,,,,,,1412,2.89,17.002,6.404,13.19,4.502,9.584,0
,,,,,,,1413,2.092,12.306,4.634,9.546,3.258,6.936,0
,,,,,,,1414,1.574,9.262,3.488,7.184,2.452,5.222,0
,,,,,,,1415,0.934,5.492,2.068,4.26,1.454,3.096,0
,,,,,,,1416,0.528,3.11,1.17,2.412,0.824,1.752,0
,,,,,,,1417,0.352,2.072,0.78,1.608,0.548,1.168,0
,,,,,,,1418,0.258,1.52,0.572,1.178,0.402,0.856,0
,,,,,,,1419,0.364,2.142,0.806,1.662,0.568,1.208,0
,,,,,,,1420,0.846,4.974,1.872,3.858,1.316,2.804,0
,,,,,,,1421,1.82,10.708,4.032,8.306,2.836,6.036,0
,,,,,,,1422,2.924,17.2,6.478,13.342,4.554,9.696,0
,,,,,,,1423,3.616,21.276,8.012,16.504,5.634,11.994,0
,,,,,,,1424,4.144,24.384,9.182,18.916,6.456,13.746,0
,,,,,,,1425,4.368,25.696,9.678,19.934,6.804,14.486,0
,,,,,,,1426,4.18,24.592,9.26,19.076,6.512,13.862,0
,,,,,,,1427,4.156,24.454,9.208,18.97,6.474,13.784,0
,,,,,,,1428,4.308,25.352,9.548,19.666,6.712,14.29,0
,,,,,,,1429,4.578,26.94,10.146,20.898,7.134,15.186,0
,,,,,,,1430,4.754,27.976,10.536,21.702,7.408,15.77,0
,,,,,,,1431,5.142,30.256,11.394,23.47,8.012,17.056,0
,,,,,,,1432,5.46,32.122,12.096,24.918,8.506,18.106,0
,,,,,,,1433,5.306,31.224,11.758,24.22,8.268,17.6,0
,,,,,,,1434,4.99,29.358,11.056,22.774,7.774,16.55,0
,,,,,,,1435,4.108,24.178,9.104,18.754,6.402,13.628,0
,,,,,,,1436,3.018,17.752,6.686,13.772,4.7,10.008,0
,,,,,,,1437,2.184,12.848,4.838,9.966,3.402,7.242,0
,,,,,,,1438,1.644,9.67,3.642,7.502,2.56,5.452,0
,,,,,,,1439,0.974,5.734,2.16,4.448,1.518,3.232,0
,,,,,,,1440,0.552,3.246,1.222,2.518,0.86,1.83,0
,,,,,,,1441,0.372,2.19,0.824,1.698,0.58,1.234,0
,,,,,,,1442,0.272,1.606,0.604,1.246,0.426,0.904,0
,,,,,,,1443,0.384,2.262,0.852,1.754,0.598,1.276,0
,,,,,,,1444,0.892,5.254,1.978,4.076,1.392,2.962,0
,,,,,,,1445,1.922,11.31,4.26,8.774,2.994,6.376,0
,,,,,,,1446,3.088,18.17,6.842,14.094,4.812,10.242,0
,,,,,,,1447,3.82,22.474,8.464,17.434,5.95,12.668,0
,,,,,,,1448,4.378,25.758,9.7,19.982,6.82,14.52,0
,,,,,,,1449,4.614,27.144,10.222,21.056,7.188,15.302,0
,,,,,,,1450,4.414,25.978,9.782,20.152,6.878,14.644,0
,,,,,,,1451,4.39,25.832,9.728,20.038,6.84,14.56,0
,,,,,,,1452,4.552,26.78,10.084,20.774,7.09,15.096,0
,,,,,,,1453,4.836,28.458,10.716,22.076,7.536,16.042,0
,,,,,,,1454,5.022,29.552,11.13,22.924,7.826,16.658,0
,,,,,,,1455,5.432,31.96,12.036,24.792,8.462,18.016,0
,,,,,,,1456,5.766,33.93,12.778,26.32,8.984,19.126,0
,,,,,,,1457,5.606,32.982,12.42,25.586,8.734,18.592,0
,,,,,,,1458,5.27,31.012,11.678,24.056,8.212,17.482,0
,,,,,,,1459,4.34,25.54,9.618,19.812,6.762,14.396,0
,,,,,,,1460,3.188,18.754,7.062,14.548,4.966,10.572,0
,,,,,,,1461,2.306,13.572,5.112,10.528,3.594,7.65,0
,,,,,,,1462,1.736,10.216,3.848,7.924,2.704,5.758,0
,,,,,,,1463,1.03,6.056,2.28,4.698,1.604,3.414,0
,,,,,,,1464,0.582,3.43,1.292,2.66,0.908,1.934,0
,,,,,,,1465,0.572,3.37,1.27,2.614,0.892,1.9,0
,,,,,,,1466,0.404,2.378,0.896,1.844,0.63,1.34,0
,,,,,,,1467,0.392,2.302,0.868,1.786,0.61,1.298,0
,,,,,,,1468,0.548,3.23,1.216,2.504,0.854,1.82,0
,,,,,,,1469,1.018,5.99,2.256,4.648,1.586,3.376,0
,,,,,,,1470,1.672,9.836,3.704,7.63,2.604,5.546,0
,,,,,,,1471,2.538,14.934,5.624,11.586,3.954,8.418,0
,,,,,,,1472,3.448,20.282,7.638,15.734,5.37,11.434,0
,,,,,,,1473,4.37,25.714,9.684,19.948,6.808,14.496,0
,,,,,,,1474,4.84,28.476,10.724,22.09,7.54,16.052,0
,,,,,,,1475,4.996,29.402,11.072,22.808,7.786,16.574,0
,,,,,,,1476,5.226,30.746,11.578,23.85,8.14,17.332,0
,,,,,,,1477,5.552,32.672,12.304,25.346,8.652,18.418,0
,,,,,,,1478,5.796,34.1,12.842,26.452,9.03,19.222,0
,,,,,,,1479,6.08,35.776,13.472,27.752,9.474,20.168,0
,,,,,,,1480,6.238,36.702,13.822,28.472,9.718,20.69,0
,,,,,,,1481,5.928,34.876,13.134,27.054,9.234,19.66,0
,,,,,,,1482,5.362,31.546,11.88,24.472,8.354,17.782,0
,,,,,,,1483,4.456,26.214,9.872,20.336,6.942,14.778,0
,,,,,,,1484,3.464,20.382,7.676,15.812,5.398,11.49,0
,,,,,,,1485,2.644,15.552,5.856,12.064,4.118,8.766,0
,,,,,,,1486,2.064,12.14,4.572,9.418,3.214,6.844,0
,,,,,,,1487,1.44,8.476,3.192,6.576,2.244,4.778,0
,,,,,,,1488,0.932,5.482,2.064,4.252,1.452,3.09,0
,,,,,,,1489,0.576,3.392,1.278,2.632,0.898,1.912,0
,,,,,,,1490,0.742,4.364,1.644,3.384,1.156,2.46,0
,,,,,,,1491,0.272,1.598,0.602,1.24,0.424,0.902,0
,,,,,,,1492,0.424,2.496,0.94,1.936,0.66,1.406,0
,,,,,,,1493,0.792,4.662,1.756,3.616,1.234,2.628,0
,,,,,,,1494,1.3,7.65,2.88,5.934,2.026,4.312,0
,,,,,,,1495,1.986,11.684,4.4,9.064,3.094,6.586,0
,,,,,,,1496,2.812,16.54,6.23,12.83,4.38,9.324,0
,,,,,,,1497,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1498,4.728,27.822,10.478,21.582,7.366,15.684,0
,,,,,,,1499,5.402,31.782,11.968,24.654,8.416,17.916,0
,,,,,,,1500,5.54,32.604,12.278,25.29,8.632,18.378,0
,,,,,,,1501,5.516,32.454,12.222,25.176,8.594,18.294,0
,,,,,,,1502,5.35,31.482,11.856,24.422,8.336,17.746,0
,,,,,,,1503,5.236,30.81,11.602,23.9,8.158,17.368,0
,,,,,,,1504,5.008,29.466,11.096,22.856,7.802,16.61,0
,,,,,,,1505,4.766,28.046,10.562,21.756,7.426,15.81,0
,,,,,,,1506,4.272,25.132,9.464,19.496,6.654,14.166,0
,,,,,,,1507,3.674,21.62,8.142,16.772,5.724,12.188,0
,,,,,,,1508,2.938,17.288,6.51,13.41,4.578,9.746,0
,,,,,,,1509,2.342,13.776,5.188,10.686,3.648,7.766,0
,,,,,,,1510,1.82,10.714,4.034,8.31,2.836,6.04,0
,,,,,,,1511,1.312,7.724,2.91,5.992,2.046,4.354,0
,,,,,,,1512,0.894,5.26,1.98,4.08,1.392,2.964,0
,,,,,,,1513,0.324,1.902,0.716,1.476,0.504,1.072,0
,,,,,,,1514,0.244,1.434,0.54,1.114,0.38,0.808,0
,,,,,,,1515,0.35,2.058,0.776,1.596,0.546,1.16,0
,,,,,,,1516,0.8,4.71,1.774,3.654,1.248,2.656,0
,,,,,,,1517,1.648,9.7,3.654,7.526,2.568,5.468,0
,,,,,,,1518,2.682,15.784,5.944,12.244,4.18,8.898,0
,,,,,,,1519,3.358,19.76,7.442,15.328,5.232,11.138,0
,,,,,,,1520,3.848,22.646,8.528,17.566,5.996,12.766,0
,,,,,,,1521,4.048,23.816,8.968,18.474,6.306,13.424,0
,,,,,,,1522,4.286,25.22,9.498,19.564,6.678,14.216,0
,,,,,,,1523,5.082,29.898,11.26,23.192,7.916,16.854,0
,,,,,,,1524,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1525,5.572,32.784,12.346,25.43,8.68,18.48,0
,,,,,,,1526,5.466,32.16,12.11,24.946,8.516,18.128,0
,,,,,,,1527,5.412,31.848,11.994,24.704,8.432,17.952,0
,,,,,,,1528,5.188,30.522,11.494,23.676,8.082,17.206,0
,,,,,,,1529,4.922,28.962,10.906,22.466,7.668,16.326,0
,,,,,,,1530,4.352,25.608,9.644,19.866,6.78,14.436,0
,,,,,,,1531,3.624,21.32,8.028,16.538,5.646,12.018,0
,,,,,,,1532,2.762,16.252,6.12,12.606,4.304,9.16,0
,,,,,,,1533,2.1,12.352,4.652,9.582,3.27,6.962,0
,,,,,,,1534,1.464,8.61,3.242,6.678,2.28,4.852,0
,,,,,,,1535,0.906,5.334,2.008,4.138,1.412,3.006,0
,,,,,,,1536,0.536,3.15,1.186,2.444,0.834,1.776,0
,,,,,,,1537,0.498,2.934,1.106,2.276,0.778,1.654,0
,,,,,,,1538,0.36,2.12,0.798,1.644,0.562,1.194,0
,,,,,,,1539,0.332,1.956,0.736,1.518,0.518,1.102,0
,,,,,,,1540,0.492,2.894,1.09,2.244,0.766,1.632,0
,,,,,,,1541,0.886,5.218,1.964,4.048,1.382,2.942,0
