,Generation,H2-G2P,Bioelectricity Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC Power Demand,CSC Power Demand,BESC Power Demand,Power Sector Demand,Generation,H2-G2P,Bioelectricity Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC Power Demand,CSC Power Demand,BESC Power Demand,Power Sector Demand,Generation,H2-G2P,Bioelectricity Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC Power Demand,CSC Power Demand,BESC Power Demand,Power Sector Demand
t142,132138.25921240164,0.0,0.0,31239.020780214538,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-162534.81850915274,108249.06022156257,0.0,0.0,648.0195134397633,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-100137.56115238015,35857.07451050122,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-40967.4917023462
t143,132887.4960725809,0.0,0.0,19700.724238941242,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-151745.7588280587,100722.41528287712,0.0,0.0,852.2640693963343,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-92815.16076965125,33133.57938317877,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-38243.99657502375
t144,120497.8238944285,0.0,0.0,19947.327942841726,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-139602.69035380677,93996.5202696882,0.0,0.0,241.69406526767975,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-85478.69575233369,30110.03068154294,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-35220.447873387915
t145,123366.5209566051,0.0,0.0,507.76900181436713,-0.0,0.0,-0.0,0.0,0.0,6106.375517693981,-150.04927879106643,-842.4614834634802,-0.0,-0.0,-128988.15471385891,91562.43228445934,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-9064.275443003002,-220.10159985440043,-1844.832346983,-445.00886983920424,-0.0,-79988.21402477972,30875.24209690349,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,2957.89992530902,-70.052321063334,-889.7283062866618,-170.17713606835784,-0.0,-32703.184258794154
t146,107663.22402515085,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,13662.775807479537,-335.72937829583935,-842.4614834634802,-0.0,-0.0,-120147.80897087106,95313.69981454672,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-16694.55075740912,-407.53129098632786,-1844.832346983,-445.00886983920424,-0.0,-75921.77654932908,29330.614171991714,0.0,0.0,0.0,-321.6231574422584,0.0,-0.0,0.0,0.0,3031.774949929585,-71.80191269048848,-889.7283062866618,-170.17713606835784,-0.0,-30909.05860943354
t147,102604.79503800078,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,12320.153444617803,-302.73770972707763,-842.4614834634802,-0.0,-0.0,-113779.74928942801,92664.4880089311,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-17260.952594925024,-419.7512859556952,-1844.832346983,-445.00886983920424,-0.0,-72693.94291122818,25836.095184466572,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,4940.799150307219,-117.01357622861755,-889.7283062866618,-170.17713606835784,-0.0,-29599.975316190157
t148,101482.37572232666,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,8562.827879152706,-210.41060183015264,-842.4614834634802,-0.0,-0.0,-108992.33151618572,88351.70837623053,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-14882.827879152706,-360.08796763015266,-1844.832346983,-445.00886983920424,-0.0,-70818.95131262546,23640.73400114004,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-28751.151192985017
t149,98580.86304314208,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,8446.602469898442,-207.55464598772767,-842.4614834634802,-0.0,-0.0,-105977.4493835893,87157.561504762,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-14766.602469898442,-357.2320117877277,-1844.832346983,-445.00886983920424,-0.0,-69743.88580625362,23058.329128283953,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-28168.746320128932
t150,111078.33768095491,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7154.6475114223695,-0.0,-0.0,-103923.69016953252,94440.22984213555,0.0,0.0,0.0,-16522.265868013328,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-69158.44539150002,23463.588061716942,0.0,0.0,0.0,-531.8302051935082,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-28042.175048368415
t151,170147.55203782304,0.0,0.0,0.0,-44669.21175709736,0.0,-0.0,0.0,0.0,-203.32758346703292,-4.996279244398674,-20969.982937005352,-0.0,-0.0,-104300.0334810089,103599.84977672432,0.0,0.0,0.0,-21895.530319920796,0.0,-0.0,0.0,0.0,-6116.672416532968,-154.67364504439868,-1844.832346983,-445.00886983920424,-0.0,-73143.13217840399,24389.540266240707,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-29499.957458085693
t152,191409.2404441061,0.0,0.0,0.0,-44669.21175709736,0.0,-0.0,0.0,0.0,-11028.680010794498,-271.0029012860485,-25374.401910838445,-0.0,-0.0,-110065.94386408974,111944.9631959252,0.0,0.0,0.0,-33053.01300503295,0.0,-0.0,0.0,0.0,4708.680010794499,-420.6802670860485,-1844.832346983,-445.00886983920424,-0.0,-80890.1087177785,27235.181096380995,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-32345.598288225978
t153,203685.849827263,0.0,0.0,0.0,-44669.21175709736,0.0,-0.0,0.0,0.0,-11143.679649200058,-273.8287368007474,-25374.401910838445,-0.0,-0.0,-122224.72777332639,120999.41498620324,0.0,0.0,0.0,-33053.01300503295,0.0,-0.0,0.0,0.0,4823.679649200058,-423.5061026007474,-1844.832346983,-445.00886983920424,-0.0,-90056.73431094739,30557.89825854169,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-35668.31545038667
t154,208996.43690837163,0.0,0.0,0.0,-44669.21175709736,0.0,-0.0,0.0,0.0,-1885.2738598717265,-46.326005038129594,-25374.401910838445,-0.0,-0.0,-137021.223375526,125461.99020972774,0.0,0.0,0.0,-19982.613562137736,0.0,-0.0,0.0,0.0,-4434.726140128274,-196.0033708381296,-1844.832346983,-445.00886983920424,-0.0,-98558.80591980138,33688.54572859026,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-38798.962920435246
t155,209499.42794575795,0.0,0.0,0.0,-29637.209146586792,0.0,-0.0,0.0,0.0,-17857.965631474886,-438.8159319573545,-11319.261756486147,-0.0,-0.0,-150246.17547925282,130329.96768936081,0.0,0.0,0.0,-33053.01300503295,0.0,-0.0,0.0,0.0,11537.965631474886,-588.4932977573545,-1844.832346983,-445.00886983920424,-0.0,-105936.58580122318,35987.16601104257,215.98799077584982,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-41313.57119366341
t156,203765.31341246044,0.0,0.0,0.0,-30456.7386652439,0.0,-0.0,0.0,0.0,-0.0,-0.0,-11323.796462529303,-0.0,-0.0,-161984.7782846873,128419.43836407852,0.0,0.0,0.0,-8173.077555677319,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-111486.84222577902,37390.61424685869,719.9599692528326,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-43220.99140795651
t157,189016.45395041793,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-11732.170416972054,-288.2894615012708,-6157.635993756074,-0.0,-0.0,-170838.35807818855,111778.02910809699,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,5412.170416972053,-437.9668273012708,-1844.832346983,-445.00886983920424,-0.0,-114462.39148094556,35034.185048282765,719.9599692528326,0.0,3641.614419528869,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-44506.176628909445
t158,182015.50628793085,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-4003.0829387443223,-98.36599569727119,-842.4614834634802,-0.0,-0.0,-177071.5958700258,118684.20763197917,0.0,0.0,1980.553290068952,-0.0,0.0,-0.0,0.0,0.0,-2316.917061255678,-248.04336149727118,-1844.832346983,-445.00886983920424,-0.0,-115809.95928247298,30964.77933104288,719.9599692528326,0.0,8426.192077905107,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-45221.34857004579
t159,176072.86976581853,0.0,0.0,5899.905454515859,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-181130.31373687097,124709.02370186453,0.0,0.0,2190.7883066417357,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-118140.29342588405,28006.804456975762,719.9599692528326,0.0,11603.118640794424,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-751.8059484839922,-143.79691225754942,-0.0,-45604.60284048148
t160,177614.20434580292,0.0,0.0,5703.481257961356,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-182475.22412030082,116130.83539432485,0.0,0.0,13078.213805709533,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-120449.53061741212,28449.810323339458,719.9599692528326,0.0,11171.29067062765,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-45451.47815506491
t161,178247.65821976395,0.0,0.0,3926.936270900625,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-181332.13300720116,115002.67272316218,0.0,0.0,14339.11146580279,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-120582.26560634274,29057.171887416273,719.9599692528326,0.0,10167.398129287114,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-45054.947177801194
t162,172830.57395531767,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6005.23946015777,-147.56410694909442,-842.4614834634802,-0.0,-0.0,-177845.7878250629,105551.83186579867,0.0,0.0,27972.82800819687,-0.0,0.0,-0.0,0.0,0.0,-12325.23946015777,-297.2414727490944,-1844.832346983,-445.00886983920424,-0.0,-118612.33772426646,29039.95933006896,719.9599692528326,0.0,9574.767286333756,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-44445.103777500524
t163,130058.10918721596,0.0,0.0,43092.51710958664,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-842.4614834634802,-0.0,-0.0,-172308.16481333916,105826.6780343941,0.0,0.0,17952.54317474991,-0.0,0.0,-0.0,0.0,0.0,-6320.0,-149.67736580000002,-1844.832346983,-445.00886983920424,-0.0,-115019.7026265218,29880.09307573544,719.9599692528326,0.0,8089.385588825187,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-43799.85582565845
t164,114816.06543723131,0.0,0.0,44669.21175709736,-0.0,0.0,-0.0,0.0,0.0,7905.102095114712,-194.24859553833195,-842.4614834634802,-0.0,-0.0,-166353.66921044156,106221.15297497428,0.0,0.0,21995.339693796523,-0.0,0.0,-0.0,0.0,0.0,-14225.102095114713,-343.925961338332,-1844.832346983,-445.00886983920424,-0.0,-111357.62339549557,31491.521441926725,719.9599692528326,0.0,5499.0213725141175,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-42820.91997553865
t165,118196.51988470527,0.0,0.0,23171.82778928984,-0.0,0.0,-0.0,0.0,0.0,20156.0,-495.28451935999993,-842.4614834634802,-0.0,-0.0,-160186.6016711716,109222.8741620716,0.0,0.0,28807.34378892351,-0.0,0.0,-0.0,0.0,0.0,-26476.0,-644.96188516,-1844.832346983,-445.00886983920424,-0.0,-108619.41484901292,31975.63364662878,719.9599692528326,0.0,4501.543170461713,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-42307.553978188305
t166,116048.2211569784,0.0,0.0,30621.084321225317,-0.0,0.0,-0.0,0.0,0.0,7510.409824568951,-184.54999603881004,-842.4614834634802,-0.0,-0.0,-153152.70382327036,112196.12718075978,0.0,0.0,6586.4792120364555,-0.0,0.0,-0.0,0.0,0.0,-13830.409824568951,-334.22736183881005,-1844.832346983,-445.00886983920424,-0.0,-102328.12798956626,30072.61187532001,719.9599692528326,0.0,4729.929653862122,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-40632.918690279934
t167,110684.28515937971,0.0,0.0,12866.894882719644,-0.0,0.0,-0.0,0.0,0.0,20156.0,-495.28451935999993,-842.4614834634802,-0.0,-0.0,-142369.43403927592,117997.66397924739,0.0,0.0,5372.809532039504,-0.0,0.0,-0.0,0.0,0.0,-26476.0,-644.96188516,-1844.832346983,-445.00886983920424,-0.0,-93959.67040930469,28441.47986900482,719.9599692528326,0.0,3088.7959839631067,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-37360.65301406574
t168,102126.96068745907,0.0,0.0,9614.132006695503,-0.0,0.0,-0.0,0.0,0.0,19839.221532345422,-487.50046145684985,-842.4614834634802,-0.0,-0.0,-130250.35228157966,115622.42104189414,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-26159.221532345422,-637.1778272568498,-1844.832346983,-445.00886983920424,-0.0,-86536.18046546969,28227.031194155017,719.9599692528326,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,6320.0,-149.67736580000002,-889.7283062866618,-170.17713606835784,-0.0,-34057.408355252825
