Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_liqH2_tonne_per_hr_z1,Load_liqH2_tonne_per_hr_z2,Load_liqH2_tonne_per_hr_z3
,,,,,,,2062,4.415,25.985,9.785
,,,,,,,2063,3.1,18.24,6.87
,,,,,,,2064,1.975,11.615,4.375
,,,,,,,2065,0.845,4.96,1.87
,,,,,,,2066,0.62,3.64,1.37
,,,,,,,2067,0.87,5.125,1.93
,,,,,,,2068,2.025,11.91,4.485
,,,,,,,2069,4.355,25.635,9.655
,,,,,,,2070,7,41.185,15.51
,,,,,,,2071,8.66,50.94,19.185
,,,,,,,2072,9.925,58.385,21.985
,,,,,,,2073,10.455,61.53,23.17
,,,,,,,2074,10.005,58.88,22.175
,,,,,,,2075,9.95,58.55,22.05
,,,,,,,2076,10.315,60.7,22.86
,,,,,,,2077,10.965,64.505,24.29
,,,,,,,2078,11.385,66.985,25.225
,,,,,,,2079,12.31,72.445,27.28
,,,,,,,2080,13.07,76.91,28.965
,,,,,,,2081,12.705,74.76,28.155
,,,,,,,2082,11.945,70.295,26.47
,,,,,,,2083,9.84,57.89,21.8
,,,,,,,2084,7.225,42.505,16.01
,,,,,,,2085,5.23,30.765,11.585
,,,,,,,2086,3.935,23.155,8.72
,,,,,,,2087,2.335,13.73,5.17
,,,,,,,2088,1.32,7.775,2.925
,,,,,,,2089,0.88,5.18,1.95
,,,,,,,2090,0.645,3.8,1.43
,,,,,,,2091,0.91,5.355,2.015
,,,,,,,2092,2.115,12.435,4.68
,,,,,,,2093,4.55,26.77,10.08
,,,,,,,2094,7.31,43,16.195
,,,,,,,2095,9.04,53.19,20.03
,,,,,,,2096,10.36,60.96,22.955
,,,,,,,2097,10.92,64.24,24.195
,,,,,,,2098,10.45,61.48,23.15
,,,,,,,2099,10.39,61.135,23.02
,,,,,,,2100,10.77,63.38,23.87
,,,,,,,2101,11.445,67.35,25.365
,,,,,,,2102,11.885,69.94,26.34
,,,,,,,2103,12.855,75.64,28.485
,,,,,,,2104,13.65,80.305,30.24
,,,,,,,2105,13.265,78.06,29.395
,,,,,,,2106,12.475,73.395,27.64
,,,,,,,2107,10.27,60.445,22.76
,,,,,,,2108,7.545,44.38,16.715
,,,,,,,2109,5.46,32.12,12.095
,,,,,,,2110,4.11,24.175,9.105
,,,,,,,2111,2.435,14.335,5.4
,,,,,,,2112,1.38,8.115,3.055
,,,,,,,2113,0.93,5.475,2.06
,,,,,,,2114,0.68,4.015,1.51
,,,,,,,2115,0.96,5.655,2.13
,,,,,,,2116,2.23,13.135,4.945
,,,,,,,2117,4.805,28.275,10.65
,,,,,,,2118,7.72,45.425,17.105
,,,,,,,2119,9.55,56.185,21.16
,,,,,,,2120,10.945,64.395,24.25
,,,,,,,2121,11.535,67.86,25.555
,,,,,,,2122,11.035,64.945,24.455
,,,,,,,2123,10.975,64.58,24.32
,,,,,,,2124,11.38,66.95,25.21
,,,,,,,2125,12.09,71.145,26.79
,,,,,,,2126,12.555,73.88,27.825
,,,,,,,2127,13.58,79.9,30.09
,,,,,,,2128,14.415,84.825,31.945
,,,,,,,2129,14.015,82.455,31.05
,,,,,,,2130,13.175,77.53,29.195
,,,,,,,2131,10.85,63.85,24.045
,,,,,,,2132,7.97,46.885,17.655
,,,,,,,2133,5.765,33.93,12.78
,,,,,,,2134,4.34,25.54,9.62
,,,,,,,2135,2.575,15.14,5.7
,,,,,,,2136,1.455,8.575,3.23
,,,,,,,2137,1.43,8.425,3.175
,,,,,,,2138,1.01,5.945,2.24
,,,,,,,2139,0.98,5.755,2.17
,,,,,,,2140,1.37,8.075,3.04
,,,,,,,2141,2.545,14.975,5.64
,,,,,,,2142,4.18,24.59,9.26
,,,,,,,2143,6.345,37.335,14.06
,,,,,,,2144,8.62,50.705,19.095
,,,,,,,2145,10.925,64.285,24.21
,,,,,,,2146,12.1,71.19,26.81
,,,,,,,2147,12.49,73.505,27.68
,,,,,,,2148,13.065,76.865,28.945
,,,,,,,2149,13.88,81.68,30.76
,,,,,,,2150,14.49,85.25,32.105
,,,,,,,2151,15.2,89.44,33.68
,,,,,,,2152,15.595,91.755,34.555
,,,,,,,2153,14.82,87.19,32.835
,,,,,,,2154,13.405,78.865,29.7
,,,,,,,2155,11.14,65.535,24.68
,,,,,,,2156,8.66,50.955,19.19
,,,,,,,2157,6.61,38.88,14.64
,,,,,,,2158,5.16,30.35,11.43
,,,,,,,2159,3.6,21.19,7.98
,,,,,,,2160,2.33,13.705,5.16
,,,,,,,2161,1.44,8.48,3.195
,,,,,,,2162,1.855,10.91,4.11
,,,,,,,2163,0.68,3.995,1.505
,,,,,,,2164,1.06,6.24,2.35
,,,,,,,2165,1.98,11.655,4.39
,,,,,,,2166,3.25,19.125,7.2
,,,,,,,2167,4.965,29.21,11
,,,,,,,2168,7.03,41.35,15.575
,,,,,,,2169,9.185,54.05,20.355
,,,,,,,2170,11.82,69.555,26.195
,,,,,,,2171,13.505,79.455,29.92
,,,,,,,2172,13.85,81.51,30.695
,,,,,,,2173,13.79,81.135,30.555
,,,,,,,2174,13.375,78.705,29.64
,,,,,,,2175,13.09,77.025,29.005
,,,,,,,2176,12.52,73.665,27.74
,,,,,,,2177,11.915,70.115,26.405
,,,,,,,2178,10.68,62.83,23.66
,,,,,,,2179,9.185,54.05,20.355
,,,,,,,2180,7.345,43.22,16.275
,,,,,,,2181,5.855,34.44,12.97
,,,,,,,2182,4.55,26.785,10.085
,,,,,,,2183,3.28,19.31,7.275
,,,,,,,2184,2.235,13.15,4.95
,,,,,,,2185,0.81,4.755,1.79
,,,,,,,2186,0.61,3.585,1.35
,,,,,,,2187,0.875,5.145,1.94
,,,,,,,2188,2,11.775,4.435
,,,,,,,2189,4.12,24.25,9.135
,,,,,,,2190,6.705,39.46,14.86
,,,,,,,2191,8.395,49.4,18.605
,,,,,,,2192,9.62,56.615,21.32
,,,,,,,2193,10.12,59.54,22.42
,,,,,,,2194,10.715,63.05,23.745
,,,,,,,2195,12.705,74.745,28.15
,,,,,,,2196,13.53,79.62,29.985
,,,,,,,2197,13.93,81.96,30.865
,,,,,,,2198,13.665,80.4,30.275
,,,,,,,2199,13.53,79.62,29.985
,,,,,,,2200,12.97,76.305,28.735
,,,,,,,2201,12.305,72.405,27.265
,,,,,,,2202,10.88,64.02,24.11
,,,,,,,2203,9.06,53.3,20.07
,,,,,,,2204,6.905,40.63,15.3
,,,,,,,2205,5.25,30.88,11.63
,,,,,,,2206,3.66,21.525,8.105
,,,,,,,2207,2.265,13.335,5.02
,,,,,,,2208,1.34,7.875,2.965
,,,,,,,2209,1.245,7.335,2.765
,,,,,,,2210,0.9,5.3,1.995
,,,,,,,2211,0.83,4.89,1.84
,,,,,,,2212,1.23,7.235,2.725
,,,,,,,2213,2.215,13.045,4.91
,,,,,,,2214,3.635,21.4,8.06
,,,,,,,2215,5.49,32.305,12.165
,,,,,,,2216,7.5,44.125,16.615
,,,,,,,2217,9.475,55.74,20.99
,,,,,,,2218,10.51,61.855,23.295
,,,,,,,2219,10.84,63.79,24.025
,,,,,,,2220,11.31,66.54,25.06
,,,,,,,2221,12.035,70.82,26.67
,,,,,,,2222,12.575,73.98,27.86
,,,,,,,2223,13.16,77.445,29.165
,,,,,,,2224,13.49,79.38,29.895
,,,,,,,2225,12.835,75.51,28.435
,,,,,,,2226,11.62,68.375,25.75
,,,,,,,2227,9.645,56.76,21.375
,,,,,,,2228,7.465,43.92,16.54
,,,,,,,2229,5.7,33.525,12.625
,,,,,,,2230,4.415,25.985,9.785
,,,,,,,2231,3.1,18.24,6.87
,,,,,,,2232,1.975,11.615,4.375
,,,,,,,2233,0.845,4.96,1.87
,,,,,,,2234,0.62,3.64,1.37
,,,,,,,2235,0.87,5.125,1.93
,,,,,,,2236,2.025,11.91,4.485
,,,,,,,2237,4.355,25.635,9.655
,,,,,,,2238,7,41.185,15.51
,,,,,,,2239,8.66,50.94,19.185
,,,,,,,2240,9.925,58.385,21.985
,,,,,,,2241,10.455,61.53,23.17
,,,,,,,2242,10.005,58.88,22.175
,,,,,,,2243,9.95,58.55,22.05
,,,,,,,2244,10.315,60.7,22.86
,,,,,,,2245,10.965,64.505,24.29
,,,,,,,2246,11.385,66.985,25.225
,,,,,,,2247,12.31,72.445,27.28
,,,,,,,2248,13.07,76.91,28.965
,,,,,,,2249,12.705,74.76,28.155
,,,,,,,2250,11.945,70.295,26.47
,,,,,,,2251,9.84,57.89,21.8
,,,,,,,2252,7.225,42.505,16.01
,,,,,,,2253,5.23,30.765,11.585
,,,,,,,2254,3.935,23.155,8.72
,,,,,,,2255,2.335,13.73,5.17
,,,,,,,2256,1.32,7.775,2.925
,,,,,,,2257,0.88,5.18,1.95
,,,,,,,2258,0.645,3.8,1.43
,,,,,,,2259,0.91,5.355,2.015
,,,,,,,2260,2.115,12.435,4.68
,,,,,,,2261,4.55,26.77,10.08
,,,,,,,2262,7.31,43,16.195
,,,,,,,2263,9.04,53.19,20.03
,,,,,,,2264,10.36,60.96,22.955
,,,,,,,2265,10.92,64.24,24.195
,,,,,,,2266,10.45,61.48,23.15
,,,,,,,2267,10.39,61.135,23.02
,,,,,,,2268,10.77,63.38,23.87
,,,,,,,2269,11.445,67.35,25.365
,,,,,,,2270,11.885,69.94,26.34
,,,,,,,2271,12.855,75.64,28.485
,,,,,,,2272,13.65,80.305,30.24
,,,,,,,2273,13.265,78.06,29.395
,,,,,,,2274,12.475,73.395,27.64
,,,,,,,2275,10.27,60.445,22.76
,,,,,,,2276,7.545,44.38,16.715
,,,,,,,2277,5.46,32.12,12.095
,,,,,,,2278,4.11,24.175,9.105
,,,,,,,2279,2.435,14.335,5.4
,,,,,,,2280,1.38,8.115,3.055
,,,,,,,2281,0.93,5.475,2.06
,,,,,,,2282,0.68,4.015,1.51
,,,,,,,2283,0.96,5.655,2.13
,,,,,,,2284,2.23,13.135,4.945
,,,,,,,2285,4.805,28.275,10.65
,,,,,,,2286,7.72,45.425,17.105
,,,,,,,2287,9.55,56.185,21.16
,,,,,,,2288,10.945,64.395,24.25
,,,,,,,2289,11.535,67.86,25.555
,,,,,,,2290,11.035,64.945,24.455
,,,,,,,2291,10.975,64.58,24.32
,,,,,,,2292,11.38,66.95,25.21
,,,,,,,2293,12.09,71.145,26.79
,,,,,,,2294,12.555,73.88,27.825
,,,,,,,2295,13.58,79.9,30.09
,,,,,,,2296,14.415,84.825,31.945
,,,,,,,2297,14.015,82.455,31.05
,,,,,,,2298,13.175,77.53,29.195
,,,,,,,2299,10.85,63.85,24.045
,,,,,,,2300,7.97,46.885,17.655
,,,,,,,2301,5.765,33.93,12.78
,,,,,,,2302,4.34,25.54,9.62
,,,,,,,2303,2.575,15.14,5.7
,,,,,,,2304,1.455,8.575,3.23
,,,,,,,2305,1.43,8.425,3.175
,,,,,,,2306,1.01,5.945,2.24
,,,,,,,2307,0.98,5.755,2.17
,,,,,,,2308,1.37,8.075,3.04
,,,,,,,2309,2.545,14.975,5.64
,,,,,,,2310,4.18,24.59,9.26
,,,,,,,2311,6.345,37.335,14.06
,,,,,,,2312,8.62,50.705,19.095
,,,,,,,2313,10.925,64.285,24.21
,,,,,,,2314,12.1,71.19,26.81
,,,,,,,2315,12.49,73.505,27.68
,,,,,,,2316,13.065,76.865,28.945
,,,,,,,2317,13.88,81.68,30.76
,,,,,,,2318,14.49,85.25,32.105
,,,,,,,2319,15.2,89.44,33.68
,,,,,,,2320,15.595,91.755,34.555
,,,,,,,2321,14.82,87.19,32.835
,,,,,,,2322,13.405,78.865,29.7
,,,,,,,2323,11.14,65.535,24.68
,,,,,,,2324,8.66,50.955,19.19
,,,,,,,2325,6.61,38.88,14.64
,,,,,,,2326,5.16,30.35,11.43
,,,,,,,2327,3.6,21.19,7.98
,,,,,,,2328,2.33,13.705,5.16
,,,,,,,2329,1.44,8.48,3.195
,,,,,,,2330,1.855,10.91,4.11
,,,,,,,2331,0.68,3.995,1.505
,,,,,,,2332,1.06,6.24,2.35
,,,,,,,2333,1.98,11.655,4.39
,,,,,,,2334,3.25,19.125,7.2
,,,,,,,2335,4.965,29.21,11
,,,,,,,2336,7.03,41.35,15.575
,,,,,,,2337,9.185,54.05,20.355
,,,,,,,2338,11.82,69.555,26.195
,,,,,,,2339,13.505,79.455,29.92
,,,,,,,2340,13.85,81.51,30.695
,,,,,,,2341,13.79,81.135,30.555
,,,,,,,2342,13.375,78.705,29.64
,,,,,,,2343,13.09,77.025,29.005
,,,,,,,2344,12.52,73.665,27.74
,,,,,,,2345,11.915,70.115,26.405
,,,,,,,2346,10.68,62.83,23.66
,,,,,,,2347,9.185,54.05,20.355
,,,,,,,2348,7.345,43.22,16.275
,,,,,,,2349,5.855,34.44,12.97
,,,,,,,2350,4.55,26.785,10.085
,,,,,,,2351,3.28,19.31,7.275
,,,,,,,2352,2.235,13.15,4.95
,,,,,,,2353,0.81,4.755,1.79
,,,,,,,2354,0.61,3.585,1.35
,,,,,,,2355,0.875,5.145,1.94
,,,,,,,2356,2,11.775,4.435
,,,,,,,2357,4.12,24.25,9.135
,,,,,,,2358,6.705,39.46,14.86
,,,,,,,2359,8.395,49.4,18.605
,,,,,,,2360,9.62,56.615,21.32
,,,,,,,2361,10.12,59.54,22.42
,,,,,,,2362,10.715,63.05,23.745
,,,,,,,2363,12.705,74.745,28.15
,,,,,,,2364,13.53,79.62,29.985
,,,,,,,2365,13.93,81.96,30.865
,,,,,,,2366,13.665,80.4,30.275
,,,,,,,2367,13.53,79.62,29.985
,,,,,,,2368,12.97,76.305,28.735
,,,,,,,2369,12.305,72.405,27.265
,,,,,,,2370,10.88,64.02,24.11
,,,,,,,2371,9.06,53.3,20.07
,,,,,,,2372,6.905,40.63,15.3
,,,,,,,2373,5.25,30.88,11.63
,,,,,,,2374,3.66,21.525,8.105
,,,,,,,2375,2.265,13.335,5.02
,,,,,,,2376,1.34,7.875,2.965
,,,,,,,2377,1.245,7.335,2.765
,,,,,,,2378,0.9,5.3,1.995
,,,,,,,2379,0.83,4.89,1.84
,,,,,,,2380,1.23,7.235,2.725
,,,,,,,2381,2.215,13.045,4.91
,,,,,,,2382,3.635,21.4,8.06
,,,,,,,2383,5.49,32.305,12.165
,,,,,,,2384,7.5,44.125,16.615
,,,,,,,2385,9.475,55.74,20.99
,,,,,,,2386,10.51,61.855,23.295
,,,,,,,2387,10.84,63.79,24.025
,,,,,,,2388,11.31,66.54,25.06
,,,,,,,2389,12.035,70.82,26.67
,,,,,,,2390,12.575,73.98,27.86
,,,,,,,2391,13.16,77.445,29.165
,,,,,,,2392,13.49,79.38,29.895
,,,,,,,2393,12.835,75.51,28.435
,,,,,,,2394,11.62,68.375,25.75
,,,,,,,2395,9.645,56.76,21.375
,,,,,,,2396,7.465,43.92,16.54
,,,,,,,2397,5.7,33.525,12.625
,,,,,,,2398,4.415,25.985,9.785
,,,,,,,2399,3.1,18.24,6.87
,,,,,,,2400,1.975,11.615,4.375
,,,,,,,2401,0.845,4.96,1.87
,,,,,,,2402,0.62,3.64,1.37
,,,,,,,2403,0.87,5.125,1.93
,,,,,,,2404,2.025,11.91,4.485
,,,,,,,2405,4.355,25.635,9.655
,,,,,,,2406,7,41.185,15.51
,,,,,,,2407,8.66,50.94,19.185
,,,,,,,2408,9.925,58.385,21.985
,,,,,,,2409,10.455,61.53,23.17
,,,,,,,2410,10.005,58.88,22.175
,,,,,,,2411,9.95,58.55,22.05
,,,,,,,2412,10.315,60.7,22.86
,,,,,,,2413,10.965,64.505,24.29
,,,,,,,2414,11.385,66.985,25.225
,,,,,,,2415,12.31,72.445,27.28
,,,,,,,2416,13.07,76.91,28.965
,,,,,,,2417,12.705,74.76,28.155
,,,,,,,2418,11.945,70.295,26.47
,,,,,,,2419,9.84,57.89,21.8
,,,,,,,2420,7.225,42.505,16.01
,,,,,,,2421,5.23,30.765,11.585
,,,,,,,2422,3.935,23.155,8.72
,,,,,,,2423,2.335,13.73,5.17
,,,,,,,2424,1.32,7.775,2.925
,,,,,,,2425,0.88,5.18,1.95
,,,,,,,2426,0.645,3.8,1.43
,,,,,,,2427,0.91,5.355,2.015
,,,,,,,2428,2.115,12.435,4.68
,,,,,,,2429,4.55,26.77,10.08
,,,,,,,2430,7.31,43,16.195
,,,,,,,2431,9.04,53.19,20.03
,,,,,,,2432,10.36,60.96,22.955
,,,,,,,2433,10.92,64.24,24.195
,,,,,,,2434,10.45,61.48,23.15
,,,,,,,2435,10.39,61.135,23.02
,,,,,,,2436,10.77,63.38,23.87
,,,,,,,2437,11.445,67.35,25.365
,,,,,,,2438,11.885,69.94,26.34
,,,,,,,2439,12.855,75.64,28.485
,,,,,,,2440,13.65,80.305,30.24
,,,,,,,2441,13.265,78.06,29.395
,,,,,,,2442,12.475,73.395,27.64
,,,,,,,2443,10.27,60.445,22.76
,,,,,,,2444,7.545,44.38,16.715
,,,,,,,2445,5.46,32.12,12.095
,,,,,,,2446,4.11,24.175,9.105
,,,,,,,2447,2.435,14.335,5.4
,,,,,,,2448,1.38,8.115,3.055
,,,,,,,2449,0.93,5.475,2.06
,,,,,,,2450,0.68,4.015,1.51
,,,,,,,2451,0.96,5.655,2.13
,,,,,,,2452,2.23,13.135,4.945
,,,,,,,2453,4.805,28.275,10.65
,,,,,,,2454,7.72,45.425,17.105
,,,,,,,2455,9.55,56.185,21.16
,,,,,,,2456,10.945,64.395,24.25
,,,,,,,2457,11.535,67.86,25.555
,,,,,,,2458,11.035,64.945,24.455
,,,,,,,2459,10.975,64.58,24.32
,,,,,,,2460,11.38,66.95,25.21
,,,,,,,2461,12.09,71.145,26.79
,,,,,,,2462,12.555,73.88,27.825
,,,,,,,2463,13.58,79.9,30.09
,,,,,,,2464,14.415,84.825,31.945
,,,,,,,2465,14.015,82.455,31.05
,,,,,,,2466,13.175,77.53,29.195
,,,,,,,2467,10.85,63.85,24.045
,,,,,,,2468,7.97,46.885,17.655
,,,,,,,2469,5.765,33.93,12.78
,,,,,,,2470,4.34,25.54,9.62
,,,,,,,2471,2.575,15.14,5.7
,,,,,,,2472,1.455,8.575,3.23
,,,,,,,2473,1.43,8.425,3.175
,,,,,,,2474,1.01,5.945,2.24
,,,,,,,2475,0.98,5.755,2.17
,,,,,,,2476,1.37,8.075,3.04
,,,,,,,2477,2.545,14.975,5.64
,,,,,,,2478,4.18,24.59,9.26
,,,,,,,2479,6.345,37.335,14.06
,,,,,,,2480,8.62,50.705,19.095
,,,,,,,2481,10.925,64.285,24.21
,,,,,,,2482,12.1,71.19,26.81
,,,,,,,2483,12.49,73.505,27.68
,,,,,,,2484,13.065,76.865,28.945
,,,,,,,2485,13.88,81.68,30.76
,,,,,,,2486,14.49,85.25,32.105
,,,,,,,2487,15.2,89.44,33.68
,,,,,,,2488,15.595,91.755,34.555
,,,,,,,2489,14.82,87.19,32.835
,,,,,,,2490,13.405,78.865,29.7
,,,,,,,2491,11.14,65.535,24.68
,,,,,,,2492,8.66,50.955,19.19
,,,,,,,2493,6.61,38.88,14.64
,,,,,,,2494,5.16,30.35,11.43
,,,,,,,2495,3.6,21.19,7.98
,,,,,,,2496,2.33,13.705,5.16
,,,,,,,2497,1.44,8.48,3.195
,,,,,,,2498,1.855,10.91,4.11
,,,,,,,2499,0.68,3.995,1.505
,,,,,,,2500,1.06,6.24,2.35
,,,,,,,2501,1.98,11.655,4.39
,,,,,,,2502,3.25,19.125,7.2
,,,,,,,2503,4.965,29.21,11
,,,,,,,2504,7.03,41.35,15.575
,,,,,,,2505,9.185,54.05,20.355
,,,,,,,2506,11.82,69.555,26.195
,,,,,,,2507,13.505,79.455,29.92
,,,,,,,2508,13.85,81.51,30.695
,,,,,,,2509,13.79,81.135,30.555
,,,,,,,2510,13.375,78.705,29.64
,,,,,,,2511,13.09,77.025,29.005
,,,,,,,2512,12.52,73.665,27.74
,,,,,,,2513,11.915,70.115,26.405
,,,,,,,2514,10.68,62.83,23.66
,,,,,,,2515,9.185,54.05,20.355
,,,,,,,2516,7.345,43.22,16.275
,,,,,,,2517,5.855,34.44,12.97
,,,,,,,2518,4.55,26.785,10.085
,,,,,,,2519,3.28,19.31,7.275
,,,,,,,2520,2.235,13.15,4.95
,,,,,,,2521,0.81,4.755,1.79
,,,,,,,2522,0.61,3.585,1.35
,,,,,,,2523,0.875,5.145,1.94
,,,,,,,2524,2,11.775,4.435
,,,,,,,2525,4.12,24.25,9.135
,,,,,,,2526,6.705,39.46,14.86
,,,,,,,2527,8.395,49.4,18.605
,,,,,,,2528,9.62,56.615,21.32
,,,,,,,2529,10.12,59.54,22.42
,,,,,,,2530,10.715,63.05,23.745
,,,,,,,2531,12.705,74.745,28.15
,,,,,,,2532,13.53,79.62,29.985
,,,,,,,2533,13.93,81.96,30.865
,,,,,,,2534,13.665,80.4,30.275
,,,,,,,2535,13.53,79.62,29.985
,,,,,,,2536,12.97,76.305,28.735
,,,,,,,2537,12.305,72.405,27.265
,,,,,,,2538,10.88,64.02,24.11
,,,,,,,2539,9.06,53.3,20.07
,,,,,,,2540,6.905,40.63,15.3
,,,,,,,2541,5.25,30.88,11.63
,,,,,,,2542,3.66,21.525,8.105
,,,,,,,2543,2.265,13.335,5.02
,,,,,,,2544,1.34,7.875,2.965
,,,,,,,2545,1.245,7.335,2.765
,,,,,,,2546,0.9,5.3,1.995
,,,,,,,2547,0.83,4.89,1.84
,,,,,,,2548,1.23,7.235,2.725
,,,,,,,2549,2.215,13.045,4.91
,,,,,,,2550,3.635,21.4,8.06
,,,,,,,2551,5.49,32.305,12.165
,,,,,,,2552,7.5,44.125,16.615
,,,,,,,2553,9.475,55.74,20.99
,,,,,,,2554,10.51,61.855,23.295
,,,,,,,2555,10.84,63.79,24.025
,,,,,,,2556,11.31,66.54,25.06
,,,,,,,2557,12.035,70.82,26.67
,,,,,,,2558,12.575,73.98,27.86
,,,,,,,2559,13.16,77.445,29.165
,,,,,,,2560,13.49,79.38,29.895
,,,,,,,2561,12.835,75.51,28.435
,,,,,,,2562,11.62,68.375,25.75
,,,,,,,2563,9.645,56.76,21.375
,,,,,,,2564,7.465,43.92,16.54
,,,,,,,2565,5.7,33.525,12.625
,,,,,,,2566,4.415,25.985,9.785
,,,,,,,2567,3.1,18.24,6.87
,,,,,,,2568,1.975,11.615,4.375
,,,,,,,2569,0.845,4.96,1.87
,,,,,,,2570,0.62,3.64,1.37
,,,,,,,2571,0.87,5.125,1.93
,,,,,,,2572,2.025,11.91,4.485
,,,,,,,2573,4.355,25.635,9.655
,,,,,,,2574,7,41.185,15.51
,,,,,,,2575,8.66,50.94,19.185
,,,,,,,2576,9.925,58.385,21.985
,,,,,,,2577,10.455,61.53,23.17
,,,,,,,2578,10.005,58.88,22.175
,,,,,,,2579,9.95,58.55,22.05
,,,,,,,2580,10.315,60.7,22.86
,,,,,,,2581,10.965,64.505,24.29
,,,,,,,2582,11.385,66.985,25.225
,,,,,,,2583,12.31,72.445,27.28
,,,,,,,2584,13.07,76.91,28.965
,,,,,,,2585,12.705,74.76,28.155
,,,,,,,2586,11.945,70.295,26.47
,,,,,,,2587,9.84,57.89,21.8
,,,,,,,2588,7.225,42.505,16.01
,,,,,,,2589,5.23,30.765,11.585
,,,,,,,2590,3.935,23.155,8.72
,,,,,,,2591,2.335,13.73,5.17
,,,,,,,2592,1.32,7.775,2.925
,,,,,,,2593,0.88,5.18,1.95
,,,,,,,2594,0.645,3.8,1.43
,,,,,,,2595,0.91,5.355,2.015
,,,,,,,2596,2.115,12.435,4.68
,,,,,,,2597,4.55,26.77,10.08
,,,,,,,2598,7.31,43,16.195
,,,,,,,2599,9.04,53.19,20.03
,,,,,,,2600,10.36,60.96,22.955
,,,,,,,2601,10.92,64.24,24.195
,,,,,,,2602,10.45,61.48,23.15
,,,,,,,2603,10.39,61.135,23.02
,,,,,,,2604,10.77,63.38,23.87
,,,,,,,2605,11.445,67.35,25.365
,,,,,,,2606,11.885,69.94,26.34
,,,,,,,2607,12.855,75.64,28.485
,,,,,,,2608,13.65,80.305,30.24
,,,,,,,2609,13.265,78.06,29.395
,,,,,,,2610,12.475,73.395,27.64
,,,,,,,2611,10.27,60.445,22.76
,,,,,,,2612,7.545,44.38,16.715
,,,,,,,2613,5.46,32.12,12.095
,,,,,,,2614,4.11,24.175,9.105
,,,,,,,2615,2.435,14.335,5.4
,,,,,,,2616,1.38,8.115,3.055
,,,,,,,2617,0.93,5.475,2.06
,,,,,,,2618,0.68,4.015,1.51
,,,,,,,2619,0.96,5.655,2.13
,,,,,,,2620,2.23,13.135,4.945
,,,,,,,2621,4.805,28.275,10.65
,,,,,,,2622,7.72,45.425,17.105
,,,,,,,2623,9.55,56.185,21.16
,,,,,,,2624,10.945,64.395,24.25
,,,,,,,2625,11.535,67.86,25.555
,,,,,,,2626,11.035,64.945,24.455
,,,,,,,2627,10.975,64.58,24.32
,,,,,,,2628,11.38,66.95,25.21
,,,,,,,2629,12.09,71.145,26.79
,,,,,,,2630,12.555,73.88,27.825
,,,,,,,2631,13.58,79.9,30.09
,,,,,,,2632,14.415,84.825,31.945
,,,,,,,2633,14.015,82.455,31.05
,,,,,,,2634,13.175,77.53,29.195
,,,,,,,2635,10.85,63.85,24.045
,,,,,,,2636,7.97,46.885,17.655
,,,,,,,2637,5.765,33.93,12.78
,,,,,,,2638,4.34,25.54,9.62
,,,,,,,2639,2.575,15.14,5.7
,,,,,,,2640,1.455,8.575,3.23
,,,,,,,2641,1.43,8.425,3.175
,,,,,,,2642,1.01,5.945,2.24
,,,,,,,2643,0.98,5.755,2.17
,,,,,,,2644,1.37,8.075,3.04
,,,,,,,2645,2.545,14.975,5.64
,,,,,,,2646,4.18,24.59,9.26
,,,,,,,2647,6.345,37.335,14.06
,,,,,,,2648,8.62,50.705,19.095
,,,,,,,2649,10.925,64.285,24.21
,,,,,,,2650,12.1,71.19,26.81
,,,,,,,2651,12.49,73.505,27.68
,,,,,,,2652,13.065,76.865,28.945
,,,,,,,2653,13.88,81.68,30.76
,,,,,,,2654,14.49,85.25,32.105
,,,,,,,2655,15.2,89.44,33.68
,,,,,,,2656,15.595,91.755,34.555
,,,,,,,2657,14.82,87.19,32.835
,,,,,,,2658,13.405,78.865,29.7
,,,,,,,2659,11.14,65.535,24.68
,,,,,,,2660,8.66,50.955,19.19
,,,,,,,2661,6.61,38.88,14.64
,,,,,,,2662,5.16,30.35,11.43
,,,,,,,2663,3.6,21.19,7.98
,,,,,,,2664,2.33,13.705,5.16
,,,,,,,2665,1.44,8.48,3.195
,,,,,,,2666,1.855,10.91,4.11
,,,,,,,2667,0.68,3.995,1.505
,,,,,,,2668,1.06,6.24,2.35
,,,,,,,2669,1.98,11.655,4.39
,,,,,,,2670,3.25,19.125,7.2
,,,,,,,2671,4.965,29.21,11
,,,,,,,2672,7.03,41.35,15.575
,,,,,,,2673,9.185,54.05,20.355
,,,,,,,2674,11.82,69.555,26.195
,,,,,,,2675,13.505,79.455,29.92
,,,,,,,2676,13.85,81.51,30.695
,,,,,,,2677,13.79,81.135,30.555
,,,,,,,2678,13.375,78.705,29.64
,,,,,,,2679,13.09,77.025,29.005
,,,,,,,2680,12.52,73.665,27.74
,,,,,,,2681,11.915,70.115,26.405
,,,,,,,2682,10.68,62.83,23.66
,,,,,,,2683,9.185,54.05,20.355
,,,,,,,2684,7.345,43.22,16.275
,,,,,,,2685,5.855,34.44,12.97
,,,,,,,2686,4.55,26.785,10.085
,,,,,,,2687,3.28,19.31,7.275
,,,,,,,2688,2.235,13.15,4.95
,,,,,,,2689,0.81,4.755,1.79
,,,,,,,2690,0.61,3.585,1.35
,,,,,,,2691,0.875,5.145,1.94
,,,,,,,2692,2,11.775,4.435
