Time_Index,CT_NG,ME_NG,MA_NG,None,uranium
2265,2.13,2.13,3.18,0,0.74
2266,2.13,2.13,3.18,0,0.74
2267,2.13,2.13,3.18,0,0.74
2268,2.13,2.13,3.18,0,0.74
2269,2.13,2.13,3.18,0,0.74
2270,2.13,2.13,3.18,0,0.74
2271,2.13,2.13,3.18,0,0.74
2272,2.13,2.13,3.18,0,0.74
2273,2.13,2.13,3.18,0,0.74
2274,2.13,2.13,3.18,0,0.74
2275,2.13,2.13,3.18,0,0.74
2276,2.13,2.13,3.18,0,0.74
2277,2.13,2.13,3.18,0,0.74
2278,2.13,2.13,3.18,0,0.74
2279,2.13,2.13,3.18,0,0.74
2280,2.13,2.13,3.18,0,0.74
2281,2.13,2.13,3.18,0,0.74
2282,2.13,2.13,3.18,0,0.74
2283,2.13,2.13,3.18,0,0.74
2284,2.13,2.13,3.18,0,0.74
2285,2.13,2.13,3.18,0,0.74
2286,2.13,2.13,3.18,0,0.74
2287,2.13,2.13,3.18,0,0.74
2288,2.13,2.13,3.18,0,0.74
2289,2.13,2.13,3.18,0,0.74
2290,2.13,2.13,3.18,0,0.74
2291,2.13,2.13,3.18,0,0.74
2292,2.13,2.13,3.18,0,0.74
2293,2.13,2.13,3.18,0,0.74
2294,2.13,2.13,3.18,0,0.74
2295,2.13,2.13,3.18,0,0.74
2296,2.13,2.13,3.18,0,0.74
2297,2.13,2.13,3.18,0,0.74
2298,2.13,2.13,3.18,0,0.74
2299,2.13,2.13,3.18,0,0.74
2300,2.13,2.13,3.18,0,0.74
2301,2.13,2.13,3.18,0,0.74
2302,2.13,2.13,3.18,0,0.74
2303,2.13,2.13,3.18,0,0.74
2304,2.13,2.13,3.18,0,0.74
2305,2.13,2.13,3.18,0,0.74
2306,2.13,2.13,3.18,0,0.74
2307,2.13,2.13,3.18,0,0.74
2308,2.13,2.13,3.18,0,0.74
2309,2.13,2.13,3.18,0,0.74
2310,2.13,2.13,3.18,0,0.74
2311,2.13,2.13,3.18,0,0.74
2312,2.13,2.13,3.18,0,0.74
2313,2.13,2.13,3.18,0,0.74
2314,2.13,2.13,3.18,0,0.74
2315,2.13,2.13,3.18,0,0.74
2316,2.13,2.13,3.18,0,0.74
2317,2.13,2.13,3.18,0,0.74
2318,2.13,2.13,3.18,0,0.74
2319,2.13,2.13,3.18,0,0.74
2320,2.13,2.13,3.18,0,0.74
2321,2.13,2.13,3.18,0,0.74
2322,2.13,2.13,3.18,0,0.74
2323,2.13,2.13,3.18,0,0.74
2324,2.13,2.13,3.18,0,0.74
2325,2.13,2.13,3.18,0,0.74
2326,2.13,2.13,3.18,0,0.74
2327,2.13,2.13,3.18,0,0.74
2328,2.13,2.13,3.18,0,0.74
2329,2.13,2.13,3.18,0,0.74
2330,2.13,2.13,3.18,0,0.74
2331,2.13,2.13,3.18,0,0.74
2332,2.13,2.13,3.18,0,0.74
2333,2.13,2.13,3.18,0,0.74
2334,2.13,2.13,3.18,0,0.74
2335,2.13,2.13,3.18,0,0.74
2336,2.13,2.13,3.18,0,0.74
2337,2.13,2.13,3.18,0,0.74
2338,2.13,2.13,3.18,0,0.74
2339,2.13,2.13,3.18,0,0.74
2340,2.13,2.13,3.18,0,0.74
2341,2.13,2.13,3.18,0,0.74
2342,2.13,2.13,3.18,0,0.74
2343,2.13,2.13,3.18,0,0.74
2344,2.13,2.13,3.18,0,0.74
2345,2.13,2.13,3.18,0,0.74
2346,2.13,2.13,3.18,0,0.74
2347,2.13,2.13,3.18,0,0.74
2348,2.13,2.13,3.18,0,0.74
2349,2.13,2.13,3.18,0,0.74
2350,2.13,2.13,3.18,0,0.74
2351,2.13,2.13,3.18,0,0.74
2352,2.13,2.13,3.18,0,0.74
2353,2.13,2.13,3.18,0,0.74
2354,2.13,2.13,3.18,0,0.74
2355,2.13,2.13,3.18,0,0.74
2356,2.13,2.13,3.18,0,0.74
2357,2.13,2.13,3.18,0,0.74
2358,2.13,2.13,3.18,0,0.74
2359,2.13,2.13,3.18,0,0.74
2360,2.13,2.13,3.18,0,0.74
2361,2.13,2.13,3.18,0,0.74
2362,2.13,2.13,3.18,0,0.74
2363,2.13,2.13,3.18,0,0.74
2364,2.13,2.13,3.18,0,0.74
2365,2.13,2.13,3.18,0,0.74
2366,2.13,2.13,3.18,0,0.74
2367,2.13,2.13,3.18,0,0.74
2368,2.13,2.13,3.18,0,0.74
2369,2.13,2.13,3.18,0,0.74
2370,2.13,2.13,3.18,0,0.74
2371,2.13,2.13,3.18,0,0.74
2372,2.13,2.13,3.18,0,0.74
2373,2.13,2.13,3.18,0,0.74
2374,2.13,2.13,3.18,0,0.74
2375,2.13,2.13,3.18,0,0.74
2376,2.13,2.13,3.18,0,0.74
2377,2.13,2.13,3.18,0,0.74
2378,2.13,2.13,3.18,0,0.74
2379,2.13,2.13,3.18,0,0.74
2380,2.13,2.13,3.18,0,0.74
2381,2.13,2.13,3.18,0,0.74
2382,2.13,2.13,3.18,0,0.74
2383,2.13,2.13,3.18,0,0.74
2384,2.13,2.13,3.18,0,0.74
2385,2.13,2.13,3.18,0,0.74
2386,2.13,2.13,3.18,0,0.74
2387,2.13,2.13,3.18,0,0.74
2388,2.13,2.13,3.18,0,0.74
2389,2.13,2.13,3.18,0,0.74
2390,2.13,2.13,3.18,0,0.74
2391,2.13,2.13,3.18,0,0.74
2392,2.13,2.13,3.18,0,0.74
2393,2.13,2.13,3.18,0,0.74
2394,2.13,2.13,3.18,0,0.74
2395,2.13,2.13,3.18,0,0.74
2396,2.13,2.13,3.18,0,0.74
2397,2.13,2.13,3.18,0,0.74
2398,2.13,2.13,3.18,0,0.74
2399,2.13,2.13,3.18,0,0.74
2400,2.13,2.13,3.18,0,0.74
2401,2.13,2.13,3.18,0,0.74
2402,2.13,2.13,3.18,0,0.74
2403,2.13,2.13,3.18,0,0.74
2404,2.13,2.13,3.18,0,0.74
2405,2.13,2.13,3.18,0,0.74
2406,2.13,2.13,3.18,0,0.74
2407,2.13,2.13,3.18,0,0.74
2408,2.13,2.13,3.18,0,0.74
2409,2.13,2.13,3.18,0,0.74
2410,2.13,2.13,3.18,0,0.74
2411,2.13,2.13,3.18,0,0.74
2412,2.13,2.13,3.18,0,0.74
2413,2.13,2.13,3.18,0,0.74
2414,2.13,2.13,3.18,0,0.74
2415,2.13,2.13,3.18,0,0.74
2416,2.13,2.13,3.18,0,0.74
2417,2.13,2.13,3.18,0,0.74
2418,2.13,2.13,3.18,0,0.74
2419,2.13,2.13,3.18,0,0.74
2420,2.13,2.13,3.18,0,0.74
2421,2.13,2.13,3.18,0,0.74
2422,2.13,2.13,3.18,0,0.74
2423,2.13,2.13,3.18,0,0.74
2424,2.13,2.13,3.18,0,0.74
2425,2.13,2.13,3.18,0,0.74
2426,2.13,2.13,3.18,0,0.74
2427,2.13,2.13,3.18,0,0.74
2428,2.13,2.13,3.18,0,0.74
2429,2.13,2.13,3.18,0,0.74
2430,2.13,2.13,3.18,0,0.74
2431,2.13,2.13,3.18,0,0.74
2432,2.13,2.13,3.18,0,0.74
2433,2.13,2.13,3.18,0,0.74
2434,2.13,2.13,3.18,0,0.74
2435,2.13,2.13,3.18,0,0.74
2436,2.13,2.13,3.18,0,0.74
2437,2.13,2.13,3.18,0,0.74
2438,2.13,2.13,3.18,0,0.74
2439,2.13,2.13,3.18,0,0.74
2440,2.13,2.13,3.18,0,0.74
2441,2.13,2.13,3.18,0,0.74
2442,2.13,2.13,3.18,0,0.74
2443,2.13,2.13,3.18,0,0.74
2444,2.13,2.13,3.18,0,0.74
2445,2.13,2.13,3.18,0,0.74
2446,2.13,2.13,3.18,0,0.74
2447,2.13,2.13,3.18,0,0.74
2448,2.13,2.13,3.18,0,0.74
2449,2.13,2.13,3.18,0,0.74
2450,2.13,2.13,3.18,0,0.74
2451,2.13,2.13,3.18,0,0.74
2452,2.13,2.13,3.18,0,0.74
2453,2.13,2.13,3.18,0,0.74
2454,2.13,2.13,3.18,0,0.74
2455,2.13,2.13,3.18,0,0.74
2456,2.13,2.13,3.18,0,0.74
2457,2.13,2.13,3.18,0,0.74
2458,2.13,2.13,3.18,0,0.74
2459,2.13,2.13,3.18,0,0.74
2460,2.13,2.13,3.18,0,0.74
2461,2.13,2.13,3.18,0,0.74
2462,2.13,2.13,3.18,0,0.74
2463,2.13,2.13,3.18,0,0.74
2464,2.13,2.13,3.18,0,0.74
2465,2.13,2.13,3.18,0,0.74
2466,2.13,2.13,3.18,0,0.74
2467,2.13,2.13,3.18,0,0.74
2468,2.13,2.13,3.18,0,0.74
2469,2.13,2.13,3.18,0,0.74
2470,2.13,2.13,3.18,0,0.74
2471,2.13,2.13,3.18,0,0.74
2472,2.13,2.13,3.18,0,0.74
2473,2.13,2.13,3.18,0,0.74
2474,2.13,2.13,3.18,0,0.74
2475,2.13,2.13,3.18,0,0.74
2476,2.13,2.13,3.18,0,0.74
2477,2.13,2.13,3.18,0,0.74
2478,2.13,2.13,3.18,0,0.74
2479,2.13,2.13,3.18,0,0.74
2480,2.13,2.13,3.18,0,0.74
2481,2.13,2.13,3.18,0,0.74
2482,2.13,2.13,3.18,0,0.74
2483,2.13,2.13,3.18,0,0.74
2484,2.13,2.13,3.18,0,0.74
2485,2.13,2.13,3.18,0,0.74
2486,2.13,2.13,3.18,0,0.74
2487,2.13,2.13,3.18,0,0.74
2488,2.13,2.13,3.18,0,0.74
2489,2.13,2.13,3.18,0,0.74
2490,2.13,2.13,3.18,0,0.74
2491,2.13,2.13,3.18,0,0.74
2492,2.13,2.13,3.18,0,0.74
2493,2.13,2.13,3.18,0,0.74
2494,2.13,2.13,3.18,0,0.74
2495,2.13,2.13,3.18,0,0.74
2496,2.13,2.13,3.18,0,0.74
2497,2.13,2.13,3.18,0,0.74
2498,2.13,2.13,3.18,0,0.74
2499,2.13,2.13,3.18,0,0.74
2500,2.13,2.13,3.18,0,0.74
2501,2.13,2.13,3.18,0,0.74
2502,2.13,2.13,3.18,0,0.74
2503,2.13,2.13,3.18,0,0.74
2504,2.13,2.13,3.18,0,0.74
2505,2.13,2.13,3.18,0,0.74
2506,2.13,2.13,3.18,0,0.74
2507,2.13,2.13,3.18,0,0.74
2508,2.13,2.13,3.18,0,0.74
2509,2.13,2.13,3.18,0,0.74
2510,2.13,2.13,3.18,0,0.74
2511,2.13,2.13,3.18,0,0.74
2512,2.13,2.13,3.18,0,0.74
2513,2.13,2.13,3.18,0,0.74
2514,2.13,2.13,3.18,0,0.74
2515,2.13,2.13,3.18,0,0.74
2516,2.13,2.13,3.18,0,0.74
2517,2.13,2.13,3.18,0,0.74
2518,2.13,2.13,3.18,0,0.74
2519,2.13,2.13,3.18,0,0.74
2520,2.13,2.13,3.18,0,0.74
2521,2.13,2.13,3.18,0,0.74
2522,2.13,2.13,3.18,0,0.74
2523,2.13,2.13,3.18,0,0.74
2524,2.13,2.13,3.18,0,0.74
2525,2.13,2.13,3.18,0,0.74
2526,2.13,2.13,3.18,0,0.74
2527,2.13,2.13,3.18,0,0.74
2528,2.13,2.13,3.18,0,0.74
2529,2.13,2.13,3.18,0,0.74
2530,2.13,2.13,3.18,0,0.74
2531,2.13,2.13,3.18,0,0.74
2532,2.13,2.13,3.18,0,0.74
2533,2.13,2.13,3.18,0,0.74
2534,2.13,2.13,3.18,0,0.74
2535,2.13,2.13,3.18,0,0.74
2536,2.13,2.13,3.18,0,0.74
2537,2.13,2.13,3.18,0,0.74
2538,2.13,2.13,3.18,0,0.74
2539,2.13,2.13,3.18,0,0.74
2540,2.13,2.13,3.18,0,0.74
2541,2.13,2.13,3.18,0,0.74
2542,2.13,2.13,3.18,0,0.74
2543,2.13,2.13,3.18,0,0.74
2544,2.13,2.13,3.18,0,0.74
2545,2.13,2.13,3.18,0,0.74
2546,2.13,2.13,3.18,0,0.74
2547,2.13,2.13,3.18,0,0.74
2548,2.13,2.13,3.18,0,0.74
2549,2.13,2.13,3.18,0,0.74
2550,2.13,2.13,3.18,0,0.74
2551,2.13,2.13,3.18,0,0.74
2552,2.13,2.13,3.18,0,0.74
2553,2.13,2.13,3.18,0,0.74
2554,2.13,2.13,3.18,0,0.74
2555,2.13,2.13,3.18,0,0.74
2556,2.13,2.13,3.18,0,0.74
2557,2.13,2.13,3.18,0,0.74
2558,2.13,2.13,3.18,0,0.74
2559,2.13,2.13,3.18,0,0.74
2560,2.13,2.13,3.18,0,0.74
2561,2.13,2.13,3.18,0,0.74
2562,2.13,2.13,3.18,0,0.74
2563,2.13,2.13,3.18,0,0.74
2564,2.13,2.13,3.18,0,0.74
2565,2.13,2.13,3.18,0,0.74
2566,2.13,2.13,3.18,0,0.74
2567,2.13,2.13,3.18,0,0.74
2568,2.13,2.13,3.18,0,0.74
2569,2.13,2.13,3.18,0,0.74
2570,2.13,2.13,3.18,0,0.74
2571,2.13,2.13,3.18,0,0.74
2572,2.13,2.13,3.18,0,0.74
2573,2.13,2.13,3.18,0,0.74
2574,2.13,2.13,3.18,0,0.74
2575,2.13,2.13,3.18,0,0.74
2576,2.13,2.13,3.18,0,0.74
2577,2.13,2.13,3.18,0,0.74
2578,2.13,2.13,3.18,0,0.74
2579,2.13,2.13,3.18,0,0.74
2580,2.13,2.13,3.18,0,0.74
2581,2.13,2.13,3.18,0,0.74
2582,2.13,2.13,3.18,0,0.74
2583,2.13,2.13,3.18,0,0.74
2584,2.13,2.13,3.18,0,0.74
2585,2.13,2.13,3.18,0,0.74
2586,2.13,2.13,3.18,0,0.74
2587,2.13,2.13,3.18,0,0.74
2588,2.13,2.13,3.18,0,0.74
2589,2.13,2.13,3.18,0,0.74
2590,2.13,2.13,3.18,0,0.74
2591,2.13,2.13,3.18,0,0.74
2592,2.13,2.13,3.18,0,0.74
2593,2.13,2.13,3.18,0,0.74
2594,2.13,2.13,3.18,0,0.74
2595,2.13,2.13,3.18,0,0.74
2596,2.13,2.13,3.18,0,0.74
2597,2.13,2.13,3.18,0,0.74
2598,2.13,2.13,3.18,0,0.74
2599,2.13,2.13,3.18,0,0.74
2600,2.13,2.13,3.18,0,0.74
2601,2.13,2.13,3.18,0,0.74
2602,2.13,2.13,3.18,0,0.74
2603,2.13,2.13,3.18,0,0.74
2604,2.13,2.13,3.18,0,0.74
2605,2.13,2.13,3.18,0,0.74
2606,2.13,2.13,3.18,0,0.74
2607,2.13,2.13,3.18,0,0.74
2608,2.13,2.13,3.18,0,0.74
2609,2.13,2.13,3.18,0,0.74
2610,2.13,2.13,3.18,0,0.74
2611,2.13,2.13,3.18,0,0.74
2612,2.13,2.13,3.18,0,0.74
2613,2.13,2.13,3.18,0,0.74
2614,2.13,2.13,3.18,0,0.74
2615,2.13,2.13,3.18,0,0.74
2616,2.13,2.13,3.18,0,0.74
2617,2.13,2.13,3.18,0,0.74
2618,2.13,2.13,3.18,0,0.74
2619,2.13,2.13,3.18,0,0.74
2620,2.13,2.13,3.18,0,0.74
2621,2.13,2.13,3.18,0,0.74
2622,2.13,2.13,3.18,0,0.74
2623,2.13,2.13,3.18,0,0.74
2624,2.13,2.13,3.18,0,0.74
2625,2.13,2.13,3.18,0,0.74
2626,2.13,2.13,3.18,0,0.74
2627,2.13,2.13,3.18,0,0.74
2628,2.13,2.13,3.18,0,0.74
2629,2.13,2.13,3.18,0,0.74
2630,2.13,2.13,3.18,0,0.74
2631,2.13,2.13,3.18,0,0.74
2632,2.13,2.13,3.18,0,0.74
2633,2.13,2.13,3.18,0,0.74
2634,2.13,2.13,3.18,0,0.74
2635,2.13,2.13,3.18,0,0.74
2636,2.13,2.13,3.18,0,0.74
2637,2.13,2.13,3.18,0,0.74
2638,2.13,2.13,3.18,0,0.74
2639,2.13,2.13,3.18,0,0.74
2640,2.13,2.13,3.18,0,0.74
2641,2.13,2.13,3.18,0,0.74
2642,2.13,2.13,3.18,0,0.74
2643,2.13,2.13,3.18,0,0.74
2644,2.13,2.13,3.18,0,0.74
2645,2.13,2.13,3.18,0,0.74
2646,2.13,2.13,3.18,0,0.74
2647,2.13,2.13,3.18,0,0.74
2648,2.13,2.13,3.18,0,0.74
2649,2.13,2.13,3.18,0,0.74
2650,2.13,2.13,3.18,0,0.74
2651,2.13,2.13,3.18,0,0.74
2652,2.13,2.13,3.18,0,0.74
2653,2.13,2.13,3.18,0,0.74
2654,2.13,2.13,3.18,0,0.74
2655,2.13,2.13,3.18,0,0.74
2656,2.13,2.13,3.18,0,0.74
2657,2.13,2.13,3.18,0,0.74
2658,2.13,2.13,3.18,0,0.74
2659,2.13,2.13,3.18,0,0.74
2660,2.13,2.13,3.18,0,0.74
2661,2.13,2.13,3.18,0,0.74
2662,2.13,2.13,3.18,0,0.74
2663,2.13,2.13,3.18,0,0.74
2664,2.13,2.13,3.18,0,0.74
2665,2.13,2.13,3.18,0,0.74
2666,2.13,2.13,3.18,0,0.74
2667,2.13,2.13,3.18,0,0.74
2668,2.13,2.13,3.18,0,0.74
2669,2.13,2.13,3.18,0,0.74
2670,2.13,2.13,3.18,0,0.74
2671,2.13,2.13,3.18,0,0.74
2672,2.13,2.13,3.18,0,0.74
2673,2.13,2.13,3.18,0,0.74
2674,2.13,2.13,3.18,0,0.74
2675,2.13,2.13,3.18,0,0.74
2676,2.13,2.13,3.18,0,0.74
2677,2.13,2.13,3.18,0,0.74
2678,2.13,2.13,3.18,0,0.74
2679,2.13,2.13,3.18,0,0.74
2680,2.13,2.13,3.18,0,0.74
2681,2.13,2.13,3.18,0,0.74
2682,2.13,2.13,3.18,0,0.74
2683,2.13,2.13,3.18,0,0.74
2684,2.13,2.13,3.18,0,0.74
2685,2.13,2.13,3.18,0,0.74
2686,2.13,2.13,3.18,0,0.74
2687,2.13,2.13,3.18,0,0.74
2688,2.13,2.13,3.18,0,0.74
2689,2.13,2.13,3.18,0,0.74
2690,2.13,2.13,3.18,0,0.74
2691,2.13,2.13,3.18,0,0.74
2692,2.13,2.13,3.18,0,0.74
2693,2.13,2.13,3.18,0,0.74
2694,2.13,2.13,3.18,0,0.74
2695,2.13,2.13,3.18,0,0.74
2696,2.13,2.13,3.18,0,0.74
2697,2.13,2.13,3.18,0,0.74
2698,2.13,2.13,3.18,0,0.74
2699,2.13,2.13,3.18,0,0.74
2700,2.13,2.13,3.18,0,0.74
2701,2.13,2.13,3.18,0,0.74
2702,2.13,2.13,3.18,0,0.74
2703,2.13,2.13,3.18,0,0.74
2704,2.13,2.13,3.18,0,0.74
2705,2.13,2.13,3.18,0,0.74
2706,2.13,2.13,3.18,0,0.74
2707,2.13,2.13,3.18,0,0.74
2708,2.13,2.13,3.18,0,0.74
2709,2.13,2.13,3.18,0,0.74
2710,2.13,2.13,3.18,0,0.74
2711,2.13,2.13,3.18,0,0.74
2712,2.13,2.13,3.18,0,0.74
2713,2.13,2.13,3.18,0,0.74
2714,2.13,2.13,3.18,0,0.74
2715,2.13,2.13,3.18,0,0.74
2716,2.13,2.13,3.18,0,0.74
2717,2.13,2.13,3.18,0,0.74
2718,2.13,2.13,3.18,0,0.74
2719,2.13,2.13,3.18,0,0.74
2720,2.13,2.13,3.18,0,0.74
2721,2.13,2.13,3.18,0,0.74
2722,2.13,2.13,3.18,0,0.74
2723,2.13,2.13,3.18,0,0.74
2724,2.13,2.13,3.18,0,0.74
2725,2.13,2.13,3.18,0,0.74
2726,2.13,2.13,3.18,0,0.74
2727,2.13,2.13,3.18,0,0.74
2728,2.13,2.13,3.18,0,0.74
2729,2.13,2.13,3.18,0,0.74
2730,2.13,2.13,3.18,0,0.74
2731,2.13,2.13,3.18,0,0.74
2732,2.13,2.13,3.18,0,0.74
2733,2.13,2.13,3.18,0,0.74
2734,2.13,2.13,3.18,0,0.74
2735,2.13,2.13,3.18,0,0.74
2736,2.13,2.13,3.18,0,0.74
2737,2.13,2.13,3.18,0,0.74
2738,2.13,2.13,3.18,0,0.74
2739,2.13,2.13,3.18,0,0.74
2740,2.13,2.13,3.18,0,0.74
2741,2.13,2.13,3.18,0,0.74
2742,2.13,2.13,3.18,0,0.74
2743,2.13,2.13,3.18,0,0.74
2744,2.13,2.13,3.18,0,0.74
2745,2.13,2.13,3.18,0,0.74
2746,2.13,2.13,3.18,0,0.74
2747,2.13,2.13,3.18,0,0.74
2748,2.13,2.13,3.18,0,0.74
2749,2.13,2.13,3.18,0,0.74
2750,2.13,2.13,3.18,0,0.74
2751,2.13,2.13,3.18,0,0.74
2752,2.13,2.13,3.18,0,0.74
2753,2.13,2.13,3.18,0,0.74
2754,2.13,2.13,3.18,0,0.74
2755,2.13,2.13,3.18,0,0.74
2756,2.13,2.13,3.18,0,0.74
2757,2.13,2.13,3.18,0,0.74
2758,2.13,2.13,3.18,0,0.74
2759,2.13,2.13,3.18,0,0.74
2760,2.13,2.13,3.18,0,0.74
2761,2.13,2.13,3.18,0,0.74
2762,2.13,2.13,3.18,0,0.74
2763,2.13,2.13,3.18,0,0.74
2764,2.13,2.13,3.18,0,0.74
2765,2.13,2.13,3.18,0,0.74
2766,2.13,2.13,3.18,0,0.74
2767,2.13,2.13,3.18,0,0.74
2768,2.13,2.13,3.18,0,0.74
2769,2.13,2.13,3.18,0,0.74
2770,2.13,2.13,3.18,0,0.74
2771,2.13,2.13,3.18,0,0.74
2772,2.13,2.13,3.18,0,0.74
2773,2.13,2.13,3.18,0,0.74
2774,2.13,2.13,3.18,0,0.74
2775,2.13,2.13,3.18,0,0.74
2776,2.13,2.13,3.18,0,0.74
2777,2.13,2.13,3.18,0,0.74
2778,2.13,2.13,3.18,0,0.74
2779,2.13,2.13,3.18,0,0.74
2780,2.13,2.13,3.18,0,0.74
2781,2.13,2.13,3.18,0,0.74
2782,2.13,2.13,3.18,0,0.74
2783,2.13,2.13,3.18,0,0.74
2784,2.13,2.13,3.18,0,0.74
2785,2.13,2.13,3.18,0,0.74
2786,2.13,2.13,3.18,0,0.74
2787,2.13,2.13,3.18,0,0.74
2788,2.13,2.13,3.18,0,0.74
2789,2.13,2.13,3.18,0,0.74
2790,2.13,2.13,3.18,0,0.74
2791,2.13,2.13,3.18,0,0.74
2792,2.13,2.13,3.18,0,0.74
2793,2.13,2.13,3.18,0,0.74
2794,2.13,2.13,3.18,0,0.74
2795,2.13,2.13,3.18,0,0.74
2796,2.13,2.13,3.18,0,0.74
2797,2.13,2.13,3.18,0,0.74
2798,2.13,2.13,3.18,0,0.74
2799,2.13,2.13,3.18,0,0.74
2800,2.13,2.13,3.18,0,0.74
2801,2.13,2.13,3.18,0,0.74
2802,2.13,2.13,3.18,0,0.74
2803,2.13,2.13,3.18,0,0.74
2804,2.13,2.13,3.18,0,0.74
2805,2.13,2.13,3.18,0,0.74
2806,2.13,2.13,3.18,0,0.74
2807,2.13,2.13,3.18,0,0.74
2808,2.13,2.13,3.18,0,0.74
2809,2.13,2.13,3.18,0,0.74
2810,2.13,2.13,3.18,0,0.74
2811,2.13,2.13,3.18,0,0.74
2812,2.13,2.13,3.18,0,0.74
2813,2.13,2.13,3.18,0,0.74
2814,2.13,2.13,3.18,0,0.74
2815,2.13,2.13,3.18,0,0.74
2816,2.13,2.13,3.18,0,0.74
2817,2.13,2.13,3.18,0,0.74
2818,2.13,2.13,3.18,0,0.74
2819,2.13,2.13,3.18,0,0.74
2820,2.13,2.13,3.18,0,0.74
2821,2.13,2.13,3.18,0,0.74
2822,2.13,2.13,3.18,0,0.74
2823,2.13,2.13,3.18,0,0.74
2824,2.13,2.13,3.18,0,0.74
2825,2.13,2.13,3.18,0,0.74
2826,2.13,2.13,3.18,0,0.74
2827,2.13,2.13,3.18,0,0.74
2828,2.13,2.13,3.18,0,0.74
2829,2.13,2.13,3.18,0,0.74
2830,2.13,2.13,3.18,0,0.74
2831,2.13,2.13,3.18,0,0.74
2832,2.13,2.13,3.18,0,0.74
2833,2.13,2.13,3.18,0,0.74
2834,2.13,2.13,3.18,0,0.74
2835,2.13,2.13,3.18,0,0.74
2836,2.13,2.13,3.18,0,0.74
2837,2.13,2.13,3.18,0,0.74
2838,2.13,2.13,3.18,0,0.74
2839,2.13,2.13,3.18,0,0.74
2840,2.13,2.13,3.18,0,0.74
2841,2.13,2.13,3.18,0,0.74
2842,2.13,2.13,3.18,0,0.74
2843,2.13,2.13,3.18,0,0.74
2844,2.13,2.13,3.18,0,0.74
2845,2.13,2.13,3.18,0,0.74
2846,2.13,2.13,3.18,0,0.74
2847,2.13,2.13,3.18,0,0.74
2848,2.13,2.13,3.18,0,0.74
2849,2.13,2.13,3.18,0,0.74
2850,2.13,2.13,3.18,0,0.74
2851,2.13,2.13,3.18,0,0.74
2852,2.13,2.13,3.18,0,0.74
2853,2.13,2.13,3.18,0,0.74
2854,2.13,2.13,3.18,0,0.74
2855,2.13,2.13,3.18,0,0.74
2856,2.13,2.13,3.18,0,0.74
2857,2.13,2.13,3.18,0,0.74
2858,2.13,2.13,3.18,0,0.74
2859,2.13,2.13,3.18,0,0.74
2860,2.13,2.13,3.18,0,0.74
2861,2.13,2.13,3.18,0,0.74
2862,2.13,2.13,3.18,0,0.74
2863,2.13,2.13,3.18,0,0.74
2864,2.13,2.13,3.18,0,0.74
2865,2.13,2.13,3.18,0,0.74
2866,2.13,2.13,3.18,0,0.74
2867,2.13,2.13,3.18,0,0.74
2868,2.13,2.13,3.18,0,0.74
2869,2.13,2.13,3.18,0,0.74
2870,2.13,2.13,3.18,0,0.74
2871,2.13,2.13,3.18,0,0.74
2872,2.13,2.13,3.18,0,0.74
2873,2.13,2.13,3.18,0,0.74
2874,2.13,2.13,3.18,0,0.74
2875,2.13,2.13,3.18,0,0.74
2876,2.13,2.13,3.18,0,0.74
2877,2.13,2.13,3.18,0,0.74
2878,2.13,2.13,3.18,0,0.74
2879,2.13,2.13,3.18,0,0.74
2880,2.13,2.13,3.18,0,0.74
2881,2.13,2.13,3.18,0,0.74
2882,2.13,2.13,3.18,0,0.74
2883,2.13,2.13,3.18,0,0.74
2884,2.13,2.13,3.18,0,0.74
2885,2.13,2.13,3.18,0,0.74
2886,2.13,2.13,3.18,0,0.74
2887,2.13,2.13,3.18,0,0.74
2888,2.13,2.13,3.18,0,0.74
2889,2.13,2.13,3.18,0,0.74
2890,2.13,2.13,3.18,0,0.74
2891,2.13,2.13,3.18,0,0.74
2892,2.13,2.13,3.18,0,0.74
2893,2.13,2.13,3.18,0,0.74
2894,2.13,2.13,3.18,0,0.74
2895,2.13,2.13,3.18,0,0.74
2896,2.13,2.13,3.18,0,0.74
2897,2.13,2.13,3.18,0,0.74
2898,2.13,2.13,3.18,0,0.74
2899,2.13,2.13,3.18,0,0.74
2900,2.13,2.13,3.18,0,0.74
2901,2.13,2.13,3.18,0,0.74
2902,2.13,2.13,3.18,0,0.74
2903,2.13,2.13,3.18,0,0.74
2904,2.13,2.13,3.18,0,0.74
2905,1.94,1.94,1.95,0,0.74
2906,1.94,1.94,1.95,0,0.74
2907,1.94,1.94,1.95,0,0.74
2908,1.94,1.94,1.95,0,0.74
2909,1.94,1.94,1.95,0,0.74
2910,1.94,1.94,1.95,0,0.74
2911,1.94,1.94,1.95,0,0.74
2912,1.94,1.94,1.95,0,0.74
2913,1.94,1.94,1.95,0,0.74
2914,1.94,1.94,1.95,0,0.74
2915,1.94,1.94,1.95,0,0.74
2916,1.94,1.94,1.95,0,0.74
2917,1.94,1.94,1.95,0,0.74
2918,1.94,1.94,1.95,0,0.74
2919,1.94,1.94,1.95,0,0.74
2920,1.94,1.94,1.95,0,0.74
2921,1.94,1.94,1.95,0,0.74
2922,1.94,1.94,1.95,0,0.74
2923,1.94,1.94,1.95,0,0.74
2924,1.94,1.94,1.95,0,0.74
2925,1.94,1.94,1.95,0,0.74
2926,1.94,1.94,1.95,0,0.74
2927,1.94,1.94,1.95,0,0.74
2928,1.94,1.94,1.95,0,0.74
2929,1.94,1.94,1.95,0,0.74
