,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t81,11206.302570914006,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10422.646687840985,3199.9597356640497,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2977.549291451319,6719.757521498699,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1421.7948031904402
t82,11525.770668625608,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10742.114785552587,3321.129843393115,0.0,-29.731071952057277,0,0,-0.0,0.0,0.0,0.0,-0.0,-3068.9883272283273,10354.153508542291,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1463.8286480741192
t83,11784.287616115917,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11000.631733042896,3364.970409422559,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3142.5599652098285,9300.730690608554,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1499.5574162252462
t84,11895.68109755483,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11112.02521448181,3396.50111141463,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3174.0906672019,7466.4888434824625,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1515.320108056626
t85,11935.61460976878,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11151.958726695759,3407.011345411988,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3184.6009011992574,7761.803648509366,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1520.5743386670858
t86,12021.786925598883,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11238.131042525862,3433.286930405381,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3210.8764861926506,6899.1782519243825,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1532.1336460100974
t87,12050.160736908794,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11266.504853835773,3440.6440942035315,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3218.233649990801,8305.03148226234,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1536.3370304984653
t88,12061.720437812834,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11278.064554739813,3443.7971644027384,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3221.386720190008,9072.715116525455,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1537.3878766205573
t89,12077.48366631834,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11293.827783245319,3449.0522814014175,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3226.6418371886866,7389.510805307619,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1539.4895688647414
t90,11993.413114288971,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11209.75723121595,3423.8277198077594,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3201.417275595029,7164.419784144276,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1527.9302615217296
t91,11730.692639197194,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10947.036756124173,3407.3631006004184,0.0,-58.15804217389526,0,0,-0.0,0.0,0.0,0.0,-0.0,-3126.7946142137926,5293.001732525913,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1492.2014933706025
t92,11490.196574576137,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10697.977745737167,3298.9371339111603,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3055.325023031763,3491.1754899288258,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1458.5744174636593
t93,11518.67800075497,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10725.300675146713,3153.8299159601743,0.0,-0.0,0,0,-0.0,9.191199630688946,0.0,0.0,-0.0,-3063.7332102296486,7830.609167563495,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1461.7269558299352
t94,11292.738392176041,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10499.361066567784,3166.553502829887,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2999.620782845769,9687.040568266511,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1432.30326441136
t95,10270.230303118844,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9476.852977510587,2969.6773651988983,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2706.385254319501,11413.202527162026,0.0,-451.7230525353022,0,0,-0.0,0.0,0.0,0.0,-0.0,-1292.5407301731275
t96,9222.501048452837,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8429.12372284458,2671.1867196739513,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2407.894608794554,11589.23943314107,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-1149.625657568619
t97,8484.781954395126,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7691.40462878687,2459.93101632707,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2196.6389054476726,11492.338205420241,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-1048.7444298477897
t98,8022.393918233598,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7229.016592625341,2313.7797580267707,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2065.2609804807066,11431.487438094722,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-985.6936625222712
t99,7778.589317348429,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6985.211991740172,2258.13452357781,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1994.8424126984128,11395.38036218778,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-952.0665866153281
t100,7690.315237717592,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6896.937912109335,2232.9099619841527,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1969.6178511047553,10660.222226114254,0.0,-50.00704851043338,0,0,-0.0,0.0,0.0,0.0,-0.0,-939.4564331502244
t101,7804.8613648576065,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7011.48403924935,2266.5427107756955,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2003.2505998962986,9152.160311036516,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-955.219124981604
t102,8196.576808262607,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7412.920925189585,2339.1715712804876,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2116.761127067757,6825.483598794574,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1010.9139694524786
t103,9312.613386452475,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8528.957503379455,2658.682684800149,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2436.2722405874188,3213.1168686372066,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1162.2358110337227
t104,10391.869098129497,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9608.213215056476,2966.6325409227184,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2744.2220967099875,1218.8707200361637,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1310.405114248691
t105,11047.619403958573,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10263.963520885552,3154.765729475413,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2932.3552852626826,852.4349735512849,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1399.7270346265088
t106,11477.43010120872,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10693.774218135699,3276.6844438447574,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3054.273999632027,1160.0200257911779,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1458.5744174636593
t107,11801.10172652179,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11017.44584344877,3369.1745030215016,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3146.764058808771,2543.8149998459885,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1501.6591084694303
t108,11955.581365875754,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11171.925482802733,3442.8018179835644,0.0,-29.48433217316184,0,0,-0.0,0.0,0.0,0.0,-0.0,-3190.907041597672,3403.6491999712857,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1522.6760309112697
t109,12001.820169491908,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11218.164286418887,3550.103328858483,0.0,-123.12253885151615,0,0,-0.0,0.0,0.0,0.0,-0.0,-3204.5703457942363,2711.221994858784,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1528.9811076438216
t110,12093.246894823846,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11309.591011750825,3576.378913851877,0.0,-123.12253885151615,0,0,-0.0,0.0,0.0,0.0,-0.0,-3230.8459307876296,4215.424285259565,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1541.5912611089252
t111,12093.246894823846,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11309.591011750825,3453.256375000361,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3230.8459307876296,4480.39358668076,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1541.5912611089252
t112,12065.923965414302,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11282.268082341281,3444.848187802474,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3222.4377435897436,5077.372559317998,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1538.4387227426494
t113,12039.651917905123,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11255.996034832102,3437.491024004324,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3215.0805797915937,3719.195654515939,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1534.2353382542815
t114,11875.714341447854,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-11092.058458374833,3391.2459944159523,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3168.835550203222,2862.0487849009037,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1512.16756969035
t115,11532.07596002781,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10748.42007695479,3292.4497948407934,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-3070.039350628063,2426.6148109307283,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1464.8794941962112
t116,11212.11463477959,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10421.595805940618,3240.841402330716,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2977.549291451319,2307.8074664667583,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1420.7439570683482
t117,11158.225508929052,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10364.848183320795,3183.1433612682777,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2960.732917055547,4395.510175080125,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1413.3880342137045
t118,10965.91412116187,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-10172.536795553613,3169.3718111486864,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2906.0797002692893,5499.974714417368,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1387.1168811614052
t119,10098.936553359006,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9305.55922775075,2921.3302888110547,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2658.0381779316576,6471.194078633072,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1268.371269365012
t120,9140.532260224201,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8347.154934615945,2648.0642048797654,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2384.7720940003683,5462.168807150457,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1138.0663502256075
t121,8392.30434716282,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7598.927021554564,2433.6554313336765,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2170.3633204542793,5960.012877988757,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1035.083430260594
t122,7940.425130004964,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7147.047804396707,2305.430576565918,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2042.1384656865205,6811.028039826887,0.0,-238.92014944226057,0,0,-0.0,0.0,0.0,0.0,-0.0,-974.1343551792595
t123,7688.213473916858,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6894.836148308601,2231.8589385844166,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1968.5668277050195,6942.240889081738,0.0,-462.4990910066972,0,0,-0.0,0.0,0.0,0.0,-0.0,-939.4564331502244
t124,7547.395299267665,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6754.017973659408,2191.920049394459,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1928.627938515062,6952.399674466568,0.0,-413.27310658918316,0,0,-0.0,0.0,0.0,0.0,-0.0,-920.5412029525688
t125,7513.767078455918,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6720.389752847661,2182.4608387968374,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1919.1687279174403,5866.078043495355,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-916.337818464201
t126,7522.174133658855,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6728.796808050598,2184.5628855963087,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1921.2707747169118,5092.42554842604,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-917.388664586293
t127,7986.6639336211165,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7193.28660801286,2306.644524029414,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2054.7507464833493,2226.2544268882802,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-980.4394319118113
t128,8788.282736333771,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8000.3639074948,2507.335315238204,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2284.9248710254737,367.3213750018849,0.0,-0.0,0,0,-0.0,3.272334824194406,0.0,0.0,-0.0,-1090.7782747314686
t129,9647.844712669585,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8864.188829596564,2726.659147102211,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2531.9153699633703,588.1242007969456,0.0,-0.0,0,0,-0.0,3.6254191212173086,0.0,0.0,-0.0,-1208.4730404057696
t130,10235.287694974797,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9451.631811901776,2922.489558133817,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2700.0791139210864,347.93171974915947,0.0,-0.0,0,0,-0.0,86.31860216087891,92.79199265586635,0.0,-0.0,-1288.3373456847596
t131,10550.55226508493,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9766.89638201191,3012.8775705110893,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2790.4671262983593,748.7270951164782,0.0,-0.0,0,0,-0.0,3.994266110071592,0.0,0.0,-0.0,-1331.4220366905306
t132,10698.486595455597,0.0,-23.666760695416087,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9881.442509151924,3044.408272503162,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2821.9978282904312,1026.0683921948698,0.0,-0.0,0,0,-0.0,4.04155418556573,0.0,0.0,-0.0,-1347.18472852191
t133,10670.908389767419,0.0,-7.911761343209803,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9879.34074535119,3044.4082725031617,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2821.9978282904312,1525.8873071340984,0.0,-180.7125476068041,0,0,-0.0,4.04155418556573,0.0,0.0,-0.0,-1347.18472852191
t134,10597.338427588424,0.0,-23.666760695416087,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9790.015783819987,3051.871172008144,0.0,-32.68746109864025,0,0,-0.0,0.0,0.0,0.0,-0.0,-2796.7732666967736,1179.6473362281868,0.0,-0.0,0,0,-0.0,4.00372372517042,0.0,0.0,-0.0,-1334.5745750568065
t135,10469.086999869323,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9709.097877491718,2996.061196115318,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2773.6507519025877,1565.0436846449086,0.0,-50.672461263799455,0,0,-0.0,0.0,0.0,0.0,-0.0,-1323.0152677137949
t136,10471.736122557397,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9688.080239484376,2989.755055716904,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2767.3446115041734,1612.106783760647,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1320.9135754696108
t137,10502.211697668043,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9718.555814595022,2998.1632429147894,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2775.752798702059,1284.2593739352487,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1325.1169599579787
t138,10525.33109947612,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9741.675216403099,2882.397867861424,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2783.1099625002093,2999.1210956777213,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1328.2694983242545
t139,10406.581444734637,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9622.925561661616,2970.836634521661,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2748.42619030893,4823.728355882495,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1311.455960370783
t140,10225.829757871494,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9442.173874798473,2919.33648793461,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2696.9260437218795,5841.410746056118,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1287.2864995626676
t141,10304.909405830958,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9511.532080222702,2947.643653565492,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2716.8954883168585,5909.855130004837,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1296.7441146614954
t142,10200.872097694615,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9407.494772086358,2950.758944003655,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2687.466833124258,7299.066639527073,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1283.0831150742997
t143,9532.511209061135,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8739.133883452878,2759.4726852517524,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2496.1805743723553,6879.683386029134,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1191.659502452298
t144,8717.026854376258,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7923.649528768001,2527.196513910156,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2263.904403030759,6606.035790864741,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1080.2698135105488
t145,8078.090658953055,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7284.713333344798,2320.3751090228066,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2081.0263314767426,6077.341817403829,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-993.049585376915
t146,7676.653773012819,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6883.2764474045625,2229.7568917849453,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1966.4647809055482,5738.967126430731,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-938.4055870281325
t147,7437.052699729119,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6643.675374120862,2161.440370802123,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1898.1482599227259,4555.636429794238,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-905.8293572432813
t148,7296.234525079926,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6502.857199471669,2121.501481612165,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1858.209370732768,4091.011749918571,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-885.8632809235337
t149,7267.860713770015,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6474.483388161758,2112.0422710145435,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1848.7501601351466,3265.020414664831,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-882.7107425572578
t150,7216.367500652026,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6422.990175043769,2097.3279434182436,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1834.0358325388463,3140.0187337294483,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-875.354819702614
t151,7462.273865337929,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-6668.896539729672,2168.797534600273,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1905.5054237208758,2489.5235416373134,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-908.9818956095571
t152,8055.1636081311735,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-7268.950104839292,2299.23768209053,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2076.8222378777996,1873.726145556712,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-990.9478931327311
t153,8793.504282868524,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8032.94124640618,2516.794525835826,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2294.3840816230954,1995.3919365913748,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1094.9816592198365
t154,9399.836584182945,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8616.180701109924,2606.196358356876,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2461.4968021810764,1474.5726868274273,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1174.8459644988266
t155,9765.048191650973,0.0,-7.911761343209803,0,0,-0.0,0.0,0.0,-0.0,-0.0,-8973.480547234742,2872.470753866576,0.0,-86.61423769840417,0,0,-0.0,0.0,0.0,0.0,-0.0,-2563.4460719554418,1355.0748656434075,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1223.1848861150572
t156,9985.725161574766,0.0,-23.666760695416087,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9178.40251780633,2950.537103146578,0.0,-65.9926333262738,0,0,-0.0,0.0,0.0,0.0,-0.0,-2621.252358940907,1813.481360065524,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1251.5577314115405
t157,10071.89747740487,0.0,-23.666760695416087,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9264.574833636432,2999.979777371139,0.0,-123.12253885151615,0,0,-0.0,0.0,0.0,0.0,-0.0,-2646.4769205345647,4271.8351188925435,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1263.1170387545521
t158,10000.941031192933,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9217.285148119912,2855.2240605507304,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2632.813616338,4502.763715538512,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1256.8119620220004
t159,9972.56721988302,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9188.911336809999,2846.8158733528444,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2624.4054291401144,7989.2590883652,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1252.6085775336326
t160,10000.941031192933,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9217.285148119912,2855.2240605507304,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2632.813616338,10641.980289602694,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-1256.8119620220004
t161,10109.181866930745,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9325.525983857724,2886.7547625428024,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2664.344318330072,11617.73758330374,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-1271.5238077312881
t162,10222.677112170393,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9439.021229097372,2918.2854645348743,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2695.875020322144,11644.48027513512,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-1287.2864995626676
t163,10200.509774227898,0.0,-0.0,0,0,-0.0,0.0,0.0,-0.0,-0.0,-9414.850945388927,2911.97932413646,0.0,-0.0,0,0,-0.0,0.0,0.0,0.0,-0.0,-2689.5688799237296,11654.547736768844,0.0,-761.2950311188549,0,0,-0.0,0.0,0.0,0.0,-0.0,-1284.1339611963917
