t,MIDAT_conventional_hydroelectric_1_PowerGen,MIDAT_hydroelectric_pumped_storage_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_1_PowerGen,MIDAT_natural_gas_fired_combined_cycle_2_PowerGen,MIDAT_natural_gas_fired_combined_cycle_3_PowerGen,MIDAT_natural_gas_fired_combined_cycle_4_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_1_PowerGen,MIDAT_natural_gas_fired_combustion_turbine_2_PowerGen,MIDAT_nuclear_1_PowerGen,MIDAT_nuclear_2_PowerGen,MIDAT_onshore_wind_turbine_1_PowerGen,MIDAT_small_hydroelectric_1_PowerGen,MIDAT_solar_photovoltaic_1_PowerGen,NE_conventional_hydroelectric_1_PowerGen,NE_hydroelectric_pumped_storage_1_PowerGen,NE_natural_gas_fired_combined_cycle_1_PowerGen,NE_natural_gas_fired_combined_cycle_2_PowerGen,NE_natural_gas_fired_combined_cycle_3_PowerGen,NE_natural_gas_fired_combustion_turbine_1_PowerGen,NE_natural_gas_fired_combustion_turbine_2_PowerGen,NE_nuclear_1_PowerGen,NE_nuclear_2_PowerGen,NE_onshore_wind_turbine_1_PowerGen,NE_small_hydroelectric_1_PowerGen,NE_solar_photovoltaic_1_PowerGen,SE_conventional_hydroelectric_1_PowerGen,SE_hydroelectric_pumped_storage_1_PowerGen,SE_natural_gas_fired_combined_cycle_1_PowerGen,SE_natural_gas_fired_combined_cycle_2_PowerGen,SE_natural_gas_fired_combined_cycle_3_PowerGen,SE_natural_gas_fired_combined_cycle_4_PowerGen,SE_natural_gas_fired_combustion_turbine_1_PowerGen,SE_natural_gas_fired_combustion_turbine_2_PowerGen,SE_nuclear_1_PowerGen,SE_nuclear_2_PowerGen,SE_small_hydroelectric_1_PowerGen,SE_solar_photovoltaic_1_PowerGen,SE_naturalgas_ccccsavgcf_conservative_0_PowerGen,SE_naturalgas_ccavgcf_moderate_0_PowerGen,SE_naturalgas_ctavgcf_moderate_0_PowerGen,SE_battery_moderate_0_PowerGen,SE_nuclear_mid_0_PowerGen,MIDAT_naturalgas_ccccsavgcf_conservative_0_PowerGen,MIDAT_naturalgas_ccavgcf_moderate_0_PowerGen,MIDAT_naturalgas_ctavgcf_moderate_0_PowerGen,MIDAT_battery_moderate_0_PowerGen,MIDAT_nuclear_mid_0_PowerGen,NE_naturalgas_ccccsavgcf_conservative_0_PowerGen,NE_naturalgas_ccavgcf_moderate_0_PowerGen,NE_naturalgas_ctavgcf_moderate_0_PowerGen,NE_battery_moderate_0_PowerGen,NE_nuclear_mid_0_PowerGen,NE_offshorewind_class10_moderate_floating_1_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_1_PowerGen,SE_utilitypv_class1_moderate_70_0_2_2_PowerGen,SE_utilitypv_class1_moderate_70_0_2_3_PowerGen,SE_utilitypv_class1_moderate_70_0_2_4_PowerGen,SE_utilitypv_class1_moderate_70_0_2_5_PowerGen,SE_utilitypv_class1_moderate_70_0_2_6_PowerGen,SE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_utilitypv_class1_moderate_70_0_2_8_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_1_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_2_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_3_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_4_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_5_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_6_PowerGen,MIDAT_utilitypv_class1_moderate_70_0_2_7_PowerGen,NE_utilitypv_class1_moderate_70_0_2_1_PowerGen,NE_utilitypv_class1_moderate_70_0_2_2_PowerGen,NE_utilitypv_class1_moderate_70_0_2_3_PowerGen,NE_utilitypv_class1_moderate_70_0_2_4_PowerGen,NE_utilitypv_class1_moderate_70_0_2_5_PowerGen,NE_utilitypv_class1_moderate_70_0_2_6_PowerGen,NE_utilitypv_class1_moderate_70_0_2_7_PowerGen,SE_landbasedwind_class4_moderate_70_1_PowerGen,SE_landbasedwind_class4_moderate_70_2_PowerGen,SE_landbasedwind_class4_moderate_70_3_PowerGen,SE_landbasedwind_class4_moderate_70_4_PowerGen,SE_landbasedwind_class4_moderate_70_5_PowerGen,SE_landbasedwind_class4_moderate_70_6_PowerGen,SE_landbasedwind_class4_moderate_70_7_PowerGen,SE_landbasedwind_class4_moderate_70_8_PowerGen,MIDAT_landbasedwind_class4_moderate_70_1_PowerGen,MIDAT_landbasedwind_class4_moderate_70_2_PowerGen,MIDAT_landbasedwind_class4_moderate_70_3_PowerGen,MIDAT_landbasedwind_class4_moderate_70_4_PowerGen,MIDAT_landbasedwind_class4_moderate_70_5_PowerGen,MIDAT_landbasedwind_class4_moderate_70_6_PowerGen,MIDAT_landbasedwind_class4_moderate_70_7_PowerGen,NE_landbasedwind_class4_moderate_70_1_PowerGen,NE_landbasedwind_class4_moderate_70_2_PowerGen,NE_landbasedwind_class4_moderate_70_3_PowerGen,NE_landbasedwind_class4_moderate_70_4_PowerGen,NE_landbasedwind_class4_moderate_70_5_PowerGen,NE_landbasedwind_class4_moderate_70_6_PowerGen,NE_landbasedwind_class4_moderate_70_7_PowerGen
6974,1238.399862936952,0.0,5.423055204094409e-12,8.187797135982272e-12,2.2179984215106326e-12,6.4792440373378436e-12,2.163440711847066e-12,2.5181662356711996e-12,5.234361208917932e-10,17770.207999993774,340.84465631399763,34.528865045616,1582.9633561203957,4729.479999999998,0.0,7.0555054440700515e-12,342.16566803982806,1.2812712728368062e-12,2.3020317699354747e-12,2.7991644779677424e-12,3395.7000000003204,2.2196299612554265e-10,1288.4127993294987,378.560389732678,582.9851581511972,9290.730759620197,0.0,4.288993233423493e-12,3.956588842912364e-12,4.749086886651737e-12,2.6923519167905954e-12,2.035020462640186e-12,2.1156809596744604e-12,33632.28799999984,2227.9999999999563,58.718479626265,2941.8467406341983,73867.42259055702,5.569582216875012e-12,2.279124880813811e-12,9.119802287363867e-12,5.42550257511559e-11,55200.27600514979,5.98154584056813e-12,2.244121596600136e-12,9.704200489649123e-12,5.546381472792027e-11,21050.695062287734,5.843815586620821e-12,2.1992985086397226e-12,9.891217933421835e-12,4.8308286640349126e-11,3.546458769114809e-13,39757.15454846395,9.482674069846065e-12,8.704775910884689e-12,9.34432384944264e-12,4.532385867097917e-11,5.2721003999340425e-11,8.554029057177058e-12,1.862593439730677e-11,6.364942467210357e-11,9.433366056151996e-11,3.390482035765819e-11,9.085302400399947e-12,3.429941843558134e-11,4137.9773953084605,4.4345835409228267e-11,3.763783032491122e-11,3.618067591375711e-11,7.609569662710862e-12,1.049254395430182e-11,1.2801194960478316e-11,4.5716835352255614e-11,2.0217384250074427e-12,6.971245447115601e-12,3.431044751526089e-11,9.361242858400782e-12,854.136602071615,29215.829952182266,4.621401133913461e-11,9.961021778658401e-12,3.4082753352369383e-10,1.2211715783979551e-11,9.477305921518216e-12,8.616188941872056e-12,1.7907815074170977e-11,1465.228980051707,2.2264216667636407e-11,8334.05639104499,1.2547109043793315e-11,5.519643328241242e-11,6720.578012030982,8646.741507751985,2.2804253282218e-11,6.904011456169896e-11,4592.651281827217
6975,1471.3129689369835,0.0,8.124894817336084e-12,1.6446922530319717e-11,2.6458152347459835e-12,1.1341761038182864e-11,3.0790029033889805e-12,3.803076392557616e-12,5.248468733060269e-10,17770.207999969287,429.8839551707979,34.528865045616,1319.484490463997,4729.48,0.0,1.0625194023129312e-11,1027.1771081792363,1.4134667586802881e-12,3.868660028616836e-12,5.981628276795293e-12,3395.70000000033,2.236791925979627e-10,1170.3633715515025,378.560389732678,413.75629228080015,10213.957604620198,0.0,4.63463222852699e-12,4.247870792500939e-12,5.172207676519909e-12,2.8208939097677666e-12,2.1468360273490196e-12,2.241099806413796e-12,33632.28799999969,2227.9999999999663,58.718479626265,2138.926562273199,73867.42259055689,9.240449315312814e-12,2.2595719176312333e-12,9.400384777160036e-12,5.4380203330022735e-11,55200.276005149746,5.432438149451903e-11,5.594460142385334e-12,6305.151935301241,5.677186413791295e-11,21050.69506228757,5.861607163970376e-11,5.617477144601203e-12,2078.19099263598,4.968599352585682e-11,1.0937469367023492e-12,45682.936826277735,6.41784445861673e-12,5.779975830849998e-12,4.880256500840022e-12,3.692127234163611e-11,2.6438724603375396e-11,4.375348428386301e-12,1.465364226159708e-11,5.7428028245640306e-11,8.777262739718533e-11,2.3130530617923648e-11,6.831034495539689e-12,2.5715072203363405e-11,3892.1736953844465,4.1289921965717015e-11,2.5387373964669276e-11,2.8305884786043867e-11,5.642692658657445e-12,8.546490153631666e-12,9.663741752927405e-12,2.901996317885108e-11,2.193502398059803e-12,9.153557794883627e-12,3.4157425533171595e-11,9.16042696364395e-12,1061.4801344078458,35726.41354732877,5.185999330433554e-11,1.4859965566978663e-11,3.731225883933297e-10,1.6455189860829288e-11,1.508205901811563e-11,1.5885464902335288e-11,2.810335492613954e-11,1624.5709126883328,3.032535789956716e-11,8989.539304787988,1.2314469214556838e-11,5.052474181915845e-11,6613.247261169598,8373.336861562,1.8858080009664985e-11,6.344172339947956e-11,4264.678268257235
6976,1704.2260749369843,0.0,8.972734752885514e-12,1.9687233972925608e-11,2.7192911866260018e-12,1.3249697867535337e-11,3.4108772531708407e-12,4.2096045020670496e-12,5.245827043874739e-10,17770.20799999814,549.0669272651993,34.528865045616,610.6285234956006,4729.48,0.0,1.2317671217188295e-11,1027.177108179313,1.480342017462327e-12,5.7485534303551186e-12,1.642488815092255e-11,3395.6999999957898,2.2382083795793007e-10,961.6916810210392,378.560389732678,109.25370301439966,11123.214999999998,0.0,5.3072050755414426e-12,4.731606959510359e-12,5.872010734841974e-12,3.036035271720469e-12,2.526705673013146e-12,2.6103671668637387e-12,33632.287999999025,2228.0000000000346,58.718479626265,1303.3075603771947,73867.42259055666,1.5308630919733216e-11,2.577025405505995e-12,6429.911701212712,5.511768528075548e-11,55200.27600514945,5.855982073909515e-11,5.930231763477591e-12,16122.280132347763,5.681406318632579e-11,21050.695062286904,6.614048562166533e-11,8.237494094142177e-12,8949.706638155356,4.979047610283948e-11,9.528993183783218e-13,39417.688300207075,3.4794971056454513e-12,5.122380129472993e-12,1.9834610909480583e-12,2.3196448005766712e-11,6.1029057644682345e-12,2.4770812820854495e-12,1.0902269943013218e-11,2.4429247181789908e-11,4.073795673585679e-11,7.59518905211739e-12,3.367157016027476e-12,9.034369483141764e-12,1867.2779319205274,2.3567459405148982e-11,6.617410623845337e-12,6.075572140807263e-12,8.005358140277799e-13,2.6782011377272742e-12,2.425381030597344e-12,5.90123670379459e-12,1.1045364260998412e-12,1.0815177165229811e-11,3.5343261856578223e-11,9.480903762671004e-12,1358.7051806256814,38131.88393408991,5.952755923261311e-11,2.075317928399321e-11,3.793010560346504e-10,1.6393260747086936e-11,2.1460147874895344e-11,2.8669578710297e-11,3.8840035388456474e-11,2014.293883502731,3.790960043369403e-11,10639.577667305999,8.729616550761851e-12,3.831090485718046e-11,5909.795049003446,6596.04597142197,1.3786629806272268e-11,4.959948724332374e-11,3581.8461268010237
6977,1711.3248462829254,0.0,1.1677133227848139e-11,2.5199385394366217e-11,2.9764510604424845e-12,1.803625045162815e-11,3.7752910977206146e-12,4.859779543336545e-12,5.25165809939955e-10,17770.207999994494,866.8906863647973,34.528865045616,47.18268578139959,4729.48,0.0,1.9195745099167125e-11,2511.435472321203,1.6626108606569023e-12,1.4613911724403962e-11,4.640576505270991e-11,3395.700000000444,2.2389166598337652e-10,1071.4079680644788,378.560389732678,0.0,11123.215,0.0,9.530120913369364e-12,6.2585837132951055e-12,8.152568407596872e-12,3.6017991168674657e-12,3.692125256931214e-12,3.99790367832327e-12,33632.28800000545,2227.9999999999363,58.718479626265,406.21853670999974,73867.42259055734,5.730762710356446e-11,1.1925523223625855e-11,44486.18805104223,5.5800544720930615e-11,55200.27600514914,6.338435863117847e-11,1.1447927948947427e-11,21044.358245899573,5.68776441938228e-11,21050.695062285165,7.190450612785588e-11,5.4591264911895095e-11,10252.132831361443,5.000131342307176e-11,1.0442657984119622e-12,12804.713938762508,6.935429383132649e-13,1.874652714864607e-12,4.1387121764119123e-13,1.3624974270646672e-11,3.6284363180328566e-13,2.696644149908509e-13,2.925791407121478e-12,6.104028476942943e-13,1.6254743712520433e-12,1.442341204304262e-13,2.8822717715009294e-13,3.3103849089337887e-13,131.66997473980146,2.2611806410446865e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2697792401023688e-11,3.617977334495194e-11,1.0284709960125622e-11,1703.8348090739605,39002.716365090826,7.081781693651286e-11,2.7437902125741213e-11,3.783272191401399e-10,1.866745333970938e-11,4.684547764292054e-11,5.778792719525997e-11,6.788142709085991e-11,3963.0579967063936,5.0860543464450336e-11,15534.691680815982,9.878793463160715e-12,4.830270562967817e-11,7521.4250112565815,7325.215284525976,1.205554465503761e-11,7.585798393811545e-11,3387.8997100929464
6978,1478.4117402829768,0.0,8.354341083595693e-12,1.7172755270200283e-11,2.6245011362208603e-12,1.1963709059150225e-11,3.1780744142887406e-12,3.900058544491286e-12,5.246954700428869e-10,17770.20799999628,1298.5866675191935,34.528865045616,0.0,4729.48,0.0,1.332805329484164e-11,2511.4354723211923,1.4685800223091827e-12,6.177983088947387e-12,1.736125196708292e-11,3395.7000000027188,2.2383554160160645e-10,1076.7856890674836,378.560389732678,0.0,10199.988155000014,0.0,7.420520544985084e-12,5.553144201892788e-12,7.1830859785627016e-12,3.339671636640015e-12,3.276801626039334e-12,3.378538240005274e-12,33632.288000000684,2227.9999999999895,58.718479626265,0.0,73867.42259055647,5.145663730123462e-11,5.797223607645881e-12,44486.18805104233,5.55500191319159e-11,55200.276005150045,5.5385590817353535e-11,5.767379380306279e-12,4279.269331000779,5.657776524225823e-11,21050.69506228222,6.844408311422643e-11,1.0828923191979676e-11,4969.273084311244,4.962362567666477e-11,2.1043543327287117e-12,145.7194731909781,0.0,0.0,0.0,5.699133601473315e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.90763629852761e-11,3.556240306751203e-11,1.1825518615492392e-11,1979.5204002622847,40012.34660193024,9.049138487911693e-11,2.9594790484175066e-11,4.0626770651030384e-10,2.0140511512398454e-11,7.406186221347054e-11,8.841493582702312e-11,9.970934935626611e-11,6311.897110535512,7.285019054289606e-11,24450.13528652093,6.948725099246385e-12,4.6823315169718553e-11,8137.354274898347,6843.223688451985,1.0357853333739373e-11,7.312280936232743e-11,3355.44406852485
6979,1245.4986342829004,0.0,5.1640296951958695e-12,7.560182906978034e-12,2.172638609095899e-12,6.0872520999684915e-12,2.1842380422101777e-12,2.528526703894673e-12,5.222961123829153e-10,17770.208000002247,1542.8917948415942,34.528865045616,0.0,4729.479999999999,0.0,7.747755798191017e-12,1027.1771081790814,1.306124797102953e-12,2.4966647339542268e-12,2.951368229750405e-12,3395.700000003698,2.2230355430798183e-10,976.7484439454473,378.560389732678,0.0,9276.761309999993,0.0,4.621339456784184e-12,4.225702175662524e-12,5.129769744346458e-12,2.8142368893713174e-12,2.3013069336288277e-12,2.3692911637554943e-12,33632.28799999902,2227.999999999978,58.718479626265,0.0,73867.42259055706,1.1945240555422114e-11,2.452451002838241e-12,1.4987970221546526e-11,5.411045106374481e-11,55200.27600514992,6.0096706029935094e-12,2.437801346463489e-12,1.1882263487001832e-12,5.5071282574492193e-11,21050.695062286683,6.8780877778478214e-12,2.419071143842852e-12,8.996293407919844e-13,4.8451424088092285e-11,3.2768884906750226e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7880407940418876e-11,3.955622920859433e-11,1.2129409667548373e-11,1906.7685513131114,40965.84617160059,9.247393632089889e-11,2.909294631766833e-11,4.247386384555315e-10,1.7431590527849564e-11,8.653422987890218e-11,9.994001580002252e-11,1.167661790933434e-10,8696.696621957215,8.263519503307961e-11,28200.59973328494,5.243224995038736e-12,3.265691298498464e-11,8122.745728934616,5159.120180070007,7.932837888111266e-12,5.113447598839877e-11,2549.7248164667367
6980,1012.5855282829234,0.0,3.9513740404756315e-12,5.092862598453859e-12,1.944537455407416e-12,4.407594234536899e-12,1.7855708253236004e-12,2.012694512646855e-12,5.075278854889724e-10,17770.20799999969,1692.7474078511823,34.528865045616,0.0,4729.479999999998,0.0,5.678586279186451e-12,685.0114401393887,1.2198997272613516e-12,2.008961121062417e-12,2.328661236976723e-12,3395.6999999998848,2.2089031845498226e-10,868.0980283720004,378.560389732678,0.0,8353.534464999988,0.0,3.78890951722668e-12,3.5543714037315094e-12,4.165493100025346e-12,2.5045946606185726e-12,1.882552337960741e-12,1.9442875894031857e-12,33632.28799999998,2227.999999999973,58.718479626265,0.0,72333.56468011098,5.829676919658135e-12,1.9380805014984397e-12,2.2250994276994393e-12,4.803982035840808e-11,55200.276005132844,4.008620595702402e-12,1.9273099253778585e-12,1.841016967019975e-12,4.9126911449116896e-11,21050.695062286897,4.739552617444372e-12,2.2190292487013717e-12,3.5509939793961296e-12,4.731598057259392e-11,7.386768560704432e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6679030114654507e-11,3.2395318052064665e-11,8.464986294902034e-12,1843.698960686246,40184.056436666506,7.123440896430271e-11,2.016481337056765e-11,4.000353960692123e-10,1.5854463254187232e-11,8.338389509948442e-11,9.330745792107384e-11,1.1546683015092711e-10,11163.328113553112,7.790776261421739e-11,28582.668057404957,3.832978911460743e-12,1.896397417063948e-11,7547.277805358676,3141.390724299997,7.479574479580736e-12,2.477895922407952e-11,2103.7368994302788
6981,779.6724222829386,0.0,3.374476403194488e-12,3.9379914638326945e-12,1.8315838840110047e-12,3.6166503717309852e-12,1.6854545508185512e-12,1.8695610918568784e-12,5.049607912924098e-10,17770.207999999835,1696.3730820815829,34.528865045616,0.0,4729.479999999992,0.0,3.619363251177598e-12,4.631961347648745e-12,1.1492502599875467e-12,1.7725912617233365e-12,2.018927409051763e-12,3395.6999999999557,2.17185144188099e-10,770.9497056994954,378.560389732678,0.0,7430.307619999964,0.0,3.4162270573758203e-12,3.225406973003502e-12,3.712244844906782e-12,2.3439423067496665e-12,1.774105241365731e-12,1.8185780544380968e-12,33632.28799999961,2227.999999999969,58.718479626265,0.0,54600.4392452766,4.034214601335905e-12,1.9394733795833382e-12,7.49263546035655e-11,4.5384191869731e-11,53399.47942363422,3.5258403119809297e-12,1.9328860533601575e-12,7.400555342487362e-11,4.650685256549258e-11,21050.695062287818,3.7652764235005944e-12,1.998780596619114e-12,4.3504428948280826e-12,4.484384139367655e-11,6.290347507976904e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8159982317060932e-11,3.606454200643783e-11,7.884074203117161e-12,1818.4605017306749,37757.56989424342,5.920364241624042e-11,1.9398335744587728e-11,3.8266513365083727e-10,2.3757946431094405e-11,7.883638134817452e-11,8.976015993758921e-11,1.1594951688495516e-10,12922.085686248322,7.04006472746414e-11,28319.111436587955,3.820464786967941e-12,3.654050744450331e-12,6515.42013876888,1960.713668135996,8.613858035044803e-12,7.004337987805315e-12,1332.1793751325704
6982,546.7593162829264,0.0,3.0759898064903317e-12,3.4895465700489466e-12,1.7564819759231896e-12,3.2561263765227746e-12,1.650176499504876e-12,1.813318650308945e-12,5.036121131690374e-10,17770.207999999926,1699.264956899983,34.528865045616,0.0,4336.933160000041,0.0,2.971901572845705e-12,3.485755853519488e-12,1.097814083653801e-12,1.6524515787371943e-12,1.8615798848312724e-12,3395.699999999975,2.0851139488799488e-10,736.8980833414829,378.560389732678,0.0,6507.080774999929,0.0,3.167519567335134e-12,3.0045967431551843e-12,3.4122876034745318e-12,2.233582648828934e-12,1.7353581476796056e-12,1.7654474411416298e-12,33632.28799999927,2227.9999999999695,58.718479626265,0.0,43619.41049471984,3.5946674937992706e-12,1.9549110510627352e-12,7.496259051921487e-11,4.410239946504189e-11,41923.63194008812,3.3480894581776043e-12,1.9423625309979695e-12,7.425262056763615e-11,4.514899284867282e-11,20535.51594541571,3.3501990473061533e-12,1.888796096389482e-12,6.137776233482768e-12,4.1433922172240195e-11,5.790812728212566e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8035526136857388e-11,4.248503202562827e-11,7.210616322737521e-12,1689.8064873421615,35311.4795041821,6.001768156567663e-11,1.8710144572510137e-11,3.5939712396658717e-10,1.9196583372344177e-11,6.538650713965964e-11,8.051489861823974e-11,1.239198315304608e-10,14491.790517974818,6.113015482955592e-11,29446.836955283954,3.055918035786121e-12,5.200758114225261e-13,5669.665857706002,1304.659704519984,9.310355191955982e-12,1.7616110464458557e-12,807.332610218586
6983,313.8462102829384,0.0,2.9075497789714318e-12,3.2524770412816603e-12,1.7084251607843703e-12,3.057497395975464e-12,1.6385354969428077e-12,1.7930618639152318e-12,5.027725084862616e-10,17770.208000000093,1684.6078250459825,34.528865045616,0.0,3944.386320000108,0.0,2.692633183993579e-12,3.073887840237828e-12,1.0674578921898814e-12,1.615201596181476e-12,1.8079481316290647e-12,3395.6999999999784,2.070046420618468e-10,724.1303018739833,378.560389732678,0.0,5583.853929999913,0.0,3.005113232525595e-12,2.8595440175411222e-12,3.218392126200531e-12,2.1589399986181436e-12,1.7216163525286358e-12,1.7448412751239432e-12,33632.28800000019,2227.9999999999636,58.718479626265,0.0,36933.71129529136,3.438677608255036e-12,1.947194727175372e-12,7.46114323007305e-11,4.345310579080291e-11,28947.554735883095,3.316789560969848e-12,1.936160711065085e-12,7.416058252855698e-11,4.438134280405045e-11,19866.270710404384,3.2911383689080203e-12,1.890251254541507e-12,7.642228373496153e-11,4.033016438697466e-11,5.381612772785288e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.924774060642772e-11,4.8722781995744444e-11,6.361708099839172e-12,1456.1466477208508,33916.4559474135,6.38046501941358e-11,1.728571856980345e-11,3.565079308594663e-10,1.696145427984264e-11,5.852629500281955e-11,7.612174198215017e-11,1.3700779705727173e-10,15365.652869457399,4.7863786367078313e-11,29917.14361066195,2.7960390188179067e-12,3.6587072782955556e-13,4750.705196198557,838.540659851984,1.3038696439718119e-11,2.168782392107138e-12,350.84908885667176
6984,306.74743893695205,0.0,2.811922513159006e-12,3.1184419098489945e-12,1.6795559541529702e-12,2.943470301783091e-12,1.6363996747608818e-12,1.7874011069678474e-12,5.014192440835046e-10,17770.208000000268,1721.0893186667822,34.528865045616,0.0,3551.8394800002116,0.0,2.5501628125591185e-12,2.8762355680354544e-12,1.0499798336439813e-12,1.6032924102785133e-12,1.7882532525827657e-12,3395.69999999995,2.0596220815717118e-10,775.123831745483,378.560389732678,0.0,4660.627084999934,0.0,2.9082484197933235e-12,2.7733540812107548e-12,3.104861647363815e-12,2.113710062742679e-12,1.717828566228761e-12,1.7382082286513769e-12,33632.28799999989,2227.9999999999663,58.718479626265,0.0,36933.711295292094,3.387207254439286e-12,1.938115297012365e-12,7.508250438655356e-11,4.3061973540494475e-11,28315.5595001953,3.3258839841568892e-12,1.9315380178306703e-12,7.426721721180974e-11,4.387776053772403e-11,19395.937870595702,3.2947102980140645e-12,1.887119129820697e-12,7.274400922156634e-11,3.95588924936509e-11,5.544325182857671e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.154909689850829e-11,5.1853158979630666e-11,6.063794786890828e-12,1428.2876565370013,33241.340787487614,6.544137168450655e-11,1.3953403617981599e-11,3.480182601705437e-10,1.2620879506332823e-11,5.489667230757316e-11,6.843752800673641e-11,1.4904224315723819e-10,16510.459773807204,4.2233395028264666e-11,30411.621095981955,5.41576027526605e-12,2.850041268110405e-12,3784.2948448440943,423.8015108659837,1.897673993079183e-11,1.0289506806511298e-11,148.27525370857197
6985,306.7474389369518,0.0,2.752857365451706e-12,3.037870104523968e-12,1.660906683226216e-12,2.875209014799941e-12,1.6321571528989348e-12,1.7821860898890073e-12,5.003565986399024e-10,17770.208000000148,1734.4255243259834,34.528865045616,0.0,3159.2926400004244,0.0,2.472139138527488e-12,2.768878589189564e-12,1.0392892009584251e-12,1.596831507915329e-12,1.7787215770794767e-12,3395.699999999969,2.055052738765044e-10,869.9568167069829,378.560389732678,0.0,3737.4002399999163,0.0,2.8501161280137592e-12,2.722605066343811e-12,3.0384516927860044e-12,2.086976281138988e-12,1.713721378134199e-12,1.7328939413372185e-12,33632.288000000495,2227.999999999965,58.718479626265,0.0,36933.711295292094,3.368911658504796e-12,1.9511971711953226e-12,7.41928043992857e-11,4.274463781761583e-11,28262.76934125738,3.3361375439798766e-12,1.9391867413627817e-12,7.368054922195136e-11,4.345688275491469e-11,18903.96387883957,3.319950825978287e-12,1.8938555974956037e-12,7.585268646030124e-11,3.961533236077246e-11,6.247516667705101e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.393452378073751e-11,5.4033932562506586e-11,6.515331750288146e-12,1223.751428387427,34270.152598431116,6.801385904806414e-11,1.1809365067648095e-11,3.4862799219788884e-10,1.3087134920426037e-11,5.673534559308572e-11,6.49325484317326e-11,1.5422164661726029e-10,17034.151432283434,3.930416405080877e-11,30100.98066723295,1.028776439043164e-11,1.0243474946543397e-11,2922.9854681156326,379.64827966398366,2.6464125370891522e-11,2.6045811901207567e-11,181.55731061500674
6986,306.74743893695165,0.0,2.7210773804432782e-12,2.9917251367567445e-12,1.651098188422043e-12,2.836129325047325e-12,1.6320323883414863e-12,1.7814588724327776e-12,4.99349245768935e-10,17770.20799999965,1762.2971856359834,34.528865045616,0.0,3159.292640000427,0.0,2.431431118763453e-12,2.711609484617369e-12,1.0343766224226112e-12,1.5959131320018397e-12,1.7764990011668848e-12,3395.6999999999694,2.0445824047131844e-10,997.8687496154836,378.560389732678,0.0,2814.1733949999093,0.0,2.8169818990522557e-12,2.6945644553877423e-12,3.0012826362128745e-12,2.0729321747706543e-12,1.7133422512548069e-12,1.731857389276236e-12,33632.28799999993,2227.9999999999623,58.718479626265,0.0,36933.7112952921,3.3675248771257744e-12,1.9456562773429615e-12,7.344472617971398e-11,4.2462594422312376e-11,28264.084324891977,3.3484989799502587e-12,1.9350424423401557e-12,7.316812571707248e-11,4.310155849480641e-11,18801.8009211545,3.3479447736224e-12,1.8910640763609013e-12,7.445534168254479e-11,3.936514051241406e-11,6.489709629272332e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4400467658919025e-11,5.442231265461566e-11,7.730916297097232e-12,1101.6573413274393,36182.58130927288,7.385557957208631e-11,8.85265474940871e-12,3.5838760974736606e-10,1.2215981341738905e-11,4.9686470385728313e-11,8.52290140237495e-11,1.6421833670981772e-10,17459.51818534901,3.87598606500974e-11,28978.191704279958,1.7268254870663267e-11,2.3127322401219856e-11,2211.1402881572735,835.2874570999841,3.387505498678216e-11,5.8084764012149375e-11,338.43477482063196
