Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_z1
,,,,,,,1139,29046
,,,,,,,1140,28824
,,,,,,,1141,28334
,,,,,,,1142,27990
,,,,,,,1143,27520
,,,,,,,1144,27270
,,,,,,,1145,27746
,,,,,,,1146,29640
,,,,,,,1147,30520
,,,,,,,1148,29762
,,,,,,,1149,28756
,,,,,,,1150,27324
,,,,,,,1151,25318
,,,,,,,1152,23232
,,,,,,,1153,21688
,,,,,,,1154,20814
,,,,,,,1155,20404
,,,,,,,1156,20232
,,,,,,,1157,20442
,,,,,,,1158,21308
,,,,,,,1159,22668
,,,,,,,1160,24136
,,,,,,,1161,25748
,,,,,,,1162,26670
,,,,,,,1163,26946
,,,,,,,1164,26724
,,,,,,,1165,26200
,,,,,,,1166,25558
,,,,,,,1167,25156
,,,,,,,1168,25182
,,,,,,,1169,26036
,,,,,,,1170,28150
,,,,,,,1171,29016
,,,,,,,1172,28254
,,,,,,,1173,27372
,,,,,,,1174,26108
,,,,,,,1175,24404
,,,,,,,1176,22668
,,,,,,,1177,21298
,,,,,,,1178,20504
,,,,,,,1179,20074
,,,,,,,1180,19940
,,,,,,,1181,20106
,,,,,,,1182,20740
,,,,,,,1183,21638
,,,,,,,1184,22784
,,,,,,,1185,24282
,,,,,,,1186,25310
,,,,,,,1187,25692
,,,,,,,1188,25746
,,,,,,,1189,25462
,,,,,,,1190,24972
,,,,,,,1191,24528
,,,,,,,1192,24488
,,,,,,,1193,25360
,,,,,,,1194,27796
,,,,,,,1195,29276
,,,,,,,1196,28654
,,,,,,,1197,27744
,,,,,,,1198,26308
,,,,,,,1199,24514
,,,,,,,1200,22762
,,,,,,,1201,21588
,,,,,,,1202,20900
,,,,,,,1203,20504
,,,,,,,1204,20570
,,,,,,,1205,21124
,,,,,,,1206,22640
,,,,,,,1207,24866
,,,,,,,1208,26582
,,,,,,,1209,27950
,,,,,,,1210,28806
,,,,,,,1211,29186
,,,,,,,1212,29086
,,,,,,,1213,28616
,,,,,,,1214,28104
,,,,,,,1215,27694
,,,,,,,1216,27574
,,,,,,,1217,28410
,,,,,,,1218,30890
,,,,,,,1219,32186
,,,,,,,1220,31396
,,,,,,,1221,30186
,,,,,,,1222,28330
,,,,,,,1223,25958
,,,,,,,1224,23808
,,,,,,,1225,22432
,,,,,,,1226,21726
,,,,,,,1227,21456
,,,,,,,1228,21570
,,,,,,,1229,22270
,,,,,,,1230,24290
,,,,,,,1231,27446
,,,,,,,1232,29266
,,,,,,,1233,29834
,,,,,,,1234,29804
,,,,,,,1235,29732
,,,,,,,1236,29436
,,,,,,,1237,28980
,,,,,,,1238,28752
,,,,,,,1239,28548
,,,,,,,1240,28558
,,,,,,,1241,29398
,,,,,,,1242,31630
,,,,,,,1243,32470
,,,,,,,1244,31558
,,,,,,,1245,30146
,,,,,,,1246,28112
,,,,,,,1247,25502
,,,,,,,1248,23186
,,,,,,,1249,21610
,,,,,,,1250,20714
,,,,,,,1251,20324
,,,,,,,1252,20262
,,,,,,,1253,20852
,,,,,,,1254,22726
,,,,,,,1255,25728
,,,,,,,1256,27678
,,,,,,,1257,28298
,,,,,,,1258,28358
,,,,,,,1259,28450
,,,,,,,1260,28298
,,,,,,,1261,27890
,,,,,,,1262,27610
,,,,,,,1263,27186
,,,,,,,1264,26928
,,,,,,,1265,27462
,,,,,,,1266,29522
,,,,,,,1267,30768
,,,,,,,1268,30036
,,,,,,,1269,28870
,,,,,,,1270,27038
,,,,,,,1271,24564
,,,,,,,1272,22314
,,,,,,,1273,20768
,,,,,,,1274,19904
,,,,,,,1275,19446
,,,,,,,1276,19394
,,,,,,,1277,19908
,,,,,,,1278,21760
,,,,,,,1279,24866
,,,,,,,1280,26876
,,,,,,,1281,27756
,,,,,,,1282,28224
,,,,,,,1283,28384
,,,,,,,1284,28366
,,,,,,,1285,28088
,,,,,,,1286,27788
,,,,,,,1287,27448
,,,,,,,1288,27132
,,,,,,,1289,27502
,,,,,,,1290,29448
,,,,,,,1291,30816
,,,,,,,1292,30202
,,,,,,,1293,29056
,,,,,,,1294,27266
,,,,,,,1295,24860
,,,,,,,1296,22686
,,,,,,,1297,21204
,,,,,,,1298,20352
,,,,,,,1299,19960
,,,,,,,1300,19984
,,,,,,,1301,20562
,,,,,,,1302,22354
,,,,,,,1303,25342
,,,,,,,1304,27592
,,,,,,,1305,28970
,,,,,,,1306,29694
,,,,,,,1307,30182
,,,,,,,1308,30340
,,,,,,,1309,30154
,,,,,,,1310,30044
,,,,,,,1311,29830
,,,,,,,1312,29700
,,,,,,,1313,30256
,,,,,,,1314,31486
,,,,,,,1315,31556
,,,,,,,1316,30558
,,,,,,,1317,29262
,,,,,,,1318,27556
,,,,,,,1319,25394
,,,,,,,1320,23256
,,,,,,,1321,21674
,,,,,,,1322,20724
,,,,,,,1323,20218
,,,,,,,1324,20032
,,,,,,,1325,20280
,,,,,,,1326,21072
,,,,,,,1327,22260
,,,,,,,1328,23648
,,,,,,,1329,25320
,,,,,,,1330,26612
,,,,,,,1331,27250
,,,,,,,1332,27264
,,,,,,,1333,26974
,,,,,,,1334,26498
,,,,,,,1335,26148
,,,,,,,1336,26092
,,,,,,,1337,26792
,,,,,,,1338,28714
,,,,,,,1339,30028
,,,,,,,1340,29366
,,,,,,,1341,28426
,,,,,,,1342,27166
,,,,,,,1343,25374
,,,,,,,1344,23654
,,,,,,,1345,22354
,,,,,,,1346,21512
,,,,,,,1347,21080
,,,,,,,1348,20988
,,,,,,,1349,21160
,,,,,,,1350,21798
,,,,,,,1351,22598
,,,,,,,1352,23696
,,,,,,,1353,25270
,,,,,,,1354,26274
,,,,,,,1355,26764
,,,,,,,1356,26908
,,,,,,,1357,26764
,,,,,,,1358,26262
,,,,,,,1359,25736
,,,,,,,1360,25688
,,,,,,,1361,26520
,,,,,,,1362,28718
,,,,,,,1363,30756
,,,,,,,1364,30204
,,,,,,,1365,29080
,,,,,,,1366,27352
,,,,,,,1367,25204
,,,,,,,1368,23294
,,,,,,,1369,22052
,,,,,,,1370,21434
,,,,,,,1371,21222
,,,,,,,1372,21350
,,,,,,,1373,22140
,,,,,,,1374,24346
,,,,,,,1375,27796
,,,,,,,1376,29636
,,,,,,,1377,29834
,,,,,,,1378,29730
,,,,,,,1379,29604
,,,,,,,1380,29354
,,,,,,,1381,29026
,,,,,,,1382,28778
,,,,,,,1383,28406
,,,,,,,1384,28386
,,,,,,,1385,29236
,,,,,,,1386,31164
,,,,,,,1387,32216
,,,,,,,1388,31386
,,,,,,,1389,29934
,,,,,,,1390,27836
,,,,,,,1391,25236
,,,,,,,1392,22874
,,,,,,,1393,21386
,,,,,,,1394,20562
,,,,,,,1395,20210
,,,,,,,1396,20208
,,,,,,,1397,20858
,,,,,,,1398,23014
,,,,,,,1399,26420
,,,,,,,1400,28242
,,,,,,,1401,28614
,,,,,,,1402,28730
,,,,,,,1403,28698
,,,,,,,1404,28490
,,,,,,,1405,28082
,,,,,,,1406,27834
,,,,,,,1407,27470
,,,,,,,1408,27308
,,,,,,,1409,27880
,,,,,,,1410,29912
,,,,,,,1411,31754
,,,,,,,1412,32770
,,,,,,,1413,31276
,,,,,,,1414,29050
,,,,,,,1415,26336
,,,,,,,1416,23966
,,,,,,,1417,22396
,,,,,,,1418,21626
,,,,,,,1419,21236
,,,,,,,1420,21240
,,,,,,,1421,21820
,,,,,,,1422,23742
,,,,,,,1423,26996
,,,,,,,1424,29076
,,,,,,,1425,29994
,,,,,,,1426,30576
,,,,,,,1427,31082
,,,,,,,1428,31254
,,,,,,,1429,31164
,,,,,,,1430,31000
,,,,,,,1431,30758
,,,,,,,1432,30672
,,,,,,,1433,31258
,,,,,,,1434,32774
,,,,,,,1435,33748
,,,,,,,1436,33002
,,,,,,,1437,31698
,,,,,,,1438,29622
,,,,,,,1439,26950
,,,,,,,1440,24574
,,,,,,,1441,23092
,,,,,,,1442,22280
,,,,,,,1443,21848
,,,,,,,1444,21878
,,,,,,,1445,22476
,,,,,,,1446,24558
,,,,,,,1447,27888
,,,,,,,1448,29886
,,,,,,,1449,30484
,,,,,,,1450,30644
,,,,,,,1451,30754
,,,,,,,1452,30574
,,,,,,,1453,30240
,,,,,,,1454,30064
,,,,,,,1455,29712
,,,,,,,1456,29568
,,,,,,,1457,30124
,,,,,,,1458,31510
,,,,,,,1459,32168
,,,,,,,1460,31330
,,,,,,,1461,30152
,,,,,,,1462,28538
,,,,,,,1463,26398
,,,,,,,1464,24220
,,,,,,,1465,22698
,,,,,,,1466,21768
,,,,,,,1467,21182
,,,,,,,1468,20874
,,,,,,,1469,20960
,,,,,,,1470,21654
,,,,,,,1471,22910
,,,,,,,1472,24450
,,,,,,,1473,26334
,,,,,,,1474,27724
,,,,,,,1475,28356
,,,,,,,1476,28486
,,,,,,,1477,28068
,,,,,,,1478,27254
,,,,,,,1479,26426
,,,,,,,1480,25886
,,,,,,,1481,25990
,,,,,,,1482,27340
,,,,,,,1483,29070
,,,,,,,1484,28426
,,,,,,,1485,27534
,,,,,,,1486,26168
,,,,,,,1487,24462
,,,,,,,1488,22686
,,,,,,,1489,21264
,,,,,,,1490,20396
,,,,,,,1491,19912
,,,,,,,1492,19714
,,,,,,,1493,19864
,,,,,,,1494,20408
,,,,,,,1495,21278
,,,,,,,1496,22526
,,,,,,,1497,24338
,,,,,,,1498,25766
,,,,,,,1499,26400
,,,,,,,1500,26640
,,,,,,,1501,26586
,,,,,,,1502,26180
,,,,,,,1503,25924
,,,,,,,1504,25930
,,,,,,,1505,26568
,,,,,,,1506,28364
,,,,,,,1507,30324
,,,,,,,1508,29850
,,,,,,,1509,28714
,,,,,,,1510,26892
,,,,,,,1511,24678
,,,,,,,1512,22732
,,,,,,,1513,21478
,,,,,,,1514,20904
,,,,,,,1515,20708
,,,,,,,1516,20858
,,,,,,,1517,21668
,,,,,,,1518,23930
,,,,,,,1519,27390
,,,,,,,1520,29316
,,,,,,,1521,29704
,,,,,,,1522,29780
,,,,,,,1523,29818
,,,,,,,1524,29626
,,,,,,,1525,29182
,,,,,,,1526,28858
,,,,,,,1527,28374
,,,,,,,1528,28254
,,,,,,,1529,28894
,,,,,,,1530,30842
,,,,,,,1531,33032
,,,,,,,1532,32586
,,,,,,,1533,31422
,,,,,,,1534,29452
,,,,,,,1535,26852
,,,,,,,1536,24618
,,,,,,,1537,23214
,,,,,,,1538,22594
,,,,,,,1539,22358
,,,,,,,1540,22462
,,,,,,,1541,23220
,,,,,,,1542,25436
,,,,,,,1543,28808
,,,,,,,1544,30596
,,,,,,,1545,30758
,,,,,,,1546,30432
,,,,,,,1547,30290
,,,,,,,1548,30050
,,,,,,,1549,29506
,,,,,,,1550,29166
,,,,,,,1551,28680
,,,,,,,1552,28316
,,,,,,,1553,28842
,,,,,,,1554,30476
,,,,,,,1555,32594
,,,,,,,1556,32272
,,,,,,,1557,31168
,,,,,,,1558,29140
,,,,,,,1559,26416
,,,,,,,1560,23992
,,,,,,,1561,22494
,,,,,,,1562,21734
,,,,,,,1563,21332
,,,,,,,1564,21344
,,,,,,,1565,21942
,,,,,,,1566,24084
,,,,,,,1567,27304
,,,,,,,1568,28910
,,,,,,,1569,28964
,,,,,,,1570,28770
,,,,,,,1571,28600
,,,,,,,1572,28262
,,,,,,,1573,27844
,,,,,,,1574,27604
,,,,,,,1575,27102
,,,,,,,1576,26856
,,,,,,,1577,27226
,,,,,,,1578,28748
,,,,,,,1579,30726
,,,,,,,1580,30262
,,,,,,,1581,29090
,,,,,,,1582,27066
,,,,,,,1583,24428
,,,,,,,1584,22012
,,,,,,,1585,20552
,,,,,,,1586,19756
,,,,,,,1587,19350
,,,,,,,1588,19260
,,,,,,,1589,19844
,,,,,,,1590,21882
,,,,,,,1591,24948
,,,,,,,1592,26852
,,,,,,,1593,27274
,,,,,,,1594,27418
,,,,,,,1595,27518
,,,,,,,1596,27490
,,,,,,,1597,27230
,,,,,,,1598,27106
,,,,,,,1599,26800
,,,,,,,1600,26614
,,,,,,,1601,26942
,,,,,,,1602,28368
,,,,,,,1603,29912
,,,,,,,1604,29362
,,,,,,,1605,28126
,,,,,,,1606,26132
,,,,,,,1607,23486
,,,,,,,1608,21178
,,,,,,,1609,19678
,,,,,,,1610,18900
,,,,,,,1611,18504
,,,,,,,1612,18426
,,,,,,,1613,19022
,,,,,,,1614,21054
,,,,,,,1615,24532
,,,,,,,1616,26856
,,,,,,,1617,27594
,,,,,,,1618,27862
,,,,,,,1619,27988
,,,,,,,1620,27836
,,,,,,,1621,27440
,,,,,,,1622,27188
,,,,,,,1623,26804
,,,,,,,1624,26664
,,,,,,,1625,26990
,,,,,,,1626,28130
,,,,,,,1627,29812
,,,,,,,1628,29306
,,,,,,,1629,28336
,,,,,,,1630,26886
,,,,,,,1631,24848
,,,,,,,1632,22768
,,,,,,,1633,21322
,,,,,,,1634,20588
,,,,,,,1635,20222
,,,,,,,1636,20142
,,,,,,,1637,20432
,,,,,,,1638,21286
,,,,,,,1639,22484
,,,,,,,1640,24258
,,,,,,,1641,25940
,,,,,,,1642,26988
,,,,,,,1643,27212
,,,,,,,1644,27008
,,,,,,,1645,26528
,,,,,,,1646,25936
,,,,,,,1647,25424
,,,,,,,1648,25230
,,,,,,,1649,25622
,,,,,,,1650,26878
,,,,,,,1651,28856
,,,,,,,1652,28476
,,,,,,,1653,27690
,,,,,,,1654,26410
,,,,,,,1655,24646
,,,,,,,1656,22912
,,,,,,,1657,21588
,,,,,,,1658,21190
,,,,,,,1659,20796
,,,,,,,1660,20388
,,,,,,,1661,20298
,,,,,,,1662,20614
,,,,,,,1663,21362
,,,,,,,1664,22208
,,,,,,,1665,23482
,,,,,,,1666,24638
,,,,,,,1667,25240
,,,,,,,1668,25392
,,,,,,,1669,25216
,,,,,,,1670,24710
,,,,,,,1671,24094
,,,,,,,1672,23710
,,,,,,,1673,23816
,,,,,,,1674,24510
,,,,,,,1675,25710
,,,,,,,1676,27848
,,,,,,,1677,27418
,,,,,,,1678,25752
,,,,,,,1679,23606
,,,,,,,1680,21364
,,,,,,,1681,19958
,,,,,,,1682,19140
,,,,,,,1683,18832
,,,,,,,1684,18874
,,,,,,,1685,19436
,,,,,,,1686,21456
,,,,,,,1687,25266
,,,,,,,1688,27472
,,,,,,,1689,27770
,,,,,,,1690,27662
,,,,,,,1691,27756
,,,,,,,1692,27694
,,,,,,,1693,27408
,,,,,,,1694,27230
,,,,,,,1695,26812
,,,,,,,1696,26426
,,,,,,,1697,26322
,,,,,,,1698,26666
,,,,,,,1699,27560
,,,,,,,1700,29008
,,,,,,,1701,28140
,,,,,,,1702,26104
,,,,,,,1703,23482
,,,,,,,1704,21056
,,,,,,,1705,19404
,,,,,,,1706,18458
,,,,,,,1707,18008
,,,,,,,1708,17902
,,,,,,,1709,18376
,,,,,,,1710,20174
,,,,,,,1711,23858
,,,,,,,1712,26332
,,,,,,,1713,27008
,,,,,,,1714,27264
,,,,,,,1715,27448
,,,,,,,1716,27484
,,,,,,,1717,27330
,,,,,,,1718,27282
,,,,,,,1719,27002
,,,,,,,1720,26732
,,,,,,,1721,26752
,,,,,,,1722,27048
,,,,,,,1723,27472
,,,,,,,1724,28802
,,,,,,,1725,28012
,,,,,,,1726,26012
,,,,,,,1727,23316
,,,,,,,1728,20832
,,,,,,,1729,19168
,,,,,,,1730,18270
,,,,,,,1731,17812
,,,,,,,1732,17794
,,,,,,,1733,18214
,,,,,,,1734,20056
,,,,,,,1735,23776
,,,,,,,1736,26068
,,,,,,,1737,26600
,,,,,,,1738,26912
,,,,,,,1739,27158
,,,,,,,1740,27204
,,,,,,,1741,26958
,,,,,,,1742,26902
,,,,,,,1743,26614
,,,,,,,1744,26408
,,,,,,,1745,26608
,,,,,,,1746,27236
,,,,,,,1747,27896
,,,,,,,1748,28918
,,,,,,,1749,28178
,,,,,,,1750,26308
,,,,,,,1751,23692
,,,,,,,1752,21292
,,,,,,,1753,19752
,,,,,,,1754,18900
,,,,,,,1755,18484
,,,,,,,1756,18452
,,,,,,,1757,18968
,,,,,,,1758,20904
,,,,,,,1759,24732
,,,,,,,1760,27156
,,,,,,,1761,27714
,,,,,,,1762,27968
,,,,,,,1763,28192
,,,,,,,1764,28068
,,,,,,,1765,27718
,,,,,,,1766,27480
,,,,,,,1767,26972
,,,,,,,1768,26704
,,,,,,,1769,26890
,,,,,,,1770,27570
,,,,,,,1771,28478
,,,,,,,1772,29656
,,,,,,,1773,28898
,,,,,,,1774,27164
,,,,,,,1775,24578
,,,,,,,1776,22148
,,,,,,,1777,20516
,,,,,,,1778,19600
,,,,,,,1779,19210
,,,,,,,1780,19108
,,,,,,,1781,19594
,,,,,,,1782,21448
,,,,,,,1783,25086
,,,,,,,1784,27340
,,,,,,,1785,28034
,,,,,,,1786,28392
,,,,,,,1787,28714
,,,,,,,1788,28762
,,,,,,,1789,28556
,,,,,,,1790,28440
,,,,,,,1791,28092
,,,,,,,1792,27812
,,,,,,,1793,27738
,,,,,,,1794,27828
,,,,,,,1795,28078
,,,,,,,1796,28768
,,,,,,,1797,27990
,,,,,,,1798,26538
,,,,,,,1799,24466
,,,,,,,1800,22230
,,,,,,,1801,20504
,,,,,,,1802,19448
,,,,,,,1803,18900
,,,,,,,1804,18642
,,,,,,,1805,18764
,,,,,,,1806,19424
,,,,,,,1807,20752
,,,,,,,1808,22280
,,,,,,,1809,24164
,,,,,,,1810,25434
,,,,,,,1811,26020
,,,,,,,1812,25944
,,,,,,,1813,25480
,,,,,,,1814,24882
,,,,,,,1815,24268
,,,,,,,1816,23756
,,,,,,,1817,23646
,,,,,,,1818,23742
,,,,,,,1819,24194
,,,,,,,1820,25766
,,,,,,,1821,25568
,,,,,,,1822,24482
,,,,,,,1823,22902
,,,,,,,1824,21130
,,,,,,,1825,19694
,,,,,,,1826,18814
,,,,,,,1827,18358
,,,,,,,1828,18124
,,,,,,,1829,18184
,,,,,,,1830,18642
,,,,,,,1831,19558
,,,,,,,1832,20612
,,,,,,,1833,22208
,,,,,,,1834,23510
,,,,,,,1835,24060
,,,,,,,1836,24162
,,,,,,,1837,23908
,,,,,,,1838,23452
,,,,,,,1839,23062
,,,,,,,1840,22844
,,,,,,,1841,23144
,,,,,,,1842,23728
,,,,,,,1843,24496
,,,,,,,1844,26502
,,,,,,,1845,26142
,,,,,,,1846,24338
,,,,,,,1847,22032
,,,,,,,1848,19932
,,,,,,,1849,18450
,,,,,,,1850,17688
,,,,,,,1851,17338
,,,,,,,1852,17334
,,,,,,,1853,17930
,,,,,,,1854,19932
,,,,,,,1855,23664
,,,,,,,1856,25842
,,,,,,,1857,26456
,,,,,,,1858,26806
,,,,,,,1859,27246
,,,,,,,1860,27472
,,,,,,,1861,27484
,,,,,,,1862,27586
,,,,,,,1863,27372
,,,,,,,1864,27054
,,,,,,,1865,26846
,,,,,,,1866,26840
,,,,,,,1867,27046
,,,,,,,1868,28534
,,,,,,,1869,27880
,,,,,,,1870,25744
,,,,,,,1871,22990
,,,,,,,1872,20538
,,,,,,,1873,18932
,,,,,,,1874,18100
,,,,,,,1875,17714
,,,,,,,1876,17596
,,,,,,,1877,18152
,,,,,,,1878,20014
,,,,,,,1879,23650
,,,,,,,1880,25760
,,,,,,,1881,26278
,,,,,,,1882,26546
,,,,,,,1883,26926
,,,,,,,1884,27164
,,,,,,,1885,27274
,,,,,,,1886,27488
,,,,,,,1887,27414
,,,,,,,1888,27284
,,,,,,,1889,27266
,,,,,,,1890,27334
,,,,,,,1891,27370
,,,,,,,1892,28818
,,,,,,,1893,28340
,,,,,,,1894,26280
,,,,,,,1895,23432
,,,,,,,1896,20966
,,,,,,,1897,19278
,,,,,,,1898,18384
,,,,,,,1899,17868
,,,,,,,1900,17736
,,,,,,,1901,18200
,,,,,,,1902,19964
,,,,,,,1903,23570
,,,,,,,1904,25696
,,,,,,,1905,26534
,,,,,,,1906,27050
,,,,,,,1907,27612
,,,,,,,1908,27962
,,,,,,,1909,28054
,,,,,,,1910,28216
,,,,,,,1911,28130
,,,,,,,1912,27990
,,,,,,,1913,27918
,,,,,,,1914,27912
,,,,,,,1915,27808
,,,,,,,1916,29134
,,,,,,,1917,28638
,,,,,,,1918,26618
,,,,,,,1919,23836
,,,,,,,1920,21256
,,,,,,,1921,19692
,,,,,,,1922,18656
,,,,,,,1923,18140
,,,,,,,1924,17958
,,,,,,,1925,18358
,,,,,,,1926,20082
,,,,,,,1927,23650
,,,,,,,1928,25786
,,,,,,,1929,26642
,,,,,,,1930,27304
,,,,,,,1931,27978
,,,,,,,1932,28344
,,,,,,,1933,28440
,,,,,,,1934,28764
,,,,,,,1935,28756
,,,,,,,1936,28712
,,,,,,,1937,28664
,,,,,,,1938,28548
,,,,,,,1939,28250
,,,,,,,1940,29472
,,,,,,,1941,29062
,,,,,,,1942,27082
,,,,,,,1943,24210
,,,,,,,1944,21668
,,,,,,,1945,20026
,,,,,,,1946,19006
,,,,,,,1947,18374
,,,,,,,1948,18172
,,,,,,,1949,18558
,,,,,,,1950,20180
,,,,,,,1951,23552
,,,,,,,1952,25706
,,,,,,,1953,26548
,,,,,,,1954,27102
,,,,,,,1955,27582
,,,,,,,1956,27714
,,,,,,,1957,27496
,,,,,,,1958,27562
,,,,,,,1959,27310
,,,,,,,1960,26982
,,,,,,,1961,26802
,,,,,,,1962,26508
,,,,,,,1963,25986
,,,,,,,1964,27072
,,,,,,,1965,26572
,,,,,,,1966,25034
,,,,,,,1967,22956
,,,,,,,1968,20762
,,,,,,,1969,19098
,,,,,,,1970,18060
,,,,,,,1971,17470
,,,,,,,1972,17158
,,,,,,,1973,17184
,,,,,,,1974,17760
,,,,,,,1975,18940
,,,,,,,1976,20352
,,,,,,,1977,22292
,,,,,,,1978,23676
,,,,,,,1979,24284
,,,,,,,1980,24398
,,,,,,,1981,24124
,,,,,,,1982,23640
,,,,,,,1983,23248
,,,,,,,1984,23062
,,,,,,,1985,23222
,,,,,,,1986,23810
,,,,,,,1987,24408
,,,,,,,1988,25380
,,,,,,,1989,24916
,,,,,,,1990,23640
,,,,,,,1991,21924
,,,,,,,1992,20152
,,,,,,,1993,18688
,,,,,,,1994,17718
,,,,,,,1995,17230
,,,,,,,1996,16990
,,,,,,,1997,17034
,,,,,,,1998,17420
,,,,,,,1999,18332
,,,,,,,2000,19568
,,,,,,,2001,21520
,,,,,,,2002,23204
,,,,,,,2003,24258
,,,,,,,2004,24876
,,,,,,,2005,25086
,,,,,,,2006,24838
,,,,,,,2007,24558
,,,,,,,2008,24368
,,,,,,,2009,24714
,,,,,,,2010,25404
,,,,,,,2011,25980
,,,,,,,2012,27060
,,,,,,,2013,26510
,,,,,,,2014,24664
,,,,,,,2015,22438
,,,,,,,2016,20374
,,,,,,,2017,18930
,,,,,,,2018,18156
,,,,,,,2019,17838
,,,,,,,2020,17864
,,,,,,,2021,18502
,,,,,,,2022,20542
,,,,,,,2023,24338
,,,,,,,2024,26558
,,,,,,,2025,27322
,,,,,,,2026,27636
,,,,,,,2027,27792
,,,,,,,2028,27670
,,,,,,,2029,27378
,,,,,,,2030,27216
,,,,,,,2031,26816
,,,,,,,2032,26610
,,,,,,,2033,26812
,,,,,,,2034,27534
,,,,,,,2035,28264
,,,,,,,2036,30022
,,,,,,,2037,29784
,,,,,,,2038,28002
,,,,,,,2039,25404
,,,,,,,2040,23092
,,,,,,,2041,21618
,,,,,,,2042,20900
,,,,,,,2043,20596
,,,,,,,2044,20634
,,,,,,,2045,21298
,,,,,,,2046,23360
,,,,,,,2047,27076
,,,,,,,2048,29120
,,,,,,,2049,29350
,,,,,,,2050,29276
,,,,,,,2051,29194
,,,,,,,2052,29000
,,,,,,,2053,28582
,,,,,,,2054,28176
,,,,,,,2055,27578
,,,,,,,2056,27174
,,,,,,,2057,27134
,,,,,,,2058,27514
,,,,,,,2059,27930
,,,,,,,2060,29622
,,,,,,,2061,29486
,,,,,,,2062,27682
,,,,,,,2063,25032
,,,,,,,2064,22608
,,,,,,,2065,21098
,,,,,,,2066,20256
,,,,,,,2067,19864
,,,,,,,2068,19736
,,,,,,,2069,20274
,,,,,,,2070,22222
,,,,,,,2071,25886
,,,,,,,2072,28012
,,,,,,,2073,28414
,,,,,,,2074,28464
,,,,,,,2075,28640
,,,,,,,2076,28666
,,,,,,,2077,28530
,,,,,,,2078,28452
,,,,,,,2079,27912
,,,,,,,2080,27454
,,,,,,,2081,27520
,,,,,,,2082,27834
,,,,,,,2083,28142
,,,,,,,2084,29212
,,,,,,,2085,28700
,,,,,,,2086,26774
,,,,,,,2087,24002
,,,,,,,2088,21562
,,,,,,,2089,19958
,,,,,,,2090,19130
,,,,,,,2091,18714
,,,,,,,2092,18644
,,,,,,,2093,19202
,,,,,,,2094,21124
,,,,,,,2095,24802
,,,,,,,2096,26950
,,,,,,,2097,27562
,,,,,,,2098,27978
,,,,,,,2099,28300
,,,,,,,2100,28348
,,,,,,,2101,28158
,,,,,,,2102,28018
,,,,,,,2103,27574
,,,,,,,2104,27408
,,,,,,,2105,27626
,,,,,,,2106,28126
,,,,,,,2107,28628
,,,,,,,2108,29604
,,,,,,,2109,29050
,,,,,,,2110,27186
,,,,,,,2111,24490
,,,,,,,2112,22140
,,,,,,,2113,20614
,,,,,,,2114,19802
,,,,,,,2115,19442
,,,,,,,2116,19372
,,,,,,,2117,19968
,,,,,,,2118,21912
,,,,,,,2119,25370
,,,,,,,2120,27352
,,,,,,,2121,27714
,,,,,,,2122,27778
,,,,,,,2123,27834
,,,,,,,2124,27622
,,,,,,,2125,27148
,,,,,,,2126,26858
,,,,,,,2127,26320
,,,,,,,2128,25828
,,,,,,,2129,25632
,,,,,,,2130,25614
,,,,,,,2131,25772
,,,,,,,2132,27198
,,,,,,,2133,27190
,,,,,,,2134,25956
,,,,,,,2135,23990
,,,,,,,2136,21842
,,,,,,,2137,20154
,,,,,,,2138,19230
,,,,,,,2139,18756
,,,,,,,2140,18614
,,,,,,,2141,18766
,,,,,,,2142,19470
,,,,,,,2143,20752
,,,,,,,2144,22548
,,,,,,,2145,24592
,,,,,,,2146,25834
,,,,,,,2147,26542
,,,,,,,2148,26666
,,,,,,,2149,26436
,,,,,,,2150,25830
,,,,,,,2151,25266
,,,,,,,2152,24910
,,,,,,,2153,24948
,,,,,,,2154,25272
,,,,,,,2155,25538
,,,,,,,2156,26632
,,,,,,,2157,26510
,,,,,,,2158,25452
,,,,,,,2159,23858
,,,,,,,2160,22014
,,,,,,,2161,20542
,,,,,,,2162,19630
,,,,,,,2163,19194
,,,,,,,2164,19022
,,,,,,,2165,19104
,,,,,,,2166,19640
,,,,,,,2167,20432
,,,,,,,2168,21600
,,,,,,,2169,23078
,,,,,,,2170,24032
,,,,,,,2171,24390
,,,,,,,2172,24452
,,,,,,,2173,24438
,,,,,,,2174,24286
,,,,,,,2175,24126
,,,,,,,2176,24268
,,,,,,,2177,24974
,,,,,,,2178,26030
,,,,,,,2179,26794
,,,,,,,2180,27688
,,,,,,,2181,26984
,,,,,,,2182,25232
,,,,,,,2183,22982
,,,,,,,2184,20916
,,,,,,,2185,19552
,,,,,,,2186,18810
,,,,,,,2187,18532
,,,,,,,2188,18574
,,,,,,,2189,19242
,,,,,,,2190,21392
,,,,,,,2191,25072
,,,,,,,2192,27272
,,,,,,,2193,27924
,,,,,,,2194,28200
,,,,,,,2195,28338
,,,,,,,2196,28130
,,,,,,,2197,27730
,,,,,,,2198,27434
,,,,,,,2199,26932
,,,,,,,2200,26538
,,,,,,,2201,26520
,,,,,,,2202,26896
,,,,,,,2203,27178
,,,,,,,2204,28680
,,,,,,,2205,28806
,,,,,,,2206,27076
,,,,,,,2207,24452
