Time_Index,None,east_north_central_reference_naturalgas,south_atlantic_reference_naturalgas,east_north_central_reference_uranium,south_atlantic_reference_uranium,middle_atlantic_reference_naturalgas,middle_atlantic_reference_uranium,east_south_central_reference_naturalgas,east_south_central_reference_uranium,east_north_central_reference_coal,south_atlantic_reference_coal,middle_atlantic_reference_coal,east_south_central_reference_coal
3954,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3955,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3956,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3957,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3958,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3959,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3960,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3961,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3962,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3963,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3964,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3965,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3966,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3967,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3968,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3969,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3970,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3971,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3972,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3973,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3974,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3975,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3976,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3977,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3978,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3979,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3980,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3981,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3982,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3983,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3984,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3985,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3986,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3987,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3988,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3989,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3990,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3991,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3992,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3993,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3994,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3995,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3996,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3997,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3998,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
3999,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4000,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4001,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4002,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4003,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4004,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4005,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4006,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4007,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4008,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4009,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4010,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4011,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4012,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4013,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4014,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4015,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4016,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4017,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4018,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4019,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4020,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4021,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4022,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4023,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4024,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4025,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4026,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4027,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4028,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4029,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4030,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4031,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4032,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4033,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4034,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4035,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4036,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4037,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4038,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4039,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4040,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4041,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4042,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4043,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4044,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4045,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4046,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4047,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4048,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4049,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4050,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4051,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4052,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4053,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4054,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4055,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4056,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4057,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4058,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4059,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4060,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4061,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4062,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4063,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4064,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4065,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4066,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4067,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4068,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4069,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4070,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4071,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4072,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4073,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4074,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4075,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4076,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4077,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4078,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4079,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4080,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4081,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4082,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4083,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4084,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4085,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4086,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4087,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4088,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4089,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4090,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4091,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4092,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4093,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4094,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4095,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4096,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4097,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4098,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4099,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4100,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4101,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4102,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4103,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4104,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4105,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4106,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4107,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4108,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4109,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4110,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4111,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4112,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4113,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4114,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4115,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4116,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4117,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4118,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4119,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4120,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4121,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4122,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4123,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4124,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4125,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4126,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4127,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4128,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4129,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4130,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4131,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4132,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4133,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4134,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4135,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4136,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4137,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4138,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4139,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4140,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4141,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4142,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4143,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4144,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4145,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4146,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4147,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4148,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4149,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4150,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4151,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4152,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4153,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4154,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4155,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4156,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4157,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4158,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4159,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4160,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4161,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4162,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4163,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4164,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4165,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4166,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4167,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4168,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4169,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4170,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4171,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4172,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4173,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4174,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4175,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4176,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4177,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4178,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4179,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4180,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4181,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4182,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4183,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4184,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4185,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4186,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4187,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4188,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4189,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4190,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4191,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4192,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4193,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4194,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4195,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4196,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4197,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4198,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4199,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4200,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4201,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4202,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4203,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4204,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4205,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4206,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4207,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4208,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4209,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4210,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4211,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4212,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
4213,0,3.48,4.2,0.7,0.7,3.34,0.7,3.69,0.7,1.82,2.42,1.95,1.96
