,Generation,Biohydrogen Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Biohydrogen Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand,Generation,Biohydrogen Generation,Flexible_Demand_Defer,Flexible_Demand_Satisfy,Storage Discharging,Storage Charging,Nonserved_Energy,H2_Pipeline_Import/Export,H2_Truck_Import/Export,G2P Demand,Demand
t88,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t89,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,416.0431194917677,0.0,0,0,0.0,-10.043119491767698,0.0,0.0,0,0.0,-406.0
t90,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494464,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t91,178.3027404651644,225.18389206220613,0.0,-0.0,407.5133674726295,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t92,352.7146061173665,225.18389206220613,0.0,-0.0,233.1015018204274,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t93,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t94,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t95,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t96,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t97,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384495283,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,393.8694562518584,0.0,0,0,12.130543748141548,-0.0,0.0,0.0,0,0.0,-406.0
t98,688.4256114352515,225.18389206220613,0.0,-0.0,0.0,-102.60950349745762,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t99,687.0167062418913,225.18389206220613,0.0,-0.0,0.0,-101.20059830409738,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t100,755.725296101494,225.18389206220613,0.0,-0.0,0.0,-169.90918816370012,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t101,669.5674519937015,225.18389206220613,0.0,-0.0,0.0,-83.75134405590764,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t102,882.626661322814,225.18389206220613,0.0,-0.0,0.0,-296.81055338502017,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t103,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968562,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t104,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t105,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t106,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t107,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.48501759684916,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t108,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968562,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t109,806.9478635827573,225.18389206220613,0.0,-13.333333333333332,0.0,-207.79842231163002,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t110,352.99832409284573,225.18389206220613,4.0,-0.0,228.81778384494828,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.196486507656005,-0.0,0.0,0.0,0,0.0,-406.0
t111,352.99832409284573,225.18389206220613,4.0,-0.0,228.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t112,352.99832409284573,225.18389206220613,4.0,-0.0,228.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t113,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.196486507656005,-0.0,0.0,0.0,0,0.0,-406.0
t114,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t115,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,44.26612815324206,-0.0,0.0,0.0,0,11.06964164558611,-406.0
t116,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t117,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384495013,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.1964865076568,-0.0,0.0,0.0,0,0.0,-406.0
t118,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t119,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t120,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t121,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t122,357.87243857710615,225.18389206220613,0.0,-0.0,227.94366936068752,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,387.78590512444083,0.0,0,0,18.214094875559116,-0.0,0.0,0.0,0,0.0,-406.0
t123,446.9568706485572,225.18389206220613,0.0,-0.0,138.85923728923663,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,406.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-406.0
t124,552.5060214096083,225.18389206220613,0.0,-0.0,33.310086528185664,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,406.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-406.0
t125,677.5260916756453,225.18389206220613,0.0,-0.0,0.0,-91.70998373785133,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,430.8943520608131,0.0,0,0,0.0,-24.894352060813087,0.0,0.0,0,0.0,-406.0
t126,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t127,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t128,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t129,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t130,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,480.04145710912877,0.0,0,0,0.0,-74.04145710912877,0.0,0.0,0,0.0,-406.0
t131,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,426.9850655682082,0.0,0,0,0.0,-20.9850655682082,0.0,0.0,0,0.0,-406.0
t132,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,450.7513579460085,0.0,0,0,0.0,-44.75135794600849,0.0,0.0,0,0.0,-406.0
t133,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t134,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494865,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t135,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t136,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t137,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t138,352.99832409284573,225.18389206220613,0.0,-0.0,232.8177838449342,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t139,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t140,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t141,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t142,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t143,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t144,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765407,-0.0,0.0,0.0,0,0.0,-406.0
t145,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t146,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765663,-0.0,0.0,0.0,0,0.0,-406.0
t147,352.99832409284573,225.18389206220613,0.0,-0.0,232.8177838449481,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t148,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t149,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t150,493.2691247141544,225.18389206220613,0.0,-0.0,92.5469832236395,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t151,796.9454271353263,225.18389206220613,0.0,-0.0,0.0,-211.1293191975324,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t152,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t153,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968563,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t154,893.30112553465,225.18389206220613,0.0,-0.0,0.0,-307.4850175968562,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,33.19648650765595,-0.0,0.0,0.0,0,0.0,-406.0
t155,585.8161079377938,225.18389206220613,0.0,-0.0,0.0,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,43.17514166015536,-0.0,0.0,0.0,0,9.978655152499414,-406.0
t156,585.9153139330499,225.18389206220613,0.0,-0.0,0.0,-0.0992059952560889,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t157,471.1133132104589,225.18389206220613,0.0,-0.0,114.70279472733496,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t158,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932064,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t159,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,315.01290571390945,0.0,0,0,124.24927812775526,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t160,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384495377,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t161,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t162,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t163,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t164,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t165,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t166,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t167,352.99832409284573,225.18389206220613,0.0,-0.0,232.81778384494814,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932064,-0.0,0.0,0.0,0,33.26218384166471,-406.0
t168,352.99832409284573,225.18389206220613,4.0,-0.0,228.81778384494808,-0.0,0.0,0.0,0,0.0,-811.0,773.0,0.0,0,0,0.0,-0.0,0.0,0.0,0,0.0,-773.0,372.80351349234405,0.0,0,0,66.45867034932066,-0.0,0.0,0.0,0,33.26218384166471,-406.0
