Time_Index,None,MIDAT_reference_naturalgas,NE_reference_naturalgas,NE_reference_uranium,SE_reference_naturalgas,SE_reference_uranium,MIDAT_reference_uranium
17468,0,3.58,4.4,0.73,3.68,0.73,0.73
17469,0,3.58,4.4,0.73,3.68,0.73,0.73
17470,0,3.58,4.4,0.73,3.68,0.73,0.73
17471,0,3.58,4.4,0.73,3.68,0.73,0.73
17472,0,3.58,4.4,0.73,3.68,0.73,0.73
17473,0,3.58,4.4,0.73,3.68,0.73,0.73
17474,0,3.58,4.4,0.73,3.68,0.73,0.73
17475,0,3.58,4.4,0.73,3.68,0.73,0.73
17476,0,3.58,4.4,0.73,3.68,0.73,0.73
17477,0,3.58,4.4,0.73,3.68,0.73,0.73
17478,0,3.58,4.4,0.73,3.68,0.73,0.73
17479,0,3.58,4.4,0.73,3.68,0.73,0.73
17480,0,3.58,4.4,0.73,3.68,0.73,0.73
17481,0,3.58,4.4,0.73,3.68,0.73,0.73
17482,0,3.58,4.4,0.73,3.68,0.73,0.73
17483,0,3.58,4.4,0.73,3.68,0.73,0.73
17484,0,3.58,4.4,0.73,3.68,0.73,0.73
17485,0,3.58,4.4,0.73,3.68,0.73,0.73
17486,0,3.58,4.4,0.73,3.68,0.73,0.73
17487,0,3.58,4.4,0.73,3.68,0.73,0.73
17488,0,3.58,4.4,0.73,3.68,0.73,0.73
17489,0,3.58,4.4,0.73,3.68,0.73,0.73
17490,0,3.58,4.4,0.73,3.68,0.73,0.73
17491,0,3.58,4.4,0.73,3.68,0.73,0.73
17492,0,3.58,4.4,0.73,3.68,0.73,0.73
17493,0,3.58,4.4,0.73,3.68,0.73,0.73
17494,0,3.58,4.4,0.73,3.68,0.73,0.73
17495,0,3.58,4.4,0.73,3.68,0.73,0.73
17496,0,3.58,4.4,0.73,3.68,0.73,0.73
17497,0,3.58,4.4,0.73,3.68,0.73,0.73
17498,0,3.58,4.4,0.73,3.68,0.73,0.73
17499,0,3.58,4.4,0.73,3.68,0.73,0.73
17500,0,3.58,4.4,0.73,3.68,0.73,0.73
17501,0,3.58,4.4,0.73,3.68,0.73,0.73
17502,0,3.58,4.4,0.73,3.68,0.73,0.73
17503,0,3.58,4.4,0.73,3.68,0.73,0.73
17504,0,3.58,4.4,0.73,3.68,0.73,0.73
17505,0,3.58,4.4,0.73,3.68,0.73,0.73
17506,0,3.58,4.4,0.73,3.68,0.73,0.73
17507,0,3.58,4.4,0.73,3.68,0.73,0.73
17508,0,3.58,4.4,0.73,3.68,0.73,0.73
17509,0,3.58,4.4,0.73,3.68,0.73,0.73
17510,0,3.58,4.4,0.73,3.68,0.73,0.73
17511,0,3.58,4.4,0.73,3.68,0.73,0.73
17512,0,3.58,4.4,0.73,3.68,0.73,0.73
17513,0,3.58,4.4,0.73,3.68,0.73,0.73
17514,0,3.58,4.4,0.73,3.68,0.73,0.73
17515,0,3.58,4.4,0.73,3.68,0.73,0.73
17516,0,3.58,4.4,0.73,3.68,0.73,0.73
17517,0,3.58,4.4,0.73,3.68,0.73,0.73
17518,0,3.58,4.4,0.73,3.68,0.73,0.73
17519,0,3.58,4.4,0.73,3.68,0.73,0.73
17520,0,3.58,4.4,0.73,3.68,0.73,0.73
17521,0,3.58,4.4,0.73,3.68,0.73,0.73
17522,0,3.58,4.4,0.73,3.68,0.73,0.73
17523,0,3.58,4.4,0.73,3.68,0.73,0.73
17524,0,3.58,4.4,0.73,3.68,0.73,0.73
17525,0,3.58,4.4,0.73,3.68,0.73,0.73
17526,0,3.58,4.4,0.73,3.68,0.73,0.73
17527,0,3.58,4.4,0.73,3.68,0.73,0.73
17528,0,3.58,4.4,0.73,3.68,0.73,0.73
17529,0,3.58,4.4,0.73,3.68,0.73,0.73
17530,0,3.58,4.4,0.73,3.68,0.73,0.73
17531,0,3.58,4.4,0.73,3.68,0.73,0.73
17532,0,3.58,4.4,0.73,3.68,0.73,0.73
17533,0,3.58,4.4,0.73,3.68,0.73,0.73
17534,0,3.58,4.4,0.73,3.68,0.73,0.73
17535,0,3.58,4.4,0.73,3.68,0.73,0.73
17536,0,3.58,4.4,0.73,3.68,0.73,0.73
17537,0,3.58,4.4,0.73,3.68,0.73,0.73
17538,0,3.58,4.4,0.73,3.68,0.73,0.73
17539,0,3.58,4.4,0.73,3.68,0.73,0.73
17540,0,3.58,4.4,0.73,3.68,0.73,0.73
17541,0,3.58,4.4,0.73,3.68,0.73,0.73
17542,0,3.58,4.4,0.73,3.68,0.73,0.73
17543,0,3.58,4.4,0.73,3.68,0.73,0.73
17544,0,3.58,4.4,0.73,3.68,0.73,0.73
17545,0,3.58,4.4,0.73,3.68,0.73,0.73
17546,0,3.58,4.4,0.73,3.68,0.73,0.73
17547,0,3.58,4.4,0.73,3.68,0.73,0.73
17548,0,3.58,4.4,0.73,3.68,0.73,0.73
17549,0,3.58,4.4,0.73,3.68,0.73,0.73
17550,0,3.58,4.4,0.73,3.68,0.73,0.73
17551,0,3.58,4.4,0.73,3.68,0.73,0.73
17552,0,3.58,4.4,0.73,3.68,0.73,0.73
17553,0,3.58,4.4,0.73,3.68,0.73,0.73
17554,0,3.58,4.4,0.73,3.68,0.73,0.73
17555,0,3.58,4.4,0.73,3.68,0.73,0.73
17556,0,3.58,4.4,0.73,3.68,0.73,0.73
17557,0,3.58,4.4,0.73,3.68,0.73,0.73
17558,0,3.58,4.4,0.73,3.68,0.73,0.73
17559,0,3.58,4.4,0.73,3.68,0.73,0.73
17560,0,3.58,4.4,0.73,3.68,0.73,0.73
17561,0,3.58,4.4,0.73,3.68,0.73,0.73
17562,0,3.58,4.4,0.73,3.68,0.73,0.73
17563,0,3.58,4.4,0.73,3.68,0.73,0.73
17564,0,3.58,4.4,0.73,3.68,0.73,0.73
17565,0,3.58,4.4,0.73,3.68,0.73,0.73
17566,0,3.58,4.4,0.73,3.68,0.73,0.73
17567,0,3.58,4.4,0.73,3.68,0.73,0.73
17568,0,3.58,4.4,0.73,3.68,0.73,0.73
17569,0,3.58,4.4,0.73,3.68,0.73,0.73
17570,0,3.58,4.4,0.73,3.68,0.73,0.73
17571,0,3.58,4.4,0.73,3.68,0.73,0.73
17572,0,3.58,4.4,0.73,3.68,0.73,0.73
17573,0,3.58,4.4,0.73,3.68,0.73,0.73
17574,0,3.58,4.4,0.73,3.68,0.73,0.73
17575,0,3.58,4.4,0.73,3.68,0.73,0.73
17576,0,3.58,4.4,0.73,3.68,0.73,0.73
17577,0,3.58,4.4,0.73,3.68,0.73,0.73
17578,0,3.58,4.4,0.73,3.68,0.73,0.73
17579,0,3.58,4.4,0.73,3.68,0.73,0.73
17580,0,3.58,4.4,0.73,3.68,0.73,0.73
17581,0,3.58,4.4,0.73,3.68,0.73,0.73
17582,0,3.58,4.4,0.73,3.68,0.73,0.73
17583,0,3.58,4.4,0.73,3.68,0.73,0.73
17584,0,3.58,4.4,0.73,3.68,0.73,0.73
17585,0,3.58,4.4,0.73,3.68,0.73,0.73
17586,0,3.58,4.4,0.73,3.68,0.73,0.73
17587,0,3.58,4.4,0.73,3.68,0.73,0.73
17588,0,3.58,4.4,0.73,3.68,0.73,0.73
17589,0,3.58,4.4,0.73,3.68,0.73,0.73
17590,0,3.58,4.4,0.73,3.68,0.73,0.73
17591,0,3.58,4.4,0.73,3.68,0.73,0.73
17592,0,3.58,4.4,0.73,3.68,0.73,0.73
17593,0,3.58,4.4,0.73,3.68,0.73,0.73
17594,0,3.58,4.4,0.73,3.68,0.73,0.73
17595,0,3.58,4.4,0.73,3.68,0.73,0.73
17596,0,3.58,4.4,0.73,3.68,0.73,0.73
17597,0,3.58,4.4,0.73,3.68,0.73,0.73
17598,0,3.58,4.4,0.73,3.68,0.73,0.73
17599,0,3.58,4.4,0.73,3.68,0.73,0.73
17600,0,3.58,4.4,0.73,3.68,0.73,0.73
17601,0,3.58,4.4,0.73,3.68,0.73,0.73
17602,0,3.58,4.4,0.73,3.68,0.73,0.73
17603,0,3.58,4.4,0.73,3.68,0.73,0.73
17604,0,3.58,4.4,0.73,3.68,0.73,0.73
17605,0,3.58,4.4,0.73,3.68,0.73,0.73
17606,0,3.58,4.4,0.73,3.68,0.73,0.73
17607,0,3.58,4.4,0.73,3.68,0.73,0.73
17608,0,3.58,4.4,0.73,3.68,0.73,0.73
17609,0,3.58,4.4,0.73,3.68,0.73,0.73
17610,0,3.58,4.4,0.73,3.68,0.73,0.73
17611,0,3.58,4.4,0.73,3.68,0.73,0.73
17612,0,3.58,4.4,0.73,3.68,0.73,0.73
17613,0,3.58,4.4,0.73,3.68,0.73,0.73
17614,0,3.58,4.4,0.73,3.68,0.73,0.73
17615,0,3.58,4.4,0.73,3.68,0.73,0.73
17616,0,3.58,4.4,0.73,3.68,0.73,0.73
17617,0,3.58,4.4,0.73,3.68,0.73,0.73
17618,0,3.58,4.4,0.73,3.68,0.73,0.73
17619,0,3.58,4.4,0.73,3.68,0.73,0.73
17620,0,3.58,4.4,0.73,3.68,0.73,0.73
17621,0,3.58,4.4,0.73,3.68,0.73,0.73
17622,0,3.58,4.4,0.73,3.68,0.73,0.73
17623,0,3.58,4.4,0.73,3.68,0.73,0.73
17624,0,3.58,4.4,0.73,3.68,0.73,0.73
17625,0,3.58,4.4,0.73,3.68,0.73,0.73
17626,0,3.58,4.4,0.73,3.68,0.73,0.73
17627,0,3.58,4.4,0.73,3.68,0.73,0.73
17628,0,3.58,4.4,0.73,3.68,0.73,0.73
17629,0,3.58,4.4,0.73,3.68,0.73,0.73
17630,0,3.58,4.4,0.73,3.68,0.73,0.73
17631,0,3.58,4.4,0.73,3.68,0.73,0.73
17632,0,3.58,4.4,0.73,3.68,0.73,0.73
17633,0,3.58,4.4,0.73,3.68,0.73,0.73
17634,0,3.58,4.4,0.73,3.68,0.73,0.73
17635,0,3.58,4.4,0.73,3.68,0.73,0.73
17636,0,3.58,4.4,0.73,3.68,0.73,0.73
17637,0,3.58,4.4,0.73,3.68,0.73,0.73
17638,0,3.58,4.4,0.73,3.68,0.73,0.73
17639,0,3.58,4.4,0.73,3.68,0.73,0.73
17640,0,3.58,4.4,0.73,3.68,0.73,0.73
17641,0,3.58,4.4,0.73,3.68,0.73,0.73
17642,0,3.58,4.4,0.73,3.68,0.73,0.73
17643,0,3.58,4.4,0.73,3.68,0.73,0.73
17644,0,3.58,4.4,0.73,3.68,0.73,0.73
17645,0,3.58,4.4,0.73,3.68,0.73,0.73
17646,0,3.58,4.4,0.73,3.68,0.73,0.73
17647,0,3.58,4.4,0.73,3.68,0.73,0.73
17648,0,3.58,4.4,0.73,3.68,0.73,0.73
17649,0,3.58,4.4,0.73,3.68,0.73,0.73
17650,0,3.58,4.4,0.73,3.68,0.73,0.73
17651,0,3.58,4.4,0.73,3.68,0.73,0.73
17652,0,3.58,4.4,0.73,3.68,0.73,0.73
17653,0,3.58,4.4,0.73,3.68,0.73,0.73
17654,0,3.58,4.4,0.73,3.68,0.73,0.73
17655,0,3.58,4.4,0.73,3.68,0.73,0.73
17656,0,3.58,4.4,0.73,3.68,0.73,0.73
17657,0,3.58,4.4,0.73,3.68,0.73,0.73
17658,0,3.58,4.4,0.73,3.68,0.73,0.73
17659,0,3.58,4.4,0.73,3.68,0.73,0.73
17660,0,3.58,4.4,0.73,3.68,0.73,0.73
17661,0,3.58,4.4,0.73,3.68,0.73,0.73
17662,0,3.58,4.4,0.73,3.68,0.73,0.73
17663,0,3.58,4.4,0.73,3.68,0.73,0.73
17664,0,3.58,4.4,0.73,3.68,0.73,0.73
17665,0,3.58,4.4,0.73,3.68,0.73,0.73
17666,0,3.58,4.4,0.73,3.68,0.73,0.73
17667,0,3.58,4.4,0.73,3.68,0.73,0.73
17668,0,3.58,4.4,0.73,3.68,0.73,0.73
17669,0,3.58,4.4,0.73,3.68,0.73,0.73
17670,0,3.58,4.4,0.73,3.68,0.73,0.73
17671,0,3.58,4.4,0.73,3.68,0.73,0.73
17672,0,3.58,4.4,0.73,3.68,0.73,0.73
17673,0,3.58,4.4,0.73,3.68,0.73,0.73
17674,0,3.58,4.4,0.73,3.68,0.73,0.73
17675,0,3.58,4.4,0.73,3.68,0.73,0.73
17676,0,3.58,4.4,0.73,3.68,0.73,0.73
17677,0,3.58,4.4,0.73,3.68,0.73,0.73
17678,0,3.58,4.4,0.73,3.68,0.73,0.73
17679,0,3.58,4.4,0.73,3.68,0.73,0.73
17680,0,3.58,4.4,0.73,3.68,0.73,0.73
17681,0,3.58,4.4,0.73,3.68,0.73,0.73
17682,0,3.58,4.4,0.73,3.68,0.73,0.73
17683,0,3.58,4.4,0.73,3.68,0.73,0.73
17684,0,3.58,4.4,0.73,3.68,0.73,0.73
17685,0,3.58,4.4,0.73,3.68,0.73,0.73
17686,0,3.58,4.4,0.73,3.68,0.73,0.73
17687,0,3.58,4.4,0.73,3.68,0.73,0.73
17688,0,3.58,4.4,0.73,3.68,0.73,0.73
17689,0,3.58,4.4,0.73,3.68,0.73,0.73
17690,0,3.58,4.4,0.73,3.68,0.73,0.73
17691,0,3.58,4.4,0.73,3.68,0.73,0.73
17692,0,3.58,4.4,0.73,3.68,0.73,0.73
17693,0,3.58,4.4,0.73,3.68,0.73,0.73
17694,0,3.58,4.4,0.73,3.68,0.73,0.73
17695,0,3.58,4.4,0.73,3.68,0.73,0.73
17696,0,3.58,4.4,0.73,3.68,0.73,0.73
17697,0,3.58,4.4,0.73,3.68,0.73,0.73
17698,0,3.58,4.4,0.73,3.68,0.73,0.73
17699,0,3.58,4.4,0.73,3.68,0.73,0.73
17700,0,3.58,4.4,0.73,3.68,0.73,0.73
17701,0,3.58,4.4,0.73,3.68,0.73,0.73
17702,0,3.58,4.4,0.73,3.68,0.73,0.73
17703,0,3.58,4.4,0.73,3.68,0.73,0.73
17704,0,3.58,4.4,0.73,3.68,0.73,0.73
17705,0,3.58,4.4,0.73,3.68,0.73,0.73
17706,0,3.58,4.4,0.73,3.68,0.73,0.73
17707,0,3.58,4.4,0.73,3.68,0.73,0.73
17708,0,3.58,4.4,0.73,3.68,0.73,0.73
17709,0,3.58,4.4,0.73,3.68,0.73,0.73
17710,0,3.58,4.4,0.73,3.68,0.73,0.73
17711,0,3.58,4.4,0.73,3.68,0.73,0.73
17712,0,3.58,4.4,0.73,3.68,0.73,0.73
17713,0,3.58,4.4,0.73,3.68,0.73,0.73
17714,0,3.58,4.4,0.73,3.68,0.73,0.73
17715,0,3.58,4.4,0.73,3.68,0.73,0.73
17716,0,3.58,4.4,0.73,3.68,0.73,0.73
17717,0,3.58,4.4,0.73,3.68,0.73,0.73
17718,0,3.58,4.4,0.73,3.68,0.73,0.73
17719,0,3.58,4.4,0.73,3.68,0.73,0.73
17720,0,3.58,4.4,0.73,3.68,0.73,0.73
17721,0,3.58,4.4,0.73,3.68,0.73,0.73
17722,0,3.58,4.4,0.73,3.68,0.73,0.73
17723,0,3.58,4.4,0.73,3.68,0.73,0.73
17724,0,3.58,4.4,0.73,3.68,0.73,0.73
17725,0,3.58,4.4,0.73,3.68,0.73,0.73
17726,0,3.58,4.4,0.73,3.68,0.73,0.73
17727,0,3.58,4.4,0.73,3.68,0.73,0.73
17728,0,3.58,4.4,0.73,3.68,0.73,0.73
17729,0,3.58,4.4,0.73,3.68,0.73,0.73
17730,0,3.58,4.4,0.73,3.68,0.73,0.73
17731,0,3.58,4.4,0.73,3.68,0.73,0.73
17732,0,3.58,4.4,0.73,3.68,0.73,0.73
17733,0,3.58,4.4,0.73,3.68,0.73,0.73
17734,0,3.58,4.4,0.73,3.68,0.73,0.73
17735,0,3.58,4.4,0.73,3.68,0.73,0.73
17736,0,3.58,4.4,0.73,3.68,0.73,0.73
17737,0,3.58,4.4,0.73,3.68,0.73,0.73
17738,0,3.58,4.4,0.73,3.68,0.73,0.73
17739,0,3.58,4.4,0.73,3.68,0.73,0.73
17740,0,3.58,4.4,0.73,3.68,0.73,0.73
17741,0,3.58,4.4,0.73,3.68,0.73,0.73
17742,0,3.58,4.4,0.73,3.68,0.73,0.73
17743,0,3.58,4.4,0.73,3.68,0.73,0.73
17744,0,3.58,4.4,0.73,3.68,0.73,0.73
17745,0,3.58,4.4,0.73,3.68,0.73,0.73
17746,0,3.58,4.4,0.73,3.68,0.73,0.73
17747,0,3.58,4.4,0.73,3.68,0.73,0.73
17748,0,3.58,4.4,0.73,3.68,0.73,0.73
17749,0,3.58,4.4,0.73,3.68,0.73,0.73
17750,0,3.58,4.4,0.73,3.68,0.73,0.73
17751,0,3.58,4.4,0.73,3.68,0.73,0.73
17752,0,3.58,4.4,0.73,3.68,0.73,0.73
17753,0,3.58,4.4,0.73,3.68,0.73,0.73
17754,0,3.58,4.4,0.73,3.68,0.73,0.73
17755,0,3.58,4.4,0.73,3.68,0.73,0.73
17756,0,3.58,4.4,0.73,3.68,0.73,0.73
17757,0,3.58,4.4,0.73,3.68,0.73,0.73
17758,0,3.58,4.4,0.73,3.68,0.73,0.73
17759,0,3.58,4.4,0.73,3.68,0.73,0.73
17760,0,3.58,4.4,0.73,3.68,0.73,0.73
17761,0,3.58,4.4,0.73,3.68,0.73,0.73
17762,0,3.58,4.4,0.73,3.68,0.73,0.73
17763,0,3.58,4.4,0.73,3.68,0.73,0.73
17764,0,3.58,4.4,0.73,3.68,0.73,0.73
17765,0,3.58,4.4,0.73,3.68,0.73,0.73
17766,0,3.58,4.4,0.73,3.68,0.73,0.73
17767,0,3.58,4.4,0.73,3.68,0.73,0.73
17768,0,3.58,4.4,0.73,3.68,0.73,0.73
17769,0,3.58,4.4,0.73,3.68,0.73,0.73
17770,0,3.58,4.4,0.73,3.68,0.73,0.73
17771,0,3.58,4.4,0.73,3.68,0.73,0.73
17772,0,3.58,4.4,0.73,3.68,0.73,0.73
17773,0,3.58,4.4,0.73,3.68,0.73,0.73
17774,0,3.58,4.4,0.73,3.68,0.73,0.73
17775,0,3.58,4.4,0.73,3.68,0.73,0.73
17776,0,3.58,4.4,0.73,3.68,0.73,0.73
17777,0,3.58,4.4,0.73,3.68,0.73,0.73
17778,0,3.58,4.4,0.73,3.68,0.73,0.73
17779,0,3.58,4.4,0.73,3.68,0.73,0.73
17780,0,3.58,4.4,0.73,3.68,0.73,0.73
17781,0,3.58,4.4,0.73,3.68,0.73,0.73
17782,0,3.58,4.4,0.73,3.68,0.73,0.73
17783,0,3.58,4.4,0.73,3.68,0.73,0.73
17784,0,3.58,4.4,0.73,3.68,0.73,0.73
17785,0,3.58,4.4,0.73,3.68,0.73,0.73
17786,0,3.58,4.4,0.73,3.68,0.73,0.73
17787,0,3.58,4.4,0.73,3.68,0.73,0.73
17788,0,3.58,4.4,0.73,3.68,0.73,0.73
17789,0,3.58,4.4,0.73,3.68,0.73,0.73
17790,0,3.58,4.4,0.73,3.68,0.73,0.73
17791,0,3.58,4.4,0.73,3.68,0.73,0.73
17792,0,3.58,4.4,0.73,3.68,0.73,0.73
17793,0,3.58,4.4,0.73,3.68,0.73,0.73
17794,0,3.58,4.4,0.73,3.68,0.73,0.73
17795,0,3.58,4.4,0.73,3.68,0.73,0.73
17796,0,3.58,4.4,0.73,3.68,0.73,0.73
17797,0,3.58,4.4,0.73,3.68,0.73,0.73
17798,0,3.58,4.4,0.73,3.68,0.73,0.73
17799,0,3.58,4.4,0.73,3.68,0.73,0.73
17800,0,3.58,4.4,0.73,3.68,0.73,0.73
17801,0,3.58,4.4,0.73,3.68,0.73,0.73
17802,0,3.58,4.4,0.73,3.68,0.73,0.73
17803,0,3.58,4.4,0.73,3.68,0.73,0.73
17804,0,3.58,4.4,0.73,3.68,0.73,0.73
17805,0,3.58,4.4,0.73,3.68,0.73,0.73
17806,0,3.58,4.4,0.73,3.68,0.73,0.73
17807,0,3.58,4.4,0.73,3.68,0.73,0.73
17808,0,3.58,4.4,0.73,3.68,0.73,0.73
17809,0,3.58,4.4,0.73,3.68,0.73,0.73
17810,0,3.58,4.4,0.73,3.68,0.73,0.73
17811,0,3.58,4.4,0.73,3.68,0.73,0.73
17812,0,3.58,4.4,0.73,3.68,0.73,0.73
17813,0,3.58,4.4,0.73,3.68,0.73,0.73
17814,0,3.58,4.4,0.73,3.68,0.73,0.73
17815,0,3.58,4.4,0.73,3.68,0.73,0.73
17816,0,3.58,4.4,0.73,3.68,0.73,0.73
17817,0,3.58,4.4,0.73,3.68,0.73,0.73
17818,0,3.58,4.4,0.73,3.68,0.73,0.73
17819,0,3.58,4.4,0.73,3.68,0.73,0.73
17820,0,3.58,4.4,0.73,3.68,0.73,0.73
17821,0,3.58,4.4,0.73,3.68,0.73,0.73
17822,0,3.58,4.4,0.73,3.68,0.73,0.73
17823,0,3.58,4.4,0.73,3.68,0.73,0.73
17824,0,3.58,4.4,0.73,3.68,0.73,0.73
17825,0,3.58,4.4,0.73,3.68,0.73,0.73
17826,0,3.58,4.4,0.73,3.68,0.73,0.73
17827,0,3.58,4.4,0.73,3.68,0.73,0.73
17828,0,3.58,4.4,0.73,3.68,0.73,0.73
17829,0,3.58,4.4,0.73,3.68,0.73,0.73
17830,0,3.58,4.4,0.73,3.68,0.73,0.73
17831,0,3.58,4.4,0.73,3.68,0.73,0.73
17832,0,3.58,4.4,0.73,3.68,0.73,0.73
17833,0,3.58,4.4,0.73,3.68,0.73,0.73
17834,0,3.58,4.4,0.73,3.68,0.73,0.73
17835,0,3.58,4.4,0.73,3.68,0.73,0.73
17836,0,3.58,4.4,0.73,3.68,0.73,0.73
17837,0,3.58,4.4,0.73,3.68,0.73,0.73
17838,0,3.58,4.4,0.73,3.68,0.73,0.73
17839,0,3.58,4.4,0.73,3.68,0.73,0.73
17840,0,3.58,4.4,0.73,3.68,0.73,0.73
17841,0,3.58,4.4,0.73,3.68,0.73,0.73
17842,0,3.58,4.4,0.73,3.68,0.73,0.73
17843,0,3.58,4.4,0.73,3.68,0.73,0.73
17844,0,3.58,4.4,0.73,3.68,0.73,0.73
17845,0,3.58,4.4,0.73,3.68,0.73,0.73
17846,0,3.58,4.4,0.73,3.68,0.73,0.73
17847,0,3.58,4.4,0.73,3.68,0.73,0.73
17848,0,3.58,4.4,0.73,3.68,0.73,0.73
17849,0,3.58,4.4,0.73,3.68,0.73,0.73
17850,0,3.58,4.4,0.73,3.68,0.73,0.73
17851,0,3.58,4.4,0.73,3.68,0.73,0.73
17852,0,3.58,4.4,0.73,3.68,0.73,0.73
17853,0,3.58,4.4,0.73,3.68,0.73,0.73
17854,0,3.58,4.4,0.73,3.68,0.73,0.73
17855,0,3.58,4.4,0.73,3.68,0.73,0.73
17856,0,3.58,4.4,0.73,3.68,0.73,0.73
17857,0,3.58,4.4,0.73,3.68,0.73,0.73
17858,0,3.58,4.4,0.73,3.68,0.73,0.73
17859,0,3.58,4.4,0.73,3.68,0.73,0.73
17860,0,3.58,4.4,0.73,3.68,0.73,0.73
17861,0,3.58,4.4,0.73,3.68,0.73,0.73
17862,0,3.58,4.4,0.73,3.68,0.73,0.73
17863,0,3.58,4.4,0.73,3.68,0.73,0.73
17864,0,3.58,4.4,0.73,3.68,0.73,0.73
17865,0,3.58,4.4,0.73,3.68,0.73,0.73
17866,0,3.58,4.4,0.73,3.68,0.73,0.73
17867,0,3.58,4.4,0.73,3.68,0.73,0.73
17868,0,3.58,4.4,0.73,3.68,0.73,0.73
17869,0,3.58,4.4,0.73,3.68,0.73,0.73
17870,0,3.58,4.4,0.73,3.68,0.73,0.73
17871,0,3.58,4.4,0.73,3.68,0.73,0.73
17872,0,3.58,4.4,0.73,3.68,0.73,0.73
17873,0,3.58,4.4,0.73,3.68,0.73,0.73
17874,0,3.58,4.4,0.73,3.68,0.73,0.73
17875,0,3.58,4.4,0.73,3.68,0.73,0.73
17876,0,3.58,4.4,0.73,3.68,0.73,0.73
17877,0,3.58,4.4,0.73,3.68,0.73,0.73
17878,0,3.58,4.4,0.73,3.68,0.73,0.73
17879,0,3.58,4.4,0.73,3.68,0.73,0.73
17880,0,3.58,4.4,0.73,3.68,0.73,0.73
17881,0,3.58,4.4,0.73,3.68,0.73,0.73
17882,0,3.58,4.4,0.73,3.68,0.73,0.73
17883,0,3.58,4.4,0.73,3.68,0.73,0.73
17884,0,3.58,4.4,0.73,3.68,0.73,0.73
17885,0,3.58,4.4,0.73,3.68,0.73,0.73
17886,0,3.58,4.4,0.73,3.68,0.73,0.73
17887,0,3.58,4.4,0.73,3.68,0.73,0.73
17888,0,3.58,4.4,0.73,3.68,0.73,0.73
17889,0,3.58,4.4,0.73,3.68,0.73,0.73
17890,0,3.58,4.4,0.73,3.68,0.73,0.73
17891,0,3.58,4.4,0.73,3.68,0.73,0.73
17892,0,3.58,4.4,0.73,3.68,0.73,0.73
17893,0,3.58,4.4,0.73,3.68,0.73,0.73
17894,0,3.58,4.4,0.73,3.68,0.73,0.73
17895,0,3.58,4.4,0.73,3.68,0.73,0.73
17896,0,3.58,4.4,0.73,3.68,0.73,0.73
17897,0,3.58,4.4,0.73,3.68,0.73,0.73
17898,0,3.58,4.4,0.73,3.68,0.73,0.73
17899,0,3.58,4.4,0.73,3.68,0.73,0.73
17900,0,3.58,4.4,0.73,3.68,0.73,0.73
17901,0,3.58,4.4,0.73,3.68,0.73,0.73
17902,0,3.58,4.4,0.73,3.68,0.73,0.73
17903,0,3.58,4.4,0.73,3.68,0.73,0.73
17904,0,3.58,4.4,0.73,3.68,0.73,0.73
17905,0,3.58,4.4,0.73,3.68,0.73,0.73
17906,0,3.58,4.4,0.73,3.68,0.73,0.73
17907,0,3.58,4.4,0.73,3.68,0.73,0.73
17908,0,3.58,4.4,0.73,3.68,0.73,0.73
17909,0,3.58,4.4,0.73,3.68,0.73,0.73
17910,0,3.58,4.4,0.73,3.68,0.73,0.73
17911,0,3.58,4.4,0.73,3.68,0.73,0.73
17912,0,3.58,4.4,0.73,3.68,0.73,0.73
17913,0,3.58,4.4,0.73,3.68,0.73,0.73
17914,0,3.58,4.4,0.73,3.68,0.73,0.73
17915,0,3.58,4.4,0.73,3.68,0.73,0.73
17916,0,3.58,4.4,0.73,3.68,0.73,0.73
17917,0,3.58,4.4,0.73,3.68,0.73,0.73
17918,0,3.58,4.4,0.73,3.68,0.73,0.73
17919,0,3.58,4.4,0.73,3.68,0.73,0.73
17920,0,3.58,4.4,0.73,3.68,0.73,0.73
17921,0,3.58,4.4,0.73,3.68,0.73,0.73
17922,0,3.58,4.4,0.73,3.68,0.73,0.73
17923,0,3.58,4.4,0.73,3.68,0.73,0.73
17924,0,3.58,4.4,0.73,3.68,0.73,0.73
17925,0,3.58,4.4,0.73,3.68,0.73,0.73
17926,0,3.58,4.4,0.73,3.68,0.73,0.73
17927,0,3.58,4.4,0.73,3.68,0.73,0.73
17928,0,3.58,4.4,0.73,3.68,0.73,0.73
17929,0,3.58,4.4,0.73,3.68,0.73,0.73
17930,0,3.58,4.4,0.73,3.68,0.73,0.73
17931,0,3.58,4.4,0.73,3.68,0.73,0.73
17932,0,3.58,4.4,0.73,3.68,0.73,0.73
17933,0,3.58,4.4,0.73,3.68,0.73,0.73
17934,0,3.58,4.4,0.73,3.68,0.73,0.73
17935,0,3.58,4.4,0.73,3.68,0.73,0.73
17936,0,3.58,4.4,0.73,3.68,0.73,0.73
17937,0,3.58,4.4,0.73,3.68,0.73,0.73
17938,0,3.58,4.4,0.73,3.68,0.73,0.73
17939,0,3.58,4.4,0.73,3.68,0.73,0.73
17940,0,3.58,4.4,0.73,3.68,0.73,0.73
17941,0,3.58,4.4,0.73,3.68,0.73,0.73
17942,0,3.58,4.4,0.73,3.68,0.73,0.73
17943,0,3.58,4.4,0.73,3.68,0.73,0.73
17944,0,3.58,4.4,0.73,3.68,0.73,0.73
17945,0,3.58,4.4,0.73,3.68,0.73,0.73
17946,0,3.58,4.4,0.73,3.68,0.73,0.73
17947,0,3.58,4.4,0.73,3.68,0.73,0.73
