,Power Emissions,HSC Emissions,CSC Emissions,Biorefinery Emissions,Biomass Emissions,Biomass Capture,Synfuel Production Emissions,Conventional Fuels,Synfuels,Biofuels,Total
t209,7.968408920724635e-9,385.14463964737985,-4525.183670994202,0,0,0,4392.370341686767,0.0,4048.942634727173,0,4301.273945075086
t210,8.05565081710147e-9,386.2683681992482,-4525.183670996851,0,0,0,4392.370341686304,0.0,4048.9426347267877,0,4302.397673623544
t211,8.014233527722424e-9,385.14463964727145,-4525.183670996659,0,0,0,4392.370341686769,0.0,4048.9426347271733,0,4301.273945072569
t212,8.098963228750844e-9,401.98068497039355,-4525.179667316824,0,0,0,4392.370341686132,0.0,4048.9426347266444,0,4318.113994074445
t213,8.023367010285256e-9,385.1446396469842,-4525.183670995073,0,0,0,4392.370341686777,0.0,4048.94263472718,0,4301.273945073891
t214,59.8526980041235,385.14463964769214,-4525.183670997482,0,0,0,4392.370341686837,0.0,4048.942634727226,0,4361.126643068395
t215,42.38826090392816,385.144639647694,-4525.183670998635,0,0,0,4392.370341686938,0.0,4048.9426347272893,0,4343.662205967215
t216,105.9706522483276,385.14463964710666,-4525.183670998557,0,0,0,4392.370341686636,0.0,4048.9426347270646,0,4407.244597310577
t217,42.38826090356312,385.14463964677526,-4525.18367099666,0,0,0,4392.370341686975,0.0,4048.942634727304,0,4343.662205967957
t218,8.040722042867586e-9,385.1446396473747,-4525.183670997014,0,0,0,4392.370341686975,0.0,4048.9426347273034,0,4301.27394507268
t219,7.562215148379469e-9,385.144639646997,-4525.1836709972295,0,0,0,4392.3703416869785,0.0,4048.942634727305,0,4301.273945071613
t220,7.410804113770687e-9,385.1446396471043,-4525.183670996284,0,0,0,4392.3703416870085,0.0,4048.9426347273247,0,4301.273945072565
t221,7.3686728232010865e-9,385.14463964704385,-4525.183670996812,0,0,0,4392.370341687016,0.0,4048.942634727331,0,4301.273945071947
t222,7.340980345079288e-9,385.1446396475104,-4525.1836709967865,0,0,0,4392.370341687021,0.0,4048.9426347273347,0,4301.273945072421
t223,7.319703942989084e-9,385.14463964710654,-4525.183670996704,0,0,0,4392.370341687021,986973.5020563569,4048.9426347273356,0,991274.776001429
t224,7.2703815197839566e-9,385.1446396473051,-4525.18367099651,0,0,0,4392.370341687035,0.0,4048.9426347273443,0,4301.273945072444
t225,7.212700210829576e-9,385.144639647696,-4525.183670995949,0,0,0,4392.370341687034,0.0,4048.9426347273443,0,4301.273945073339
t226,7.255749995644568e-9,385.14463964727514,-4525.183670996462,0,0,0,4392.37034168703,0.0,4048.942634727344,0,4301.273945072443
t227,7.288791390512329e-9,385.14463964742083,-4525.183670996449,0,0,0,4392.370341687029,0.0,4048.9426347273397,0,4301.273945072629
t228,7.292647274010399e-9,385.14463964748114,-4525.183670996127,0,0,0,4392.370341687034,0.0,4048.9426347273447,0,4301.273945073025
t229,7.3397423866894964e-9,385.1446396471476,-4525.183670997092,0,0,0,4392.370341687021,0.0,4048.942634727337,0,4301.273945071753
t230,7.3467397001857725e-9,385.1446396472263,-4525.183670996721,0,0,0,4392.370341687021,0.0,4048.9426347273366,0,4301.27394507221
t231,7.357920723645276e-9,385.14463964726315,-4525.183670997138,0,0,0,4392.3703416870185,0.0,4048.942634727334,0,4301.273945071835
t232,7.36114291176795e-9,385.1446396472626,-4525.183670995965,0,0,0,4392.3703416870185,0.0,4048.942634727334,0,4301.2739450730105
t233,7.364655686289801e-9,385.14463964699013,-4525.183670996896,0,0,0,4392.37034168702,0.0,4048.9426347273356,0,4301.273945071815
t234,7.372973280929772e-9,385.1446396471306,-4525.183670997318,0,0,0,4392.370341687019,0.0,4048.942634727334,0,4301.273945071539
t235,7.385397529853142e-9,385.1446396471674,-4525.183670996368,0,0,0,4392.370341687014,0.0,4048.9426347273297,0,4301.273945072528
t236,7.404049413679998e-9,385.14463964742146,-4525.183670996977,0,0,0,4392.370341687011,0.0,4048.9426347273284,0,4301.273945072188
t237,7.419086903656991e-9,385.14463964722404,-4525.183670997025,0,0,0,4392.370341687012,0.0,4048.9426347273293,0,4301.27394507196
t238,7.457882086134979e-9,385.1446396472587,-4525.183670997037,0,0,0,4392.370341687012,0.0,4048.9426347273297,0,4301.273945072022
t239,7.555989563970122e-9,385.14463964732875,-4525.183670996873,0,0,0,4392.37034168701,0.0,4048.9426347273293,0,4301.273945072351
t240,7.882343895912726e-9,385.1446396461591,-4525.183670996915,0,0,0,4392.370341686851,0.0,4048.942634727236,0,4301.273945071214
