BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t180,2554.0360938158324,1.1000855231140306e-9,-3.8130799614528266e-9,0.0,0.0,2.829744519648178e-12,3.5086251745840263e-13,11595.849698066575,-195.3527811087447,-12962.829657185051,47719.872526375984,2.1464180379714215e-9,-3.262879106681899e-8,0.0,0.0,2.8368490198250274e-12,3.498518358176633e-13,57636.347588811994,-450.9530643800593,-103077.76250419703,5339.850896859368,1.7143836027943819e-9,-1.7372852991141833e-9,0.0,0.0,2.820328642334553e-12,3.512986805677924e-13,1697.9472978804415,-104.16530524862007,-4267.820657668809,16307.410575457794,1.6403340093919182e-9,-1.8929028906761505e-9,0.0,0.0,2.872161471011791e-12,3.478047727045153e-13,-12589.78636914517,-201.41432239471288,-3272.498525491631,119802.66989946963,1.824850489110009e-8,-5.467057212536826e-9,0.0,0.0,2.8396947076517138e-12,3.4967720907466314e-13,-58040.06394085797,-489.82342552060567,-59433.725928393935,2394.2575636773663,5.644184308962757e-9,-1.2798885843410082e-9,0.0,0.0,3.0865098031680087e-12,3.4982613096045743e-13,1699.4906376947247,-10.22312023079268,-1388.8424472072604,64916.31190178353,5.905198932024985e-9,-2.339172592613583e-9,0.0,0.0,2.835535418991943e-12,3.4969898183971347e-13,5496.077963365916,-122.7581919828746,-56479.592853095244,19954.425002408,1.09896702598645e-9,-3.794173169565685e-9,0.0,0.0,2.8327960594649656e-12,3.50733833857878e-13,4419.430130534492,-105.19529134193483,-23647.583679491134,21332.809362212454,1.602498625330026e-9,-1.950655347947352e-9,0.0,0.0,2.817303166075472e-12,3.5145697623415117e-13,-6844.460616094597,-78.62627446925893,-14077.982578904255,22262.477676132137,1.5846028378279448e-9,-1.9432014209634923e-9,0.0,0.0,2.8287179347185762e-12,3.508384870053561e-13,-5070.832390256409,-49.80833698868822,-16803.685152090682
t181,2726.3536407207325,1.0768700874000334e-9,-4.5047960636148486e-9,0.0,0.0,2.8295128214658754e-12,3.5088580435519396e-13,11318.479653089504,-238.66203524003163,-12771.158650838648,49272.08452636185,2.0968598092480253e-9,-5019.439078312337,0.0,0.0,2.8364557496012305e-12,3.498821247649954e-13,60094.78488488191,-428.5740543008507,-102113.73074210815,5795.257318297256,1.6487079642266243e-9,-1.9031400389704313e-9,0.0,0.0,2.820320380677076e-12,3.512964116314459e-13,1179.840842857021,-93.25529072634276,-4226.94065312736,8422.972737959222,1.601287712916813e-9,-2.099772885467533e-9,0.0,0.0,2.8718478124766552e-12,3.478302234774213e-13,-4851.2228513725195,-154.5043765163815,-3241.1523735994247,121087.11437987538,8.355288545758029e-9,-6.326634121224961e-9,0.0,0.0,2.839633227926729e-12,3.49685268006185e-13,-59419.38452203251,-463.8970501401312,-59390.70257837585,2396.314851218089,4.359756035495016e-9,-1.4021042657584986e-9,0.0,0.0,3.088523660973873e-12,3.4981457129879435e-13,1708.8428164795005,-10.279377350433975,-1400.139399292031,68855.16628676152,5.11553858182259e-9,-2.5718578895988933e-9,0.0,0.0,2.8355748400824807e-12,3.4971448784946674e-13,1904.703423254063,-66.7934220241212,-56939.00223787592,24410.52487800772,1.073770011099946e-9,-4.49998614060797e-9,0.0,0.0,2.832936900562157e-12,3.5078360685261153e-13,-20.751241198746243,-132.03081505019446,-23609.831135939894,21193.45769205282,1.6092693862577283e-9,-2.0530988515119446e-9,0.0,0.0,2.817365612351649e-12,3.514461007051742e-13,-6856.118301564311,-78.6906892751052,-13926.844393663448,22079.414032910237,1.5759093624324284e-9,-2.0521502889026048e-9,0.0,0.0,2.8285183984782664e-12,3.5083743031483736e-13,-5059.174704393919,-49.87275179200466,-16632.150365119483
t182,2934.1780053240454,1.0692562542831395e-9,-4.487695096322128e-9,0.0,0.0,2.8295408576931216e-12,3.50908246986068e-13,11029.98721313294,-261.13236091238593,-12645.549924140161,48439.80052634817,2.111680727267415e-9,-9099.853664043294,0.0,0.0,2.836232389233413e-12,3.499045402363643e-13,63717.484426946365,-444.4720736800333,-100791.93565968369,7128.155921582197,1.6271343285123804e-9,-1.9073915731555416e-9,0.0,0.0,2.8205141012739284e-12,3.512948963188515e-13,-214.39054175079036,-102.70196602227378,-4146.714521212789,8757.582990663992,1.575239740468102e-9,-2.136449311355392e-9,0.0,0.0,2.8717246271815532e-12,3.478671313396247e-13,-5260.3741937937475,-147.9919069659709,-3179.636222979418,119802.93989941588,6.661274985364173e-9,-7.0408231157348635e-9,0.0,0.0,2.8395451068780374e-12,3.4968657965985937e-13,-58337.48723939681,-422.73955196790905,-59270.74037689477,2691.0705827813217,2.0533571275210756e-9,-2.0479176091134923e-9,0.0,0.0,3.09003905080943e-12,3.497510634583375e-13,1377.0977578611908,-8.283797295461769,-1367.1412323434076,70680.34081053664,2.764404037013428e-9,-4.115401118698992e-9,0.0,0.0,2.8346066768994065e-12,3.497176905198914e-13,-1377.0977578507482,-8.283797296318426,-55597.07678196523,24481.624878007635,1.065673051976636e-9,-4.491137941952823e-9,0.0,0.0,2.8330032361580832e-12,3.5079180444162485e-13,15.641578145481617,-162.102314637151,-23657.180956118955,21078.633666342525,1.5960088706148182e-9,-2.0557838394045162e-9,0.0,0.0,2.817461285115447e-12,3.5144327534501427e-13,-6849.561524101974,-78.65445964833461,-13818.649604668228,20980.871664524806,1.5836417730994866e-9,-1.9947164667675396e-9,0.0,0.0,2.828619934607977e-12,3.5084507078396543e-13,-4101.29971919191,-40.937078354881024,-16509.354328815894
t183,3053.2605522289714,9.934234942839154e-10,-7.310750772591086e-9,0.0,0.0,2.829080548543124e-12,3.509438427665088e-13,10810.959000526504,-261.23487855133726,-12545.399223156266,47617.632526297166,1.9404844723202033e-9,-9421.999999988831,0.0,0.0,2.835306192723902e-12,3.499547505648166e-13,62871.88227974257,-445.8129037732766,-98799.33751633279,8015.390986773013,1.6351109263670918e-9,-1.874021503660399e-9,0.0,0.0,2.8203895783025097e-12,3.513277149171026e-13,-1267.863593711097,-49.39382842695979,-4087.0928096330836,9818.009850705801,1.5497986278901622e-9,-2.1556642821168652e-9,0.0,0.0,2.870632650785925e-12,3.479264572112816e-13,-6465.244133594374,-98.62886781577959,-3133.919221520775,118625.54638200585,4.270532426326926e-9,-1.4785243496095093e-8,0.0,0.0,2.838498772095361e-12,3.496759123726959e-13,-58285.09294143974,-422.4217371814428,-58146.37678700347,2699.6835874389058,1.412524135100227e-9,-3.801984791103442e-9,0.0,0.0,3.088726409978512e-12,3.4965842044555076e-13,1319.0151191789596,-7.934406845528233,-1318.3703792150952,72252.02059443141,1.994305986277062e-9,-1.0007719468620327e-8,0.0,0.0,2.8333901956503697e-12,3.4973255195466613e-13,-4854.981226507834,-49.01439459235881,-53613.7287547472,25630.17889068743,9.819955533139018e-10,-7.270906960013555e-9,0.0,0.0,2.83259476411487e-12,3.5084728651806327e-13,-915.2200331813635,-147.08033931447932,-23904.917308105534,17467.04758549396,1.5865426719397775e-9,-1.9950785989201034e-9,0.0,0.0,2.8173036276308223e-12,3.514749615007442e-13,-3443.7095259766065,-36.04648670548397,-13698.13146783133,16433.20483174999,1.5684372455936823e-9,-1.9728757781524335e-9,0.0,0.0,2.828363296327038e-12,3.5088956177285996e-13,230.25505496298976,-1.272279545546521,-16372.571867814759
t184,2883.412552228964,1.1383677676938828e-9,-6.71065943529807e-8,0.0,0.0,2.8295662743166518e-12,3.508181392578345e-13,10480.425441686508,-265.284719831356,-12036.917981695326,39922.893428189935,1.7758356380073103e-9,-9422.000000152813,0.0,0.0,2.8346879512957545e-12,3.4989737317422e-13,63939.15943705898,-488.1040801248174,-92101.03858774062,8909.446070303571,1.4561414453725748e-9,-2.179934684285982e-9,0.0,0.0,2.8205767562778394e-12,3.512388469158912e-13,-2359.69441901053,-7.698145548776825,-3972.7084336191024,8805.294606931633,1.3921194272920614e-9,-2.607344501727047e-9,0.0,0.0,2.872092621463798e-12,3.4785476977606974e-13,-5599.926485139034,-68.78415071261013,-3046.21106040758,115521.68864385526,3.3592539382136246e-9,-70.91891831057721,0.0,0.0,2.8375014624093276e-12,3.496251006273563e-13,-58659.563658571744,-424.69321204897824,-54592.58646368549,3262.6896824468704,1.5197610323101736e-9,-1472.4491975332824,0.0,0.0,3.0911423978698486e-12,3.497444806977628e-13,2161.0137828773204,-12.999367712134022,-1240.7960186603766,79011.39358667597,2.0289759178316686e-9,-4485.800989914257,0.0,0.0,2.8331963979519804e-12,3.4971428732831235e-13,-10135.019177370808,-123.12675161003187,-50459.038092188646,24073.092378007448,1.1310955723502131e-9,-5.6892068308275496e-8,0.0,0.0,2.8327984243648094e-12,3.507045391826536e-13,173.6050784838311,-152.69168414144926,-23425.433217385045,13881.171493213673,1.6540060623616877e-9,-1.9300167617686527e-9,0.0,0.0,2.817575380365191e-12,3.5141324637887613e-13,-210.6966824415241,-1.16420931256838,-13415.032773872155,15741.147387985906,1.596485523870062e-9,-2.005860892815639e-9,0.0,0.0,2.8287353851812436e-12,3.5081492912450723e-13,210.69668242698825,-1.1642093125414217,-15661.172191980671
t185,2457.53255222913,9.103403038416719e-10,-1.4920223616748914e-8,0.0,0.0,2.829542561183877e-12,3.50743762905648e-13,10765.120617235629,-262.9384080471517,-11900.425780863663,40921.79794288234,1.7004790451686717e-9,-9422.000000185099,0.0,0.0,2.834637608384702e-12,3.4987390394614703e-13,61186.78181188432,-474.7163444460659,-90362.60405438537,8461.833955535618,1.3854229553197423e-9,-2.3081559730354055e-9,0.0,0.0,2.8204729315409707e-12,3.5124376909213817e-13,-1956.1085442864196,-6.381507775744873,-3931.3154691209556,8718.336567439212,1.2940143714427058e-9,-2.8584534387901063e-9,0.0,0.0,2.8716262445636456e-12,3.4785410266541057e-13,-5554.23711660717,-64.01955603794791,-3014.471578795927,109121.02620473638,3.223663806833093e-9,-12.869973797990825,0.0,0.0,2.83633132818022e-12,3.4951439163058026e-13,-51631.95111099854,-382.0649248416857,-55362.84209107054,4089.1652116703845,1.0972705199848164e-9,-142.42285754901116,0.0,0.0,3.0870764257779284e-12,3.4970912986670964e-13,2.16762796431987e-9,-1.463709979553606e-10,-1262.2828404147979,81713.58698048192,1.7028423924847186e-9,-814.058402695339,0.0,0.0,2.8323821035880656e-12,3.496296292127534e-13,-15505.997315975143,-187.70696381358135,-51332.835510201774,21659.54452776768,9.085280260552307e-10,-1.458976302066878e-8,0.0,0.0,2.83252273911988e-12,3.505842153159339e-13,2696.391658755893,-165.89172857778956,-23508.271858588923,13762.051306443083,1.622244895680801e-9,-1.9553063234912677e-9,0.0,0.0,2.8174676329779263e-12,3.51425149921199e-13,-237.8242241093889,-1.3141031611843454,-13268.48525773651,15547.995042238552,1.5694628591852858e-9,-1.9778229275551388e-9,0.0,0.0,2.828633465722261e-12,3.508226777790379e-13,237.82422409865632,-1.314103161167335,-15494.847600207697
t186,1856.8150053247946,1.0945738152915282e-9,-5.1729615770227e-9,0.0,0.0,2.8307712073168147e-12,3.506689071181749e-13,10811.272108735127,-138.90315119843424,-11593.9302391746,35658.93652635037,2.1383183298706955e-9,-19.735062855057038,0.0,0.0,2.8375203495441597e-12,3.4981639886456275e-13,56560.616777703886,-478.7858384801393,-89865.69508203903,8020.84700144857,1.7210235456235402e-9,-1.7497617565125823e-9,0.0,0.0,2.8209871134103385e-12,3.512523546487666e-13,-1429.0045081517355,-119.02043135606188,-3792.1547040082605,9404.906751570707,1.5969522777731049e-9,-1.9702547200581668e-9,0.0,0.0,2.8721386174343984e-12,3.479014157826335e-13,-6146.745431456129,-164.40364620917893,-2907.765267737783,98740.129398152,7.114654560049923e-9,-6.965308849012336e-9,0.0,0.0,2.8369371284808748e-12,3.494192245767731e-13,-40922.26146131635,-317.10179217076967,-55834.43117330619,4363.406292925931,1.1270954678990434e-9,-3.1720452995832457e-8,0.0,0.0,3.0855290201472164e-12,3.496954978848425e-13,-432.1366741245911,-2.5994760299263033,-1241.6111530014314,77129.6976716321,1.9524942306111944e-9,-9.762713577383597e-9,0.0,0.0,2.833848101270542e-12,3.495884912664192e-13,-12623.13344786234,-164.5477555272222,-50492.186888724864,18260.971502408764,1.0798306991961786e-9,-5.2184742063120885e-9,0.0,0.0,2.833201162517343e-12,3.5049362540316677e-13,6038.866627203119,-145.9854739928082,-23491.9863108603,20288.29047990369,1.6402658555500739e-9,-1.8827547951298763e-9,0.0,0.0,2.8175920973071264e-12,3.514039661108363e-13,-6885.943831933736,-78.8554909178863,-12991.52204785977,20539.38893985438,1.6355051755283781e-9,-1.8427234892058953e-9,0.0,0.0,2.8289435135890587e-12,3.5082230705795864e-13,-4971.5301587972435,-49.504019503245054,-15180.507282243903
t187,1532.3650053257306,1.190771294468356e-9,-4.143560534855241e-9,0.0,0.0,2.832001191567076e-12,3.5062138760626577e-13,11040.163576838755,-175.60903475353624,-11428.394623297929,32818.150423469386,2.737108656138704e-9,-1.1831670566013482e-8,0.0,0.0,2.8394011062673524e-12,3.4979327092754366e-13,59607.248636066004,-491.2108635568271,-90066.42585022817,8013.6372677793615,1.8573477234591092e-9,-1.5713066061636927e-9,0.0,0.0,2.8211611203518883e-12,3.5124954969046934e-13,-1514.1601961433116,-119.2982388894262,-3699.2336672852325,13863.269576100265,1.6992375700859622e-9,-1.7629310294826807e-9,0.0,0.0,2.871985707999014e-12,3.479403988349119e-13,-10567.274137668774,-214.03873897634844,-2836.514861487263,104659.13352227432,694.4877519605365,-4.9344164133601466e-9,0.0,0.0,2.838916506972629e-12,3.4936745013356417e-13,-48382.37654358127,-362.35356525493233,-54871.40119017631,4353.844434469814,1.296950161569869e-9,-5.651634829203907e-9,0.0,0.0,3.0855858041276114e-12,3.4969803138845813e-13,-461.2511123530652,-2.7746110944272413,-1202.584586214278,69187.0725448061,2.1387082450813696e-9,-7.0884904509810796e-9,0.0,0.0,2.836164569024903e-12,3.495610901110392e-13,-6442.232408393111,-77.22590318955993,-48905.1065060473,14659.589139490527,1.17563729239645e-9,-4.2130416744779596e-9,0.0,0.0,2.8349063887824252e-12,3.503706721391145e-13,9564.948777190291,-166.16231642490825,-23376.332413063818,20008.991893743852,1.5287801951818458e-9,-1.87502983604775e-9,0.0,0.0,2.8175875704440287e-12,3.5139067252291235e-13,-6908.039966323164,-78.97758361183291,-12689.883141922342,21208.60163696566,1.608735136034447e-9,-1.8110467841166877e-9,0.0,0.0,2.8291389496592097e-12,3.508304467747909e-13,-5937.02662563237,-72.53517535844003,-14838.161200810135
t188,1466.504823027548,7.723791039123952e-9,-1.0948273795479017e-9,0.0,0.0,2.8346964341230307e-12,3.5072907872949847e-13,11956.086243242784,-233.1161691216579,-12172.472941371709,32817.05352663847,3918.6025980494824,-2.032004256254588e-9,0.0,0.0,2.8430390971184762e-12,3.4980990527775804e-13,63498.71223608665,-577.7578901967144,-97702.3010981801,8924.450110669997,1.929949738178699e-9,-1.5561846899033443e-9,0.0,0.0,2.82125930291544e-12,3.5125841242804397e-13,-2211.897594165409,-121.574501443429,-3907.756587045559,13328.264993682536,1.7570285363212087e-9,-1.8048955947978782e-9,0.0,0.0,2.8710378677134393e-12,3.4802970294133214e-13,-9869.536739711562,-216.3150015303791,-2996.4069943070194,111426.9548318063,4677.003183733537,-1.4992354090260946e-9,0.0,0.0,2.8419061790289627e-12,3.4941193287251843e-13,-55347.365539568076,-404.6019887851658,-58563.93979002219,5202.14575742835,840.9144745286741,-1.079527549265218e-9,0.0,0.0,3.08734267176001e-12,3.4973086146816444e-13,-2028.4716334906777,-12.20207333532372,-1305.7249380886003,65003.84309916211,3003.105836481975,-1.7003105174610222e-9,0.0,0.0,2.839569915474729e-12,3.496258473074977e-13,-1139.8054633471556,-43.84167336819793,-53099.48081560306,13099.357126820925,6.970288491025912e-9,-1.0967339388746652e-9,0.0,0.0,2.8383699355476346e-12,3.5041143040368163e-13,12057.571497286444,-156.27014849749813,-24328.507456368763,20130.893415202816,1.5669674637557965e-9,-1.9221949674851405e-9,0.0,0.0,2.817346307154632e-12,3.5142991345296614e-13,-6952.514352838675,-79.22332785010853,-12766.8187883893,26103.211945324496,1.6290060592126396e-9,-1.842838081711684e-9,0.0,0.0,2.828964596891711e-12,3.5087960071477274e-13,-9962.778653494315,-170.73322911839927,-15510.623373786437
t189,1578.1156407265207,5.877287414449534e-9,-1.1544714991930534e-9,0.0,0.0,2.8354716821671258e-12,3.5067076926810057e-13,12058.607775531586,-242.1802345233892,-12368.477160548888,32396.528526649166,2091.7388423350876,-2.1367266159080977e-9,0.0,0.0,2.8432162532210247e-12,3.497546259912497e-13,63673.961166943416,-578.5142333003508,-95628.64858712316,9838.575533895711,2.101850897640552e-9,-1.4706940202508615e-9,0.0,0.0,2.821875502462852e-12,3.5119270086144e-13,-3244.4475610681166,-124.94303927914353,-3782.5949676968744,12202.806519610665,1.7823334181434547e-9,-1.7864960416987615e-9,0.0,0.0,2.8725304582169213e-12,3.4800905795992193e-13,-8836.986772803666,-219.68353936612394,-2900.435010566155,113460.11001551205,4669.979693194899,-1.540670137354117e-9,0.0,0.0,2.8419060574894872e-12,3.4937469524187424e-13,-56432.87203424678,-411.1864842033936,-59491.39599767924,5784.072859670028,759.8967212941925,-1.0926702778922213e-9,0.0,0.0,3.0936249865798665e-12,3.498415397975713e-13,-2548.567901763059,-15.330661727729925,-1280.2808420378008,64950.43424259085,2278.1069320215115,-1.715181526719387e-9,0.0,0.0,2.8398211516845244e-12,3.49604323734431e-13,-1374.7861367905352,-54.51074249937045,-52064.75424287055,10870.319439023926,5.3817515738849966e-9,-1.1426740700441622e-9,0.0,0.0,2.8389234764791045e-12,3.502857958639224e-13,13620.384470536344,-167.0465423234555,-23640.729954168557,19593.623737584676,1.6545881998822538e-9,-1.831161557043417e-9,0.0,0.0,2.817594684781933e-12,3.513659542247338e-13,-6932.31121576465,-79.11169495660353,-12249.975513632438,25536.59881967488,1.6270582889932449e-9,-1.8310322614455804e-9,0.0,0.0,2.82952591962581e-12,3.508157250026615e-13,-9982.981790574544,-170.62159622491203,-14924.03037684355
t190,1669.4404584246222,4.9372025812970335e-9,-1.1682942834837393e-9,0.0,0.0,2.835607001200898e-12,3.5073908568546993e-13,11418.284038391852,-198.0156172520632,-11907.807475649213,32466.49452664751,4604.789364335112,-2.1741048965618603e-9,0.0,0.0,2.843067023810633e-12,3.498439498275174e-13,58255.10579749615,-555.1274207915122,-92839.58336469525,11204.794798225146,1.9637764569715424e-9,-1.5697096586534572e-9,0.0,0.0,2.8218190230543044e-12,3.512276786322126e-13,-4781.957452898132,-128.2413093043253,-3604.7078001444706,10655.922164548008,1.79023167561536e-9,-1.781880144881848e-9,0.0,0.0,2.8718361347413173e-12,3.4805869918671923e-13,-7421.434333877864,-224.30156474191733,-2764.033896223852,111426.81983178662,4667.149749647781,-1.5023011504580108e-9,0.0,0.0,2.8424084590829934e-12,3.4937407110695617e-13,-51102.39548981428,-378.8527316594511,-62850.419919921726,6382.016182643795,756.6155437144525,-1.0973306507495867e-9,0.0,0.0,3.0811190032881588e-12,3.4946261145646763e-13,-3069.7005140371934,-18.46548414643504,-1347.5407303199909,68587.72184376307,1915.5149122337807,-1.692851664732834e-9,0.0,0.0,2.8400251135053633e-12,3.496698520431904e-13,-1887.3312321583976,-67.96825710203497,-54799.989699679616,8288.811413663994,4.543907753990447e-9,-1.1496394356233408e-9,0.0,0.0,2.838869669050122e-12,3.5029111358363856e-13,15382.764740332625,-142.15155727114401,-22871.3921687089,18804.852464921547,1.7083797689875893e-9,-1.8048073560131196e-9,0.0,0.0,2.817460790040902e-12,3.514093303070293e-13,-6831.536934239082,-77.90898770136727,-11564.383937005829,24737.535300022522,1.6922125640707158e-9,-1.811120765029977e-9,0.0,0.0,2.829310647509627e-12,3.508557726082051e-13,-9961.798619195684,-170.73864432023834,-14145.915932379916
t191,1973.6926407236251,1.026528716194508e-9,-1.3019004164634006e-8,0.0,0.0,2.8329454010664415e-12,3.5080834651424015e-13,10233.695634337178,-141.559043944903,-11131.467399498782,34024.641820673685,2.0815056050728684e-9,-3.107862697819232e-8,0.0,0.0,2.839234211962333e-12,3.498557698645821e-13,58400.942627870565,-555.9910388117559,-89937.05088864666,13445.388521728404,1.9633295231966887e-9,-1.5546850271582418e-9,0.0,0.0,2.8221270885671124e-12,3.512344267831357e-13,-7152.188953100577,-102.59198956072746,-3526.3686629326426,10595.899012090733,1.7003340711052822e-9,-1.8406335307409242e-9,0.0,0.0,2.8714557791776894e-12,3.4813742779321586e-13,-7421.4343338440185,-224.30156474160697,-2703.964663803475,105382.95565689415,2424.0267758212512,-5.307740427305715e-9,0.0,0.0,2.8399255082984954e-12,3.493410130360782e-13,-43291.91191544135,-331.47568365319586,-62468.18775648787,7827.051039989612,1.223024833242589e-9,-7.1626021919691184e-9,0.0,0.0,3.0829501079441965e-12,3.4938784659476127e-13,-3842.02251415705,-23.111311836767346,-1254.346388443276,72778.33014471889,1.874322783941582e-9,-2.1054084574038528e-8,0.0,0.0,2.8363106355814733e-12,3.4967306534003443e-13,-7743.733705564,-169.6140758970224,-51010.086463359876,10507.24260145695,9.858773419609475e-10,-1.8589571969290585e-8,0.0,0.0,2.8357215009037566e-12,3.50340832012421e-13,12271.894577310419,-129.1899003097045,-22004.8765073672,15827.242171772388,1.6734361223238114e-9,-1.7474472689283253e-9,0.0,0.0,2.8174031304250684e-12,3.514325921448061e-13,-4463.0465136392395,-52.26928832919481,-11006.543463200764,20991.981322078944,1.5793682537761458e-9,-1.8522491115691398e-9,0.0,0.0,2.829124191587119e-12,3.50877779248387e-13,-6992.194903771937,-99.32496536833739,-13512.793027763833
t192,1699.9072761245352,1.175543545047279e-7,-7.616114379124199e-10,0.0,0.0,2.8361476524172722e-12,3.508978573720198e-13,12076.047703648872,-191.95463453519284,-12608.159924162379,34007.93352665892,9422.00000034309,-1.6069402425188064e-9,0.0,0.0,2.8443527815203466e-12,3.4987381327969147e-13,61968.477452171406,-630.0024162660688,-102761.8546644396,18282.604980036518,1.1851924483794232e-9,-3.3914361577047987e-9,0.0,0.0,2.8211813947237573e-12,3.512567779899527e-13,-11408.114090967667,-76.33429756840944,-4160.1753673421335,11082.726094562771,1.7457210917107583e-9,-1.7835740474161902e-9,0.0,0.0,2.870720524788769e-12,3.4826984093320626e-13,-7421.434333858766,-224.30156474196144,-3189.95779050616,107360.41946432114,4725.918918317892,-9.482122992903312e-10,0.0,0.0,2.8439639669183757e-12,3.494044977030318e-13,-41967.468905508926,-345.9002013642989,-68043.62036603752,10406.348802387718,534.5879391965611,-7.561832027634099e-10,0.0,0.0,3.0826333742731753e-12,3.493517385335012e-13,-6648.6851669722,-39.99451737516142,-1527.803026152797,84914.01438946277,1774.8742992479438,-1.0823093154975563e-9,0.0,0.0,2.8400367823099084e-12,3.497012933530295e-13,-10386.008457094267,-249.0758477054435,-62130.65639688039,11487.952276594275,9.483582879712372e-8,-9.456055075272321e-10,0.0,0.0,2.8384405178151303e-12,3.5055753713694437e-13,13954.364713970992,-137.53466019940447,-24651.36679951422,13052.111654918232,1.6970570351853716e-9,-1.666002086674437e-9,0.0,0.0,2.817384020333312e-12,3.514639450652006e-13,-1050.4467305123337,-15.15356601128183,-11718.244174109574,25454.94214265095,1.7584839591790656e-9,-1.6714838930571488e-9,0.0,0.0,2.829614645094804e-12,3.5091249583557697e-13,-9116.732184877099,-181.99541630208307,-15685.875665364172
t193,4172.301651345786,3.6088170922120563e-9,-3.026826290952553e-9,0.0,0.0,2.6746497887811057e-12,3.3119103414220224e-13,12275.0709578077,-96.68247229911442,-14496.329042487032,36496.699999998425,9421.999999939693,-6.421342227477036e-9,0.0,0.0,2.678566824396531e-12,3.3007588833731983e-13,63130.81049137263,-618.9770805583064,-106462.51570170616,22958.158487331963,5.968154113846856e-9,-3.0000647845276697e-9,0.0,0.0,2.6602780930911704e-12,3.313442369779035e-13,-8872.167302287258,-83.9793457649352,-4528.801066801323,10869.652295537071,1.0481298606509493e-8,-1.6050429463284782e-9,0.0,0.0,2.7025034587944254e-12,3.2862485407145673e-13,-6955.026366660422,-219.31158565229705,-3472.614245568506,93836.5045470157,4655.000000008997,-3.432530108389202e-9,0.0,0.0,2.6815854948307144e-12,3.2803216170657057e-13,-10193.159551928453,-638.1931615521522,-82567.44161480523,6338.748449665931,249.84011446683238,-2.0456858617042683e-9,0.0,0.0,3.043411603685655e-12,3.281194000498322e-13,3965.1602226316363,-23.852034716242404,-1597.6672389324538,175041.67521444126,9.235786960312464e-9,-4.590651130184677e-9,0.0,0.0,2.6771149423824204e-12,3.2832151114199877e-13,-43415.69898184307,-583.5059021865858,-64971.80104991978,24539.071728238767,3.4543074052009794e-9,-3.1353328172249322e-9,0.0,0.0,2.6751498147949006e-12,3.307301833859159e-13,2768.1362350245663,-158.69629329671756,-25288.87389017402,19279.343989733403,3.7876381701607864e-9,-3.778523976997331e-9,0.0,0.0,2.65799522345364e-12,3.31189623147358e-13,-2743.7712725450915,-33.66052957624824,-15511.25410745021,31394.347128643374,3.6850276169746256e-9,-3.980062506116692e-9,0.0,0.0,2.6617842342901907e-12,3.312032333111203e-13,-9959.354431572241,-170.75214973577002,-20005.276832853408
