Resource,Zone,THERM,MUST_RUN,STOR,FLEX,HYDRO,VRE,LDS,Num_VRE_Bins,New_Build,Existing_Cap_MW,Existing_Cap_MWh,Existing_Charge_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Max_Charge_Cap_MW,Min_Cap_MW,Min_Cap_MWh,Inv_Cost_per_MWyr,Min_Charge_Cap_MW,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWyr,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Fixed_OM_Cost_Charge_per_MWyr,VRE_Trans_Cost_per_MWyr,Heat_Rate_MMBTU_per_MWh,Var_OM_Cost_per_MWh_In,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Hydro_Energy_to_Power_Ratio,Min_Power,Self_Disch,Eff_Up,Eff_Down,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Resource_Type,Reg_Cost,Rsv_Cost,CapRes_1,CapRes_2,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,CapRes_11,CapRes_12,CapRes_13,CapRes_14,CapRes_15,ESR_1,ESR_2,region,cluster,CCS_Rate
PJM_Dom_small_hydroelectric_1,8,0,1,0,0,0,0,0,0,-1,9.12,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.608,0,0,0,0,1,1,1,0.0458,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_Dom,1,0
PJM_Dom_solar_photovoltaic_1,8,0,0,0,0,0,1,0,1,0,3494.106,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.138,0,None,22.689,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,1,PJM_Dom,1,0
PJM_EMAC_conventional_hydroelectric_1,11,0,0,0,0,1,0,0,0,-1,574.395,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.775,0,None,38.293,0,0,0,0,0.083,0.083,0,0.0953,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,PJM_EMAC,1,0
PJM_EMAC_conventional_steam_coal_1,11,1,0,0,0,0,0,0,0,0,219,0,0,0,-1,-1,0,0,0,0,0,74663,0,0,1.857,0,0,12.944,0,middle_atlantic_reference_coal,219,122.396,16.5,24,24,0.57,0.57,1,0.228,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,PJM_EMAC,1,0
PJM_EMAC_hydroelectric_pumped_storage_1,11,0,0,1,0,0,0,1,0,-1,1490.005,23095.078,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,135.455,0,0,0,0,1,1,1,0.409,0,0.866,0.866,0,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,PJM_EMAC,1,0
PJM_EMAC_natural_gas_fired_combined_cycle_1,11,1,0,0,0,0,0,0,0,0,4459.098,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,7.092,0,middle_atlantic_reference_naturalgas,637.014,90.959,2,6,6,0.64,0.64,1,0.442,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,1,0
PJM_EMAC_natural_gas_fired_combined_cycle_2,11,1,0,0,0,0,0,0,0,0,465.2,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,7.458,0,middle_atlantic_reference_naturalgas,93.04,90.959,2,6,6,0.64,0.64,1,0.516,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,2,0
PJM_EMAC_natural_gas_fired_combined_cycle_3,11,1,0,0,0,0,0,0,0,0,823.1,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,7.3,0,middle_atlantic_reference_naturalgas,823.1,90.959,2,6,6,0.64,0.64,1,0.51,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,3,0
PJM_EMAC_natural_gas_fired_combined_cycle_4,11,1,0,0,0,0,0,0,0,0,7131.8,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,7.272,0,middle_atlantic_reference_naturalgas,548.6,90.959,2,6,6,0.64,0.64,1,0.387,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,4,0
PJM_EMAC_natural_gas_fired_combustion_turbine_1,11,1,0,0,0,0,0,0,0,0,3144.687,0,0,0,-1,-1,0,0,0,0,0,10058,0,0,5.06,0,0,11.411,0,middle_atlantic_reference_naturalgas,80.633,117.941,3.5,1,1,0.64,0.64,1,0.536,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,1,0
PJM_EMAC_natural_gas_fired_combustion_turbine_2,11,1,0,0,0,0,0,0,0,0,427.703,0,0,0,-1,-1,0,0,0,0,0,13004.786,0,0,5.06,0,0,8.236,0,middle_atlantic_reference_naturalgas,25.159,117.941,3.5,1,1,0.64,0.64,1,0.609,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,PJM_EMAC,2,0
PJM_EMAC_nuclear_1,11,1,0,0,0,0,0,0,0,0,7328.7,0,0,0,-1,-1,0,0,0,0,0,190920,0,0,0,0,0,10.447,0,middle_atlantic_reference_uranium,1221.45,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,1,PJM_EMAC,1,0
PJM_EMAC_nuclear_2,11,1,0,0,0,0,0,0,0,0,1172,0,0,0,-1,-1,0,0,0,0,0,271818,0,0,0,0,0,10.446,0,middle_atlantic_reference_uranium,1172,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,1,PJM_EMAC,2,0
PJM_EMAC_onshore_wind_turbine_1,11,0,0,0,0,0,1,0,1,0,13,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.772,0,None,3.25,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,1,PJM_EMAC,1,0
PJM_EMAC_small_hydroelectric_1,11,0,1,0,0,0,0,0,0,-1,1.749,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.583,0,0,0,0,1,1,1,0.091,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_EMAC,1,0
PJM_EMAC_solar_photovoltaic_1,11,0,0,0,0,0,1,0,1,0,1340.928,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.929,0,None,3.492,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,1,1,PJM_EMAC,1,0
PJM_PENE_conventional_hydroelectric_1,9,0,0,0,0,1,0,0,0,-1,33.201,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,11.067,0,0,0,0,0.083,0.083,0,0.1401,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,1,PJM_PENE,1,0
PJM_PENE_conventional_steam_coal_1,9,1,0,0,0,0,0,0,0,0,1432.4,0,0,0,-1,-1,0,0,0,0,0,63771.679,0,0,1.857,0,0,12.34,0,middle_atlantic_reference_coal,286.48,122.396,16.5,24,24,0.57,0.57,1,0.448,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,PJM_PENE,1,0
PJM_PENE_hydroelectric_pumped_storage_1,9,0,0,1,0,0,0,1,0,-1,482.001,7471.015,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,160.667,0,0,0,0,1,1,1,0.386,0,0.866,0.866,0,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,PJM_PENE,1,0
PJM_PENE_natural_gas_fired_combined_cycle_1,9,1,0,0,0,0,0,0,0,0,1032,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,6.708,0,middle_atlantic_reference_naturalgas,1032,90.959,2,6,6,0.64,0.64,1,0.397,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,1,0
PJM_PENE_natural_gas_fired_combined_cycle_2,9,1,0,0,0,0,0,0,0,0,1106.4,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,6.41,0,middle_atlantic_reference_naturalgas,368.8,90.959,2,6,6,0.64,0.64,1,0.3,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,2,0
PJM_PENE_natural_gas_fired_combined_cycle_3,9,1,0,0,0,0,0,0,0,0,425,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.719,0,middle_atlantic_reference_naturalgas,425,90.959,2,6,6,0.64,0.64,1,0.565,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,3,0
PJM_PENE_natural_gas_fired_combined_cycle_4,9,1,0,0,0,0,0,0,0,0,425,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.704,0,middle_atlantic_reference_naturalgas,425,90.959,2,6,6,0.64,0.64,1,0.565,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,4,0
PJM_PENE_natural_gas_fired_combustion_turbine_1,9,1,0,0,0,0,0,0,0,0,65.5,0,0,0,-1,-1,0,0,0,0,0,11435.13,0,0,5.06,0,0,6.223,0,middle_atlantic_reference_naturalgas,32.75,117.941,3.5,1,1,0.64,0.64,1,0.312,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,1,0
PJM_PENE_natural_gas_fired_combustion_turbine_2,9,1,0,0,0,0,0,0,0,0,267.5,0,0,0,-1,-1,0,0,0,0,0,11379,0,0,5.06,0,0,15.298,0,middle_atlantic_reference_naturalgas,53.5,117.941,3.5,1,1,0.64,0.64,1,0.441,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,PJM_PENE,2,0
PJM_PENE_onshore_wind_turbine_1,9,0,0,0,0,0,1,0,1,0,976.905,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.773,0,None,65.127,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,1,PJM_PENE,1,0
PJM_PENE_small_hydroelectric_1,9,0,1,0,0,0,0,0,0,-1,48.678,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,2.562,0,0,0,0,1,1,1,0.1401,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_PENE,1,0
PJM_PENE_solar_photovoltaic_1,9,0,0,0,0,0,1,0,1,0,43.299,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.21,0,None,14.433,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,1,PJM_PENE,1,0
PJM_SMAC_conventional_steam_coal_1,3,1,0,0,0,0,0,0,0,0,1273,0,0,0,-1,-1,0,0,0,0,0,59151.916,0,0,1.857,0,0,13.128,0,middle_atlantic_reference_coal,636.5,122.396,16.5,24,24,0.57,0.57,1,0.346,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,1,0
PJM_SMAC_natural_gas_fired_combined_cycle_1,3,1,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,10.772,0,middle_atlantic_reference_naturalgas,20,90.959,2,6,6,0.64,0.64,1,0.075,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,1,0
PJM_SMAC_natural_gas_fired_combined_cycle_2,3,1,0,0,0,0,0,0,0,0,1542.1,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.991,0,middle_atlantic_reference_naturalgas,771.05,90.959,2,6,6,0.64,0.64,1,0.292,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,2,0
PJM_SMAC_natural_gas_fired_combined_cycle_3,3,1,0,0,0,0,0,0,0,0,4.5,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,7.329,0,middle_atlantic_reference_naturalgas,4.5,90.959,2,6,6,0.64,0.64,1,0.111,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,3,0
PJM_SMAC_natural_gas_fired_combined_cycle_4,3,1,0,0,0,0,0,0,0,0,288.8,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,8.539,0,middle_atlantic_reference_naturalgas,288.8,90.959,2,6,6,0.64,0.64,1,0.457,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,4,0
PJM_SMAC_natural_gas_fired_combustion_turbine_1,3,1,0,0,0,0,0,0,0,0,153.105,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,10.948,0,middle_atlantic_reference_naturalgas,10.207,117.941,3.5,1,1,0.64,0.64,1,0.375,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,1,0
PJM_SMAC_natural_gas_fired_combustion_turbine_2,3,1,0,0,0,0,0,0,0,0,120,0,0,0,-1,-1,0,0,0,0,0,11379,0,0,5.06,0,0,11.155,0,middle_atlantic_reference_naturalgas,120,117.941,3.5,1,1,0.64,0.64,1,0.5,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_SMAC,2,0
PJM_SMAC_nuclear_1,3,1,0,0,0,0,0,0,0,0,1768,0,0,0,-1,-1,0,0,0,0,0,190920,0,0,0,0,0,10.446,0,middle_atlantic_reference_uranium,884,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_SMAC,1,0
PJM_SMAC_solar_photovoltaic_1,3,0,0,0,0,0,1,0,1,0,110.109,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.095,0,None,2.159,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_SMAC,1,0
PJM_WMAC_conventional_hydroelectric_1,2,0,0,0,0,1,0,0,0,-1,710.49,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,23.683,0,0,0,0,0.083,0.083,0,0.0854,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_WMAC,1,0
PJM_WMAC_conventional_steam_coal_1,2,1,0,0,0,0,0,0,0,0,1219.104,0,0,0,-1,-1,0,0,0,0,0,66337.172,0,0,1.857,0,0,12.304,0,middle_atlantic_reference_coal,152.388,122.396,16.5,24,24,0.57,0.57,1,0.512,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,1,0
PJM_WMAC_natural_gas_fired_combined_cycle_1,2,1,0,0,0,0,0,0,0,0,4790.704,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,7.019,0,middle_atlantic_reference_naturalgas,598.838,90.959,2,6,6,0.64,0.64,1,0.579,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,1,0
PJM_WMAC_natural_gas_fired_combined_cycle_2,2,1,0,0,0,0,0,0,0,0,5.5,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,14.123,0,middle_atlantic_reference_naturalgas,5.5,90.959,2,6,6,0.64,0.64,1,0.455,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,2,0
PJM_WMAC_natural_gas_fired_combined_cycle_3,2,1,0,0,0,0,0,0,0,0,3706.002,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.998,0,middle_atlantic_reference_naturalgas,617.667,90.959,2,6,6,0.64,0.64,1,0.51,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,3,0
PJM_WMAC_natural_gas_fired_combined_cycle_4,2,1,0,0,0,0,0,0,0,0,583.8,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.728,0,middle_atlantic_reference_naturalgas,291.9,90.959,2,6,6,0.64,0.64,1,0.352,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,4,0
PJM_WMAC_natural_gas_fired_combustion_turbine_1,2,1,0,0,0,0,0,0,0,0,92.001,0,0,0,-1,-1,0,0,0,0,0,11379,0,0,5.06,0,0,12.828,0,middle_atlantic_reference_naturalgas,30.667,117.941,3.5,1,1,0.64,0.64,1,0.391,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,1,0
PJM_WMAC_natural_gas_fired_combustion_turbine_2,2,1,0,0,0,0,0,0,0,0,98.601,0,0,0,-1,-1,0,0,0,0,0,13830,0,0,5.06,0,0,10.178,0,middle_atlantic_reference_naturalgas,32.867,117.941,3.5,1,1,0.64,0.64,1,0.297,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_WMAC,2,0
PJM_WMAC_nuclear_1,2,1,0,0,0,0,0,0,0,0,2494,0,0,0,-1,-1,0,0,0,0,0,190920,0,0,0,0,0,10.446,0,middle_atlantic_reference_uranium,1247,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_WMAC,1,0
PJM_WMAC_onshore_wind_turbine_1,2,0,0,0,0,0,1,0,1,0,301,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.889,0,None,60.2,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_WMAC,1,0
PJM_WMAC_small_hydroelectric_1,2,0,1,0,0,0,0,0,0,-1,12.399,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,12.399,0,0,0,0,1,1,1,0.053,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_WMAC,1,0
PJM_WMAC_solar_photovoltaic_1,2,0,0,0,0,0,1,0,1,0,48.906,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.002,0,None,2.574,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_WMAC,1,0
PJM_West_conventional_hydroelectric_1,4,0,0,0,0,1,0,0,0,-1,790.3,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.786,0,None,31.612,0,0,0,0,0.083,0.083,0,0.1639,0,1,1,0,0,0,0,Conventional Hydroelectric,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_West,1,0
PJM_West_conventional_steam_coal_1,4,1,0,0,0,0,0,0,0,0,4489,0,0,0,-1,-1,0,0,0,0,0,60742.412,0,0,1.857,0,0,10.724,0,east_north_central_reference_coal,561.125,122.396,16.5,24,24,0.57,0.57,1,0.534,0,1,1,0,0,0.095,0.19,Conventional Steam Coal,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,1,0
PJM_West_hydroelectric_pumped_storage_1,4,0,0,1,0,0,0,1,0,-1,237.999,3688.984,0,0,-1,-1,0,0,0,0,0,40113,0,0,0,0,0,0,0,None,79.333,0,0,0,0,1,1,1,0.987,0,0.866,0.866,0,200,0,0,Hydroelectric Pumped Storage,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,1,0
PJM_West_natural_gas_fired_combined_cycle_1,4,1,0,0,0,0,0,0,0,0,2714.001,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,7.19,0,east_north_central_reference_naturalgas,904.667,90.959,2,6,6,0.64,0.64,1,0.468,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,1,0
PJM_West_natural_gas_fired_combined_cycle_2,4,1,0,0,0,0,0,0,0,0,3505,0,0,0,-1,-1,0,0,0,0,0,12182,0,0,3.515,0,0,6.41,0,east_north_central_reference_naturalgas,438.125,90.959,2,6,6,0.64,0.64,1,0.3,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,2,0
PJM_West_natural_gas_fired_combined_cycle_3,4,1,0,0,0,0,0,0,0,0,1023.8,0,0,0,-1,-1,0,0,0,0,0,16291,0,0,4.495,0,0,6.605,0,east_north_central_reference_naturalgas,204.76,90.959,2,6,6,0.64,0.64,1,0.265,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,3,0
PJM_West_natural_gas_fired_combined_cycle_4,4,1,0,0,0,0,0,0,0,0,3026,0,0,0,-1,-1,0,0,0,0,0,9668,0,0,3.567,0,0,6.983,0,east_north_central_reference_naturalgas,756.5,90.959,2,6,6,0.64,0.64,1,0.456,0,1,1,0,0,0.106666667,0.213333333,Natural Gas Fired Combined Cycle,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,4,0
PJM_West_natural_gas_fired_combustion_turbine_1,4,1,0,0,0,0,0,0,0,0,7663.692,0,0,0,-1,-1,0,0,0,0,0,9722.24,0,0,5.06,0,0,12.278,0,east_north_central_reference_naturalgas,111.068,117.941,3.5,1,1,0.64,0.64,1,0.534,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,1,0
PJM_West_natural_gas_fired_combustion_turbine_2,4,1,0,0,0,0,0,0,0,0,378.504,0,0,0,-1,-1,0,0,0,0,0,12301.768,0,0,5.06,0,0,9.942,0,east_north_central_reference_naturalgas,27.036,117.941,3.5,1,1,0.64,0.64,1,0.435,0,1,1,0,0,0.63,1.26,Natural Gas Fired Combustion Turbine,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,PJM_West,2,0
PJM_West_nuclear_1,4,1,0,0,0,0,0,0,0,0,1872,0,0,0,-1,-1,0,0,0,0,0,190920,0,0,0,0,0,10.446,0,east_north_central_reference_uranium,936,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_West,1,0
PJM_West_nuclear_2,4,1,0,0,0,0,0,0,0,0,2278,0,0,0,-1,-1,0,0,0,0,0,190920,0,0,0,0,0,10.446,0,east_north_central_reference_uranium,1139,1000,0,36,36,0.25,0.25,1,0.5,0,1,1,0,0,0.041666667,0.083333333,Nuclear,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,1,PJM_West,2,0
PJM_West_onshore_wind_turbine_1,4,0,0,0,0,0,1,0,1,0,2990.02,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,8.906,0,None,67.955,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Onshore Wind Turbine,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_West,1,0
PJM_West_small_hydroelectric_1,4,0,1,0,0,0,0,0,0,-1,95.348,0,0,0,-1,-1,0,0,0,0,0,46475,0,0,0,0,0,8.773,0,None,0.788,0,0,0,0,1,1,1,0.1639,0,1,1,0,0,0,0,Small Hydroelectric,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_West,1,0
PJM_West_solar_photovoltaic_1,4,0,0,0,0,0,1,0,1,0,1402.486,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,9.193,0,None,26.462,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,Solar Photovoltaic,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,1,1,PJM_West,1,0
