t,SE_Electrolyzer,MIDAT_Electrolyzer,NE_Electrolyzer,SE_Large_SMR_wCCS_96pct,MIDAT_Large_SMR_wCCS_96pct,NE_Large_SMR_wCCS_96pct,SE_ATR_wCCS_94pct,MIDAT_ATR_wCCS_94pct,NE_ATR_wCCS_94pct,SE_Above_ground_storage,MIDAT_Above_ground_storage,NE_Above_ground_storage
1871,14954.030690648917,10623.874915061553,2229.233833723214,2.1608851040545882e-11,2.2181698456405365e-11,1.7002218416451353e-11,2.129931456905651e-11,2.169581428546902e-11,1.6423161417627603e-11,2.2451769719042197e-10,9.288434272413085e-11,2.5380743990800195e-10
1872,20335.868351275083,10587.452833467067,321.8138207430992,2.1644006998574964e-11,2.218797891124383e-11,1.680416680442115e-11,2.1318331706234267e-11,2.168878379257093e-11,1.6328770291306992e-11,2.2585228354428966e-10,2.4064488059320093e-10,1490.1861792571588
1873,20547.865270508148,10623.874915061571,321.81382074306435,2.163818303596968e-11,2.216460007168101e-11,1.6436129914295085e-11,2.1340403331490402e-11,2.1687718008092886e-11,1.6224796732789737e-11,8.377928625828679e-11,8.632321533652615e-11,1490.1861792571312
1874,20547.865270508202,10623.874915061539,321.81382074306003,2.1642197831670882e-11,2.216336718112232e-11,1.5881491268472792e-11,2.1366851707871943e-11,2.1694873668004467e-11,1.6109190176738638e-11,8.346605719835927e-11,8.672182481956094e-11,1490.1861792572242
1875,20547.865270508184,10623.874915061591,321.81382074306003,2.1668146777348587e-11,2.2192409762906257e-11,1.559839811068715e-11,2.1396705997151355e-11,2.1708676495803183e-11,1.6048503328233666e-11,8.317259710268434e-11,8.664855460828178e-11,1490.1861792572267
1876,19156.21961008493,10577.160356092023,321.81382074306003,2.172662529105415e-11,2.2257505728728413e-11,1.5514761878963494e-11,2.1430817280981577e-11,2.172985615920975e-11,1.602998562228676e-11,2.2594601860413322e-10,2.3984932613292595e-10,1490.1861792572033
1877,16260.916388005131,10570.037425245186,321.81382074306003,2.1779315170606325e-11,2.231507328273938e-11,1.5611962312053527e-11,2.1467444703017574e-11,2.1756331908142637e-11,1.6052860908568967e-11,2.2578931994773725e-10,2.3859954790694875e-10,1490.1861792572067
1878,14714.854716355667,7348.191203946755,321.81382074306003,2.1839111073240296e-11,2.2379180797694615e-11,1.590949140764949e-11,2.1507065601287763e-11,2.178831178699402e-11,1.611719253837118e-11,56.14528364455599,17.808796053469354,1490.1861792572224
1879,20547.86527050797,10623.87491506155,2705.108012954655,2.186611565846392e-11,2.240559831962091e-11,1.6483252379931808e-11,2.1549370488760213e-11,2.1825686130467904e-11,1.6238338974049323e-11,8.809137471455763e-11,9.088280172426095e-11,2.5441033777940347e-10
1880,20547.865270508162,10623.874915061297,2746.219358672467,2.188170590201027e-11,2.242132167372569e-11,1.6833279839010705e-11,2.1582575429014283e-11,2.185662519415453e-11,1.6336700411410324e-11,8.691433260953451e-11,9.031785735360162e-11,2.548326973179389e-10
1881,20547.86527050831,10623.874915061058,2727.404507113464,2.1888950592614505e-11,2.24285373107983e-11,1.7045576835158683e-11,2.1610984147763874e-11,2.188523368713772e-11,1.6427626417820257e-11,8.650944595250866e-11,9.001562528128103e-11,2.546029071342595e-10
1882,20547.86527050823,10623.874915061515,692.7517950880252,2.1890815185206676e-11,2.2430536771064275e-11,1.717172434728293e-11,2.1634369836133275e-11,2.1911241235158095e-11,1.6512357607115334e-11,8.61313608398905e-11,8.998124566665318e-11,1119.2482049122448
1883,20547.865270508155,10623.87491506164,1293.0145149826558,2.189036266409754e-11,2.2429856339753817e-11,1.7216563667839066e-11,2.165225378710648e-11,2.193418611478055e-11,1.658911012671735e-11,8.595759857383934e-11,8.979545848368145e-11,518.9854850176154
1884,20547.86527050825,10623.874915061551,321.8138207430721,2.1886442396518396e-11,2.2425621484241963e-11,1.7212011000251707e-11,2.1665576837140778e-11,2.1954949332000687e-11,1.665876561157848e-11,8.546929144902652e-11,8.947160777478948e-11,1490.1861792571508
1885,20547.865270508293,10623.874915061415,2210.8044699071465,2.188071488603046e-11,2.2418528638294287e-11,1.720413671848513e-11,2.1673616798533536e-11,2.1972864673468e-11,1.6726584770692183e-11,8.55282573251286e-11,8.913670334761043e-11,2.536788437076217e-10
1886,20547.86527050812,10623.874915061751,2724.751754972615,2.1866918748100184e-11,2.240353407194075e-11,1.7197319257191212e-11,2.1676914811118105e-11,2.198854381288249e-11,1.6790348722825182e-11,8.570981235702788e-11,8.909341455608418e-11,2.5465396309441733e-10
1887,20547.865270508297,10623.874915061602,2689.5045935922617,2.183856981376459e-11,2.2375852680048725e-11,1.7192255774605365e-11,2.167543563602839e-11,2.2002224103307494e-11,1.6851314282206196e-11,8.610665836415918e-11,8.92759155289812e-11,2.544122562674185e-10
1888,20547.865270508246,10623.87491506158,321.81382074307203,2.1787137582273327e-11,2.2330057961433483e-11,1.71893580596946e-11,2.166873573110019e-11,2.2013266346968632e-11,1.6909244048600208e-11,8.642188907730375e-11,8.976987936918966e-11,1490.1861792571497
1889,20547.865270508188,10623.874915061473,321.81382074307203,2.1696954944483676e-11,2.225524165611177e-11,1.718786829402336e-11,2.1654194769304496e-11,2.201986845284562e-11,1.6967328530941796e-11,8.104174291421712e-11,8.411230847280144e-11,1490.1861792571474
1890,20547.86527050819,10623.874915061617,321.813820743072,2.164566929348783e-11,2.2240688902987152e-11,1.7188277210681395e-11,2.1646161746500648e-11,2.2035865302227998e-11,1.7025075205091803e-11,8.068370204203029e-11,8.412558313606665e-11,1490.1861792571317
1891,20547.865270508188,10623.8749150616,2896.3243866874914,2.1620720712123186e-11,2.2282172824912567e-11,1.718893283435848e-11,2.164162523790402e-11,2.20588543277613e-11,1.7083568933796072e-11,8.074141091487266e-11,8.36259574100808e-11,8.244896444763288e-11
1892,20547.865270508195,10623.874915061586,2896.3243866875164,2.1614249207956347e-11,2.2390926060928018e-11,1.7246527482891476e-11,2.1640732774687148e-11,2.20926611143819e-11,1.7145280738061013e-11,8.113607250219825e-11,9.125297044180778e-11,8.620635415597411e-11
1893,20547.86527050828,10623.874915061595,2896.324386687522,2.1620744410262447e-11,2.245608794666689e-11,1.7280038474175173e-11,2.1642893107205747e-11,2.211804249817068e-11,1.719821042322289e-11,8.0959016730882e-11,9.099956511972966e-11,8.568106554819963e-11
1894,20547.865270508137,10623.874915061751,2896.3243866875628,2.163632247042653e-11,2.2489199395717942e-11,1.729655911135714e-11,2.1648967065425714e-11,2.213975592877529e-11,1.7245533977006986e-11,8.11105960304708e-11,9.081155345408052e-11,8.552506437492986e-11
1895,20547.865270508188,10623.874915061544,2896.3243866875277,2.167029478112422e-11,2.2507899201280447e-11,1.730665372253245e-11,2.165937644308587e-11,2.2157028139100722e-11,1.7287196881544153e-11,8.268837596643414e-11,9.068286627686927e-11,8.536030105949046e-11
1896,20547.865270508195,10623.874915061582,2896.3243866875177,2.1689897588176937e-11,2.251549381523218e-11,1.7310843776718357e-11,2.1669472048924984e-11,2.21712574388974e-11,1.7324155763514546e-11,8.264527643440114e-11,9.064259511473004e-11,8.50467385677167e-11
1897,20547.865270508206,10623.87491506129,2896.3243866875255,2.1699130326488868e-11,2.251757812179245e-11,1.7312014371024408e-11,2.1680192139432444e-11,2.2182194983187346e-11,1.735625808608448e-11,8.258752637090241e-11,9.056864617933838e-11,8.474470400575789e-11
1898,20547.865270508206,10623.874915061582,2896.3243866875137,2.169889327020714e-11,2.2516051681935922e-11,1.731056178001049e-11,2.1691471936864052e-11,2.2189689967579976e-11,1.7383436419474047e-11,8.251921173351769e-11,9.046672469042578e-11,8.442680942108394e-11
1899,20547.8652705082,10623.87491506155,2896.3243866875505,2.1688679297278532e-11,2.250891256530533e-11,1.7305120016514868e-11,2.1703871877406285e-11,2.219428478231822e-11,1.7405953461006627e-11,8.244158410491934e-11,9.043709430725189e-11,8.412440690904517e-11
1900,20547.865270508202,10623.874915061566,2896.3243866875237,2.167586819190635e-11,2.2502371570242868e-11,1.7299809301673542e-11,2.1717175411632878e-11,2.2195483159250096e-11,1.7423729597895362e-11,8.2394571612879e-11,9.039754188347187e-11,8.383302182110959e-11
1901,20547.865270508188,10623.874915061517,2896.324386687536,2.1659790785158297e-11,2.2492881660959302e-11,1.729249544431927e-11,2.1731201095850873e-11,2.219413402724246e-11,1.743747915355968e-11,8.070897912840912e-11,9.04471934524814e-11,8.359437607217193e-11
1902,20547.865270508195,10623.87491506158,2896.3243866874955,2.1676958290376356e-11,2.24777534333552e-11,1.7281395192449006e-11,2.1751668152606444e-11,2.2189091405976266e-11,1.7446781228119315e-11,8.076171067829059e-11,8.853734413459356e-11,8.206001333687086e-11
1903,20547.865270508195,10623.874915061566,2896.324386687508,2.1730806663156363e-11,2.2479037940546684e-11,1.7280904514745793e-11,2.177687519994682e-11,2.2183399282303707e-11,1.7453751068394077e-11,8.049019721272441e-11,8.878723348152495e-11,8.167416196427572e-11
1904,20547.8652705082,10623.874915061564,2896.324386687544,2.1833803206726253e-11,2.249144035360771e-11,1.728961298049298e-11,2.1813129400118533e-11,2.217943250398858e-11,1.745973284669725e-11,8.712904904856527e-11,9.063179106444666e-11,8.321653576106202e-11
1905,20547.865270508206,10623.874915061588,2896.324386687528,2.1896713101147703e-11,2.25011875205117e-11,1.7296209087847528e-11,2.1838632172277815e-11,2.2169846779904582e-11,1.7461336170398617e-11,8.683458132192719e-11,9.024226281523935e-11,8.347395492005988e-11
1906,20547.86527050821,10623.874915061573,2896.3243866874955,2.1933132369777157e-11,2.2507078185125398e-11,1.7300265025029298e-11,2.1859304664379666e-11,2.215794610429119e-11,1.7460075236446623e-11,8.650331188002243e-11,8.99082709465102e-11,8.337535773621117e-11
1907,20547.8652705082,10623.874915061584,2896.3243866875373,2.19505633517113e-11,2.250902400382119e-11,1.7301448574767095e-11,2.1874693540617776e-11,2.214282183481402e-11,1.7455836704462052e-11,8.651659275039801e-11,9.00299674273339e-11,8.336796115484371e-11
1908,20547.8652705082,10623.874915061584,2896.324386687515,2.195339159672535e-11,2.250529556681477e-11,1.7299255297415097e-11,2.1884362690264576e-11,2.212415781566343e-11,1.744848433103847e-11,8.654115369250897e-11,9.015073069610629e-11,8.33390772547785e-11
1909,20547.86527050815,10623.87491506161,2896.3243866875373,2.1942482786414317e-11,2.249164735976978e-11,1.729208931353392e-11,2.188898094242125e-11,2.210229266401204e-11,1.743838565550349e-11,8.6184430284026e-11,8.994150964981858e-11,8.286955460434083e-11
1910,20547.865270508173,10623.874915061573,2896.3243866875364,2.1920293308824303e-11,2.246732276990418e-11,1.728136244437013e-11,2.1887625064158303e-11,2.207656944098241e-11,1.7425243134604996e-11,8.661364559143122e-11,9.04980722554336e-11,8.341054890581127e-11
1911,20547.865270508228,10623.87491506158,2896.3243866875696,2.188134941967337e-11,2.242513228641375e-11,1.726424460877424e-11,2.1880307413488446e-11,2.204693039101257e-11,1.7409197158355314e-11,8.71171870949207e-11,9.135178550062262e-11,8.366522686040252e-11
1912,20547.865270507704,10623.874915061062,2896.324386689043,2.181349372547172e-11,2.234982452415958e-11,1.723555109091188e-11,2.1863468396677983e-11,2.2010557830330373e-11,1.738834904761478e-11,8.095437195276502e-11,8.455019735438786e-11,7.935171196082472e-11
1913,14800.767609226448,9468.093932591511,593.6143552061371,2.1799062829658726e-11,2.2340674006592072e-11,1.7264012966749727e-11,2.185062130695691e-11,2.1982878910256686e-11,1.7373134216814847e-11,2.2299159102839118e-10,2.3680679700198183e-10,1218.3856447941241
1914,13920.968613954708,7320.226814575001,485.98553944150734,2.1806809583589706e-11,2.235378543743755e-11,1.727824127412925e-11,2.1842955381745215e-11,2.1963469958477886e-11,1.7359198630131716e-11,850.0313860455185,45.773185425223275,1326.0144605587639
1915,14802.482026495029,9951.96282419483,632.2265843115289,2.1791097006126907e-11,2.2339140586841397e-11,1.7285389924714264e-11,2.1832668982593625e-11,2.194676069199289e-11,1.73467753909756e-11,2.2306803669743435e-10,2.364592566986819e-10,1179.7734156887298
1916,14804.720574356865,10206.826559368275,699.4014903962142,2.1799694704019403e-11,2.234946612298021e-11,1.728562051475439e-11,2.1825188609588114e-11,2.1938574415345498e-11,1.7336558340949013e-11,2.2249344931196397e-10,2.368084116751341e-10,1112.5985096040422
1917,15885.48391707787,10572.783744184118,2776.889734617658,2.1831345335560942e-11,2.2383949975219136e-11,1.7276800435516255e-11,2.1819298185607927e-11,2.1938449911861483e-11,1.7328243164903412e-11,2.2526312194237512e-10,2.3974034157468234e-10,2.5402615480835894e-10
1918,20547.86527050822,10623.874915061442,2896.3243866875173,2.1893445061901712e-11,2.2451414715061337e-11,1.7292769673541483e-11,2.1818174839872317e-11,2.1949988817404742e-11,1.7326133489817255e-11,8.862953216925356e-11,9.285860208260007e-11,8.498838137719322e-11
1919,20547.865270508257,10623.87491506158,2896.3243866875496,2.192680126374513e-11,2.248777524162954e-11,1.7299787382511025e-11,2.1804775300920712e-11,2.1956505073264046e-11,1.7320884792239322e-11,8.82609218020649e-11,9.28229849101273e-11,8.50758167533172e-11
1920,20547.865270508206,10623.874915061606,2896.3243866875246,2.1947043217662544e-11,2.251067302823737e-11,1.730554299934754e-11,2.1782153888534835e-11,2.1961224945374334e-11,1.7314301897705186e-11,8.827579312168129e-11,9.292009232753147e-11,8.530167881770676e-11
1921,20547.865270508137,10623.874915061562,2896.3243866875105,2.195719314529262e-11,2.252231282873929e-11,1.7308964623796454e-11,2.175126999115411e-11,2.1965800251774348e-11,1.7307418307559496e-11,8.829213663959069e-11,9.307401850859965e-11,8.552811171870913e-11
1922,20547.865270508166,10623.874915061611,2896.324386687519,2.195962373989667e-11,2.2524136858726867e-11,1.730816350926141e-11,2.1711761778896187e-11,2.197052445325546e-11,1.7300384033625825e-11,8.839266851896666e-11,9.331322448438747e-11,8.583080366398386e-11
1923,20547.865270508213,10623.874915061602,2896.324386687514,2.1955992407814182e-11,2.2515621373311156e-11,1.730123848007021e-11,2.1663003114197157e-11,2.1975458324131553e-11,1.729313942572597e-11,8.847085998207408e-11,9.363140090060018e-11,8.59860094145003e-11
1924,20547.865270508195,10623.874915061582,2896.3243866875287,2.194459208920697e-11,2.2489329604096362e-11,1.7282900642647117e-11,2.1604998668006022e-11,2.198157517545811e-11,1.7286206879709686e-11,8.848717107885774e-11,9.406383249475593e-11,8.60841226239591e-11
1925,20547.86527050817,10623.874915061573,2896.324386687649,2.192857329303961e-11,2.2442673689619052e-11,1.7251513392143955e-11,2.1536854465090255e-11,2.1989000321253577e-11,1.7279713494309744e-11,8.879842514055686e-11,9.467192993650826e-11,8.659630433684317e-11
1926,20547.86527050821,10623.874915061493,2896.3243866875137,2.1902838740338077e-11,2.2360204834649813e-11,1.719712335278389e-11,2.1457632668998934e-11,2.19979508466008e-11,1.7273858167559123e-11,8.625144953887642e-11,9.23421349188174e-11,8.482486245580314e-11
1927,20547.865270508173,10623.874915061602,2896.3243866875246,2.1895244808786194e-11,2.2258224311737627e-11,1.7129927624595576e-11,2.1370933983003163e-11,2.2011623037849562e-11,1.727049649617867e-11,8.672980817257351e-11,8.724540419849237e-11,8.246936438311268e-11
1928,20547.865270508348,10623.874915061555,2896.3243866874586,2.1901619956598536e-11,2.2203218288417877e-11,1.709418066869413e-11,2.1274884752828184e-11,2.204409217909011e-11,1.7278005954034746e-11,8.68924355494879e-11,8.798123098321566e-11,8.301713684396647e-11
1929,20547.865270508235,10623.874915061562,2896.3243866875227,2.1918915633303446e-11,2.2177526600242818e-11,1.707781384310317e-11,2.116937034074295e-11,2.209505255215641e-11,1.7296411019298344e-11,8.702102633314537e-11,8.884189829653326e-11,8.3575251013247e-11
1930,20547.865270508166,10623.87491506156,2896.324386687513,2.1951455986582652e-11,2.21822280357209e-11,1.7079290745655195e-11,2.1052780983913008e-11,2.2164553321705147e-11,1.7325701595336685e-11,8.975789450148238e-11,8.963498082585638e-11,8.383479580149217e-11
1931,20547.865270508228,10623.874915061608,2896.324386687535,2.1969439420735905e-11,2.2224828263087793e-11,1.709674049990659e-11,2.092104084449957e-11,2.2256530610955322e-11,1.7367742460078043e-11,9.07376702902281e-11,9.257324323421848e-11,8.498179782685881e-11
1932,20547.865270508326,10623.874915061486,2896.324386687533,2.195797164802583e-11,2.2294138227828365e-11,1.711570250949013e-11,2.0772919984506373e-11,2.2366875342426913e-11,1.7420298649464416e-11,9.198207853111054e-11,9.399217730080233e-11,8.59915640414485e-11
1933,20547.865270508624,10623.874915061564,2896.324386687513,2.1881733774896854e-11,2.2445597191537343e-11,1.7152414303650346e-11,2.060602973435751e-11,2.24984875412385e-11,1.7484935265049528e-11,9.38045130080103e-11,9.629341834318724e-11,8.732367146987066e-11
1934,20547.865270508377,10623.874915061571,2896.3243866875473,2.1669408530692384e-11,2.273642181738948e-11,1.722431440622572e-11,2.041841928920409e-11,2.265359970422373e-11,1.756361902146443e-11,9.633355496143522e-11,9.933822233937402e-11,8.919062881606703e-11
1935,20547.865270508282,10623.874915061551,2481.818141077778,2.1249299965959434e-11,2.3264407102486253e-11,1.73695257651294e-11,2.0206397645336766e-11,2.283248236632765e-11,1.7657377482096366e-11,1.0084559957059313e-10,1.0579622773550389e-10,2.5348565815450776e-10
1936,17911.036187411843,1180.4305461179556,321.8138207430597,2.0507139206927097e-11,2.4295942456463633e-11,1.765409775981922e-11,1.9963130289288404e-11,2.3041514781642924e-11,1.7763080577278735e-11,2.265339009875623e-10,10241.792820810188,1490.186179257221
1937,2283.0961411675785,1180.4305461179556,321.81382074305964,1.93182009822391e-11,2.4959323360431545e-11,1.782748355038218e-11,1.9668035587631073e-11,2.3337272256918113e-11,1.793628350701906e-11,12487.90385883425,10241.792820812536,1490.186179257234
1938,2283.0961411675785,1180.4305461179556,321.8138207430597,1.8813498512691798e-11,2.55196663460046e-11,1.8136530065217034e-11,1.953026581286928e-11,2.3721269705309623e-11,1.820073630578533e-11,12487.903858834457,10241.792820812487,1490.1861792572404
1939,2283.0961411675785,1180.4305461179556,321.8138207430597,1.8794321710650927e-11,2.6155430942941872e-11,1.8582082278806313e-11,1.950319608988744e-11,2.4212587671054017e-11,1.8547781635421886e-11,12487.90385883426,10241.792820811765,1490.1861792572354
1940,2283.0961411675785,1180.4305461179556,321.8138207430597,1.9254820694878517e-11,2.7057587453232418e-11,1.9341477236992875e-11,1.9584302412688337e-11,2.4838040420098716e-11,1.9002455170397356e-11,12487.903858834226,10241.792820812174,1490.1861792572104
1941,2283.096141167585,8542.802737993356,2756.984576161216,2.0366589901730012e-11,2.853779759542992e-11,2.0729162444030643e-11,1.9814034681690186e-11,2.5704421408367438e-11,1.9641191141168474e-11,12487.903858833168,1.3793829231277515e-10,1.5091710226525483e-10
1942,18316.50209589004,10623.874915061597,2896.3243866877697,2.1020886196722235e-11,2.9360109769994134e-11,2.1502665030377158e-11,1.99964893560036e-11,2.639286576640633e-11,2.0182963362792152e-11,2.2522236075046038e-10,7.111986898306095e-11,7.731414954489318e-11
1943,20547.86527050827,10623.874915061395,2896.3243866876765,2.136561690402132e-11,2.9807067370121046e-11,2.1937618115010144e-11,2.0157835665252762e-11,2.696991522390409e-11,2.0669697393520166e-11,1.0263594199697124e-10,6.878243329030953e-11,7.63694103701206e-11
1944,20547.865270508777,10623.874915061717,2896.3243866876064,2.153542073335881e-11,3.002095162497817e-11,2.2179037868453107e-11,2.0305615834991383e-11,2.7462514773660168e-11,2.111694018845882e-11,1.0056151757885151e-10,6.735838616115417e-11,7.576767631816372e-11
1945,20547.865270508315,10623.874915061591,2896.3243866873026,2.1599235098562944e-11,3.010745435123709e-11,2.2371587585582686e-11,2.044071003125106e-11,2.7884880484075563e-11,2.15330943045376e-11,9.91490566521618e-11,6.631416086458931e-11,7.535306640997946e-11
1946,20547.86527050775,10623.874915061875,2896.3243866875296,2.1621139826457402e-11,3.0136553918108615e-11,2.2630550003612868e-11,2.0565990834174898e-11,2.8249737901069108e-11,2.1929246951116163e-11,9.824672538523614e-11,6.571082709752616e-11,7.503306137187107e-11
1947,20547.86527050798,10623.874915061275,2896.3243866874195,2.1636994880713023e-11,3.014922393267111e-11,2.3064710532089193e-11,2.0682739531519677e-11,2.8564814286726158e-11,2.2313102835305296e-11,9.729217482518288e-11,6.513953460529024e-11,7.499007471078994e-11
1948,20547.865270508282,10623.87491506145,321.8138207430604,2.1668509732615448e-11,3.016714072054365e-11,2.385711127713476e-11,2.0792010576463594e-11,2.883596457910587e-11,2.2698688235530795e-11,9.658317010891234e-11,6.868622766318422e-11,1490.186179257074
1949,18834.997794182265,10623.874915061564,321.8138207430604,2.1733080402165123e-11,3.0186121043933253e-11,2.4249089527086564e-11,2.0896205428455573e-11,2.9066783554380273e-11,2.3047461376021458e-11,2.2569869444746055e-10,6.74645346420733e-11,1490.1861792570683
1950,2283.096141167599,5811.0846387124775,321.8138207430604,2.1798826893119986e-11,3.02438087699242e-11,2.448685822857597e-11,2.0992579389897688e-11,2.9265257103574834e-11,2.3376924210912683e-11,12487.903858832618,1554.9153612875834,1490.1861792570771
1951,2283.0961411676003,2771.880947826118,321.8138207430604,2.1860770152158243e-11,3.026645037414913e-11,2.4685008253953293e-11,2.1083943031521386e-11,2.943544107715551e-11,2.3697514921844395e-11,12487.903858832604,4594.119052173772,1490.1861792570628
1952,20547.8652705082,3337.0503829100862,321.8138207430604,2.1935171930514045e-11,3.026241255064747e-11,2.4921647553036363e-11,2.1174831669146215e-11,2.9579521147373675e-11,2.4015538760715078e-11,9.861346538586028e-11,4028.9496170900766,1490.1861792570523
1953,20547.86527050821,9510.622234797296,321.8138207430623,2.1975835237942624e-11,3.022572072812423e-11,2.5288666122175584e-11,2.1246915263050786e-11,2.96972700637826e-11,2.435264329831434e-11,9.751144141416556e-11,1.3793101334276622e-10,1490.1861792570064
1954,20547.865270508202,7442.925598963229,321.8138207430623,2.1995098684186154e-11,3.0226413054827824e-11,2.549040296153914e-11,2.1305874681973788e-11,2.9802907265488284e-11,2.463404237617009e-11,9.682654334158743e-11,1.3782606443345394e-10,1490.186179257013
1955,20547.865270508188,6602.956877786742,321.8138207430623,2.2004350364409203e-11,3.027277664000147e-11,2.558858979449219e-11,2.135154023367335e-11,2.9896315625906625e-11,2.4879652007995003e-11,9.652052137291616e-11,763.0431222133791,1490.1861792570144
1956,20547.865270508202,5414.477749881181,321.8138207430623,2.20056368725459e-11,3.029412760758149e-11,2.5597653564905005e-11,2.138572320535984e-11,2.997108157811153e-11,2.5095709181371134e-11,9.625262449287166e-11,1951.5222501189555,1490.1861792570144
1957,20547.865270508195,5400.030164259459,321.8138207430623,2.19996028780325e-11,3.029748179518897e-11,2.5512449741787326e-11,2.14088250722374e-11,3.003108950375393e-11,2.528597910898924e-11,9.612608165773164e-11,1965.9698357406864,1490.1861792570219
1958,20547.865270508202,7793.93443045927,321.8138207430623,2.1981752936765107e-11,3.027885025708509e-11,2.5316062392481495e-11,2.1421161021495972e-11,3.007527620466796e-11,2.545405215033751e-11,9.600306371602914e-11,1.3819317392665798e-10,1490.186179256998
1959,20547.8652705082,6154.544528040376,321.8138207430623,2.194513373215443e-11,3.031536530394179e-11,2.502382907684813e-11,2.142342477894706e-11,3.0119120925340234e-11,2.5603948887804488e-11,9.623068510444462e-11,1211.4554719597065,1490.186179257016
1960,20547.8652705082,2759.129524745898,321.8138207430611,2.18818701759299e-11,3.033662747764844e-11,2.4634328273280332e-11,2.1415498998463675e-11,3.0151054984014575e-11,2.5730780488682595e-11,9.654277790330326e-11,4606.870475254315,1490.1861792570305
1961,2283.0961411675844,2124.561871943566,321.81382074305935,2.177393980197005e-11,3.034952702354954e-11,2.426752387039799e-11,2.1391722067002478e-11,3.017596890456908e-11,2.5811137339644537e-11,12487.903858832604,5241.438128056042,1490.1861792572329
1962,2283.0961411675844,2036.476926983825,321.8138207430611,2.1713368759289823e-11,3.0356668256559e-11,2.5023974075781597e-11,2.1382473158786464e-11,3.01954132431836e-11,2.620896497640521e-11,12487.903858832866,5329.5230730163985,1490.1861792570155
1963,2283.0961411675844,2418.9245862048756,1393.9805684157795,2.1685805373969686e-11,3.035478332011615e-11,2.5792626486198465e-11,2.1381501899948753e-11,3.021067373629519e-11,2.6576858593530145e-11,12487.903858832644,4947.075413795479,418.01943158430396
1964,2283.0961411675844,3253.9330204253934,2896.3243866875205,2.1679248688876888e-11,3.0335669124868364e-11,2.6251240245681794e-11,2.1391409994875554e-11,3.022625773667962e-11,2.688150025325879e-11,12487.903858832527,4112.066979574763,5.238439307879074e-11
1965,2283.0961411675844,7093.005175461855,2896.324386687557,2.1694915627779852e-11,3.0312074328294606e-11,2.659639559583693e-11,2.1413090589364045e-11,3.02427823130814e-11,2.715921202301447e-11,12487.903858832522,272.9948245382662,5.182020411967543e-11
1966,12859.461959893903,10623.874915061535,2896.3243866875464,2.17307897506757e-11,3.0272062007544886e-11,2.684348231351561e-11,2.1452357326818428e-11,3.026611250752142e-11,2.7415949959643715e-11,1911.53804010631,6.618012441406528e-11,5.348849355762532e-11
1967,20547.86527050819,10623.87491506161,2896.324386687509,2.170243073677445e-11,3.0280388787236056e-11,2.6988002325977635e-11,2.149610881492575e-11,3.029737173881058e-11,2.7635382478911164e-11,8.661602678671822e-11,6.882544854799058e-11,5.4172759683234e-11
1968,20547.865270508202,10623.874915061593,2896.324386687526,2.1684265326633597e-11,3.028344774331495e-11,2.706032966862978e-11,2.1550855289648418e-11,3.032541319307271e-11,2.781866060769529e-11,8.639354140914084e-11,6.847924235738294e-11,5.3903853604765405e-11
1969,20547.86527050817,10623.874915061595,2896.3243866875073,2.1668330798882664e-11,3.027770617464415e-11,2.7084882932725006e-11,2.1619624908470913e-11,3.0357010411689166e-11,2.797377042918532e-11,8.603247126904313e-11,6.821548544097127e-11,5.3459722474526863e-11
1970,20547.865270508188,10623.87491506159,2896.32438668752,2.1658416425373943e-11,3.0276160114897944e-11,2.7094082829816977e-11,2.1704476143620803e-11,3.039331413124301e-11,2.8102995092143063e-11,8.602156667361956e-11,6.819745973053112e-11,5.323579375653299e-11
1971,20547.865270508188,10623.874915061659,2896.324386687539,2.1651959790454563e-11,3.026925654953031e-11,2.7092061727543675e-11,2.18100083757777e-11,3.043904045028616e-11,2.821206381066732e-11,8.567036349370622e-11,6.804731568623743e-11,5.2883542794111035e-11
1972,20547.86527050821,10623.87491506159,2896.324386687525,2.164858994791148e-11,3.025570372275221e-11,2.708152778888272e-11,2.1940257037441465e-11,3.0496169883923345e-11,2.830229115904926e-11,8.553420514176659e-11,6.768049303278682e-11,5.2014408062129764e-11
1973,20547.86527050819,10623.874915061595,2896.3243866875287,2.1649943905650362e-11,3.023156314910224e-11,2.706004754404007e-11,2.2100753748219074e-11,3.056706525831118e-11,2.837483198526866e-11,8.521061819488452e-11,6.723892199388042e-11,5.156788744297376e-11
1974,20547.8652705082,10623.874915061564,2896.324386687556,2.1654889524938904e-11,3.018712832767181e-11,2.7022072345621626e-11,2.229748162783911e-11,3.065482053785652e-11,2.843236684617262e-11,8.889221338534772e-11,6.500288645938112e-11,5.076393953411876e-11
1975,20547.865270508173,10623.874915061602,2896.3243866875346,2.170437765620246e-11,3.0176355533657694e-11,2.7007417420427575e-11,2.254124840443002e-11,3.0770580679302115e-11,2.8481920991327737e-11,8.810158378524811e-11,6.630849209179878e-11,5.0041109914787314e-11
1976,20547.86527050821,10623.874915061653,2896.324386687512,2.1807383960748353e-11,3.0183333151194054e-11,2.7009596851330986e-11,2.2845225614101142e-11,3.091744236611185e-11,2.8527132043554413e-11,9.244976557159102e-11,6.618656972140968e-11,4.944895715875122e-11
1977,20547.86527050822,10623.874915061577,2896.3243866874896,2.184997237085151e-11,3.0209200094605185e-11,2.702834772319457e-11,2.3188475543197664e-11,3.109973722594334e-11,2.857101846567925e-11,9.189498632926017e-11,6.782893199517841e-11,5.088815384739058e-11
