Biorefinery,Zone,Biomass_type,BioH2_Production,BioH2_yield_tonne_per_tonne,BioElectricity_Production,BioElectricity_yield_MWh_per_tonne,BioGasoline_Production,BioGasoline_yield_MMBtu_per_tonne,BioJetfuel_Production,BioJetfuel_yield_MMBtu_per_tonne,BioDiesel_Production,BioDiesel_yield_MMBtu_per_tonne,BioEthanol_Production,BioEthanol_yield_MMBtu_per_tonne,Inv_Cost_per_tonne_per_hr_yr,Fixed_OM_Cost_per_tonne_per_hr_yr,Var_OM_per_tonne,Power_consumption_MWh_per_tonne,H2_consumption_tonne_per_tonne,CO2_emissions_tonne_per_tonne,CO2_capture_tonne_per_tonne,Min_capacity_tonne_per_hr,Max_capacity_tonne_per_hr,Biomass_min_consumption,Biomass_max_consumption,Ref_capacity_tonne_per_hr,Ref_CAPEX_per_yr_s1,Ref_CAPEX_per_yr_s2,Ref_CAPEX_per_yr_s3,Ref_CAPEX_per_yr_s4,Ref_CAPEX_per_yr_s5,Ref_CAPEX_per_yr_s6,Ref_CAPEX_per_yr_s7,Ref_CAPEX_per_yr_s8,Ref_CAPEX_per_yr_s9,Ref_Fixed_OM_per_yr
SE_Bio_FT_Herb_CCS,7,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
MIDAT_Bio_FT_Herb_CCS,8,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NE_Bio_FT_Herb_CCS,9,1,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
CA_Bio_FT_Wood_CCS,1,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NW_Bio_FT_Wood_CCS,2,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
SW_Bio_FT_Wood_CCS,3,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
TX_Bio_FT_Wood_CCS,4,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NCEN_Bio_FT_Wood_CCS,5,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
CEN_Bio_FT_Wood_CCS,6,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
SE_Bio_FT_Wood_CCS,7,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
MIDAT_Bio_FT_Wood_CCS,8,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
NE_Bio_FT_Wood_CCS,9,2,0,0,0,0,1,1.508,1,4.967,1,2.955,0,0,373889.389,199529.4118,39.86032769,0,0,0.399,2.03,0,100000,0.85,0.9,42.5,0,0,0,0,0,0,0,12689631.92,0,8480000
