Time_Index,SE_conventional_hydroelectric_1,SE_hydroelectric_pumped_storage_1,SE_natural_gas_fired_combined_cycle_1,SE_natural_gas_fired_combined_cycle_2,SE_natural_gas_fired_combined_cycle_3,SE_natural_gas_fired_combined_cycle_4,SE_natural_gas_fired_combustion_turbine_1,SE_natural_gas_fired_combustion_turbine_2,SE_nuclear_1,SE_nuclear_2,SE_small_hydroelectric_1,SE_solar_photovoltaic_1,SE_naturalgas_ccccsavgcf_conservative_0,SE_naturalgas_ccavgcf_moderate_0,SE_naturalgas_ctavgcf_moderate_0,SE_battery_moderate_0,SE_nuclear_mid_0,SE_utilitypv_class1_moderate_70_0_2_1,SE_utilitypv_class1_moderate_70_0_2_2,SE_utilitypv_class1_moderate_70_0_2_3,SE_utilitypv_class1_moderate_70_0_2_4,SE_utilitypv_class1_moderate_70_0_2_5,SE_utilitypv_class1_moderate_70_0_2_6,SE_utilitypv_class1_moderate_70_0_2_7,SE_utilitypv_class1_moderate_70_0_2_8,SE_landbasedwind_class4_moderate_70_1,SE_landbasedwind_class4_moderate_70_2,SE_landbasedwind_class4_moderate_70_3,SE_landbasedwind_class4_moderate_70_4,SE_landbasedwind_class4_moderate_70_5,SE_landbasedwind_class4_moderate_70_6,SE_landbasedwind_class4_moderate_70_7,SE_landbasedwind_class4_moderate_70_8
2798,0.136817155,1,1,1,1,1,1,1,1,1,0.136817155,0.528465187,1,1,1,1,1,0.47007827,0.834586486,0.725098117,0.141439364,0.446708693,0.624124547,0.64072695,0.31670465,0.807245188,0.685105989,0.777272598,0.572061356,0.806132519,0.7849418,0.795944053,0.525924601
2799,0.136844448,1,1,1,1,1,1,1,1,1,0.136844448,0.490113383,1,1,1,1,1,0.362347259,0.816645887,0.694440845,0.11587439,0.456521259,0.556995251,0.621065711,0.302054284,0.804583591,0.689808632,0.779639613,0.398951715,0.803598126,0.786646487,0.798305791,0.619979739
2800,0.136841473,1,1,1,1,1,1,1,1,1,0.136841473,0.43028014,1,1,1,1,1,0.261891882,0.729883033,0.599716506,0.106223319,0.480903797,0.46237287,0.543742423,0.29055856,0.800865307,0.699705338,0.777708486,0.3851288,0.802267354,0.790038074,0.796706125,0.676044346
2801,0.13686846,1,1,1,1,1,1,1,1,1,0.13686846,0.312082611,1,1,1,1,1,0.186516745,0.500036853,0.419656214,0.102032632,0.426438975,0.286535268,0.372657773,0.257628975,0.793385168,0.699220881,0.780021706,0.482198574,0.804120289,0.794777693,0.799119954,0.7036865
2802,0.136932367,1,1,1,1,1,1,1,1,1,0.136932367,0.101970473,1,1,1,1,1,0.064460231,0.098424155,0.115353646,0.059001491,0.24199941,0.053909288,0.079080793,0.136151935,0.781369004,0.67068051,0.772593705,0.5670699,0.799472982,0.791427734,0.788332646,0.740146865
2803,0.136925244,1,1,1,1,1,1,1,1,1,0.136925244,0.004936124,1,1,1,1,1,0.001142393,0.00E+00,0,0.004805481,0.024261252,0.00E+00,0.00E+00,0.012037688,0.79087425,0.626425196,0.775714088,0.584314356,0.782954277,0.797127435,0.787593279,0.730051389
2804,0.136923567,1,1,1,1,1,1,1,1,1,0.136923567,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.774583412,0.631040692,0.782928939,0.638516487,0.788181995,0.79757855,0.799911764,0.712725107
2805,0.13695086,1,1,1,1,1,1,1,1,1,0.13695086,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.766871263,0.618252353,0.782487796,0.706368415,0.782199822,0.795319901,0.803741849,0.725012436
2806,0.136977847,1,1,1,1,1,1,1,1,1,0.136977847,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.735009913,0.606992297,0.779043313,0.752093138,0.764748008,0.790899886,0.805501725,0.727347803
2807,0.137003842,1,1,1,1,1,1,1,1,1,0.137003842,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.709338264,0.64826816,0.775179118,0.761961767,0.758180401,0.788901467,0.805893638,0.704383143
2808,0.137030829,1,1,1,1,1,1,1,1,1,0.137030829,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.672942784,0.670281665,0.769129809,0.762337235,0.738364029,0.783742006,0.804124779,0.677117622
2809,0.137029152,1,1,1,1,1,1,1,1,1,0.137029152,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.635593577,0.671134201,0.757119595,0.740067874,0.695697614,0.783744016,0.801736658,0.650441107
2810,0.137055147,1,1,1,1,1,1,1,1,1,0.137055147,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.593747246,0.67247152,0.741099815,0.724953129,0.664339126,0.790821654,0.798151918,0.620456629
2811,0.137049322,1,1,1,1,1,1,1,1,1,0.137049322,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.589980867,0.686653382,0.726267077,0.713913401,0.648954883,0.799998795,0.798680739,0.620081517
2812,0.137076616,1,1,1,1,1,1,1,1,1,0.137076616,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.611223855,0.695804409,0.705806662,0.719814229,0.653413935,0.802383709,0.799800225,0.617671372
2813,0.137073334,1,1,1,1,1,1,1,1,1,0.137073334,0.001561825,1,1,1,1,1,0,0.001364319,0,0.001472744,0,0.005123268,0.001294597,0,0.603190299,0.688283262,0.692342365,0.718847218,0.654772433,0.802345179,0.799490929,0.62303241
2814,0.137100627,1,1,1,1,1,1,1,1,1,0.137100627,0.090355912,1,1,1,1,1,0.06458183,0.187465923,0.053748964,0.160843476,0.067161985,0.066475183,0.046868692,0.093192115,0.58466617,0.679888469,0.665601906,0.729497167,0.679941673,0.800754909,0.797152448,0.614817293
2815,0.13712792,1,1,1,1,1,1,1,1,1,0.13712792,0.379050239,1,1,1,1,1,0.349451857,0.639426182,0.210384769,0.651896808,0.542208964,0.151458486,0.178815129,0.465835807,0.481629313,0.578430385,0.611603128,0.64956069,0.651110122,0.797862798,0.788641409,0.48211249
2816,0.137154907,1,1,1,1,1,1,1,1,1,0.137154907,0.573455035,1,1,1,1,1,0.565363118,0.820810831,0.316376095,0.927264468,0.904053469,0.267268097,0.286552881,0.704787254,0.329348824,0.437840759,0.531258912,0.462118629,0.269549868,0.789608427,0.761566362,0.232640314
2817,0.137151932,1,1,1,1,1,1,1,1,1,0.137151932,0.658123781,1,1,1,1,1,0.698018574,0.865697622,0.373921019,0.986576149,0.982494829,0.37198198,0.39740802,0.789948151,0.330178663,0.428052112,0.491554478,0.493297813,0.285223389,0.775627569,0.722581668,0.255999881
2818,0.137178919,1,1,1,1,1,1,1,1,1,0.137178919,0.724581608,1,1,1,1,1,0.842106229,0.865727022,0.459077438,0.991933857,0.996335538,0.474632377,0.506899603,0.835916201,0.293121653,0.441464865,0.457354319,0.573380183,0.237885283,0.756784543,0.689803144,0.286609896
2819,0.137206212,1,1,1,1,1,1,1,1,1,0.137206212,0.764707117,1,1,1,1,1,0.910743414,0.863295044,0.52984746,0.977002362,0.99444809,0.530480987,0.604111604,0.881227551,0.28250006,0.426794083,0.429713339,0.64961122,0.235847831,0.741607602,0.667388058,0.343562198
2820,0.137199396,1,1,1,1,1,1,1,1,1,0.137199396,0.78154902,1,1,1,1,1,0.940057752,0.839056666,0.598284893,0.916390315,0.988752009,0.559973465,0.673680629,0.905407934,0.29357248,0.423368388,0.426460899,0.716821427,0.235039,0.724261881,0.650230426,0.420895713
2821,0.137197412,1,1,1,1,1,1,1,1,1,0.137197412,0.787929812,1,1,1,1,1,0.964306908,0.800222071,0.658992017,0.867473636,0.985934217,0.572436817,0.678238003,0.923156861,0.328326366,0.438375145,0.426263688,0.757643515,0.265900423,0.713529611,0.663199939,0.497797672
2822,0.137224705,1,1,1,1,1,1,1,1,1,0.137224705,0.781161103,1,1,1,1,1,0.974482528,0.770416644,0.664626423,0.78671927,0.987121905,0.576508885,0.666264099,0.958122974,0.370153257,0.470501296,0.424804061,0.782830609,0.309001318,0.726189833,0.664790298,0.574618476
2823,0.137250395,1,1,1,1,1,1,1,1,1,0.137250395,0.767870029,1,1,1,1,1,0.974397242,0.723433265,0.673417203,0.734193022,0.984631734,0.557537441,0.669581913,0.963956587,0.405551815,0.514427475,0.455970994,0.793629439,0.348014665,0.715477535,0.631982134,0.632319997
2824,0.137277688,1,1,1,1,1,1,1,1,1,0.137277688,0.726600897,1,1,1,1,1,0.941944511,0.579479777,0.653932272,0.749103149,0.959971408,0.509204282,0.602667713,0.931807435,0.434991666,0.547591262,0.464740578,0.797423078,0.384219705,0.720927747,0.611724301,0.669378613
2825,0.13727601,1,1,1,1,1,1,1,1,1,0.13727601,0.599089107,1,1,1,1,1,0.819969843,0.347898038,0.540340639,0.655062867,0.874589663,0.380105108,0.449558213,0.817572573,0.456892573,0.528910049,0.465320272,0.794772676,0.41269465,0.729833657,0.597728379,0.689405606
2826,0.137302997,1,1,1,1,1,1,1,1,1,0.137302997,0.24231027,1,1,1,1,1,0.365710554,0.070460674,0.193429221,0.270712244,0.489490473,0.094833485,0.121066837,0.393286325,0.46200045,0.513266637,0.445016706,0.743213681,0.421702806,0.706769647,0.54167022,0.636459838
2827,0.137328992,1,1,1,1,1,1,1,1,1,0.137328992,0.014319865,1,1,1,1,1,0.020000944,0,0.004060877,0.018327525,0.047394374,0,0,0.030523649,0.558944604,0.506728146,0.539562981,0.732571859,0.424500824,0.732524448,0.597862871,0.635024161
2828,0.137323168,1,1,1,1,1,1,1,1,1,0.137323168,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.650003527,0.504454417,0.622596609,0.738485812,0.489484328,0.719165994,0.658478653,0.722072112
2829,0.13732149,1,1,1,1,1,1,1,1,1,0.13732149,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.675798485,0.525403297,0.648003169,0.711702033,0.515608177,0.700380812,0.683968524,0.752175862
2830,0.137347485,1,1,1,1,1,1,1,1,1,0.137347485,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.663656308,0.53978751,0.689173691,0.674484925,0.492440602,0.690771782,0.69483676,0.76399684
2831,0.137374473,1,1,1,1,1,1,1,1,1,0.137374473,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.631765576,0.523726278,0.717641219,0.645456458,0.456592391,0.699646018,0.706446559,0.761160023
2832,0.137401766,1,1,1,1,1,1,1,1,1,0.137401766,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.599062841,0.506201587,0.743391899,0.645797253,0.437072385,0.702087917,0.718983806,0.746944235
2833,0.137398484,1,1,1,1,1,1,1,1,1,0.137398484,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.55933849,0.506347815,0.760701104,0.683493857,0.413376901,0.694359075,0.736977703,0.705981294
2834,0.137425777,1,1,1,1,1,1,1,1,1,0.137425777,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.528325268,0.530189715,0.763011941,0.724453406,0.382351517,0.680794212,0.748091717,0.673995946
2835,0.13745307,1,1,1,1,1,1,1,1,1,0.13745307,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.489851463,0.561416706,0.757261848,0.74313755,0.35385633,0.673438187,0.74960071,0.655029216
2836,0.13747876,1,1,1,1,1,1,1,1,1,0.13747876,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.452657263,0.560700843,0.750956049,0.740633919,0.324385742,0.669826541,0.748687149,0.622653479
2837,0.137473241,1,1,1,1,1,1,1,1,1,0.137473241,0.008170607,1,1,1,1,1,0,0,0.002550341,0.002071775,0,0.030559339,0.015619629,0.001246112,0.40013928,0.561395298,0.738142303,0.725516252,0.285527538,0.673203559,0.738332587,0.553829938
2838,0.137471257,1,1,1,1,1,1,1,1,1,0.137471257,0.21797475,1,1,1,1,1,0.143423842,0.088790347,0.233488255,0.183120683,0.069393568,0.412024359,0.338590179,0.15868902,0.338822139,0.558759985,0.718786389,0.687042047,0.23785682,0.669172121,0.718777648,0.469495615
2839,0.137498551,1,1,1,1,1,1,1,1,1,0.137498551,0.677922785,1,1,1,1,1,0.662359971,0.369978192,0.757388557,0.637926522,0.53855897,0.84950478,0.817881886,0.661005587,0.263610304,0.511723059,0.566208538,0.499034251,0.20887358,0.436957105,0.476521105,0.385397083
2840,0.13752424,1,1,1,1,1,1,1,1,1,0.13752424,0.880198759,1,1,1,1,1,0.914133027,0.574597062,0.939301608,0.821691733,0.882077358,0.963838799,0.954923725,0.912154977,0.080303863,0.328638062,0.177664124,0.175709274,0.112386667,0.231619369,0.123479669,0.174830385
2841,0.137551533,1,1,1,1,1,1,1,1,1,0.137551533,0.931053935,1,1,1,1,1,0.968457123,0.669533027,0.980640739,0.878426793,0.955302226,0.986495329,0.983680824,0.966947775,0.029433811,0.293277079,0.18031428,0.166996795,0.008976892,0.292664963,0.165157203,0.103020772
2842,0.137586469,1,1,1,1,1,1,1,1,1,0.137586469,0.942172719,1,1,1,1,1,0.977133075,0.781445544,0.98398689,0.868938319,0.972548254,0.970848861,0.981990903,0.970237145,0.047571069,0.325570589,0.249814423,0.21743209,0.015824071,0.305475469,0.22067771,0.147027253
2843,0.137612158,1,1,1,1,1,1,1,1,1,0.137612158,0.938046345,1,1,1,1,1,0.97062445,0.844050517,0.977328392,0.860073379,0.970767058,0.946386325,0.972563432,0.953342096,0.094483793,0.350237185,0.249974414,0.256908952,0.03504702,0.310662768,0.229650327,0.205367488
2844,0.137639451,1,1,1,1,1,1,1,1,1,0.137639451,0.936108346,1,1,1,1,1,0.961776323,0.856205668,0.970406435,0.895880066,0.96454524,0.927538622,0.967116128,0.948462879,0.087306857,0.33258558,0.205734735,0.281836656,0.048011739,0.344495732,0.236496092,0.229092786
2845,0.137633627,1,1,1,1,1,1,1,1,1,0.137633627,0.939407886,1,1,1,1,1,0.957553442,0.853350517,0.96693026,0.942189076,0.962185583,0.922137278,0.967128106,0.951227129,0.064125121,0.297816935,0.174318308,0.295281908,0.059199856,0.404918279,0.256936753,0.232778486
2846,0.137630651,1,1,1,1,1,1,1,1,1,0.137630651,0.943495262,1,1,1,1,1,0.956373532,0.849660914,0.964593594,0.963928645,0.963915169,0.928106223,0.967205715,0.958835904,0.046000142,0.264534103,0.158650889,0.283954172,0.082657347,0.456697201,0.279083205,0.215533479
2847,0.137657944,1,1,1,1,1,1,1,1,1,0.137657944,0.932897501,1,1,1,1,1,0.945775381,0.819907613,0.948627258,0.955801927,0.961318509,0.920496233,0.953290343,0.958716085,0.036178064,0.232166939,0.148372278,0.247549924,0.116227194,0.502836427,0.299392887,0.193043718
2848,0.137684932,1,1,1,1,1,1,1,1,1,0.137684932,0.888649494,1,1,1,1,1,0.900480149,0.752626647,0.892818305,0.924113402,0.933854136,0.878616678,0.895540964,0.925650671,0.030390122,0.213362404,0.141714925,0.206804271,0.166433683,0.529917428,0.310240492,0.167795978
2849,0.137712225,1,1,1,1,1,1,1,1,1,0.137712225,0.717030649,1,1,1,1,1,0.765555437,0.530974143,0.708866036,0.793815547,0.849134749,0.634834449,0.674724139,0.805430635,0.023807922,0.200526088,0.12733386,0.154923811,0.219226479,0.53134281,0.30680154,0.144104532
2850,0.137708943,1,1,1,1,1,1,1,1,1,0.137708943,0.270410269,1,1,1,1,1,0.328388707,0.119495488,0.222158287,0.360510815,0.478364322,0.146150779,0.17189599,0.388856273,0.018154657,0.184057435,0.108527075,0.100662495,0.279113126,0.449802232,0.260165601,0.112995087
2851,0.137736236,1,1,1,1,1,1,1,1,1,0.137736236,0.014710054,1,1,1,1,1,0.016596521,0,0.003545813,0.024853625,0.047690671,0,0,0.031072374,0.024955139,0.21134602,0.118192062,0.094508618,0.391488444,0.472123052,0.276691186,0.12927079
2852,0.137763529,1,1,1,1,1,1,1,1,1,0.137763529,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.039198741,0.254651706,0.108155517,0.133274713,0.574950564,0.489765645,0.276524604,0.15765682
2853,0.137789219,1,1,1,1,1,1,1,1,1,0.137789219,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.053873299,0.279207567,0.090128116,0.200118473,0.675685026,0.51031543,0.258975818,0.209139045
2854,0.137754729,1,1,1,1,1,1,1,1,1,0.137754729,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.078371801,0.289376911,0.071313097,0.293603379,0.725034389,0.539899677,0.233056563,0.279854112
2855,0.137781716,1,1,1,1,1,1,1,1,1,0.137781716,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.105594982,0.263642001,0.066971648,0.376565899,0.757636286,0.579577045,0.232931654,0.375707176
2856,0.137807712,1,1,1,1,1,1,1,1,1,0.137807712,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.152575738,0.267548575,0.052060226,0.46765728,0.783525208,0.627302397,0.252577153,0.452339426
2857,0.137835005,1,1,1,1,1,1,1,1,1,0.137835005,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.214884552,0.274095594,0.051203771,0.544497692,0.789661731,0.677141388,0.269983997,0.510261598
2858,0.137833021,1,1,1,1,1,1,1,1,1,0.137833021,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.278814798,0.305749744,0.055736101,0.613294896,0.794146216,0.700156088,0.30592815,0.537906996
2859,0.137860314,1,1,1,1,1,1,1,1,1,0.137860314,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.334066381,0.332062843,0.058839743,0.653969573,0.795372155,0.692711869,0.357388794,0.567177449
2860,0.137886004,1,1,1,1,1,1,1,1,1,0.137886004,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.382027418,0.342097176,0.0584854,0.673755338,0.796532075,0.662083016,0.398926041,0.593958428
2861,0.137913297,1,1,1,1,1,1,1,1,1,0.137913297,0.00768864,1,1,1,1,1,0,0.002535227,0.002471693,0,0,0.028239625,0.014455728,0.001412492,0.424210003,0.339401777,0.068393752,0.693274119,0.797279881,0.621631184,0.425507402,0.621495752
2862,0.137878807,1,1,1,1,1,1,1,1,1,0.137878807,0.210746382,1,1,1,1,1,0.140819146,0.222088448,0.220796773,0.117207408,0.047672911,0.39078784,0.31430391,0.137842981,0.456203836,0.327956422,0.09459592,0.711251531,0.797055775,0.583490381,0.470598179,0.645039336
2863,0.137904497,1,1,1,1,1,1,1,1,1,0.137904497,0.660506236,1,1,1,1,1,0.626333814,0.711189241,0.73186707,0.530089596,0.417107401,0.823162166,0.780480129,0.57429981,0.466407436,0.306142055,0.104955418,0.644389819,0.79177258,0.258904472,0.342234906,0.658870403
2864,0.13793179,1,1,1,1,1,1,1,1,1,0.13793179,0.865556933,1,1,1,1,1,0.860201344,0.894888066,0.912831997,0.79824932,0.740985888,0.941679577,0.923045386,0.807648528,0.282207537,0.244661684,0.046887183,0.393033165,0.634346819,0.106637471,0.07658385,0.460391849
2865,0.137958777,1,1,1,1,1,1,1,1,1,0.137958777,0.920687166,1,1,1,1,1,0.92141219,0.934455331,0.9561573,0.879535129,0.842934746,0.968749105,0.957279048,0.874575921,0.147049794,0.278792271,0.014648587,0.326600989,0.507710076,0.106260008,0.051875376,0.334705999
2866,0.137984772,1,1,1,1,1,1,1,1,1,0.137984772,0.925839525,1,1,1,1,1,0.936684162,0.927665887,0.96136742,0.88361113,0.869100025,0.960731905,0.957510515,0.886688693,0.284631261,0.368500072,0.051842421,0.378899014,0.627679814,0.086441302,0.045160005,0.456628212
2867,0.137983095,1,1,1,1,1,1,1,1,1,0.137983095,0.91253469,1,1,1,1,1,0.933197636,0.911682823,0.952219257,0.861500697,0.859154475,0.943411215,0.947274697,0.871371245,0.429122175,0.389627154,0.074932939,0.464768375,0.669795335,0.059485108,0.024722606,0.61476142
2868,0.138010082,1,1,1,1,1,1,1,1,1,0.138010082,0.899854502,1,1,1,1,1,0.927254191,0.906032906,0.943714422,0.834636152,0.816637011,0.931637834,0.941398069,0.877931544,0.426194079,0.393472402,0.080564753,0.544382252,0.667992006,0.043450167,0.006746253,0.653926463
2869,0.138036077,1,1,1,1,1,1,1,1,1,0.138036077,0.883897422,1,1,1,1,1,0.927478494,0.894777505,0.94029961,0.833247016,0.713945083,0.93695244,0.941335982,0.846338703,0.418335062,0.38386491,0.08890098,0.571149385,0.664802702,0.038859227,0.007757042,0.677376512
2870,0.138063064,1,1,1,1,1,1,1,1,1,0.138063064,0.866562914,1,1,1,1,1,0.920741304,0.894147085,0.935608897,0.818644326,0.674367322,0.940359504,0.939971821,0.75936804,0.426880059,0.392376984,0.106583208,0.600919348,0.670485458,0.042768964,0.01297197,0.691494327
2871,0.138028575,1,1,1,1,1,1,1,1,1,0.138028575,0.834183103,1,1,1,1,1,0.903391838,0.847513818,0.917729618,0.755139318,0.668792708,0.922314232,0.923168267,0.677876385,0.443287953,0.391510414,0.121176769,0.640133704,0.683602375,0.042842897,0.022828291,0.714392253
2872,0.138055868,1,1,1,1,1,1,1,1,1,0.138055868,0.760758904,1,1,1,1,1,0.846545695,0.753447134,0.861793321,0.644640025,0.60843803,0.853391771,0.862096292,0.594439217,0.457379444,0.387305908,0.148578317,0.669855746,0.694337984,0.046346223,0.039754573,0.727990739
2873,0.138081557,1,1,1,1,1,1,1,1,1,0.138081557,0.570893114,1,1,1,1,1,0.690202509,0.547449437,0.685770932,0.430628967,0.451335314,0.608126463,0.647778949,0.472349383,0.476688968,0.402199302,0.191881934,0.688517686,0.701538646,0.050901818,0.068976349,0.739415542
2874,0.13810885,1,1,1,1,1,1,1,1,1,0.13810885,0.182528445,1,1,1,1,1,0.284909383,0.121254286,0.22039383,0.146460813,0.201903251,0.141137593,0.167024938,0.183758357,0.448864384,0.386877734,0.240197862,0.62649486,0.660235506,0.075685769,0.111516395,0.679034122
2875,0.138106867,1,1,1,1,1,1,1,1,1,0.138106867,0.005898249,1,1,1,1,1,0.013201427,0,0.003898351,0.006895399,0.015271224,0,0,0.008482296,0.607531995,0.439187451,0.415113626,0.718740163,0.703232642,0.190789922,0.264398311,0.746632839
2876,0.138132862,1,1,1,1,1,1,1,1,1,0.138132862,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.728016897,0.510802084,0.568292836,0.77847173,0.775520744,0.349486753,0.411427217,0.791327741
2877,0.138160155,1,1,1,1,1,1,1,1,1,0.138160155,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.763678778,0.539980984,0.663909542,0.788907554,0.793247864,0.479373819,0.523937956,0.798643786
2878,0.138187142,1,1,1,1,1,1,1,1,1,0.138187142,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.768246563,0.561302343,0.713609028,0.791414473,0.797235387,0.540656586,0.580801039,0.798556332
2879,0.138151355,1,1,1,1,1,1,1,1,1,0.138151355,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.767093787,0.591819964,0.724990916,0.791501379,0.799261115,0.562051616,0.590756422,0.79384798
2880,0.138178342,1,1,1,1,1,1,1,1,1,0.138178342,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.755771278,0.606288252,0.732631616,0.792517674,0.796504756,0.566022224,0.554997033,0.791276586
2881,0.138242249,1,1,1,1,1,1,1,1,1,0.138242249,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.745713084,0.61726407,0.732921848,0.790339552,0.79319878,0.554447115,0.51006682,0.762836969
2882,0.138269542,1,1,1,1,1,1,1,1,1,0.138269542,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.740362122,0.619284748,0.728082792,0.767223284,0.781844428,0.536748188,0.434911196,0.686657575
2883,0.13826626,1,1,1,1,1,1,1,1,1,0.13826626,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.720933869,0.626543095,0.70763744,0.737305853,0.75492742,0.519109961,0.350453656,0.588676166
2884,0.138293554,1,1,1,1,1,1,1,1,1,0.138293554,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.707903307,0.619542707,0.672803292,0.66691557,0.711554809,0.511437726,0.264462153,0.530965816
2885,0.138320541,1,1,1,1,1,1,1,1,1,0.138320541,0.004237023,1,1,1,1,1,0,0.002835106,0.001514288,0,0,0.015878332,0.006707029,0.00E+00,0.70439743,0.600826694,0.622090708,0.605105591,0.630518447,0.501981278,0.192932292,0.527306829
2886,0.138346536,1,1,1,1,1,1,1,1,1,0.138346536,0.106522582,1,1,1,1,1,0.057954844,0.218374134,0.131082849,0.006185964,0.009842941,0.205679752,0.163724818,0.015978441,0.675655263,0.575449641,0.56775723,0.579407227,0.560432797,0.477350152,0.141432031,0.521137126
2887,0.138312047,1,1,1,1,1,1,1,1,1,0.138312047,0.351351413,1,1,1,1,1,0.336678206,0.700269281,0.510364578,0.034101285,0.122629263,0.51168764,0.467085301,0.055526039,0.587618436,0.508128889,0.420159103,0.601341654,0.506344605,0.210804481,0.090158318,0.490030032
2888,0.138339034,1,1,1,1,1,1,1,1,1,0.138339034,0.523249967,1,1,1,1,1,0.569385295,0.887887496,0.739519008,0.127073812,0.304875352,0.699368824,0.666011032,0.106101558,0.285019053,0.342755422,0.145494351,0.635617493,0.351661734,0.115583611,0.017142931,0.406783646
2889,0.138365029,1,1,1,1,1,1,1,1,1,0.138365029,0.633677459,1,1,1,1,1,0.695193439,0.943324487,0.837497353,0.301673286,0.447678569,0.789366307,0.775867226,0.202765123,0.206476817,0.409784402,0.201294547,0.614165901,0.320159202,0.105854512,0.049466117,0.323603179
2890,0.138392016,1,1,1,1,1,1,1,1,1,0.138392016,0.690677827,1,1,1,1,1,0.801746372,0.955924936,0.87619769,0.416062652,0.542663268,0.804407582,0.797397253,0.268998282,0.270049496,0.426055341,0.215136359,0.568609059,0.35072457,0.085428862,0.074771742,0.294878356
2891,0.138390338,1,1,1,1,1,1,1,1,1,0.138390338,0.724330023,1,1,1,1,1,0.801166461,0.953855687,0.880863882,0.519875143,0.638792956,0.790592123,0.794876306,0.378615606,0.325967617,0.445448884,0.21168412,0.54544188,0.384229392,0.07656307,0.094167551,0.315629721
2892,0.138416334,1,1,1,1,1,1,1,1,1,0.138416334,0.740894473,1,1,1,1,1,0.798254297,0.945856496,0.865981908,0.591141205,0.702853252,0.77151517,0.751067638,0.473820109,0.35587853,0.442668288,0.211459365,0.53721958,0.436718933,0.080456717,0.11224995,0.382142965
2893,0.138443321,1,1,1,1,1,1,1,1,1,0.138443321,0.735850142,1,1,1,1,1,0.785522941,0.939779445,0.849869762,0.577211445,0.725989009,0.736245731,0.71033537,0.54891528,0.370004391,0.442821006,0.211170161,0.511897425,0.472866854,0.080340326,0.123454829,0.472669745
2894,0.138470614,1,1,1,1,1,1,1,1,1,0.138470614,0.694174569,1,1,1,1,1,0.764437758,0.928438668,0.834510849,0.488470407,0.701488785,0.683261253,0.675729173,0.473575743,0.39145288,0.440347552,0.22346959,0.475540715,0.512335015,0.084057842,0.13857603,0.561087159
2895,0.138497601,1,1,1,1,1,1,1,1,1,0.138497601,0.631145039,1,1,1,1,1,0.724153383,0.88890382,0.800388249,0.348283141,0.686424284,0.601854305,0.639002697,0.379757377,0.417798929,0.442139313,0.251082189,0.459838258,0.554290133,0.108279212,0.167002398,0.61604406
2896,0.138461814,1,1,1,1,1,1,1,1,1,0.138461814,0.549469153,1,1,1,1,1,0.65597202,0.811272481,0.708618016,0.212394202,0.651632099,0.514808789,0.581728107,0.298719332,0.444697835,0.445793308,0.287985783,0.507954575,0.595373037,0.144587163,0.221443489,0.654644353
2897,0.138489107,1,1,1,1,1,1,1,1,1,0.138489107,0.398753414,1,1,1,1,1,0.483663231,0.585759995,0.503686643,0.104795797,0.571846839,0.351031983,0.422071364,0.220486383,0.469817262,0.460957115,0.347620875,0.505639351,0.649784658,0.217649659,0.320282487,0.66487693
2898,0.138516094,1,1,1,1,1,1,1,1,1,0.138516094,0.131128644,1,1,1,1,1,0.181311945,0.128039346,0.137552148,0.046234349,0.299095979,0.083867797,0.101185448,0.101422627,0.459494728,0.471234597,0.41106228,0.411218495,0.646803905,0.317707167,0.409883232,0.599563099
