Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
23,0.9,0.9,0.9,0.9,0.9,0.18,0.234,0.081,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.081,0.9,0.036,0.729,0.0,0.9,0.9,0.9,0.081,0.072,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.198,0.189,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.351,0.261,0.9,0.108,0.432,0.0,0.9,0.9,0.279,0.279,0.9,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.297,0.9,0.18,0.873,0.0,0.9,0.9,0.9,0.9,0.297,0.225,0.171,0.0,0.9,0.9,0.198,0.225,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.279,0.9,0.306,0.468,0.0,0.836125795,0.480213011,0.970156895,0.270055383,0.516281511,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,0.9,0.9,0.9,0.9,0.9,0.18,0.216,0.081,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.072,0.9,0.036,0.729,0.0,0.9,0.9,0.9,0.081,0.063,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.207,0.216,0.9,0.216,0.9,0.9,0.9,0.9,0.9,0.342,0.27,0.9,0.09,0.432,0.0,0.9,0.9,0.261,0.189,0.9,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.27,0.9,0.162,0.873,0.0,0.9,0.9,0.9,0.9,0.306,0.216,0.153,0.0,0.9,0.9,0.18,0.207,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.297,0.9,0.279,0.468,0.0,0.835901648,0.480065192,0.969301507,0.269934356,0.516097564,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
25,0.9,0.9,0.9,0.9,0.9,0.207,0.234,0.081,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.072,0.9,0.036,0.729,0.0,0.9,0.9,0.9,0.081,0.063,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.189,0.243,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.324,0.279,0.9,0.081,0.432,0.0,0.9,0.9,0.234,0.153,0.9,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.243,0.9,0.144,0.873,0.0,0.9,0.9,0.9,0.9,0.297,0.198,0.144,0.0,0.9,0.9,0.153,0.18,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.306,0.306,0.9,0.27,0.468,0.0,0.835680937,0.480103743,0.968445017,0.269814771,0.515916163,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,0.9,0.9,0.9,0.9,0.9,0.234,0.261,0.09,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.072,0.9,0.036,0.729,0.0,0.9,0.9,0.9,0.09,0.063,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.18,0.252,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.315,0.27,0.9,0.072,0.432,0.0,0.9,0.9,0.198,0.153,0.9,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.216,0.9,0.126,0.873,0.0,0.9,0.9,0.9,0.9,0.297,0.171,0.135,0.0,0.9,0.9,0.117,0.153,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.297,0.9,0.261,0.468,0.0,0.835458519,0.480189815,0.967589228,0.269695158,0.515734523,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
27,0.9,0.9,0.9,0.9,0.9,0.243,0.27,0.108,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.072,0.9,0.045,0.729,0.0,0.9,0.9,0.9,0.099,0.072,0.063,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.18,0.234,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.27,0.261,0.9,0.063,0.432,0.0,0.9,0.9,0.18,0.18,0.9,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.198,0.189,0.9,0.117,0.873,0.0,0.9,0.9,0.9,0.9,0.297,0.144,0.144,0.0,0.9,0.9,0.09,0.117,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.297,0.9,0.252,0.468,0.0,0.835233959,0.480295786,0.966731921,0.269575548,0.515552332,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,0.9,0.9,0.9,0.9,0.9,0.252,0.288,0.099,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.09,0.9,0.045,0.729,0.0,0.9,0.9,0.9,0.108,0.09,0.063,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.18,0.216,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.234,0.261,0.9,0.063,0.432,0.0,0.9,0.9,0.189,0.234,0.9,0.108,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.18,0.9,0.108,0.873,0.0,0.9,0.9,0.9,0.9,0.297,0.144,0.144,0.0,0.9,0.9,0.072,0.108,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.288,0.9,0.252,0.468,0.0,0.835007323,0.480513538,0.965872836,0.269456384,0.515370966,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,0.9,0.9,0.9,0.9,0.9,0.27,0.306,0.09,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.108,0.9,0.045,0.729,0.0,0.9,0.9,0.9,0.108,0.099,0.063,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.198,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.198,0.252,0.9,0.063,0.432,0.0,0.9,0.9,0.234,0.315,0.9,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.171,0.9,0.108,0.873,0.0,0.9,0.9,0.9,0.9,0.27,0.135,0.135,0.0,0.9,0.9,0.063,0.09,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.288,0.9,0.243,0.468,0.0,0.83478188,0.480783067,0.965012544,0.269337154,0.515189936,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,0.9,0.9,0.9,0.9,0.9,0.315,0.369,0.09,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.126,0.9,0.054,0.729,0.0,0.9,0.9,0.9,0.108,0.117,0.063,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.207,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.189,0.306,0.9,0.072,0.432,0.0,0.9,0.9,0.234,0.36,0.9,0.126,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.18,0.9,0.108,0.864,0.0,0.9,0.9,0.9,0.9,0.252,0.144,0.135,0.0,0.9,0.9,0.054,0.09,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.288,0.9,0.234,0.459,0.0,0.834556164,0.481019589,0.964152593,0.269218148,0.515004891,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,0.9,0.9,0.9,0.9,0.9,0.378,0.45,0.099,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.207,0.126,0.9,0.054,0.729,0.0,0.9,0.9,0.9,0.099,0.126,0.054,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.225,0.9,0.162,0.9,0.9,0.9,0.9,0.9,0.189,0.387,0.9,0.072,0.432,0.0,0.9,0.9,0.216,0.405,0.9,0.117,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.189,0.9,0.099,0.864,0.0,0.9,0.9,0.9,0.9,0.243,0.144,0.126,0.0,0.9,0.9,0.045,0.081,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.288,0.9,0.216,0.459,0.0,0.834320969,0.481207342,0.963291727,0.269099275,0.514820475,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,0.9,0.9,0.9,0.9,0.9,0.441,0.522,0.135,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.198,0.117,0.9,0.054,0.729,0.0,0.9,0.9,0.9,0.09,0.117,0.045,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.153,0.225,0.9,0.144,0.9,0.9,0.9,0.9,0.9,0.189,0.432,0.9,0.081,0.432,0.0,0.9,0.9,0.234,0.486,0.9,0.135,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.18,0.9,0.099,0.864,0.0,0.9,0.9,0.9,0.9,0.225,0.144,0.117,0.0,0.9,0.9,0.045,0.081,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.279,0.9,0.207,0.459,0.0,0.834094098,0.481478236,0.962429491,0.268980352,0.514638661,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
33,0.9,0.9,0.9,0.9,0.9,0.477,0.549,0.162,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.108,0.9,0.054,0.729,0.045,0.9,0.9,0.9,0.081,0.117,0.054,0.036,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.225,0.9,0.126,0.9,0.9,0.9,0.9,0.9,0.198,0.432,0.9,0.09,0.432,0.054,0.9,0.9,0.306,0.603,0.9,0.189,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.18,0.9,0.099,0.864,0.0,0.9,0.9,0.9,0.9,0.207,0.135,0.117,0.027,0.9,0.9,0.045,0.09,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.234,0.27,0.9,0.198,0.459,0.072,0.833867331,0.481770793,0.961568138,0.268861998,0.514456929,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,0.9,0.9,0.9,0.9,0.9,0.477,0.558,0.162,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.09,0.9,0.045,0.729,0.054,0.9,0.9,0.9,0.081,0.126,0.054,0.054,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.216,0.9,0.09,0.9,0.9,0.9,0.9,0.9,0.216,0.423,0.9,0.09,0.432,0.108,0.9,0.9,0.369,0.666,0.9,0.207,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.18,0.9,0.09,0.864,0.027,0.9,0.9,0.9,0.9,0.171,0.117,0.099,0.063,0.9,0.9,0.045,0.09,0.045,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.252,0.9,0.18,0.459,0.144,0.833639543,0.482115234,0.960705964,0.268743537,0.514275068,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,0.9,0.9,0.9,0.9,0.9,0.378,0.45,0.117,0.9,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.09,0.9,0.036,0.729,0.063,0.9,0.9,0.9,0.054,0.099,0.036,0.072,0.9,1.0,0.9,0.9,0.9,0.9,0.108,0.243,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.162,0.324,0.9,0.072,0.432,0.144,0.9,0.9,0.486,0.738,0.9,0.297,0.027,0.9,0.9,0.9,0.9,0.9,0.198,0.144,0.9,0.063,0.864,0.054,0.9,0.9,0.9,0.9,0.072,0.081,0.027,0.072,0.9,0.9,0.063,0.09,0.045,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.225,0.9,0.162,0.459,0.162,0.833411961,0.482385666,0.959846739,0.268625074,0.514093525,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,0.9,0.9,0.9,0.9,0.9,0.297,0.378,0.099,0.9,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.054,0.9,0.036,0.72,0.063,0.9,0.9,0.9,0.045,0.063,0.018,0.081,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.207,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.18,0.315,0.9,0.108,0.432,0.162,0.9,0.9,0.531,0.819,0.9,0.261,0.045,0.9,0.9,0.9,0.9,0.9,0.216,0.144,0.9,0.063,0.864,0.072,0.9,0.9,0.9,0.9,0.045,0.063,0.018,0.072,0.9,0.9,0.063,0.081,0.036,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.225,0.9,0.135,0.459,0.144,0.833180534,0.482713104,0.958989715,0.268506778,0.513912894,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,0.9,0.9,0.9,0.9,0.9,0.207,0.261,0.09,0.9,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.027,0.9,0.036,0.72,0.063,0.9,0.9,0.9,0.036,0.036,0.009,0.081,0.9,1.0,0.9,0.9,0.9,0.9,0.081,0.171,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.198,0.297,0.9,0.153,0.432,0.162,0.9,0.9,0.513,0.837,0.9,0.288,0.063,0.9,0.9,0.9,0.9,0.9,0.207,0.135,0.9,0.063,0.864,0.072,0.9,0.9,0.9,0.9,0.027,0.036,0.018,0.081,0.9,0.9,0.072,0.072,0.036,0.054,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.216,0.9,0.117,0.459,0.117,0.832948904,0.483049128,0.958137261,0.26838861,0.513732281,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,0.9,0.9,0.9,0.9,0.9,0.153,0.189,0.081,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.027,0.9,0.036,0.72,0.054,0.9,0.9,0.9,0.027,0.036,0.009,0.072,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.144,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.189,0.27,0.9,0.171,0.432,0.135,0.9,0.9,0.54,0.855,0.9,0.315,0.063,0.9,0.9,0.9,0.9,0.9,0.198,0.126,0.9,0.054,0.864,0.072,0.9,0.9,0.9,0.9,0.018,0.027,0.018,0.072,0.9,0.9,0.081,0.072,0.036,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.207,0.9,0.108,0.459,0.09,0.83271644,0.483699252,0.95729198,0.268270003,0.513552396,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,0.9,0.9,0.9,0.9,0.9,0.126,0.144,0.081,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.027,0.9,0.045,0.72,0.036,0.9,0.9,0.9,0.018,0.027,0.009,0.045,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.117,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.207,0.297,0.9,0.189,0.432,0.099,0.9,0.9,0.54,0.819,0.9,0.324,0.045,0.9,0.9,0.9,0.9,0.9,0.198,0.126,0.9,0.063,0.864,0.054,0.9,0.9,0.9,0.9,0.018,0.027,0.027,0.054,0.9,0.9,0.081,0.072,0.027,0.009,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.207,0.9,0.117,0.459,0.018,0.832482952,0.484136434,0.956451413,0.268150664,0.513373124,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,0.9,0.9,0.9,0.9,0.9,0.126,0.126,0.099,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.036,0.9,0.054,0.72,0.009,0.9,0.9,0.9,0.027,0.045,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.126,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.225,0.315,0.9,0.18,0.432,0.063,0.9,0.9,0.531,0.846,0.9,0.324,0.036,0.9,0.9,0.9,0.9,0.9,0.207,0.126,0.9,0.063,0.864,0.036,0.9,0.9,0.9,0.9,0.018,0.036,0.036,0.018,0.9,0.9,0.09,0.072,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.162,0.198,0.9,0.126,0.459,0.0,0.832248151,0.484532238,0.955608005,0.26803097,0.513193764,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,0.9,0.9,0.9,0.9,0.9,0.108,0.099,0.108,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.036,0.9,0.054,0.72,0.0,0.9,0.9,0.9,0.027,0.054,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.144,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.234,0.306,0.9,0.189,0.432,0.009,0.9,0.9,0.522,0.846,0.9,0.333,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.126,0.9,0.072,0.855,0.0,0.9,0.9,0.9,0.9,0.018,0.036,0.045,0.0,0.9,0.9,0.099,0.081,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.198,0.9,0.126,0.459,0.0,0.832015516,0.484790915,0.954761043,0.267913741,0.513013481,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,0.9,0.9,0.9,0.9,0.9,0.072,0.063,0.117,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.036,0.9,0.072,0.72,0.0,0.9,0.9,0.9,0.027,0.045,0.018,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.144,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.225,0.252,0.9,0.198,0.441,0.0,0.9,0.9,0.594,0.846,0.9,0.396,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.126,0.9,0.09,0.855,0.0,0.9,0.9,0.9,0.9,0.018,0.027,0.063,0.0,0.9,0.9,0.117,0.09,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.189,0.9,0.117,0.459,0.0,0.831782567,0.485015693,0.953912958,0.267795164,0.512832875,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,0.9,0.9,0.9,0.9,0.9,0.054,0.036,0.117,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.018,0.9,0.072,0.72,0.0,0.9,0.9,0.9,0.018,0.036,0.018,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.135,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.207,0.243,0.9,0.216,0.441,0.0,0.9,0.9,0.738,0.882,0.9,0.504,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.162,0.9,0.117,0.855,0.0,0.9,0.9,0.9,0.9,0.009,0.018,0.054,0.0,0.9,0.9,0.144,0.117,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.135,0.171,0.9,0.108,0.459,0.0,0.831548739,0.485197764,0.953067171,0.267676754,0.512651213,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,0.9,0.9,0.9,0.9,0.9,0.045,0.018,0.108,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.009,0.9,0.072,0.72,0.0,0.9,0.9,0.9,0.018,0.036,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.117,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.207,0.252,0.9,0.216,0.441,0.0,0.9,0.9,0.828,0.891,0.9,0.567,0.0,0.9,0.9,0.9,0.9,0.9,0.306,0.171,0.9,0.144,0.855,0.0,0.9,0.9,0.9,0.9,0.009,0.009,0.036,0.0,0.9,0.9,0.162,0.135,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.144,0.9,0.099,0.459,0.0,0.831309923,0.485382919,0.952220073,0.267558908,0.512470161,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,0.9,0.9,0.9,0.9,0.9,0.054,0.027,0.081,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.009,0.9,0.063,0.72,0.0,0.9,0.9,0.9,0.018,0.036,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.054,0.099,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.198,0.243,0.9,0.207,0.441,0.0,0.9,0.9,0.864,0.891,0.9,0.576,0.0,0.9,0.9,0.9,0.9,0.9,0.333,0.18,0.9,0.162,0.855,0.0,0.9,0.9,0.9,0.9,0.009,0.0,0.027,0.0,0.9,0.9,0.189,0.162,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.126,0.9,0.09,0.459,0.0,0.831072249,0.485551445,0.951377193,0.267441226,0.512288967,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,0.9,0.9,0.9,0.9,0.9,0.054,0.036,0.072,0.9,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.009,0.9,0.054,0.72,0.0,0.9,0.9,0.9,0.018,0.027,0.009,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.036,0.081,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.18,0.207,0.9,0.198,0.441,0.0,0.9,0.9,0.873,0.9,0.9,0.576,0.0,0.9,0.9,0.9,0.9,0.9,0.342,0.189,0.9,0.18,0.855,0.0,0.9,0.9,0.9,0.9,0.018,0.0,0.027,0.0,0.9,0.9,0.225,0.18,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.117,0.9,0.081,0.459,0.0,0.830832964,0.485693944,0.950536296,0.267323571,0.512108183,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
