Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
95,0.9,0.9,0.9,0.9,0.9,0.423,0.531,0.225,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.189,0.9,0.09,0.774,0.0,0.9,0.9,0.9,0.252,0.225,0.162,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.27,0.198,0.9,0.252,0.9,0.9,0.9,0.9,0.9,0.648,0.63,0.9,0.324,0.576,0.0,0.9,0.9,0.828,0.846,0.9,0.612,0.0,0.9,0.9,0.9,0.9,0.9,0.513,0.441,0.9,0.324,0.423,0.0,0.9,0.9,0.9,0.9,0.297,0.243,0.198,0.0,0.9,0.9,0.207,0.189,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.18,0.387,0.9,0.099,0.27,0.0,0.891343602,0.635363201,0.46616399,0.149304947,0.298311988,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
96,0.9,0.9,0.9,0.9,0.9,0.333,0.441,0.207,0.819,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.18,0.9,0.081,0.774,0.0,0.9,0.9,0.9,0.207,0.171,0.135,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.225,0.198,0.9,0.207,0.9,0.9,0.9,0.9,0.9,0.648,0.675,0.9,0.333,0.567,0.0,0.9,0.9,0.837,0.828,0.9,0.612,0.0,0.9,0.9,0.9,0.9,0.9,0.522,0.45,0.9,0.324,0.423,0.0,0.9,0.9,0.9,0.9,0.27,0.234,0.162,0.0,0.9,0.9,0.189,0.144,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.153,0.396,0.9,0.081,0.27,0.0,0.891083087,0.634789699,0.465943425,0.149250155,0.298214432,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97,0.9,0.9,0.9,0.9,0.9,0.288,0.351,0.171,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.576,0.9,0.549,0.882,0.0,0.9,0.9,0.9,0.351,0.495,0.279,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.468,0.837,0.9,0.27,0.9,0.9,0.9,0.9,0.9,0.423,0.216,0.9,0.207,0.846,0.0,0.9,0.9,0.216,0.072,0.9,0.099,0.0,0.9,0.9,0.9,0.9,0.9,0.198,0.324,0.9,0.099,0.315,0.0,0.9,0.9,0.9,0.9,0.279,0.495,0.207,0.0,0.9,0.9,0.045,0.243,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.333,0.594,0.9,0.081,0.828,0.0,1.002530722,0.940690653,0.353657217,0.742696814,0.919920006,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98,0.9,0.9,0.9,0.9,0.9,0.369,0.495,0.189,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.747,0.63,0.9,0.576,0.882,0.0,0.9,0.9,0.9,0.315,0.45,0.27,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.405,0.828,0.9,0.207,0.9,0.9,0.9,0.9,0.9,0.405,0.225,0.9,0.207,0.846,0.0,0.9,0.9,0.162,0.081,0.9,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.378,0.9,0.108,0.315,0.0,0.9,0.9,0.9,0.9,0.324,0.558,0.243,0.0,0.9,0.9,0.036,0.243,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.594,0.9,0.072,0.828,0.0,1.018536167,0.942457138,0.353503449,0.744171692,0.920755793,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,0.9,0.9,0.9,0.9,0.9,0.432,0.576,0.252,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.675,0.9,0.612,0.882,0.0,0.9,0.9,0.9,0.279,0.387,0.261,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.414,0.828,0.9,0.252,0.9,0.9,0.9,0.9,0.9,0.378,0.261,0.9,0.207,0.846,0.0,0.9,0.9,0.126,0.09,0.9,0.063,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.414,0.9,0.108,0.315,0.0,0.9,0.9,0.9,0.9,0.387,0.603,0.306,0.0,0.9,0.9,0.027,0.225,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.585,0.9,0.081,0.828,0.0,1.035005545,0.94434977,0.353349198,0.745556943,0.921599078,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
100,0.9,0.9,0.9,0.9,0.9,0.486,0.63,0.324,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.819,0.756,0.9,0.63,0.882,0.0,0.9,0.9,0.9,0.243,0.324,0.243,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.414,0.828,0.9,0.27,0.9,0.9,0.9,0.9,0.9,0.378,0.306,0.9,0.207,0.855,0.0,0.9,0.9,0.108,0.108,0.9,0.054,0.0,0.9,0.9,0.9,0.9,0.9,0.216,0.441,0.9,0.108,0.315,0.0,0.9,0.9,0.9,0.9,0.459,0.657,0.36,0.0,0.9,0.9,0.027,0.198,0.036,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.567,0.9,0.081,0.828,0.0,1.052098721,0.946797103,0.353190481,0.746906261,0.922453048,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
101,0.9,0.9,0.9,0.9,0.9,0.666,0.828,0.423,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.819,0.738,0.9,0.621,0.882,0.0,0.9,0.9,0.9,0.27,0.378,0.261,0.018,0.9,1.0,0.9,0.9,0.9,0.9,0.441,0.828,0.9,0.27,0.9,0.9,0.9,0.9,0.9,0.378,0.351,0.9,0.216,0.855,0.0,0.9,0.9,0.09,0.153,0.9,0.045,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.486,0.9,0.108,0.315,0.0,0.9,0.9,0.9,0.9,0.558,0.72,0.423,0.0,0.9,0.9,0.036,0.252,0.036,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.387,0.558,0.9,0.081,0.828,0.027,1.069890002,0.950111377,0.35302288,0.748237904,0.923351709,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
102,0.9,0.9,0.9,0.9,0.9,0.801,0.9,0.603,0.468,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.81,0.729,0.9,0.594,0.882,0.018,0.9,0.9,0.9,0.288,0.513,0.243,0.072,0.9,1.0,0.9,0.9,0.9,0.9,0.45,0.837,0.9,0.27,0.9,0.9,0.9,0.9,0.9,0.387,0.351,0.9,0.243,0.855,0.018,0.9,0.9,0.072,0.216,0.9,0.036,0.009,0.9,0.9,0.9,0.9,0.9,0.243,0.513,0.9,0.117,0.315,0.018,0.9,0.9,0.9,0.9,0.621,0.738,0.423,0.036,0.9,0.9,0.027,0.297,0.027,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.387,0.558,0.9,0.072,0.828,0.099,1.089133093,0.954222474,0.352853516,0.749715534,0.924675943,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
103,0.9,0.9,0.9,0.9,0.9,0.864,0.9,0.702,0.468,0.036,0.9,0.9,0.9,0.9,0.9,0.9,0.765,0.792,0.9,0.558,0.882,0.054,0.9,0.9,0.9,0.288,0.648,0.207,0.18,0.9,1.0,0.9,0.9,0.9,0.9,0.396,0.828,0.9,0.198,0.9,0.9,0.9,0.9,0.9,0.378,0.333,0.9,0.306,0.864,0.063,0.9,0.9,0.063,0.279,0.9,0.045,0.045,0.9,0.9,0.9,0.9,0.9,0.234,0.522,0.9,0.108,0.315,0.081,0.9,0.9,0.9,0.9,0.666,0.765,0.423,0.117,0.9,0.9,0.027,0.306,0.018,0.18,0.9,0.9,0.9,0.9,0.9,0.9,0.36,0.549,0.9,0.063,0.837,0.207,1.109170193,0.959035437,0.352670874,0.751175304,0.926217585,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
104,0.9,0.9,0.9,0.9,0.9,0.846,0.9,0.675,0.468,0.063,0.9,0.9,0.9,0.9,0.9,0.9,0.72,0.828,0.9,0.513,0.882,0.099,0.9,0.9,0.9,0.297,0.693,0.225,0.279,0.9,1.0,0.9,0.9,0.9,0.9,0.315,0.801,0.9,0.153,0.9,0.9,0.9,0.9,0.9,0.36,0.297,0.9,0.324,0.864,0.117,0.9,0.9,0.063,0.297,0.9,0.063,0.081,0.9,0.9,0.9,0.9,0.9,0.216,0.531,0.9,0.099,0.315,0.189,0.9,0.9,0.9,0.9,0.711,0.774,0.387,0.225,0.9,0.9,0.027,0.315,0.009,0.288,0.9,0.9,0.9,0.9,0.9,0.9,0.342,0.522,0.9,0.063,0.837,0.324,1.126550813,0.96304436,0.352481979,0.752254899,0.927193075,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
105,0.9,0.9,0.9,0.9,0.9,0.81,0.9,0.693,0.468,0.108,0.9,0.9,0.9,0.9,0.9,0.9,0.684,0.864,0.9,0.486,0.882,0.153,0.9,0.9,0.9,0.306,0.711,0.225,0.342,0.9,1.0,0.9,0.9,0.9,0.9,0.279,0.783,0.9,0.135,0.9,0.9,0.9,0.9,0.9,0.342,0.261,0.9,0.342,0.873,0.162,0.9,0.9,0.108,0.288,0.9,0.117,0.081,0.9,0.9,0.9,0.9,0.9,0.216,0.54,0.9,0.108,0.315,0.306,0.9,0.9,0.9,0.9,0.765,0.819,0.423,0.36,0.9,0.9,0.027,0.315,0.018,0.369,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.486,0.9,0.072,0.837,0.432,1.143079183,0.96747091,0.35227916,0.752960873,0.926623329,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
106,0.9,0.9,0.9,0.9,0.9,0.792,0.9,0.702,0.468,0.18,0.9,0.9,0.9,0.9,0.9,0.9,0.666,0.873,0.9,0.477,0.882,0.198,0.9,0.9,0.9,0.324,0.72,0.207,0.414,0.9,1.0,0.9,0.9,0.9,0.9,0.279,0.765,0.9,0.162,0.9,0.9,0.9,0.9,0.9,0.333,0.252,0.9,0.378,0.873,0.189,0.9,0.9,0.162,0.243,0.9,0.153,0.099,0.9,0.9,0.9,0.9,0.9,0.216,0.513,0.9,0.126,0.315,0.414,0.9,0.9,0.9,0.9,0.792,0.864,0.477,0.45,0.9,0.9,0.036,0.306,0.027,0.387,0.9,0.9,0.9,0.9,0.9,0.9,0.324,0.477,0.9,0.081,0.837,0.495,1.162163173,0.971148079,0.352064809,0.753608096,0.925180485,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
107,0.9,0.9,0.9,0.9,0.9,0.747,0.9,0.621,0.468,0.252,0.9,0.9,0.9,0.9,0.9,0.9,0.702,0.882,0.9,0.432,0.882,0.225,0.9,0.9,0.9,0.405,0.765,0.198,0.477,0.9,1.0,0.9,0.9,0.9,0.9,0.315,0.765,0.9,0.198,0.9,0.9,0.9,0.9,0.9,0.288,0.234,0.9,0.369,0.873,0.207,0.9,0.9,0.207,0.225,0.9,0.153,0.135,0.9,0.9,0.9,0.9,0.9,0.198,0.45,0.9,0.09,0.315,0.477,0.9,0.9,0.9,0.9,0.729,0.855,0.504,0.513,0.9,0.9,0.036,0.288,0.018,0.351,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.396,0.9,0.072,0.828,0.495,1.178513169,0.974251951,0.351847797,0.754016017,0.923079843,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
108,0.9,0.9,0.9,0.9,0.9,0.846,0.9,0.63,0.468,0.315,0.9,0.9,0.9,0.9,0.9,0.9,0.666,0.882,0.9,0.486,0.882,0.234,0.9,0.9,0.9,0.423,0.756,0.207,0.504,0.9,1.0,0.9,0.9,0.9,0.9,0.288,0.747,0.9,0.171,0.9,0.9,0.9,0.9,0.9,0.297,0.225,0.9,0.414,0.882,0.234,0.9,0.9,0.243,0.207,0.9,0.171,0.18,0.9,0.9,0.9,0.9,0.9,0.198,0.396,0.9,0.099,0.315,0.513,0.9,0.9,0.9,0.9,0.846,0.819,0.621,0.558,0.9,0.9,0.045,0.297,0.027,0.351,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.36,0.9,0.072,0.828,0.486,1.198324455,0.976919248,0.351611759,0.754457763,0.920170689,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
109,0.9,0.9,0.9,0.9,0.9,0.891,0.9,0.684,0.468,0.378,0.9,0.9,0.9,0.9,0.9,0.9,0.612,0.882,0.9,0.495,0.882,0.234,0.9,0.9,0.9,0.459,0.756,0.234,0.477,0.9,1.0,0.9,0.9,0.9,0.9,0.27,0.747,0.9,0.144,0.9,0.9,0.9,0.9,0.9,0.297,0.198,0.9,0.45,0.882,0.243,0.9,0.9,0.27,0.207,0.9,0.18,0.207,0.9,0.9,0.9,0.9,0.9,0.198,0.351,0.9,0.108,0.315,0.495,0.9,0.9,0.9,0.9,0.891,0.765,0.729,0.558,0.9,0.9,0.045,0.315,0.027,0.333,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.387,0.9,0.081,0.828,0.468,1.220164418,0.979517347,0.351390565,0.755078306,0.915992083,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
110,0.9,0.9,0.9,0.9,0.9,0.873,0.9,0.72,0.468,0.387,0.9,0.9,0.9,0.9,0.9,0.9,0.567,0.891,0.9,0.495,0.882,0.216,0.9,0.9,0.9,0.441,0.756,0.243,0.45,0.9,1.0,0.9,0.9,0.9,0.9,0.234,0.747,0.9,0.117,0.9,0.9,0.9,0.9,0.9,0.306,0.171,0.9,0.477,0.882,0.234,0.9,0.9,0.27,0.198,0.9,0.189,0.171,0.9,0.9,0.9,0.9,0.9,0.207,0.351,0.9,0.117,0.315,0.441,0.9,0.9,0.9,0.9,0.891,0.765,0.765,0.513,0.9,0.9,0.054,0.333,0.018,0.297,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.441,0.9,0.081,0.819,0.414,1.239688538,0.983072206,0.351166439,0.75594358,0.912390545,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
111,0.9,0.9,0.9,0.9,0.9,0.855,0.891,0.747,0.468,0.36,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.891,0.9,0.495,0.882,0.189,0.9,0.9,0.9,0.423,0.765,0.207,0.396,0.9,1.0,0.9,0.9,0.9,0.9,0.216,0.729,0.9,0.099,0.9,0.9,0.9,0.9,0.9,0.297,0.144,0.9,0.486,0.891,0.225,0.9,0.9,0.252,0.198,0.9,0.189,0.189,0.9,0.9,0.9,0.9,0.9,0.216,0.369,0.9,0.126,0.315,0.396,0.9,0.9,0.9,0.9,0.864,0.819,0.756,0.432,0.9,0.9,0.054,0.342,0.018,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.297,0.459,0.9,0.081,0.819,0.351,1.258929659,0.987470644,0.350931226,0.757347787,0.909452579,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
112,0.9,0.9,0.9,0.9,0.9,0.873,0.891,0.765,0.468,0.288,0.9,0.9,0.9,0.9,0.9,0.9,0.54,0.891,0.9,0.486,0.882,0.144,0.9,0.9,0.9,0.396,0.756,0.153,0.315,0.9,1.0,0.9,0.9,0.9,0.9,0.207,0.729,0.9,0.099,0.9,0.9,0.9,0.9,0.9,0.315,0.162,0.9,0.486,0.891,0.189,0.9,0.9,0.234,0.18,0.9,0.189,0.189,0.9,0.9,0.9,0.9,0.9,0.243,0.396,0.9,0.144,0.315,0.324,0.9,0.9,0.9,0.9,0.891,0.855,0.783,0.324,0.9,0.9,0.054,0.342,0.009,0.225,0.9,0.9,0.9,0.9,0.9,0.9,0.288,0.486,0.9,0.072,0.819,0.27,1.280378153,0.992252252,0.350732357,0.758678926,0.906892237,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
113,0.9,0.9,0.9,0.9,0.9,0.864,0.873,0.792,0.468,0.189,0.9,0.9,0.9,0.9,0.9,0.9,0.531,0.891,0.9,0.459,0.882,0.09,0.9,0.9,0.9,0.396,0.747,0.144,0.207,0.9,1.0,0.9,0.9,0.9,0.9,0.207,0.738,0.9,0.108,0.9,0.9,0.9,0.9,0.9,0.333,0.216,0.9,0.468,0.9,0.135,0.9,0.9,0.243,0.189,0.9,0.189,0.162,0.9,0.9,0.9,0.9,0.9,0.252,0.396,0.9,0.171,0.315,0.234,0.9,0.9,0.9,0.9,0.9,0.837,0.783,0.207,0.9,0.9,0.063,0.351,0.009,0.153,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.513,0.9,0.072,0.819,0.171,1.306235128,0.997015516,0.350557624,0.760099741,0.905316198,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
114,0.9,0.9,0.9,0.9,0.9,0.837,0.792,0.783,0.468,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.513,0.891,0.9,0.414,0.882,0.036,0.9,0.9,0.9,0.405,0.738,0.153,0.108,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.72,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.369,0.306,0.9,0.45,0.9,0.081,0.9,0.9,0.261,0.18,0.9,0.198,0.126,0.9,0.9,0.9,0.9,0.9,0.261,0.387,0.9,0.198,0.315,0.135,0.9,0.9,0.9,0.9,0.9,0.828,0.783,0.09,0.9,0.9,0.09,0.351,0.009,0.081,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.513,0.9,0.063,0.81,0.072,1.33100164,1.00220178,0.350410312,0.762588322,0.904822667,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
115,0.9,0.9,0.9,0.9,0.9,0.702,0.657,0.738,0.468,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.468,0.891,0.9,0.369,0.882,0.009,0.9,0.9,0.9,0.378,0.729,0.171,0.027,0.9,1.0,0.9,0.9,0.9,0.9,0.153,0.702,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.396,0.396,0.9,0.423,0.9,0.027,0.9,0.9,0.27,0.18,0.9,0.207,0.063,0.9,0.9,0.9,0.9,0.9,0.261,0.396,0.9,0.207,0.315,0.054,0.9,0.9,0.9,0.9,0.873,0.828,0.747,0.018,0.9,0.9,0.108,0.351,0.018,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.252,0.513,0.9,0.072,0.81,0.018,1.357485945,1.006633379,0.350279029,0.765050398,0.904786373,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
116,0.9,0.9,0.9,0.9,0.9,0.558,0.585,0.693,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.432,0.891,0.9,0.36,0.882,0.0,0.9,0.9,0.9,0.351,0.729,0.18,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.144,0.684,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.423,0.468,0.9,0.414,0.9,0.0,0.9,0.9,0.261,0.171,0.9,0.18,0.018,0.9,0.9,0.9,0.9,0.9,0.261,0.423,0.9,0.216,0.315,0.0,0.9,0.9,0.9,0.9,0.81,0.828,0.666,0.0,0.9,0.9,0.117,0.36,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.513,0.9,0.081,0.81,0.0,1.382629144,1.010442527,0.350174875,0.766945981,0.904932367,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,0.9,0.9,0.9,0.9,0.9,0.513,0.585,0.657,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.882,0.9,0.342,0.882,0.0,0.9,0.9,0.9,0.315,0.738,0.18,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.135,0.657,0.9,0.063,0.9,0.9,0.9,0.9,0.9,0.432,0.468,0.9,0.423,0.9,0.0,0.9,0.9,0.234,0.153,0.9,0.162,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.423,0.9,0.243,0.315,0.0,0.9,0.9,0.9,0.9,0.747,0.792,0.612,0.0,0.9,0.9,0.108,0.36,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.513,0.9,0.081,0.819,0.0,1.411319184,1.012987566,0.350063163,0.76829741,0.905135534,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
118,0.9,0.9,0.9,0.9,0.9,0.486,0.576,0.612,0.468,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.873,0.9,0.306,0.882,0.0,0.9,0.9,0.9,0.297,0.738,0.189,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.648,0.9,0.036,0.9,0.9,0.9,0.9,0.9,0.387,0.369,0.9,0.414,0.9,0.0,0.9,0.9,0.207,0.144,0.9,0.144,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.387,0.9,0.261,0.315,0.0,0.9,0.9,0.9,0.9,0.648,0.684,0.558,0.0,0.9,0.9,0.108,0.351,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.261,0.513,0.9,0.081,0.819,0.0,1.440809294,1.015714834,0.349950484,0.769458855,0.905380656,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
