,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t129,12487.042769922087,1.7226840643060555e-9,1.2234213676797832e-7,-1.5353352467904244e-7,0,-0.0,0.0,0.0,-1554.4980205022155,-15.275933230407075,-1.7791181346044335e-7,-10917.26881598208,3852.896387437452,7.073630803402626e-10,1.1975234948605556e-7,-1.5660251876329637e-7,0,-0.0,0.0,0.0,-9.590124211322825e-7,-5.686991569277155e-8,-734.3929485304409,-3118.5034378548244,102.58733219614341,6.549700928008068e-10,1.178777472175078e-7,-1.594612075770827e-7,0,-0.0,1.3235469746480794e-10,1.3655317284726772e-11,1554.4980214612278,-15.27593317353716,-153.5267540955005,-1488.2826663475378
t130,13181.900283015008,1.6658961312070475e-9,1.2019939836513594e-7,-1.5179361401241813e-7,0,-0.0,0.0,0.0,-1619.9117308016494,-15.918748754052626,-1.5896782884743138e-7,-11546.06980327041,4028.8102527245605,7.16360081922834e-10,1.2018058674593183e-7,-1.565657753397134e-7,0,-0.0,0.0,0.0,-5.082729549927266e-7,-5.798169532523269e-8,-730.7596558964093,-3298.050596226009,102.58733222442189,6.582417642349334e-10,1.1770042592833754e-7,-1.5854061084401963e-7,0,-0.0,1.3293747891202684e-10,1.364803617910086e-11,1619.9117313099223,-15.91874869607093,-132.04946158692982,-1574.530853211344
t131,13829.429596037238,1.6732651624943912e-9,1.3347098658536871e-7,-1.344774349662602e-7,0,-0.0,0.0,0.0,-1696.0583678885457,-16.667035934155297,-1.6161191527024468e-7,-12116.7041920536,4189.234322446081,7.155810301568562e-10,1.3270915559704463e-7,-1.3992548270570855e-7,0,-0.0,0.0,0.0,-5.125005547372116e-7,-5.822188495451941e-8,-727.6854752819576,-3461.548846586362,102.58733223160864,6.574584789235941e-10,1.3368986322704025e-7,-1.3648005889909902e-7,0,-0.0,1.333461791498205e-10,1.3649748508563275e-11,1696.0583684010462,-16.66703587593341,-130.22559772349535,-1651.7530670312633
t132,14327.80378511768,1.6442242792074542e-9,1.2578554449169683e-7,-1.4001649344328748e-7,0,-0.0,0.0,0.0,-1755.5922881152292,-17.252071213750888,-1.5792185444977606e-7,-12554.959425618192,4307.565690328164,7.158637959576389e-10,1.268125871658885e-7,-1.423241522455632e-7,0,-0.0,0.0,0.0,-6.159171038114832e-7,-5.8193704389637614e-8,-720.6347492192534,-3586.930940420988,102.58733228481607,6.604566889990577e-10,1.2908640248220791e-7,-1.3811792292885353e-7,0,-0.0,1.3364633962223554e-10,1.363244451391669e-11,1755.5922887311463,-17.252071155557182,-129.00132919508005,-1711.9262206571746
t133,14673.89858657865,1.6571002767922536e-9,1.1980999792130215e-7,-1.468030908161431e-7,0,-0.0,0.0,0.0,-1796.4127441038333,-17.653210710521094,-1.6279081785683787e-7,-12859.832631576171,4379.376070832432,7.185764421366803e-10,1.221220738006097e-7,-1.4581887079052052e-7,0,-0.0,0.0,0.0,-5.92983791532125e-7,-5.8504741771346596e-8,-706.182249178685,-3673.1938209792106,102.58733234457964,6.61943563529843e-10,1.2567577982807774e-7,-1.4099907096855334e-7,0,-0.0,1.3389902990574028e-10,1.361500606149085e-11,1796.412744696817,-17.65321065201635,-128.3023240733993,-1753.0445423015472
t134,15039.156269550966,1.6334103527843958e-9,1.2232836140130411e-7,-1.4475060838111586e-7,0,-0.0,0.0,0.0,-1835.3542260107781,-18.035885672214064,-1.6461949392595298e-7,-13185.766157682561,4461.224320121309,7.173016393258162e-10,1.1930489944575826e-7,-1.4665342911443278e-7,0,-0.0,0.0,0.0,-6.012011122571296e-7,-5.873044287803497e-8,-694.7462206421634,-3766.4780987921727,102.58733242972713,6.649626900870684e-10,1.229024532966715e-7,-1.4264196456818426e-7,0,-0.0,1.0076656392747116e-10,0.0,1835.3542266119791,-18.03588561348362,-121.73126588826086,-1798.1744075209806
t135,15241.7807467406,1.6597953786625305e-9,1.2131867336803413e-7,-1.453909095099717e-7,0,-0.0,0.0,0.0,-1856.2534261252474,-18.24126051172016,-1.6711977911452655e-7,-13367.286059914122,4500.234365726729,7.220932726972006e-10,1.1826532940490876e-7,-1.4848952836638183e-7,0,-0.0,0.0,0.0,-5.392849264167155e-7,-5.8644205769142644e-8,-681.5973152716261,-3818.6370498273773,102.58733243311876,6.627398072874926e-10,1.1466276995469172e-7,-1.5342928085991349e-7,0,-0.0,7.118123058911695e-11,0.0,1856.2534266645323,-18.241260453075956,-118.35582963524205,-1822.2436689713452
t136,15373.088982593952,1.6889626500782783e-9,1.3267276105677142e-7,-1.3640328738745989e-7,0,-0.0,0.0,0.0,-1868.1033990366655,-18.357709290044674,-1.7672680006748e-7,-13486.62787408846,4526.860272363255,7.212712986426894e-10,1.3285386643618784e-7,-1.3247706989812927e-7,0,-0.0,0.0,0.0,-7.984812280730635e-7,-5.673381492842365e-8,-674.1192921575961,-3852.7409793503957,102.58733246676684,6.632829713475774e-10,1.3179184400150757e-7,-1.3351199607893047e-7,0,-0.0,1.007101201538573e-10,0.0,1868.1033998351468,-18.35770923331086,-114.04317979611274,-1838.289843271588
t137,15437.321582911307,1.7420739818461256e-9,1.3052627316372136e-7,-1.4233372614741544e-7,0,-0.0,0.0,0.0,-1874.1103707773277,-18.416739341279925,-1.8912148872345406e-7,-13544.794472593601,4557.546602492758,7.18761141190259e-10,1.2971524458970164e-7,-1.3610161104543022e-7,0,-0.0,0.0,0.0,-7.638299797050683e-7,-5.67293112411608e-8,-688.7567143056073,-3868.789887361228,102.58733247124991,6.626844051352485e-10,1.283347638369136e-7,-1.3928833624682863e-7,0,-0.0,7.104111058719467e-11,0.0,1874.1103715411577,-18.416739284550612,-110.96514840224536,-1847.3158163154749
t138,15280.279768389784,1.743330738326133e-9,1.2695598836553966e-7,-1.4406242816972142e-7,0,-0.0,8.48155977628663e-11,0.0,-1858.6257293450008,-18.26457295072904,-1.9596518782289795e-7,-13403.389465882829,4543.268953872024,7.129123430418041e-10,1.2566153369201314e-7,-1.4488125197124381e-7,0,-0.0,7.676097990729894e-11,0.0,-4.004700246259331e-7,-5.746255407188521e-8,-714.6013360614543,-3828.6676173341475,102.58733248309859,6.604108161529391e-10,1.306211389873675e-7,-1.47038551170321e-7,0,-0.0,7.05898788668118e-11,0.0,1858.6257297454708,-18.264572893266486,-114.687504985721,-1828.2609843339362
t139,14868.684320983835,1.7291979650325931e-9,1.1695503281933833e-7,-1.4903524158901296e-7,0,-0.0,1.9878018155275045e-10,1.3766989327746307e-11,-1836.3635373375407,-18.045804092280065,-1.9268547902375787e-7,-13014.2749793312,4452.686498607631,7.06537810772597e-10,1.255491159470664e-7,-1.4460366890867882e-7,0,-0.0,1.1067927108911673e-10,0.0,-2.4768823684609557e-7,-5.893830334369152e-8,-735.3581802742641,-3717.3283180089993,102.58733244829085,6.550490656040445e-10,1.2037638468582117e-7,-1.5467247285962903e-7,0,-0.0,7.068668575038961e-11,0.0,1836.3635375852289,-18.04580403334176,-146.7999198960221,-1774.1051460706162
t140,14490.405544303367,1.7478201380424761e-9,1.1480688495950673e-7,-1.5703131073478643e-7,0,-0.0,2.012639194088287e-10,1.3752395025805635e-11,-1855.0387068379282,-18.229323554712565,-1.9504795237076795e-7,-12617.137513675412,4329.474417094247,7.052432020316393e-10,1.2343594057498247e-7,-1.454348497811176e-7,0,-0.0,1.4347238495149464e-10,1.3621891606133614e-11,-3.495974420750461e-7,-5.863847781767265e-8,-725.4915114825934,-3603.9829051824972,102.58733245862724,7.067475465160693e-10,1.2104381437110961e-7,-1.4708572050971858e-7,0,-0.0,0.0,0.0,1855.0387071875257,-18.229323496074088,-218.44452242364238,-1720.9521937010613
t141,14549.94896481634,1.724478740185624e-9,1.3836391959274133e-7,-1.289331063648469e-7,0,-0.0,1.8053076593427066e-10,1.3637354351146885e-11,-1867.3263751969419,-18.350073528725783,-1.8971790400174132e-7,-12664.272515912337,4317.88445545799,7.003170473225123e-10,1.2714122731766665e-7,-1.3606006137950072e-7,0,-0.0,7.762424123090001e-11,0.0,-2.317831932251231e-7,-5.719388358832136e-8,-700.8618122192879,-3617.0226429412983,102.58733247932425,7.074786365370444e-10,1.3149805974547018e-7,-1.2876120311465313e-7,0,-0.0,0.0,0.0,1867.326375428725,-18.3500734715319,-225.59701127007781,-1725.9666231698873
t142,13883.110234812442,1.7131066594907697e-9,1.2635619268171833e-7,-1.3712221087558444e-7,0,-0.0,1.7489551394439828e-10,1.3595843320747305e-11,-1790.9273764506397,-17.59930640917156,-1.8701075980459793e-7,-12074.583551756772,4106.104038205054,7.031842953274291e-10,1.1946645663985663e-7,-1.39085939524968e-7,0,-0.0,7.690180509815024e-11,0.0,2.4197717553677947e-7,-5.830754121106261e-8,-656.5918729870634,-3449.5121655782377,102.5873322904563,7.100901231296672e-10,1.2144216538082008e-7,-1.3367488372187749e-7,0,-0.0,0.0,0.0,1790.9273762086625,-17.59930635086402,-230.17965047146876,-1645.7357516686723
t143,12605.034492297287,1.7009462763599044e-9,1.191171733771522e-7,-1.455054079957163e-7,0,-0.0,1.6820470493455215e-10,1.3642774085659122e-11,-1640.555023282782,-16.121608794710458,-1.845944523502227e-7,-10948.357860010688,3725.4948982571595,6.998243832871235e-10,1.1525650364702397e-7,-1.452400252322358e-7,0,-0.0,7.599666308237163e-11,0.0,5.87771652157005e-7,-5.824610900595843e-8,-597.9639501451178,-3127.530948610917,102.58733212961607,7.005462275386275e-10,1.1449815527910996e-7,-1.4243217840548846e-7,0,-0.0,0.0,0.0,1640.5550226950104,-16.12160873646435,-233.72365024456423,-1493.2970958163637
t144,11348.18732067591,1.6915934412266315e-9,1.1378809354295965e-7,-1.6017691993573222e-7,0,-0.0,1.4709331479656572e-10,1.3607753076411947e-11,-1490.3492835567315,-14.645548481571778,-1.8005045497755043e-7,-9843.192488413017,3354.2498593261957,6.999920874515183e-10,1.1279565800482728e-7,-1.6143630076810612e-7,0,-0.0,0.0,0.0,5.355646706867035e-7,-5.886811611464463e-8,-542.6817876012227,-2811.568072147659,102.58733211108937,6.968186475421365e-10,1.1221950256931912e-7,-1.5512051513990416e-7,0,-0.0,0.0,0.0,1490.349283021167,-14.645548422703662,-236.42974080948673,-1341.8613258578205
t145,7879.0401402370835,1.6222570482802427e-9,1.2038538457405256e-7,-1.3008355363016015e-7,0,-0.0,1.0152863337263474e-10,1.003784190965416e-11,-1434.8847650614662,-12.734750671734183,-1.25782568962275e-7,-6431.420624370115,2053.571321906752,6.138274646175409e-10,1.240530881253822e-7,-1.2027876435276866e-7,0,-0.0,0.0,0.0,371.7338959741911,-2.287248388563186,-586.4210589592542,-1836.5969104896053,102.58733172558733,6.017531306881469e-10,1.132979651111965e-7,-1.2965168698363787e-7,0,-0.0,0.0,0.0,1063.1508690872752,-10.447502283170996,-278.768427363248,-876.5222711507736
t146,7879.040140229235,1.6228468203431326e-9,1.1833195073419414e-7,-1.3055714488303226e-7,0,-0.0,1.0160513263622657e-10,1.0070233180207676e-11,-1687.1851808056936,-14.161049087148513,-1.2485137008281968e-7,-6177.693910201139,1764.2400839843863,6.09014108975219e-10,1.1675877073068673e-7,-1.263355001023724e-7,0,-0.0,0.0,0.0,658.352577541117,-4.050789777036586,-654.1650475672849,-1764.3768244408607,102.58733174727227,5.978732264385805e-10,1.1374104456232283e-7,-1.2942405574363317e-7,0,-0.0,0.0,0.0,1028.8326032645766,-10.110259310111926,-279.8884108182221,-841.4212648689921
t147,7879.040139858228,1.6202034064455844e-9,1.1352079253967383e-7,-1.3537942866518734e-7,0,-0.0,1.0173428393161142e-10,1.0104876630694871e-11,-1789.9037744811822,-14.73831099763849,-1.2468458593140247e-7,-6074.398054235114,1692.6083948193514,6.056927282301723e-10,1.1139462749414074e-7,-1.321611991063003e-7,0,-0.0,0.0,0.0,775.9751315699427,-4.774511766082117,-728.5208359530537,-1735.2881786712273,102.58733173020221,5.93556036846126e-10,1.1086077382151806e-7,-1.3211243966657622e-7,0,-0.0,0.0,0.0,1013.9286429112394,-9.963799231556372,-278.16842713918385,-828.3837482500446
t148,7879.040139949731,1.6191474203445536e-9,1.1011433827876916e-7,-1.3893040103404436e-7,0,-0.0,1.0106068402771826e-10,1.0049398129976051e-11,-1783.9564429656302,-14.668408268309172,-1.253481864756817e-7,-6080.415288563232,1693.6504389524316,6.070018711620627e-10,1.0833815157522782e-7,-1.3579453185243032e-7,0,-0.0,0.0,0.0,779.0940052671334,-4.793701941452686,-730.6564500695666,-1737.2942921725814,102.58733173076565,6.03447546098362e-10,1.0503826276588914e-7,-1.3999012538312674e-7,0,-0.0,0.0,0.0,1004.8624376984969,-9.874706326856487,-268.18842892420224,-829.3866341438098
t149,7879.040140199437,1.6232817468071105e-9,1.0694863526686664e-7,-1.4297616571635076e-7,0,-0.0,1.0167201608977908e-10,1.0090528384795671e-11,-1583.5849687915925,-13.462532692675495,-1.256742340585171e-7,-6281.992638555184,1931.9076875529147,6.090466277508081e-10,1.0638913138448011e-7,-1.3796494330845659e-7,0,-0.0,0.0,0.0,571.3752968517089,-3.5156256575092657,-705.2988317419439,-1794.468526961171,102.58733177484075,6.016147462458479e-10,1.0305820148106998e-7,-1.4343588002064e-7,0,-0.0,0.0,0.0,1012.2096719398837,-9.946907035166229,-249.38842925865868,-855.4616673817047
t150,8081.625996379541,1.6246372226958634e-9,1.2336598343054607e-7,-1.2387562410731826e-7,0,-0.0,1.0200133824619266e-10,1.0082973516496665e-11,-1081.9758303712745,-10.632493774374595,-1.2605255066736742e-7,-6989.017672109049,2731.940681359901,6.043530545477625e-10,1.1890889542353507e-7,-1.2427811030571703e-7,0,-0.0,0.0,0.0,7.438334918305302e-7,-4.594173235772242e-8,-735.8577481974644,-1996.08293384725,102.58733207357075,5.950193425812122e-10,1.2199517598672353e-7,-1.2070435065912059e-7,0,-0.0,0.0,0.0,1081.975829627441,-10.632493728432863,-221.1890688974947,-952.7415990769279
t151,9609.898944743325,1.6184979741073753e-9,1.2003127269809383e-7,-1.2689941997937334e-7,0,-0.0,1.0233579668120945e-10,1.0027686648434214e-11,-1237.791040153771,-12.163677925905159,-1.2656989558533719e-7,-8359.944226531932,3135.8166339075974,6.046859432239085e-10,1.1023000082872082e-7,-1.3341716258285752e-7,0,-0.0,0.0,0.0,2.823918904100216e-7,-4.469077103556959e-8,-748.5415675112399,-2387.275066611284,102.587332010115,5.53367503316825e-10,1.1442329279268217e-7,-1.278390263818e-7,0,-0.0,0.0,0.0,1237.791039871379,-12.163677881214388,-188.93631867088263,-1139.2783753172528
t152,10424.030641095247,1.6160543238344845e-9,1.1104149692137644e-7,-1.377688866532368e-7,0,-0.0,0.0,0.0,-1305.1240039204863,-12.825353812142456,-1.189424388522171e-7,-9106.081283218562,3352.035016591045,6.028613842915236e-10,1.1156565903466864e-7,-1.3274035022873247e-7,0,-0.0,0.0,0.0,-1.5455325181816194e-9,-4.472452139721316e-8,-750.1058052675522,-2601.9292112561643,102.58733194104121,5.487130875122584e-10,1.1063633465970248e-7,-1.3165394466990878e-7,0,-0.0,0.0,0.0,1305.1240039220318,-12.825353767417935,-153.31324557465322,-1241.5727364813017
t153,10632.725573517522,1.59999737679106e-9,1.0803021284759717e-7,-1.4185731590176306e-7,0,-0.0,0.0,0.0,-1327.069020166197,-13.041005809905723,-1.1896536817135034e-7,-9292.61554739022,3404.202455304982,5.991073080688174e-10,1.0827650289822558e-7,-1.3655811584375868e-7,0,-0.0,0.0,0.0,-1.5965003860275728e-7,-4.417465303498097e-8,-750.1142927815076,-2654.0881622913685,102.58733190037522,5.461855143618723e-10,1.0793160957649127e-7,-1.345785371933845e-7,0,-0.0,0.0,0.0,1327.069020325847,-13.04100576573107,-149.97046256701017,-1266.6448838254314
t154,10834.368588439647,1.5960039024238552e-9,1.0943704386827217e-7,-1.3826097586832686e-7,0,-0.0,0.0,0.0,-1351.9618746188496,-13.285625984831686,-1.270506807656314e-7,-9469.121087681682,3453.038289052125,6.009429234866414e-10,1.0763079449920595e-7,-1.3577283654898209e-7,0,-0.0,0.0,0.0,1.1810376687654917e-7,-4.4209800999660726e-8,-748.7972892740712,-2704.240999825219,102.58733189442222,5.519110716981841e-10,1.0629056971530005e-7,-1.3613521616415325e-7,0,-0.0,0.0,0.0,1351.9618745007458,-13.285625940621886,-149.54654924547728,-1291.717031169561
t155,11025.175974164802,1.6013656166610304e-9,1.2353116127730374e-7,-1.2095067331099607e-7,0,-0.0,0.0,0.0,-1387.9730337161768,-13.639504890491922,-1.2560507691936813e-7,-9623.56343543671,3450.7953175054904,5.950917388863434e-10,1.2003129849127984e-7,-1.223550318695461e-7,0,-0.0,0.0,0.0,1.2071991314550807e-7,-4.423194072952367e-8,-702.4198207257909,-2748.3754968550074,102.58733190206665,5.510583875649769e-10,1.1847504179248103e-7,-1.228742444185656e-7,0,-0.0,0.0,0.0,1387.9730335954569,-13.639504846259982,-165.14611162063738,-1311.7747490448648
t156,11096.63207304536,1.6006572592120246e-9,1.2034479804478924e-7,-1.2251905486302247e-7,0,-0.0,0.0,0.0,-1403.1194363202314,-13.788347433245875,-1.2549254382869077e-7,-9679.724289165812,3447.4958310905345,5.946068333986336e-10,1.1495244002134758e-7,-1.272088778816849e-7,0,-0.0,0.0,0.0,-2.476461037842335e-7,-4.369135250725501e-8,-683.0714259209437,-2764.4244048658397,102.58733190850991,5.511468256822975e-10,1.1502714549577679e-7,-1.2533103738891806e-7,0,-0.0,0.0,0.0,1403.1194365678775,-13.788347389554522,-172.12058488031994,-1319.7978361949863
t157,11049.10006704032,1.6095497973522646e-9,1.1590835580742259e-7,-1.263108499184658e-7,0,-0.0,0.0,0.0,-1399.7469564803012,-13.75520632945252,-1.2882492016542545e-7,-9635.597904092947,3426.1716967681173,5.966295316411923e-10,1.1180475383852958e-7,-1.3026422914028863e-7,0,-0.0,0.0,0.0,5.07470880271397e-8,-4.4174915957417506e-8,-673.7839728972692,-2752.3877238577156,102.58733190618631,5.55381651227901e-10,1.1160379083919371e-7,-1.284674856735037e-7,0,-0.0,0.0,0.0,1399.746956429554,-13.755206285277604,-174.79856117475194,-1313.7805208323953
t158,11032.294862106679,1.6054127731207265e-9,1.1169900195699657e-7,-1.3192365652065266e-7,0,-0.0,0.0,0.0,-1395.0226456379958,-13.708780888951999,-1.2439770838968685e-7,-9623.56343543671,3428.3512129001874,5.939328931521078e-10,1.0843462773580981e-7,-1.3434626169178565e-7,0,-0.0,0.0,0.0,-3.722085556114386e-8,-4.4068508615161236e-8,-679.9757159382879,-2748.3754968550074,102.58733190329883,5.52077222428328e-10,1.0816068776655281e-7,-1.3258391043766858e-7,0,-0.0,0.0,0.0,1395.0226456752166,-13.70878084488349,-172.12644765570278,-1311.7747490448648
t159,10921.911921115312,1.6003652530660771e-9,1.0781490499607055e-7,-1.3801507224183254e-7,0,-0.0,0.0,0.0,-1382.0458482695494,-13.58125889258704,-1.2577072161592206e-7,-9526.284813798802,3404.3642993675353,5.962391453537929e-10,1.0587155715035521e-7,-1.3737763002653647e-7,0,-0.0,0.0,0.0,7.660248843793463e-8,-4.40579680947296e-8,-683.0713347829005,-2721.2929645867284,102.58733191704232,5.502060478973169e-10,1.0523482863540902e-7,-1.3638171173571452e-7,0,-0.0,0.0,0.0,1382.045848192947,-13.581258848529073,-172.31468878229816,-1298.7372324259175
t160,10833.51756005759,1.6056938292504172e-9,1.1686444061341065e-7,-1.3085679990856293e-7,0,-0.0,0.0,0.0,-1368.0020512626106,-13.443251571417838,-1.2582982128630846e-7,-9452.072257085347,3396.4569986880574,5.976404174902707e-10,1.2080926868928465e-7,-1.2069030882039147e-7,0,-0.0,0.0,0.0,2.5480955581954473e-7,-4.414364876943066e-8,-696.2282260774734,-2700.228772822511,102.58733193471502,5.51387768296315e-10,1.187920642303418e-7,-1.2127301639854865e-7,0,-0.0,0.0,0.0,1368.0020510078011,-13.443251527274189,-168.43775792503158,-1288.7083734882656
t161,10897.164670534645,1.6319725506643665e-9,1.1076883602293226e-7,-1.3994542551153427e-7,0,-0.0,5.998703470320493e-11,0.0,-1370.4498913194682,-13.46730630874203,-1.244087504936763e-7,-9513.247472754547,3429.990856219006,5.947756787129413e-10,1.151900894128711e-7,-1.2654166482876286e-7,0,-0.0,0.0,0.0,1.7345412520780856e-7,-4.475079609606241e-8,-711.7070620017392,-2718.283794334697,102.58733193517519,5.501418096421451e-10,1.1196537184051852e-7,-1.2872194325142933e-7,0,-0.0,0.0,0.0,1370.4498911460141,-13.467306263991233,-162.8384561491347,-1296.731460638387
t162,11226.47658388777,1.636352898027598e-9,1.1286497755243922e-7,-1.388340669536065e-7,0,-0.0,1.0430097168508999e-10,1.009743770039704e-11,-1398.623231007924,-13.744163562751805,-1.3242764586497973e-7,-9814.109189160446,3548.519678907684,5.877395405094119e-10,1.0330762050225988e-7,-1.4081588941537358e-7,0,-0.0,0.0,0.0,2.1095974807234875e-7,-4.45808913814455e-8,-744.9760608946328,-2803.5436181422433,102.58733193202247,5.450810130496899e-10,1.0973077223891656e-7,-1.314142560191895e-7,0,-0.0,0.0,0.0,1398.6232307969642,-13.744163518170913,-149.6166168739499,-1337.8497822827599
t163,12000.784462869255,1.6306181496635692e-9,1.1044116298387405e-7,-1.4263390442592409e-7,0,-0.0,1.0242679813463308e-10,1.0002185645275785e-11,-1505.9689660183562,-14.799041887047382,-1.2789441569763538e-7,-10480.016454805504,3743.0440681685245,6.039628088496867e-10,1.090111299936752e-7,-1.3642461516863697e-7,0,-0.0,0.0,0.0,4.83320683935945e-7,-4.555065166982492e-8,-748.9196678084602,-2994.124400770875,102.58733189592621,5.520021713895111e-10,1.0567718886105803e-7,-1.3726470298606624e-7,0,-0.0,0.0,0.0,1505.9689655350355,-14.79904184149673,-165.64774282798552,-1428.1095127216265
t164,11928.07449658643,1.628169011399335e-9,1.0682982355715906e-7,-1.477325860362486e-7,0,-0.0,1.0253826968986177e-10,1.0042609659313382e-11,-1546.1883467959233,-15.194274664550672,-1.2750851248980708e-7,-10366.691874959282,3696.551484572418,6.08597672954202e-10,1.0888596207928384e-7,-1.3353644149382886e-7,0,-0.0,0.0,0.0,5.666356768515328e-7,-4.598533155951207e-8,-735.527957070563,-2961.0235279985336,102.58733190980725,5.98185529606733e-10,1.0436768406359579e-7,-1.3947770258046125e-7,0,-0.0,0.0,0.0,1546.1883462292876,-15.194274618565341,-220.51517917093582,-1413.0662243151487
t165,11346.004091968302,1.6299027983922467e-9,1.1894950168687463e-7,-1.3409980805026601e-7,0,-0.0,1.0269058178233236e-10,1.0041618271280149e-11,-1480.2423954635613,-14.546228846200417,-1.279548683643049e-7,-9851.215467517175,3526.0162472043257,6.015130023217766e-10,1.154808459510621e-7,-1.2788975149059652e-7,0,-0.0,0.0,0.0,4.237972098180352e-7,-4.5255690675481464e-8,-712.4420619581057,-2813.574185649013,102.58733192675419,5.961706251535196e-10,1.1800441805644292e-7,-1.2345233010935854e-7,0,-0.0,0.0,0.0,1480.242395039764,-14.546228800944727,-225.41928640923445,-1342.8642117515858
t166,10477.26433356987,1.629998946774423e-9,1.1506743278062829e-7,-1.379677169051593e-7,0,-0.0,1.020943977074911e-10,1.0008575426169055e-11,-1376.7088133210082,-13.528812254299664,-1.2721440215662012e-7,-9087.02670784619,3266.1229777659796,6.081113773981085e-10,1.1738748834030749e-7,-1.2446617049936256e-7,0,-0.0,0.0,0.0,5.537026668612682e-7,-4.5819021190555545e-8,-670.2121076284717,-2595.910870752102,102.58733194435926,6.058612165016452e-10,1.1461840515374872e-7,-1.2707804353999954e-7,0,-0.0,0.0,0.0,1376.7088127673055,-13.528812208480643,-227.20325369132976,-1238.5640788000062
t167,9443.267387586522,1.6388547603199728e-9,1.1399738359858317e-7,-1.3849448992031763e-7,0,-0.0,1.0305428770902349e-10,1.0065230946444407e-11,-1252.5345023361097,-12.308560800382514,-1.2692414934158887e-7,-8178.424324300372,2957.2326724525296,5.997039709856687e-10,1.0439273974528549e-7,-1.4025072794202983e-7,0,-0.0,0.0,0.0,3.757981063573784e-7,-4.4947312251031765e-8,-621.1135005403918,-2336.1191723267566,102.58733196751211,6.034289884826722e-10,1.0766779835521193e-7,-1.3508091905217176e-7,0,-0.0,0.0,0.0,1252.5345019603114,-12.308560755435202,-228.6070451724618,-1114.206227973123
t168,8501.304009358973,1.636227758266924e-9,1.1258544987245394e-7,-1.390370467306058e-7,0,-0.0,1.0289460370446376e-10,1.007820136821977e-11,-1145.0146677415948,-11.25197161134948,-1.2528635905523817e-7,-7345.03736985603,2684.219908590499,5.977998632347169e-10,1.004144936332546e-7,-1.483152392326619e-7,0,-0.0,0.0,0.0,3.02344860249938e-7,-4.483538914021386e-8,-585.8251868663149,-2098.394722416305,102.58733201111876,5.944088956567043e-10,1.0844775424835905e-7,-1.3375741448756825e-7,0,-0.0,0.0,0.0,1145.01466743925,-11.251971566514092,-234.46701998770826,-1001.883007871422
