,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand,Generation,H2-G2P,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,HSC_Consumption,Demand
t86,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,76.85149677863632,-1.0931971209789733,-0.0,-11238.131042525862,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,21.15060594934654,-0.1301379546319444,-32.93201268764447,-3210.8764861926506,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1578.4258100807012,-17.437188018782635,-28.854976051821144,-1532.1336460100974,5435.635995545716,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5435.635995545716,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1272.9621038020866,-30.198278851886183,-29.00136316943874,-6974.924656538863,3561.1524754143365,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2172.9883245935694,-21.353790032174174,-20.55418587694459,-1346.2561749116483,3631.4788148134207,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1312.344710292403,-12.896311073673106,-0.0,-4930.927214032151,2988.353846048876,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1312.344710292403,-12.896311073673106,-20.128348798387155,-1642.984475884413,6208.778280192932,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1676.4279128086841,-16.474128852435605,-32.6750026744009,-4483.201235857411,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,900.0262207914827,-8.844488819712009,-0.0,-7955.650080377454
t87,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,131.6813577426388,-27.549246775069378,-0.0,-11266.504853835773,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,28.553318031618158,-0.17568623875312694,-32.93201268764447,-3218.233649990801,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1569.791577380088,-19.377057698454674,-14.077489183168035,-1536.3370304984653,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-458.1460721088249,-4.502166402438906,-0.0,-8543.896429193273,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,466.28654632298884,-33.53033665699239,-0.42868538426733505,-6193.489719039831,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2153.2046861265667,-32.598937625434154,-34.11117056657693,-5164.4361864129805,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2446.362369930228,-29.718099493258386,-8.657173375110808,-828.5098329028825,2988.353846048876,0,0.0,-1693.1254468427323,0.0,-0.0,0.0,0.0,-288.89426231288667,-2.8389418153376704,-35.26109955638714,-968.2340955215325,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,201.02099892179984,-1.9754179782981094,-26.751761443007773,-6852.153438989507,4531.268560180656,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1357.1357801737615,-13.336469490880372,-18.87246862,-3141.9238418960135
t88,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,117.35199597049473,-1.66018409888659,-0.0,-11278.064554739813,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,31.725908924020025,-0.1952069319479179,-32.93201268764447,-3221.386720190008,0.0,0,0.0,-354.28393996532395,0.0,-0.0,0.0,0.0,1942.5459978880567,-22.01920525035444,-28.854976051821144,-1537.3878766205573,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3856.3016964913577,-37.89558176434079,-0.0,-320.86562623002516,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2884.284642022169,-38.05610950101748,-17.2112811379858,-8590.179446141266,4534.978965629329,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1524.1592241820463,-14.977796097856318,-27.250226296576926,-2968.59171905285,4344.374687482535,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-0.0,-2094.9817838098124,6385.3714659164025,0,984.8193606943408,-0.0,0.0,-0.0,0.0,0.0,2227.50339818279,-21.88950548993232,-0.7956740069320982,-9575.009045296669,3126.174301920858,0,0.0,-1330.1299504035983,0.0,-0.0,0.0,0.0,-89.6239027825718,-0.8807272364157702,-42.75933289411255,-1662.7803886041595,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,494.1762786512352,-4.856232485820371,-0.0,-7553.788394571098
t89,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,133.35700026413,-1.9019598870160215,-0.0,-11293.827783245319,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,37.01356041135677,-0.2277414206059047,-32.93201268764447,-3226.6418371886866,0.0,0,0.0,-666.2576332902158,0.0,-0.0,0.0,0.0,2256.7793764959824,-22.177198289203716,-28.854976051821144,-1539.4895688647414,7934.277826380898,0,0.0,-645.3686490842437,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7288.909177296654,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1633.075577830994,-19.396545705883707,-0.42868538426733505,-7374.412541498945,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1358.664607919449,-13.35149316418192,-20.713172239922066,-7901.398251229927,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2268.701480646561,-22.29435589465048,-11.475774885110807,-1010.7758642751581,3613.70383812303,0,0.0,-499.3702928460944,0.0,-0.0,0.0,0.0,910.0368727271116,-8.94286273046856,-23.84227325838712,-3991.585282015192,5763.600660400479,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2256.7793764959824,-22.177198289203716,-36.74205242304336,-3447.902033192249,5980.0158554204845,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1803.4461385064808,-17.72232723947359,-0.0,-4158.84738967453
t90,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,47.83455704935072,-0.45006870160527285,-0.0,-11209.75723121595,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-5.443060413658218,-0.033490707115815296,-15.894204169777513,-3201.417275595029,0.0,0,863.786387603489,-0.0,0.0,-0.0,0.0,0.0,670.7351367963,-6.5912628780592755,-0.0,-1527.9302615217296,9006.544667704537,0,645.3686490842437,-0.0,0.0,-0.0,0.0,0.0,242.03131014964362,-3.6210411682127055,-0.0,-9890.323585770211,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,3827.1421260302222,-44.44165322276329,-23.357962268818547,-9520.504705296742,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1937.5090064458766,-43.337716835268225,-41.03587172057693,-4554.91571371286,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-552.8314295865497,-18.865331881420936,-0.0,-6507.8918618257885,3154.310124098002,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-683.4641439143328,-6.7163498572391385,-5.243616387626268,-2458.8860139388034,6679.859619489012,0,1330.1299504035983,-0.0,0.0,-0.0,0.0,0.0,-607.5099575849536,-5.969953878675583,-10.877399447299332,-7385.632258981683,7064.468348405683,0,361.5813691090973,-0.0,0.0,-0.0,0.0,0.0,-1000.9855320801453,-9.836608248358383,-0.0,-6415.227577186277
t91,11162.372742868203,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-205.72475061225109,-9.611236131779018,-0.0,-10947.036756124173,3222.78803088558,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-62.67576510949936,-0.3856388746438932,-32.93201268764447,-3126.7946142137926,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1556.9664297120682,-35.90996028964469,-28.854976051821144,-1492.2014933706025,7636.0934604904205,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2001.9999999999998,-19.673500847,-0.0,-5614.419959643421,3246.8238366725573,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1570.8960083885404,-32.34782584093449,-0.42868538426733505,-1643.1513170588148,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2096.1216814218155,-20.598427410023554,-27.912169396576925,-8624.409393329797,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1582.3021190155373,-15.54916187745358,-0.0,-8646.341580431843,5776.3935983501215,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1582.3021190155373,-15.54916187745358,-19.529039510303075,-4159.013277946827,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1048.6379736647011,-10.304885146398032,-37.214744200112555,-7680.977963807203,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-860.4295606882943,-8.455375470022473,-0.011913379999999307,-2437.2743375155433
t92,10700.987523514947,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-3.009777777777799,-10697.977745737167,3091.252202386073,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-35.927179354310326,-3055.325023031763,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1509.2738261457844,-21.844432630303878,-28.854976051821144,-1458.5744174636593,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3199.152559172819,-31.43782746382051,-0.0,-984.4725178490842,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-559.4851145524414,-56.879452202077296,-12.411225128243025,-5132.38640287534,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1110.9755607597842,-51.45999777621686,-28.385017487330845,-7607.928854210819,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,647.3718391874959,-34.180852390511035,-0.0,-7692.7796100907435,6385.3714659164025,0,707.8884173760125,-0.0,0.0,-0.0,0.0,0.0,1415.457179999479,-13.90958942538061,-4.692638210183783,-8490.11483565633,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,356.82145079367706,-3.5064571001084786,-37.51472188211256,-6995.659891300469,6120.688551159256,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1281.2621831609606,-12.590865457365746,-16.041778328,-4810.79372421293
t93,10736.65045292449,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-11.349777777777799,-10725.300675146713,3148.7003895839593,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-84.96717935431035,-3063.7332102296486,0.0,0,0.0,-274.3657215874461,0.0,-0.0,0.0,0.0,1799.026549748045,-17.678896278842984,-45.25497605182112,-1461.7269558299352,4215.062904485723,0,0.0,-173.1786587111879,0.0,-0.0,0.0,0.0,-2245.3835786155596,-22.065212655211337,-8.33841164972983,-1766.097042854034,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2134.1361174385174,-29.744625117392037,-4.287636612399669,-528.0555279784826,3077.9416084784248,0,0.0,-104.08405137018794,0.0,-0.0,0.0,0.0,-2872.3756075854617,-28.226615359008353,-20.55418587694459,-52.70114828682239,6371.796794854578,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2801.2079825135243,-28.92597416626696,-1.322291135110797,-9142.756512066726,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,71.16762507193761,-0.6993588072586128,-19.543624238387117,-6436.296107942694,4311.429528252079,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-44.07660638411256,-4267.352921867967,3319.754978712349,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2580.493146306032,-25.35830874102368,-0.0,-5874.889816277358
t94,10049.580076207663,0,0.0,-0.0,0.0,-0.0,0.0,0.0,471.1608295662425,-4.630061428344003,-16.749777777777798,-10499.361066567784,3116.895962200079,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-117.27517935430944,-2999.620782845769,0.0,0,0.0,-492.80825868981856,0.0,-0.0,0.0,0.0,2001.9999999999998,-19.673500847,-57.21497605182113,-1432.30326441136,4215.062904485723,0,0.0,-28.77768960843685,0.0,-0.0,0.0,0.0,-4017.378239911909,-39.478468634178974,-0.0,-129.4285063311987,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1036.2757359603654,-49.79333795654666,-12.668850553477256,-1597.485982676402,3361.302515092317,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2872.3756075854617,-28.226615359008353,-1.311712660505801,-459.38857948734096,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1625.9629269025231,-40.47501742150952,-0.0,-8665.076532774772,6385.3714659164025,0,1096.3824018048224,-0.0,0.0,-0.0,0.0,0.0,1246.4126806829388,-12.248402062501166,-37.18836811438714,-8678.729778227274,4663.179194242873,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-41.75544603411256,-4621.423748208761,6208.446032454566,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2580.493146306032,-25.35830874102368,-10.135645491999998,-8753.445224527575
t95,9495.90593121429,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-9476.852977510587,2870.492433673812,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-164.10717935431035,-2706.385254319501,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1390.2607221572546,-25.685015932305898,-72.03497605182113,-1292.5407301731275,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-3637.421324549808,-35.744661093619634,-12.31695243441435,-529.5799664078816,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2868.8247032542167,-54.66721708149724,-3.676178028747033,-5506.7052152907645,5784.1241916548415,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1347.0897676016236,-13.237748093853932,-9.043611266823238,-7108.932599895788,6265.443551448851,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.3364219744721684,-6265.107129474379,3025.9180704431337,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-24.814479564173052,-3001.103590878961,4257.423512859134,0,0.0,-0.0,0.0,-0.0,0.0,0.0,611.7392778427452,-6.011515085305901,-45.99589927611255,-4817.15537634046,3306.1711870538597,0,0.0,-503.2551416852117,0.0,-0.0,0.0,0.0,-2580.493146306032,-25.35830874102368,-6.57892726,-190.48566306159285
t96,7456.790653103813,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1001.2249847761541,-9.838961331683931,-19.05295370370368,-8429.12372284458,2589.041788148865,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2407.894608794554,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1243.2580352233401,-12.21740160290007,-81.41497605182113,-1149.625657568619,6899.677331339548,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2015.378239911909,-19.804967787178978,-0.0,-8895.25060346428,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1692.6033498166664,-42.6547746032337,-1.9332636948591284,-959.0325190320325,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1134.4877590576866,-11.14852441994632,-39.92769277361007,-1892.3776322271813,4805.599435210005,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1134.4877590576866,-11.14852441994632,-0.0,-5928.938669847746,5285.131110925384,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-35.087481908173054,-5250.043629017211,3803.3991922494406,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1243.2580352233401,-12.21740160290007,-32.27533654556857,-2515.6484188776317,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1323.9998748713967,-13.010845484370789,-1.620157240000001,-1967.5403094580922
t97,10275.276724947711,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2539.8601312466776,-24.959011210461057,-19.05295370370368,-7691.40462878687,2377.7860848019836,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2196.6389054476726,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1145.3951160826284,-11.255710183017607,-85.39497605182113,-1048.7444298477897,7764.638012221775,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-7764.638012221775,5761.162194758102,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-150.4843679373422,-60.89867125050676,-0.0,-5549.779155570252,6576.798308714582,0,323.22116510880966,-0.0,0.0,-0.0,0.0,0.0,3079.9068385550245,-32.111460732565796,-21.17953740885198,-9926.635314236999,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2321.401139574525,-22.812231411411677,-0.0,-9378.177531456873,6236.267540819755,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2227.50339818279,-21.88950548993232,-19.529039510303075,-3967.3455976367295,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-609.4732377009155,-5.989246882184212,-19.06582035268309,-6045.331314553229,7064.468348405683,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1019.3819591444521,-10.017388529792656,-0.0,-6035.069000731439
t98,7248.069546329045,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-7229.016592625341,2246.408159835018,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-2065.2609804807066,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1082.4861471317656,-10.637508557673605,-86.15497605182114,-985.6936625222712,6549.571372714111,0,0.0,-0.0,0.0,-0.0,0.0,0.0,320.2578188554595,-3.147149086169458,-0.0,-6866.682042483401,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1675.6441086637024,-16.46642646906389,-10.219583865423457,-993.8937881486019,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-584.7889446866615,-5.746676223081553,-25.611956526576925,-2461.7940310421045,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1850.7938739282315,-18.187609813361377,-9.3046034459366,-8902.890283962694,2988.353846048876,0,0.0,-379.0130930052284,0.0,-0.0,0.0,0.0,-1266.0049292415702,-12.44093359027982,-19.95772489457041,-1310.9371653172275,4003.351776832379,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1082.4861471317656,-10.637508557673605,-44.93596822211256,-2865.292152920827,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1355.386289808243,-13.319277382894432,-0.0,-4648.238199479209
t99,7004.264945443876,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-6985.211991740172,2175.989592052724,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-181.14717935431116,-1994.8424126984128,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1047.4750195524523,-10.293456885302952,-85.11497605182113,-952.0665866153281,5079.325058798059,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-5079.325058798059,5094.638065287632,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1548.27808606346,-17.37437353529777,-10.219583865423457,-6615.322193950369,3077.9416084784248,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1658.158010682072,-16.2945919218849,-20.77851062127097,-1382.7104952531968,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1340.3591576667711,-13.171606904915798,-11.007173555110805,-1948.7095375746821,5492.9557405054975,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1340.3591576667711,-13.171606904915798,-18.68058529028304,-6801.46270597707,3234.7086798000682,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1047.4750195524523,-10.293456885302952,-34.37800299449905,-2142.5622003678136,7064.468348405683,0,249.31198009521802,-0.0,0.0,-0.0,0.0,0.0,109.87992461861197,-1.0797816134128664,-12.685985060000005,-7409.894486446101
t100,6915.990865813039,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-19.05295370370368,-6896.937912109335,2129.636141570178,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-160.01829046542227,-1969.6178511047553,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1036.0479329849713,-22.73652378292564,-73.85497605182113,-939.4564331502244,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1187.4901592777398,-11.669374952225162,-0.0,-10182.365452030052,2987.488931362705,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2177.3298672133315,-42.88279851852297,-9.947246347644684,-757.3290192832055,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2721.9028751263004,-26.747931328296204,-23.3239165792274,-9248.62933593336,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2165.7021744065387,-21.282189591676712,-0.0,-9224.008608108621,4811.1160910556055,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2165.7021744065387,-21.282189591676712,-33.29658839222631,-2590.8351386651643,3126.174301920858,0,0.0,-1330.1299504035983,0.0,-0.0,0.0,0.0,-1674.8724848983552,-16.45884378135104,-36.74205242304336,-67.97097041451019,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1093.2386152773245,-10.7431722395762,-0.0,-2202.189399536959
t101,9045.107664027128,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2000.0,-19.653847,-13.9697777777778,-7011.48403924935,2102.7088903617205,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-99.45829046542227,-2003.2505998962984,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1070.3912860664468,-64.13718503302157,-51.03497605182112,-955.219124981604,9006.544667704537,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1148.708139882698,-24.059877301808584,-0.0,-7833.77665052003,3485.1309234402033,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-649.827501320938,-6.385805143677007,-6.853791596669962,-2822.063825378918,4518.633826208928,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4518.633826208928,3313.2474757014797,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-597.9698788770921,-5.8762042550294495,-0.0,-2709.401392569358,2988.353846048876,0,0.0,-175.1057417509152,0.0,-0.0,0.0,0.0,597.9698788770921,-5.8762042550294495,-32.575567142226305,-3372.7662117777973,6679.859619489012,0,686.7239530382792,-0.0,0.0,-0.0,0.0,0.0,2728.1443551371895,-26.809265874889988,-33.50772280042933,-10034.410938989162,5920.960471584043,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-3.07188296,-5917.888588624043
t102,5318.747426187815,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2115.1954181187293,-20.785863561403264,-0.23605555555564806,-7412.920925189585,2147.6355228894463,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-30.87439582168904,-2116.761127067757,0.0,0,0.0,-253.3675929782752,0.0,-0.0,0.0,0.0,1314.8807074924212,-26.425769569846096,-24.173375491821158,-1010.9139694524785,4215.062904485723,0,0.0,-560.5302408630828,0.0,-0.0,0.0,0.0,-2608.4078363951467,-25.632624265055618,-16.061694997533095,-1004.4305079649054,2696.2239071467916,0,0.0,-0.0,0.0,-0.0,0.0,0.0,389.2181438602016,-45.39654404733273,-15.71714913882603,-3024.328357820835,3077.9416084784248,0,0.0,-607.7667907324385,0.0,-0.0,0.0,0.0,-2379.3690984376117,-23.38187810861038,-0.0,-67.42384119976404,7079.588623293759,0,0.0,-0.0,0.0,-0.0,0.0,0.0,417.19868286258486,-42.66397667642938,-0.0,-7454.123329479915,6385.3714659164025,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1962.170415575027,-19.282098567819,-32.42253162022631,-8295.837251303385,6679.859619489012,0,0.0,-0.0,0.0,-0.0,0.0,0.0,687.1192925075787,-6.752268722846099,-11.639121561802932,-7348.587521711942,3306.1711870538597,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-1898.0057255837844,-18.651557067873842,-0.0,-1389.5139044022021
t103,8528.957503379455,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-8528.957503379455,2469.204253275063,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-32.93201268764447,-2436.2722405874188,0.0,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1202.9117084214558,-11.820921335911951,-28.85497605182114,-1162.2358110337227,4215.062904485723,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2667.5046047650353,-26.21336368692374,-0.0,-1521.3449360337638,3938.6203655617887,0,0.0,-0.0,0.0,-0.0,0.0,0.0,1464.59289634358,-14.39244235101179,-16.118919364146628,-5372.70190019021,6576.798308714582,0,0.0,-0.0,0.0,-0.0,0.0,0.0,2187.6653165328653,-21.49801970917175,-15.747374860696464,-8727.21823067758,4918.256912654946,0,0.0,-0.0,0.0,-0.0,0.0,0.0,-2187.6653165328653,-21.49801970917175,-4.7442534267655105,-2704.3493229861438,5530.066499328306,0,0.0,-2062.9072302326676,0.0,-0.0,0.0,0.0,0.0,-0.0,-19.95772489457041,-3447.2015442010684,3126.174301920858,0,0.0,-861.1392776314748,0.0,-0.0,0.0,0.0,0.0,-0.0,-36.74205242304336,-2228.2929718663395,4287.476111960224,0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-4287.476111960224
