,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t3930,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15060.0
t3931,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14831.0
t3932,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14603.0
t3933,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14632.0
t3934,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14183.0
t3935,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12825.0
t3936,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11458.0
t3937,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10511.0
t3938,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9958.0
t3939,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9615.0
t3940,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9509.0
t3941,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9689.0
t3942,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10367.0
t3943,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11921.0
t3944,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13358.0
t3945,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14104.0
t3946,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14535.0
t3947,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14885.0
t3948,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15036.0
t3949,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15089.0
t3950,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15207.0
t3951,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15245.0
t3952,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15260.0
t3953,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15282.0
t3954,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15167.0
t3955,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14812.0
t3956,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14475.0
t3957,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14512.0
t3958,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14208.0
t3959,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12823.0
t3960,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11406.0
t3961,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10407.0
t3962,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9782.0
t3963,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9451.0
t3964,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9331.0
t3965,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9487.0
t3966,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10030.0
t3967,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11540.0
t3968,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13001.0
t3969,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13889.0
t3970,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14470.0
t3971,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14907.0
t3972,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15116.0
t3973,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15179.0
t3974,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15303.0
t3975,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15303.0
t3976,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15266.0
t3977,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15230.0
t3978,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15009.0
t3979,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14543.0
t3980,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14102.0
t3981,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14025.0
t3982,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13765.0
t3983,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12591.0
t3984,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11295.0
t3985,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10281.0
t3986,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9671.0
t3987,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9328.0
t3988,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9138.0
t3989,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9093.0
t3990,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9104.0
t3991,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9733.0
t3992,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10825.0
t3993,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11994.0
t3994,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12789.0
t3995,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13216.0
t3996,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13370.0
t3997,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13368.0
t3998,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13247.0
t3999,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13137.0
t4000,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13109.0
t4001,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13150.0
t4002,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13182.0
t4003,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13020.0
t4004,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12776.0
t4005,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12870.0
t4006,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12730.0
t4007,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11825.0
t4008,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10722.0
t4009,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9857.0
t4010,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9314.0
t4011,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8990.0
t4012,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8799.0
t4013,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8760.0
t4014,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8690.0
t4015,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9024.0
t4016,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9836.0
t4017,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10869.0
t4018,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11659.0
t4019,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12142.0
t4020,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12419.0
t4021,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12536.0
t4022,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12472.0
t4023,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12433.0
t4024,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12472.0
t4025,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12619.0
t4026,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12772.0
t4027,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12740.0
t4028,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12639.0
t4029,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12894.0
t4030,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12734.0
t4031,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11634.0
t4032,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10455.0
t4033,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9642.0
t4034,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9166.0
t4035,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8971.0
t4036,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8930.0
t4037,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9182.0
t4038,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9862.0
t4039,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11288.0
t4040,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12718.0
t4041,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13558.0
t4042,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14104.0
t4043,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14542.0
t4044,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14772.0
t4045,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14816.0
t4046,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15021.0
t4047,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14956.0
t4048,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14922.0
t4049,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14946.0
t4050,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14859.0
t4051,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14557.0
t4052,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14264.0
t4053,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14308.0
t4054,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13896.0
t4055,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12489.0
t4056,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11127.0
t4057,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10219.0
t4058,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9671.0
t4059,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9383.0
t4060,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9269.0
t4061,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9483.0
t4062,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10103.0
t4063,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11573.0
t4064,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13059.0
t4065,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13905.0
t4066,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14430.0
t4067,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14873.0
t4068,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15179.0
t4069,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15323.0
t4070,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15515.0
t4071,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15537.0
t4072,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15481.0
t4073,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15485.0
t4074,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15440.0
t4075,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15208.0
t4076,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15028.0
t4077,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15221.0
t4078,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14913.0
t4079,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13573.0
t4080,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12159.0
t4081,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11157.0
t4082,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10562.0
t4083,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10248.0
t4084,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10115.0
t4085,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10311.0
t4086,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10965.0
t4087,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12622.0
t4088,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14563.0
t4089,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16111.0
t4090,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17523.0
t4091,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18871.0
t4092,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19932.0
t4093,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-20733.0
t4094,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21462.0
t4095,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21965.0
t4096,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22334.0
t4097,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22621.0
t4098,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22645.0
t4099,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22324.0
t4100,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21841.0
t4101,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21575.0
t4102,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-20998.0
t4103,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19104.0
t4104,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17185.0
t4105,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15695.0
t4106,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14764.0
t4107,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14126.0
t4108,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13706.0
t4109,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13640.0
t4110,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14053.0
t4111,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15668.0
t4112,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17606.0
t4113,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19178.0
t4114,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-20486.0
t4115,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21568.0
t4116,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22338.0
t4117,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22809.0
t4118,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23192.0
t4119,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23401.0
t4120,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23516.0
t4121,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23585.0
t4122,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23391.0
t4123,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22942.0
t4124,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22276.0
t4125,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21849.0
t4126,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21132.0
t4127,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19181.0
t4128,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17212.0
t4129,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15707.0
t4130,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14715.0
t4131,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14044.0
t4132,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13614.0
t4133,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13594.0
t4134,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13992.0
t4135,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15507.0
t4136,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17405.0
t4137,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18975.0
t4138,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-20292.0
t4139,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21373.0
t4140,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22232.0
t4141,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22799.0
t4142,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23125.0
t4143,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-23063.0
t4144,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22757.0
t4145,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-22042.0
t4146,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-21095.0
t4147,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19943.0
t4148,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-19008.0
t4149,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-18578.0
t4150,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17878.0
t4151,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16439.0
t4152,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14884.0
t4153,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13627.0
t4154,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12844.0
t4155,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12295.0
t4156,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11956.0
t4157,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11850.0
t4158,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11906.0
t4159,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12336.0
t4160,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13179.0
t4161,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14315.0
t4162,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15350.0
t4163,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16248.999999999998
t4164,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16913.0
t4165,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17323.0
t4166,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17511.0
t4167,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17631.0
t4168,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17677.0
t4169,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-17529.0
t4170,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16983.0
t4171,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16180.0
t4172,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15468.0
t4173,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15093.0
t4174,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14737.0
t4175,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13678.0
t4176,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12447.0
t4177,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11486.0
t4178,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10781.0
t4179,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10326.0
t4180,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10050.0
t4181,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9930.0
t4182,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9788.0
t4183,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10214.0
t4184,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11182.0
t4185,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12381.0
t4186,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13429.0
t4187,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14183.0
t4188,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14704.0
t4189,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15037.0
t4190,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15256.0
t4191,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15494.0
t4192,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15739.0
t4193,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15958.0
t4194,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15963.0
t4195,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15802.0
t4196,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15532.0
t4197,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15644.0
t4198,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15426.0
t4199,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14222.0
t4200,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12890.0
t4201,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11876.0
t4202,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11261.0
t4203,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10911.0
t4204,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10789.0
t4205,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10974.0
t4206,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11585.0
t4207,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12979.0
t4208,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14528.0
t4209,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15418.0
t4210,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15907.0
t4211,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16261.0
t4212,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16328.0
t4213,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16265.999999999998
t4214,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16213.999999999998
t4215,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16149.999999999998
t4216,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16113.0
t4217,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-16013.000000000002
t4218,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15907.0
