,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t2350,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11999.0
t2351,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10958.0
t2352,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9998.0
t2353,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9355.0
t2354,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9042.0
t2355,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8926.0
t2356,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8932.0
t2357,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9258.0
t2358,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10292.0
t2359,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11981.0
t2360,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13117.0
t2361,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13520.0
t2362,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13689.0
t2363,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13843.0
t2364,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13844.0
t2365,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13732.0
t2366,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13629.0
t2367,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13408.0
t2368,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13255.0
t2369,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13257.0
t2370,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13412.0
t2371,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13544.0
t2372,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14116.0
t2373,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14140.0
t2374,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13160.0
t2375,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11819.0
t2376,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10573.0
t2377,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9824.0
t2378,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9447.0
t2379,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9275.0
t2380,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9261.0
t2381,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9580.0
t2382,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10575.0
t2383,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12217.0
t2384,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13246.0
t2385,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13452.0
t2386,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13538.0
t2387,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13627.0
t2388,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13594.0
t2389,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13513.0
t2390,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13479.0
t2391,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13297.0
t2392,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13141.0
t2393,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13163.0
t2394,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13268.0
t2395,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13359.0
t2396,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13951.0
t2397,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14004.0
t2398,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13046.0
t2399,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11702.0
t2400,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10489.0
t2401,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9741.0
t2402,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9354.0
t2403,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9182.0
t2404,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9182.0
t2405,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9488.0
t2406,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10483.0
t2407,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12145.0
t2408,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13257.0
t2409,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13536.0
t2410,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13583.0
t2411,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13647.0
t2412,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13611.0
t2413,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13475.0
t2414,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13413.0
t2415,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13255.0
t2416,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13117.0
t2417,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13150.0
t2418,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13291.0
t2419,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13426.0
t2420,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14026.0
t2421,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14025.0
t2422,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13093.0
t2423,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11784.0
t2424,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10587.0
t2425,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9808.0
t2426,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9399.0
t2427,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9212.0
t2428,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9207.0
t2429,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9493.0
t2430,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10499.0
t2431,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12136.0
t2432,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13192.0
t2433,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13461.0
t2434,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13540.0
t2435,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13586.0
t2436,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13597.0
t2437,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13544.0
t2438,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13530.0
t2439,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13367.0
t2440,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13242.0
t2441,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13282.0
t2442,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13438.0
t2443,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13479.0
t2444,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13967.0
t2445,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14039.0
t2446,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13185.0
t2447,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11917.0
t2448,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10703.0
t2449,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9941.0
t2450,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9561.0
t2451,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9378.0
t2452,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9379.0
t2453,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9671.0
t2454,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10637.0
t2455,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12210.0
t2456,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13232.0
t2457,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13433.0
t2458,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13504.0
t2459,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13567.0
t2460,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13479.0
t2461,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13325.0
t2462,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13237.0
t2463,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13034.0
t2464,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12799.0
t2465,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12697.0
t2466,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12626.0
t2467,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12520.0
t2468,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12946.0
t2469,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13195.0
t2470,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12509.0
t2471,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11485.0
t2472,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10380.0
t2473,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9605.0
t2474,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9153.0
t2475,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8896.0
t2476,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8842.0
t2477,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8941.0
t2478,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9325.0
t2479,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9817.0
t2480,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10702.0
t2481,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11487.0
t2482,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11969.0
t2483,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12159.0
t2484,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12109.0
t2485,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11931.0
t2486,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11711.0
t2487,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11519.0
t2488,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11451.0
t2489,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11497.0
t2490,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11641.0
t2491,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11711.0
t2492,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12162.0
t2493,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12371.0
t2494,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11763.0
t2495,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10854.0
t2496,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9941.0
t2497,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9213.0
t2498,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8755.0
t2499,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8487.0
t2500,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8382.0
t2501,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8402.0
t2502,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8598.0
t2503,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8876.0
t2504,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9539.0
t2505,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10451.0
t2506,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11148.0
t2507,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11515.0
t2508,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11721.0
t2509,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11765.0
t2510,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11678.0
t2511,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11606.0
t2512,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11630.0
t2513,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11818.0
t2514,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12094.0
t2515,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12201.0
t2516,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12644.0
t2517,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12843.0
t2518,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12110.0
t2519,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11088.0
t2520,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10111.0
t2521,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9397.0
t2522,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8984.0
t2523,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8775.0
t2524,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8730.0
t2525,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8963.0
t2526,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9760.0
t2527,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10904.0
t2528,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12160.0
t2529,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13092.0
t2530,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13761.0
t2531,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14296.0
t2532,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14654.0
t2533,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14878.0
t2534,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15031.0
t2535,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15074.0
t2536,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15064.0
t2537,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-15041.0
t2538,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14919.0
t2539,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14640.0
t2540,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14735.0
t2541,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14894.0
t2542,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13852.0
t2543,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12422.0
t2544,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11087.0
t2545,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10161.0
t2546,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9627.0
t2547,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9302.0
t2548,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9165.0
t2549,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9366.0
t2550,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10145.0
t2551,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11358.0
t2552,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12704.0
t2553,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13492.0
t2554,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13970.0
t2555,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14323.0
t2556,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14501.0
t2557,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14577.0
t2558,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14724.0
t2559,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14740.0
t2560,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14709.0
t2561,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14674.0
t2562,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14544.0
t2563,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14178.0
t2564,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14228.0
t2565,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-14360.0
t2566,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13319.0
t2567,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11908.0
t2568,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10650.0
t2569,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9743.0
t2570,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9224.0
t2571,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8943.0
t2572,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8827.0
t2573,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9022.0
t2574,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9786.0
t2575,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10924.0
t2576,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12100.0
t2577,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12688.0
t2578,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13013.0
t2579,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13266.0
t2580,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13382.0
t2581,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13344.0
t2582,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13350.0
t2583,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13224.0
t2584,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13029.0
t2585,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12992.0
t2586,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13047.0
t2587,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13054.0
t2588,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13406.0
t2589,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13494.0
t2590,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12627.0
t2591,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11411.0
t2592,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10252.0
t2593,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9485.0
t2594,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9059.0
t2595,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8822.0
t2596,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8778.0
t2597,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9032.0
t2598,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9837.0
t2599,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11097.0
t2600,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12257.0
t2601,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12792.0
t2602,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13125.0
t2603,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13385.0
t2604,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13500.0
t2605,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13477.0
t2606,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13481.0
t2607,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13385.0
t2608,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13272.0
t2609,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13253.0
t2610,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13204.0
t2611,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13046.0
t2612,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13295.0
t2613,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13606.0
t2614,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12773.0
t2615,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-11529.0
t2616,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10332.0
t2617,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9552.0
t2618,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9126.0
t2619,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8909.0
t2620,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-8818.0
t2621,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9040.0
t2622,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-9762.0
t2623,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-10907.0
t2624,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12052.0
t2625,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12732.0
t2626,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13213.0
t2627,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13568.0
t2628,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13736.0
t2629,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13727.0
t2630,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13742.0
t2631,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13623.0
t2632,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13458.0
t2633,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13341.0
t2634,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13154.0
t2635,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12834.0
t2636,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12974.0
t2637,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-13182.0
t2638,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-12433.0
